ACCOUNTNUMBER,AGEBUCKET,AUA,AUM,AUMBUCKET,BILLINGCOUNTRY,BILLINGPOSTALCODE,BILLINGSTATE,CLIENTCATEGORY,CLIENTCATEGORYCUSTOM,CREATEDDATE,CUSTOMERSEGMENT,DAYSSINCELASTINTERACTION,FINANCIALINTERESTS,HELDAWAY,HOUSEHOLDCOMPUTED,HOUSEHOLDSIZE,HOUSEHOLDSIZETEXT,ID,INVESTMENTEXPERIENCE,INVESTMENTOBJECTIVES,LASTINTERACTION,LASTREVIEW,LEADORCONTACTID,MARKETINGSEGMENT,NAME,NETWORTH,NETWORTHBUCKET,NEXTREVIEW,OWNERCITY,OWNEREMAIL,OWNERID,OWNERNAME,OWNERROLENAME,OWNERSMALLPHOTOURL,OWNERSTATE,PHONE,PRIMARYCONTACTAGE,PRIMARYCONTACTANNUALINCOME,PRIMARYCONTACTEMAIL,PRIMARYCONTACTGENDER,RECORDTYPENAME,RELATIONSHIPSTARTDATE,REVIEWFREQUENCY,RISKTOLERANCE,ROLLUPHOUSEHOLDNAME,SAMPLEACCOUNT,SERVICEMODEL,TOTALAUMJOINTOWNER,TOTALAUMPRIMARYOWNER,TOTALFINACCTSJOINTOWNER,TOTALFINACCTSPRIMARYOWNER,TOTALFINANCIALACCOUNTS,TOTALHELDFINACCTSJOINTOWNER,TOTALHELDFINACCTSPRIMARYOWNER,TOTALNUMBEROFFINACCOUNTSPRIMARYOWNER,WALLETSHARE,YEARSSINCECLIENT,YEARSSINCECLIENTBUCKET,LastProcessedDate
219,3. 30-49,292529.0,160110.0,1. Less than 500K,USA,96101,CA,Platinum,1 - Platinum,2019-09-09,Mass Affluent,264,Technology,292529.0,,0,0,0011U00000KuFadQAF,Experienced,Growth,2019-09-04,2019-08-31,0011U00000KulRbQAJ,Affluent Professionals,Colton Hall,452639.0,1. Less than 500K,2019-09-24,Chicago,allen.advisor@example.com,0051U000005JQyrQAG,Allen Advisor,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,241-552-7147,34,114729.0,user-219@fsc-demo.com,Female,Individual,2017-01-06,Quarterly,Conservative,,false,Tier 1,0.0,160110.0,0.0,452639.0,452639.0,0.0,292529.0,4.0,0.6462744041057001,2,2. Between 1 and 3 years,2020-05-25
220,5. > 69,394332.5,377147.0,1. Less than 500K,USA,15520,PA,Platinum,1 - Platinum,2019-09-09,Long Term Growth,259,Energy,394332.5,,0,0,0011U00000KuFaeQAF,Moderately Experienced,Balanced Growth,2019-09-09,2019-08-15,0011U00000KulRbQAJ,Millennials,Quin Hammond,771479.5,2. Between 500K and 2M,2019-10-06,Chicago,allen.advisor@example.com,0051U000005JQyrQAG,Allen Advisor,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,524-195-6407,75,93697.0,user-220@fsc-demo.com,Male,Individual,2016-08-27,Monthly,Aggresive,,false,Tier 3,0.0,377147.0,0.0,771479.5,771479.5,0.0,394332.5,4.0,0.5111380146847713,3,3. Between 3 and 5 years,2020-05-25
222,3. 30-49,320697.9,252400.0,1. Less than 500K,USA,96106,CA,Gold,2 - Gold,2019-09-09,Mass Affluent,265,Retirement,320697.9,,0,0,0011U00000KuFagQAF,Experienced,Balanced Growth,2019-09-03,2019-08-28,0011U00000KulRbQAJ,Mass Market,Ashton Fry,573097.9,2. Between 500K and 2M,2019-10-03,San Francisco,sunil.dixit@example.com,0051U000005L4E9QAK,Brenda Banker,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T,CA,526-958-6964,38,76094.0,user-222@fsc-demo.com,Female,Person Account,2018-10-04,Annually,Aggresive,,false,Tier 1,0.0,252400.0,0.0,573097.9,573097.9,0.0,320697.9,3.0,0.5595865907029148,0,1. Less than 1 year,2020-05-25
223,3. 30-49,200960.69999999998,220909.0,1. Less than 500K,USA,15611,PA,Silver,3 - Silver,2019-09-09,Mass Affluent,274,Municipal Bonds,200960.69999999998,Xavier Vance,2,2,0011U00000KuFahQAF,Moderately Inexperienced,Growth,2019-08-25,2019-08-15,0011U00000KulRbQAJ,Affluent Professionals,Xavier Vance,421869.69999999995,1. Less than 500K,2019-09-28,Chicago,allen.advisor@example.com,0051U000005JQyrQAG,Allen Advisor,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,550-190-8062,42,54193.0,user-223@fsc-demo.com,Male,Household,2014-07-27,Annually,Conservative,Xavier Vance,false,Tier 3,0.0,220909.0,0.0,421869.69999999995,421869.69999999995,0.0,200960.69999999998,3.0,0.4763572733476711,5,4. Between 5 and 10 Years,2020-05-25
224,2. 18-29,207265.0,165430.0,1. Less than 500K,USA,10456,NY,Platinum,1 - Platinum,2019-09-16,Long Term Growth,4,Municipal Bonds,207265.0,,0,0,0011U00000KuFaiQAF,Moderately Inexperienced,Aggressive Growth,2020-05-21,2020-05-18,0011U00000KulRbQAJ,Millennials,Merritt Bishop,372695.0,1. Less than 500K,2020-06-16,Chicago,allen.advisor@example.com,0051U000005JQyrQAG,Allen Advisor,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,513-311-8303,25,111012.0,user-224@fsc-demo.com,Female,Person Account,2013-07-02,Monthly,None,,false,Tier 1,0.0,165430.0,0.0,372695.0,372695.0,0.0,207265.0,3.0,0.5561249815532808,6,4. Between 5 and 10 Years,2020-05-25
226,4. 50-69,259034.0,196368.0,1. Less than 500K,USA,96101,CA,Gold,2 - Gold,2019-09-16,Mass Affluent,254,College Planning,259034.0,,0,0,0011U00000KuFakQAF,Inexperienced,Balanced Growth,2019-09-14,2019-09-07,0011U00000KulRbQAJ,Millennials,Hannah Perkins,455402.0,1. Less than 500K,2019-10-03,Florida,ryan.dobson@example.com,0051U000005L6eJQAS,Chelsea Advisor,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T,FL,327-726-5211,69,68500.0,user-226@fsc-demo.com,Male,Person Account,2018-10-29,Monthly,None,,false,Tier 2,0.0,196368.0,0.0,455402.0,455402.0,0.0,259034.0,3.0,0.5688029477253065,0,1. Less than 1 year,2020-05-25
227,4. 50-69,148049.8,288519.0,1. Less than 500K,USA,10451,NY,Platinum,1 - Platinum,2019-09-16,Long Term Growth,252,Technology,148049.8,,0,0,0011U00000KuFalQAF,Moderately Inexperienced,Balanced Growth,2019-09-16,2019-09-15,0011U00000KulRbQAJ,Retired,Eleanor Callahan,436568.8,1. Less than 500K,2019-10-12,San Francisco,sunil.dixit@example.com,0051U000005L4E9QAK,Brenda Banker,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T,CA,336-730-6345,63,169547.0,user-227@fsc-demo.com,Male,Person Account,2010-11-24,Monthly,None,,false,Tier 2,0.0,288519.0,0.0,436568.8,436568.8,0.0,148049.8,4.0,0.33912134811282896,8,4. Between 5 and 10 Years,2020-05-25
228,4. 50-69,335824.0,436998.0,1. Less than 500K,USA,75409,TX,Gold,2 - Gold,2019-09-23,Mass Affluent,253,Technology,335824.0,,0,0,0011U00000KuFamQAF,Inexperienced,Growth,2019-09-15,2019-09-03,0011U00000KulRbQAJ,Millennials,Maisie Kelly,772822.0,2. Between 500K and 2M,2019-10-17,New York,mark.garet@example.com,0051U000005KhW6QAK,Mark Garet,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T,NY,416-799-3337,60,74892.0,user-228@fsc-demo.com,Male,Person Account,2014-04-13,Monthly,Aggresive,,false,Tier 1,0.0,436998.0,0.0,772822.0,772822.0,0.0,335824.0,3.0,0.43454249490827124,5,4. Between 5 and 10 Years,2020-05-25
229,4. 50-69,292394.0,465821.0,1. Less than 500K,USA,10459,NY,Gold,2 - Gold,2019-09-30,Long Term Growth,1,Retirement,292394.0,,0,0,0011U00000KuFanQAF,Inexperienced,Balanced Growth,2020-05-24,2020-05-23,0011U00000KulRbQAJ,Retired,Glenna Bryan,758215.0,2. Between 500K and 2M,2020-06-16,San Francisco,sunil.dixit@example.com,0051U000005L4E9QAK,Brenda Banker,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T,CA,549-404-8494,55,126169.0,user-229@fsc-demo.com,Male,Person Account,2015-09-22,Annually,None,,false,Tier 2,0.0,465821.0,0.0,758215.0,758215.0,0.0,292394.0,4.0,0.3856346814557876,4,3. Between 3 and 5 years,2020-05-25
230,3. 30-49,348809.0,244537.0,1. Less than 500K,USA,8219,NJ,Gold,2 - Gold,2019-09-30,Mass Affluent,239,Technology,348809.0,,0,0,0011U00000KuFaoQAF,Moderately Inexperienced,Aggressive Growth,2019-09-29,2019-09-25,0011U00000KulRbQAJ,Affluent Professionals,Calvin Morris,593346.0,2. Between 500K and 2M,2019-10-27,Chicago,allen.advisor@example.com,0051U000005JQyrQAG,Allen Advisor,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,486-685-4896,32,236793.0,user-230@fsc-demo.com,Male,Person Account,2017-09-22,Quarterly,Aggresive,,false,Tier 2,0.0,244537.0,0.0,593346.0,593346.0,0.0,348809.0,4.0,0.5878677870921857,2,2. Between 1 and 3 years,2020-05-25
231,3. 30-49,169230.0,241903.0,1. Less than 500K,USA,15611,PA,Platinum,1 - Platinum,2019-09-30,Mass Affluent,246,Energy,169230.0,Georgia Chambers,3,3,0011U00000KuFapQAF,Moderately Experienced,Balanced Growth,2019-09-22,2019-09-14,0011U00000KulRbQAJ,Affluent Professionals,Georgia Chambers,411133.0,1. Less than 500K,2019-10-20,New York,mark.garet@example.com,0051U000005KhW6QAK,Mark Garet,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T,NY,301-366-4359,33,168106.0,user-231@fsc-demo.com,Female,Household,2010-06-01,Monthly,None,Georgia Chambers,false,Tier 2,0.0,241903.0,0.0,411133.0,411133.0,0.0,169230.0,2.0,0.41161862462998594,9,4. Between 5 and 10 Years,2020-05-25
232,5. > 69,174938.0,210488.0,1. Less than 500K,USA,75410,TX,Gold,2 - Gold,2019-09-30,Mass Affluent,251,Energy,174938.0,Tara Gould,4,4,0011U00000KuFaqQAF,Experienced,Income,2019-09-17,2019-09-16,0011U00000KulRbQAJ,Mass Market,Tara Gould,385426.0,1. Less than 500K,2019-10-21,San Francisco,sunil.dixit@example.com,0051U000005L4E9QAK,Brenda Banker,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T,CA,351-388-9902,71,140663.0,user-232@fsc-demo.com,Male,Household,2018-08-16,Monthly,None,Tara Gould,false,Tier 2,0.0,210488.0,0.0,385426.0,385426.0,0.0,174938.0,2.0,0.45388219787974865,1,2. Between 1 and 3 years,2020-05-25
233,4. 50-69,162155.0,175279.0,1. Less than 500K,USA,96110,CA,Platinum,1 - Platinum,2019-10-07,Mass Affluent,55,College Planning,162155.0,Courtney Sweet,4,4,0011U00000KuFarQAF,Moderately Experienced,Aggressive Growth,2020-03-31,2020-03-20,0011U00000KulRbQAJ,Millennials,Courtney Sweet,337434.0,1. Less than 500K,2020-04-28,Chicago,allen.advisor@example.com,0051U000005JQyrQAG,Allen Advisor,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,316-622-9567,57,121729.0,user-233@fsc-demo.com,Female,Household,2014-04-05,Quarterly,None,Courtney Sweet,false,Tier 1,0.0,175279.0,0.0,337434.0,337434.0,0.0,162155.0,3.0,0.4805532341139304,5,4. Between 5 and 10 Years,2020-05-25
234,2. 18-29,222631.0,334033.0,1. Less than 500K,USA,48002,MI,Platinum,1 - Platinum,2019-10-07,Mass Affluent,232,Energy,222631.0,Kim Payne,4,4,0011U00000KuFasQAF,Experienced,Aggressive Growth,2019-10-06,2019-10-06,0011U00000KulRbQAJ,Affluent Professionals,Kim Payne,556664.0,2. Between 500K and 2M,2019-10-30,Chicago,allen.advisor@example.com,0051U000005JQyrQAG,Allen Advisor,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,337-657-6300,29,214370.0,user-234@fsc-demo.com,Male,Household,2012-09-17,Quarterly,None,Kim Payne,false,Tier 1,0.0,334033.0,0.0,556664.0,556664.0,0.0,222631.0,4.0,0.39993784401362403,7,4. Between 5 and 10 Years,2020-05-25
235,4. 50-69,176625.0,364205.0,1. Less than 500K,USA,75550,TX,Platinum,1 - Platinum,2019-10-07,Mass Affluent,250,College Planning,176625.0,,0,0,0011U00000KuFatQAF,Experienced,Income,2019-09-18,2019-09-09,0011U00000KulRbQAJ,Retired,Lance Tucker,540830.0,2. Between 500K and 2M,2019-10-27,Chicago,allen.advisor@example.com,0051U000005JQyrQAG,Allen Advisor,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,444-224-9630,61,164110.0,user-235@fsc-demo.com,Male,Person Account,2017-02-01,Annually,Conservative,,false,Tier 3,0.0,364205.0,0.0,540830.0,540830.0,0.0,176625.0,4.0,0.32658136567867907,2,2. Between 1 and 3 years,2020-05-25
236,3. 30-49,211972.0,434690.0,1. Less than 500K,USA,96109,CA,Gold,2 - Gold,2019-10-07,Mass Affluent,233,Municipal Bonds,211972.0,,0,0,0011U00000KuFauQAF,Experienced,Balanced Growth,2019-10-05,2019-09-13,0011U00000KulRbQAJ,Retired,Cade Morse,646662.0,2. Between 500K and 2M,2019-11-06,San Francisco,sunil.dixit@example.com,0051U000005L4E9QAK,Brenda Banker,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T,CA,401-191-7261,40,185894.0,user-236@fsc-demo.com,Female,Person Account,2013-04-25,Quarterly,None,,false,Tier 2,0.0,434690.0,0.0,646662.0,646662.0,0.0,211972.0,3.0,0.3277941181018832,6,4. Between 5 and 10 Years,2020-05-25
237,2. 18-29,498089.0,115794.0,1. Less than 500K,USA,8035,NJ,Silver,3 - Silver,2019-10-07,Long Term Growth,2,College Planning,498089.0,,0,0,0011U00000KuFavQAF,Experienced,Aggressive Growth,2020-05-23,2020-05-10,0011U00000KulRbQAJ,Millennials,Cyrus Valencia,613883.0,2. Between 500K and 2M,2020-06-13,Chicago,allen.advisor@example.com,0051U000005JQyrQAG,Allen Advisor,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,465-427-9142,25,206692.0,user-237@fsc-demo.com,Male,Individual,2016-08-28,Annually,Aggresive,,false,Tier 2,0.0,115794.0,0.0,613883.0,613883.0,0.0,498089.0,4.0,0.8113744801533843,3,3. Between 3 and 5 years,2020-05-25
238,4. 50-69,180360.0,176416.0,1. Less than 500K,USA,32617,FL,Gold,2 - Gold,2019-10-14,Long Term Growth,231,College Planning,180360.0,,0,0,0011U00000KuFawQAF,Moderately Inexperienced,Balanced Growth,2019-10-07,2019-10-04,0011U00000KulRbQAJ,Mass Market,Louis Mcneil,356776.0,1. Less than 500K,2019-11-09,Florida,ryan.dobson@example.com,0051U000005L6eJQAS,Chelsea Advisor,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T,FL,403-124-6943,53,172936.0,user-238@fsc-demo.com,Female,Individual,2012-08-07,Monthly,Conservative,,false,Tier 3,0.0,176416.0,0.0,356776.0,356776.0,0.0,180360.0,3.0,0.5055272776195708,7,4. Between 5 and 10 Years,2020-05-25
239,4. 50-69,577650.29,689954.0,2. Between 500K and 2M,USA,61238,IL,Gold,2 - Gold,2019-10-14,Long Term Growth,247,College Planning,577650.29,,0,0,0011U00000KuFaxQAF,Moderately Inexperienced,Aggressive Growth,2019-09-21,2019-09-20,0011U00000KulRbQAJ,High Net Worth Families,Idola Osborne,1267604.29,2. Between 500K and 2M,2019-11-11,New York,mark.garet@example.com,0051U000005KhW6QAK,Mark Garet,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T,NY,553-315-1124,67,245707.0,user-239@fsc-demo.com,Male,Person Account,2013-03-22,Annually,Conservative,,false,Tier 1,0.0,689954.0,0.0,1267604.29,1267604.29,0.0,577650.29,5.0,0.45570237853959933,6,4. Between 5 and 10 Years,2020-05-25
240,2. 18-29,232967.0,525685.0,2. Between 500K and 2M,USA,96103,CA,Platinum,1 - Platinum,2019-10-21,Long Term Growth,220,Fixed Income,232967.0,,0,0,0011U00000KuFayQAF,Moderately Experienced,Aggressive Growth,2019-10-18,2019-09-29,0011U00000KulRbQAJ,High Net Worth Families,Indigo Bass,758652.0,2. Between 500K and 2M,2019-11-16,Chicago,allen.advisor@example.com,0051U000005JQyrQAG,Allen Advisor,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,257-296-7791,21,79729.0,user-240@fsc-demo.com,Female,Individual,2014-03-12,Annually,Conservative,,false,Tier 1,0.0,525685.0,0.0,758652.0,758652.0,0.0,232967.0,4.0,0.30708018959944744,5,4. Between 5 and 10 Years,2020-05-25
241,4. 50-69,345167.1,664465.0,2. Between 500K and 2M,USA,79821,TX,Platinum,1 - Platinum,2019-10-21,Mass Affluent,220,Municipal Bonds,345167.1,,0,0,0011U00000KuFazQAF,Moderately Experienced,Growth,2019-10-18,2019-10-11,0011U00000KulRbQAJ,Mass Market,Macy Dejesus,1009632.1,2. Between 500K and 2M,2019-11-17,Chicago,allen.advisor@example.com,0051U000005JQyrQAG,Allen Advisor,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,419-730-5187,54,177720.0,user-241@fsc-demo.com,Female,Person Account,2019-06-30,Monthly,None,,false,Tier 2,0.0,664465.0,0.0,1009632.1,1009632.1,0.0,345167.1,4.0,0.34187413415243034,0,1. Less than 1 year,2020-05-25
242,3. 30-49,240267.6,512374.0,2. Between 500K and 2M,USA,16401,PA,Gold,2 - Gold,2019-10-21,Mass Affluent,217,Energy,240267.6,,0,0,0011U00000KuFb0QAF,Experienced,Balanced Growth,2019-10-21,2019-10-12,0011U00000KulRbQAJ,High Net Worth Families,Oprah Leonard,752641.6,2. Between 500K and 2M,2019-11-13,Chicago,allen.advisor@example.com,0051U000005JQyrQAG,Allen Advisor,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,472-223-6610,44,51978.0,user-242@fsc-demo.com,Female,Person Account,2016-10-23,Annually,Moderate,,false,Tier 1,0.0,512374.0,0.0,752641.6,752641.6,0.0,240267.6,3.0,0.3192324208494455,2,2. Between 1 and 3 years,2020-05-25
243,3. 30-49,214786.69999999998,419597.0,1. Less than 500K,USA,32320,FL,Silver,3 - Silver,2019-10-21,Mass Affluent,243,Fixed Income,214786.69999999998,,0,0,0011U00000KuFb1QAF,Inexperienced,Balanced Growth,2019-09-25,2019-09-22,0011U00000KulRbQAJ,Millennials,Vernon Bowen,634383.7,2. Between 500K and 2M,2019-11-10,Chicago,allen.advisor@example.com,0051U000005JQyrQAG,Allen Advisor,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,310-120-2532,35,229020.0,user-243@fsc-demo.com,Male,Person Account,2013-02-07,Annually,None,,false,Tier 2,0.0,419597.0,0.0,634383.7,634383.7,0.0,214786.69999999998,4.0,0.3385753763849859,6,4. Between 5 and 10 Years,2020-05-25
244,5. > 69,597567.6,776320.0,2. Between 500K and 2M,USA,96101,CA,Silver,3 - Silver,2019-10-28,Long Term Growth,213,College Planning,597567.6,,0,0,0011U00000KuFb2QAF,Moderately Inexperienced,Growth,2019-10-25,2019-10-25,0011U00000KulRbQAJ,Affluent Professionals,Emerson Kinney,1373887.6,2. Between 500K and 2M,2019-11-22,Chicago,allen.advisor@example.com,0051U000005JQyrQAG,Allen Advisor,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,297-876-5598,75,239167.0,user-244@fsc-demo.com,Male,Person Account,2013-09-13,Annually,Conservative,,false,Tier 3,0.0,776320.0,0.0,1373887.6,1373887.6,0.0,597567.6,5.0,0.4349464978066619,6,4. Between 5 and 10 Years,2020-05-25
245,2. 18-29,371525.0,187329.0,1. Less than 500K,USA,75410,TX,Silver,3 - Silver,2019-10-28,Mass Affluent,210,College Planning,371525.0,,0,0,0011U00000KuFb3QAF,Inexperienced,Growth,2019-10-28,2019-10-25,0011U00000KulRbQAJ,Millennials,Erin Robertson,558854.0,2. Between 500K and 2M,2019-11-16,Chicago,allen.advisor@example.com,0051U000005JQyrQAG,Allen Advisor,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,398-553-5455,21,125658.0,user-245@fsc-demo.com,Male,Person Account,2017-11-03,Quarterly,Aggresive,,false,Tier 3,0.0,187329.0,0.0,558854.0,558854.0,0.0,371525.0,4.0,0.6647979615427285,1,2. Between 1 and 3 years,2020-05-25
246,3. 30-49,282073.0,214127.0,1. Less than 500K,USA,75750,TX,Platinum,1 - Platinum,2019-11-18,Mass Affluent,189,Retirement,282073.0,,0,0,0011U00000KuFb4QAF,Moderately Experienced,Growth,2019-11-18,2019-10-31,0011U00000KulRbQAJ,Affluent Professionals,Dante Copeland,496200.0,1. Less than 500K,2019-12-15,San Francisco,sunil.dixit@example.com,0051U000005L4E9QAK,Brenda Banker,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T,CA,436-159-2676,45,165969.0,user-246@fsc-demo.com,Female,Person Account,2011-06-15,Monthly,Conservative,,false,Tier 1,0.0,214127.0,0.0,496200.0,496200.0,0.0,282073.0,2.0,0.5684663442160419,8,4. Between 5 and 10 Years,2020-05-25
247,3. 30-49,284989.0,305992.0,1. Less than 500K,USA,96107,CA,Silver,3 - Silver,2019-11-18,Mass Affluent,202,Fixed Income,284989.0,,0,0,0011U00000KuFb5QAF,Moderately Experienced,Growth,2019-11-05,2019-10-26,0011U00000KulRbQAJ,Affluent Professionals,Tarik Jacobs,590981.0,2. Between 500K and 2M,2019-12-04,Florida,ryan.dobson@example.com,0051U000005L6eJQAS,Chelsea Advisor,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T,FL,407-153-9629,43,183803.0,user-247@fsc-demo.com,Female,Person Account,2012-06-07,Annually,None,,false,Tier 3,0.0,305992.0,0.0,590981.0,590981.0,0.0,284989.0,3.0,0.4822303931936898,7,4. Between 5 and 10 Years,2020-05-25
248,3. 30-49,299570.0,431154.0,1. Less than 500K,USA,32617,FL,Gold,2 - Gold,2019-11-18,Long Term Growth,200,Fixed Income,299570.0,Mia Jordan,4,4,0011U00000KuFb6QAF,Experienced,Aggressive Growth,2019-11-07,2019-11-06,0011U00000KulRbQAJ,Retired,Mia Jordan,730724.0,2. Between 500K and 2M,2019-12-17,Chicago,allen.advisor@example.com,0051U000005JQyrQAG,Allen Advisor,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,383-335-7344,40,213765.0,user-248@fsc-demo.com,Female,Household,2014-12-23,Quarterly,Conservative,Mia Jordan,false,Tier 3,0.0,431154.0,0.0,730724.0,730724.0,0.0,299570.0,3.0,0.4099632693055107,4,3. Between 3 and 5 years,2020-05-25
249,4. 50-69,365724.0,250627.0,1. Less than 500K,USA,75409,TX,Gold,2 - Gold,2019-12-02,Long Term Growth,182,Technology,365724.0,,0,0,0011U00000KuFb7QAF,Inexperienced,Aggressive Growth,2019-11-25,2019-11-03,0011U00000KulRbQAJ,Retired,Fatima Klein,616351.0,2. Between 500K and 2M,2019-12-24,Chicago,allen.advisor@example.com,0051U000005JQyrQAG,Allen Advisor,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,519-688-5611,50,212210.0,user-249@fsc-demo.com,Female,Individual,2014-05-15,Monthly,Aggresive,,false,Tier 2,0.0,250627.0,0.0,616351.0,616351.0,0.0,365724.0,4.0,0.5933696870776555,5,4. Between 5 and 10 Years,2020-05-25
250,4. 50-69,412997.0,348048.0,1. Less than 500K,USA,96109,CA,Silver,3 - Silver,2019-12-02,Mass Affluent,192,Fixed Income,412997.0,Lacey Rodgers,2,2,0011U00000KuFb8QAF,Inexperienced,Income,2019-11-15,2019-11-02,0011U00000KulRbQAJ,Mass Market,Lacey Rodgers,761045.0,2. Between 500K and 2M,2019-12-23,Chicago,allen.advisor@example.com,0051U000005JQyrQAG,Allen Advisor,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,338-742-3529,61,236006.0,user-250@fsc-demo.com,Female,Household,2014-07-03,Annually,Conservative,Lacey Rodgers,false,Tier 3,0.0,348048.0,0.0,761045.0,761045.0,0.0,412997.0,4.0,0.5426709327306533,5,4. Between 5 and 10 Years,2020-05-25
251,4. 50-69,325063.5,509242.0,2. Between 500K and 2M,USA,10454,NY,Silver,3 - Silver,2019-12-02,Long Term Growth,188,Technology,325063.5,Curran Pollard,3,3,0011U00000KuFb9QAF,Experienced,Aggressive Growth,2019-11-19,2019-11-15,0011U00000KulRbQAJ,Mass Market,Curran Pollard,834305.5,2. Between 500K and 2M,2019-12-23,Chicago,allen.advisor@example.com,0051U000005JQyrQAG,Allen Advisor,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,546-360-5539,50,238289.0,user-251@fsc-demo.com,Female,Household,2018-07-12,Quarterly,None,Curran Pollard,false,Tier 2,0.0,509242.0,0.0,834305.5,834305.5,0.0,325063.5,4.0,0.3896216673628545,1,2. Between 1 and 3 years,2020-05-25
252,4. 50-69,176667.0,303716.0,1. Less than 500K,USA,61237,IL,Gold,2 - Gold,2019-12-02,Mass Affluent,175,Technology,176667.0,,0,0,0011U00000KuFbAQAV,Inexperienced,Aggressive Growth,2019-12-02,2019-11-16,0011U00000KulRbQAJ,High Net Worth Families,Travis Castro,480383.0,1. Less than 500K,2019-12-20,San Francisco,sunil.dixit@example.com,0051U000005L4E9QAK,Brenda Banker,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T,CA,429-103-2538,68,51434.0,user-252@fsc-demo.com,Male,Person Account,2015-08-20,Monthly,None,,false,Tier 2,0.0,303716.0,0.0,480383.0,480383.0,0.0,176667.0,2.0,0.3677628059277701,4,3. Between 3 and 5 years,2020-05-25
253,2. 18-29,287170.0,274096.0,1. Less than 500K,USA,75013,TX,Silver,3 - Silver,2019-12-02,Long Term Growth,178,Energy,287170.0,Vladimir Fleming,3,3,0011U00000KuFbBQAV,Inexperienced,Growth,2019-11-29,2019-11-08,0011U00000KulRbQAJ,Retired,Vladimir Fleming,561266.0,2. Between 500K and 2M,2019-12-18,Florida,ryan.dobson@example.com,0051U000005L6eJQAS,Chelsea Advisor,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T,FL,383-156-5395,22,101654.0,user-253@fsc-demo.com,Female,Household,2019-04-06,Annually,Aggresive,Vladimir Fleming,false,Tier 2,0.0,274096.0,0.0,561266.0,561266.0,0.0,287170.0,2.0,0.5116468840086519,0,1. Less than 1 year,2020-05-25
