CAMPAIGNID,CAMPAIGNISACTIVE,CAMPAIGNNAME,CAMPAIGNSTARTDATE,CAMPAIGNSTATUS,CAMPAIGNTYPE,CONTACTEMAIL,CONTACTMOBILEPHONE,CONTACTNAME,HASRESPONDED,ID,LEADEMAIL,LEADNAME,LEADPHONE,NAME,TYPE,LastProcessedDate
7011U000000xUeGQAU,true,Customer Conference - Email Invite (Sample),2020-03-09,Completed,Event,zanearroyo@example.com,(4804)-739-4804,Zane Arroyo,false,00v1U000005KdJJQA0,,,,Zane Arroyo,Contact,2020-05-25
7011U000000xUeGQAU,true,Customer Conference - Email Invite (Sample),2020-03-09,Completed,Event,nathanhenry@example.com,(6473)-101-6473,Nathan Henry,true,00v1U000005KdJKQA0,,,,Nathan Henry,Prospect,2020-05-25
7011U000000xUeGQAU,true,Customer Conference - Email Invite (Sample),2020-03-09,Completed,Event,austinharvey@example.com,(5897)-129-5897,Austin Harvey,true,00v1U000005KdJLQA0,,,,Austin Harvey,Prospect,2020-05-25
7011U000000xUeGQAU,true,Customer Conference - Email Invite (Sample),2020-03-09,Completed,Event,kasenmclean@example.com,(4138)-295-4138,Kasen Mclean,false,00v1U000005KdJMQA0,,,,Kasen Mclean,Prospect,2020-05-25
7011U000000xUeGQAU,true,Customer Conference - Email Invite (Sample),2020-03-09,Completed,Event,nigelgibbs@example.com,(9100)-493-9100,Nigel Gibbs,false,00v1U000005KdJNQA0,,,,Nigel Gibbs,Contact,2020-05-25
7011U000000xUeGQAU,true,Customer Conference - Email Invite (Sample),2020-03-09,Completed,Event,quintonharrell@example.com,(5862)-177-5862,Quinton Harrell,true,00v1U000005KdJOQA0,,,,Quinton Harrell,Prospect,2020-05-25
7011U000000xUeGQAU,true,Customer Conference - Email Invite (Sample),2020-03-09,Completed,Event,,,,true,00v1U000005KdJPQA0,stephenharrell@example.com,Stephen Harrell,(5297)-772-5297,Stephen Harrell,Lead and Referral,2020-05-25
7011U000000xUeGQAU,true,Customer Conference - Email Invite (Sample),2020-03-09,Completed,Event,sidneyabbott@example.com,(8966)-548-8966,Sidney Abbott,true,00v1U000005KdJQQA0,,,,Sidney Abbott,Prospect,2020-05-25
7011U000000xUeGQAU,true,Customer Conference - Email Invite (Sample),2020-03-09,Completed,Event,alejandrobates@example.com,(1426)-183-1426,Alejandro Bates,false,00v1U000005KdJRQA0,,,,Alejandro Bates,Prospect,2020-05-25
7011U000000xUeGQAU,true,Customer Conference - Email Invite (Sample),2020-03-09,Completed,Event,,,,false,00v1U000005KdJSQA0,kameronporter@example.com,Kameron Porter,(9242)-677-9242,Kameron Porter,Lead and Referral,2020-05-25
7011U000000xUeGQAU,true,Customer Conference - Email Invite (Sample),2020-03-09,Completed,Event,emiliomurillo@example.com,(4369)-927-4369,Emilio Murillo,true,00v1U000005KdJTQA0,,,,Emilio Murillo,Prospect,2020-05-25
7011U000000xUeGQAU,true,Customer Conference - Email Invite (Sample),2020-03-09,Completed,Event,,,,false,00v1U000005KdJUQA0,andreasroy@example.com,Andreas Roy,(6636)-576-6636,Andreas Roy,Lead and Referral,2020-05-25
7011U000000xUeGQAU,true,Customer Conference - Email Invite (Sample),2020-03-09,Completed,Event,agustinhodges@example.com,(6829)-374-6829,Agustin Hodges,true,00v1U000005KdJVQA0,,,,Agustin Hodges,Prospect,2020-05-25
7011U000000xUeGQAU,true,Customer Conference - Email Invite (Sample),2020-03-09,Completed,Event,deangeloelliott@example.com,(3459)-737-3459,Deangelo Elliott,false,00v1U000005KdJWQA0,,,,Deangelo Elliott,Contact,2020-05-25
7011U000000xUeGQAU,true,Customer Conference - Email Invite (Sample),2020-03-09,Completed,Event,,,,true,00v1U000005KdJXQA0,davondavid@example.com,Davon David,(7631)-458-7631,Davon David,Lead and Referral,2020-05-25
7011U000000xUeGQAU,true,Customer Conference - Email Invite (Sample),2020-03-09,Completed,Event,,,,false,00v1U000005KdJYQA0,casonbullock@example.com,Cason Bullock,(2553)-950-2553,Cason Bullock,Lead and Referral,2020-05-25
7011U000000xUeGQAU,true,Customer Conference - Email Invite (Sample),2020-03-09,Completed,Event,geraldwoodward@example.com,(4655)-437-4655,Gerald Woodward,false,00v1U000005KdJZQA0,,,,Gerald Woodward,Contact,2020-05-25
7011U000000xUeGQAU,true,Customer Conference - Email Invite (Sample),2020-03-09,Completed,Event,mathewibarra@example.com,(5353)-290-5353,Mathew Ibarra,false,00v1U000005KdJaQAK,,,,Mathew Ibarra,Contact,2020-05-25
7011U000000xUeGQAU,true,Customer Conference - Email Invite (Sample),2020-03-09,Completed,Event,remingtoncowan@example.com,(6656)-432-6656,Remington Cowan,false,00v1U000005KdJbQAK,,,,Remington Cowan,Contact,2020-05-25
7011U000000xUeGQAU,true,Customer Conference - Email Invite (Sample),2020-03-09,Completed,Event,chadjohnson@example.com,(3301)-674-3301,Chad Johnson,false,00v1U000005KdJcQAK,,,,Chad Johnson,Contact,2020-05-25
7011U000000xUeGQAU,true,Customer Conference - Email Invite (Sample),2020-03-09,Completed,Event,,,,true,00v1U000005KdJdQAK,skylarrodriguez@example.com,Skylar Rodriguez,(3487)-880-3487,Skylar Rodriguez,Lead and Referral,2020-05-25
7011U000000xUeGQAU,true,Customer Conference - Email Invite (Sample),2020-03-09,Completed,Event,,,,true,00v1U000005KdJeQAK,arthurmcclure@example.com,Arthur Mcclure,(7778)-138-7778,Arthur Mcclure,Lead and Referral,2020-05-25
7011U000000xUeGQAU,true,Customer Conference - Email Invite (Sample),2020-03-09,Completed,Event,kodycharles@example.com,(2517)-294-2517,Kody Charles,true,00v1U000005KdJfQAK,,,,Kody Charles,Prospect,2020-05-25
7011U000000xUeGQAU,true,Customer Conference - Email Invite (Sample),2020-03-09,Completed,Event,noelbradshaw@example.com,(5901)-459-5901,Noel Bradshaw,false,00v1U000005KdJgQAK,,,,Noel Bradshaw,Prospect,2020-05-25
7011U000000xUeGQAU,true,Customer Conference - Email Invite (Sample),2020-03-09,Completed,Event,,,,true,00v1U000005KdJhQAK,juliusoneill@example.com,Julius Oneill,(7591)-673-7591,Julius Oneill,Lead and Referral,2020-05-25
7011U000000xUeGQAU,true,Customer Conference - Email Invite (Sample),2020-03-09,Completed,Event,fisherarias@example.com,(8360)-437-8360,Fisher Arias,true,00v1U000005KdJiQAK,,,,Fisher Arias,Prospect,2020-05-25
7011U000000xUeGQAU,true,Customer Conference - Email Invite (Sample),2020-03-09,Completed,Event,connerlynch@example.com,(6767)-315-6767,Conner Lynch,true,00v1U000005KdJjQAK,,,,Conner Lynch,Contact,2020-05-25
7011U000000xUeGQAU,true,Customer Conference - Email Invite (Sample),2020-03-09,Completed,Event,,,,false,00v1U000005KdJkQAK,arymdiamond@example.com,Arym Diamond,(9584)-832-9584,Arym Diamond,Lead and Referral,2020-05-25
7011U000000xUeGQAU,true,Customer Conference - Email Invite (Sample),2020-03-09,Completed,Event,sergiohoffman@example.com,(2169)-498-2169,Sergio Hoffman,true,00v1U000005KdJlQAK,,,,Sergio Hoffman,Prospect,2020-05-25
7011U000000xUeGQAU,true,Customer Conference - Email Invite (Sample),2020-03-09,Completed,Event,,,,false,00v1U000005KdJmQAK,marvinstephenson@example.com,Marvin Stephenson,(8812)-586-8812,Marvin Stephenson,Lead and Referral,2020-05-25
7011U000000xUeGQAU,true,Customer Conference - Email Invite (Sample),2020-03-09,Completed,Event,daviontownsend@example.com,(7164)-470-7164,Davion Townsend,false,00v1U000005KdJnQAK,,,,Davion Townsend,Contact,2020-05-25
7011U000000xUeGQAU,true,Customer Conference - Email Invite (Sample),2020-03-09,Completed,Event,jovanytaylor@example.com,(1254)-693-1254,Jovany Taylor,true,00v1U000005KdJoQAK,,,,Jovany Taylor,Contact,2020-05-25
7011U000000xUeGQAU,true,Customer Conference - Email Invite (Sample),2020-03-09,Completed,Event,tristenharding@example.com,(4142)-671-4142,Tristen Harding,false,00v1U000005KdJpQAK,,,,Tristen Harding,Contact,2020-05-25
7011U000000xUeGQAU,true,Customer Conference - Email Invite (Sample),2020-03-09,Completed,Event,joshuamcknight@example.com,(3927)-976-3927,Joshua Mcknight,false,00v1U000005KdJqQAK,,,,Joshua Mcknight,Contact,2020-05-25
7011U000000xUeGQAU,true,Customer Conference - Email Invite (Sample),2020-03-09,Completed,Event,ernestpeck@example.com,(8062)-622-8062,Ernest Peck,true,00v1U000005KdJrQAK,,,,Ernest Peck,Prospect,2020-05-25
7011U000000xUeGQAU,true,Customer Conference - Email Invite (Sample),2020-03-09,Completed,Event,howardsandoval@example.com,(9112)-128-9112,Howard Sandoval,true,00v1U000005KdJsQAK,,,,Howard Sandoval,Prospect,2020-05-25
7011U000000xUeGQAU,true,Customer Conference - Email Invite (Sample),2020-03-09,Completed,Event,jadongarcia@example.com,(3103)-716-3103,Jadon Garcia,true,00v1U000005KdJtQAK,,,,Jadon Garcia,Prospect,2020-05-25
7011U000000xUeGQAU,true,Customer Conference - Email Invite (Sample),2020-03-09,Completed,Event,terrellvalencia@example.com,(7838)-913-7838,Terrell Valencia,true,00v1U000005KdJuQAK,,,,Terrell Valencia,Contact,2020-05-25
7011U000000xUeGQAU,true,Customer Conference - Email Invite (Sample),2020-03-09,Completed,Event,aedanmiranda@example.com,(9455)-354-9455,Aedan Miranda,false,00v1U000005KdJvQAK,,,,Aedan Miranda,Prospect,2020-05-25
7011U000000xUeGQAU,true,Customer Conference - Email Invite (Sample),2020-03-09,Completed,Event,alissonlynn@example.com,(2407)-564-2407,Alisson Lynn,true,00v1U000005KdJwQAK,,,,Alisson Lynn,Contact,2020-05-25
7011U000000xUeGQAU,true,Customer Conference - Email Invite (Sample),2020-03-09,Completed,Event,breannamclean@example.com,(9690)-828-9690,Breanna Mclean,true,00v1U000005KdJxQAK,,,,Breanna Mclean,Prospect,2020-05-25
7011U000000xUeGQAU,true,Customer Conference - Email Invite (Sample),2020-03-09,Completed,Event,,,,false,00v1U000005KdJyQAK,caitlynruiz@example.com,Caitlyn Ruiz,(5377)-525-5377,Caitlyn Ruiz,Lead and Referral,2020-05-25
7011U000000xUeGQAU,true,Customer Conference - Email Invite (Sample),2020-03-09,Completed,Event,,,,false,00v1U000005KdJzQAK,jovanallen@example.com,Jovan Allen,(7026)-210-7026,Jovan Allen,Lead and Referral,2020-05-25
7011U000000xUeGQAU,true,Customer Conference - Email Invite (Sample),2020-03-09,Completed,Event,keyonbullock@example.com,(5599)-364-5599,Keyon Bullock,false,00v1U000005KdK0QAK,,,,Keyon Bullock,Prospect,2020-05-25
7011U000000xUeGQAU,true,Customer Conference - Email Invite (Sample),2020-03-09,Completed,Event,,,,false,00v1U000005KdK1QAK,petersalas@example.com,Peter Salas,(6974)-562-6974,Peter Salas,Lead and Referral,2020-05-25
7011U000000xUeGQAU,true,Customer Conference - Email Invite (Sample),2020-03-09,Completed,Event,gokulrao@example.com,(1817)-956-1817,Gokul Rao,false,00v1U000005KdK2QAK,,,,Gokul Rao,Prospect,2020-05-25
7011U000000xUeGQAU,true,Customer Conference - Email Invite (Sample),2020-03-09,Completed,Event,sandrabush@example.com,(9093)-555-9093,Sandra Bush,true,00v1U000005KdK3QAK,,,,Sandra Bush,Prospect,2020-05-25
7011U000000xUeGQAU,true,Customer Conference - Email Invite (Sample),2020-03-09,Completed,Event,,,,true,00v1U000005KdK4QAK,hectorhernandez@example.com,Hector Hernandez,(4996)-643-4996,Hector Hernandez,Lead and Referral,2020-05-25
7011U000000xUeGQAU,true,Customer Conference - Email Invite (Sample),2020-03-09,Completed,Event,,,,true,00v1U000005KdK5QAK,addysonknight@example.com,Addyson Knight,(7158)-243-7158,Addyson Knight,Lead and Referral,2020-05-25
7011U000000xUeGQAU,true,Customer Conference - Email Invite (Sample),2020-03-09,Completed,Event,,,,true,00v1U000005KdK6QAK,camillacross@example.com,Camilla Cross,(5832)-864-5832,Camilla Cross,Lead and Referral,2020-05-25
7011U000000xUeGQAU,true,Customer Conference - Email Invite (Sample),2020-03-09,Completed,Event,,,,true,00v1U000005KdK7QAK,brunoibarra@example.com,Bruno Ibarra,(6317)-356-6317,Bruno Ibarra,Lead and Referral,2020-05-25
7011U000000xUeGQAU,true,Customer Conference - Email Invite (Sample),2020-03-09,Completed,Event,jaylingill@example.com,(4705)-856-4705,Jaylin Gill,true,00v1U000005KdK8QAK,,,,Jaylin Gill,Prospect,2020-05-25
7011U000000xUeGQAU,true,Customer Conference - Email Invite (Sample),2020-03-09,Completed,Event,kylerhodes@example.com,(1089)-311-1089,Kyle Rhodes,false,00v1U000005KdK9QAK,,,,Kyle Rhodes,Contact,2020-05-25
7011U000000xUeHQAU,false,Customer Conference Event (Sample),2020-05-04,Planned,Seminar / Conference,,,,true,00v1U000005KdKAQA0,rebeccaberger@example.com,Rebecca Berger,(4426)-799-4426,Rebecca Berger,Lead and Referral,2020-05-25
7011U000000xUeHQAU,false,Customer Conference Event (Sample),2020-05-04,Planned,Seminar / Conference,marchays@example.com,(1472)-969-1472,Marc Hays,false,00v1U000005KdKBQA0,,,,Marc Hays,Contact,2020-05-25
7011U000000xUeHQAU,false,Customer Conference Event (Sample),2020-05-04,Planned,Seminar / Conference,elizabethsanford@example.com,(5024)-239-5024,Elizabeth Sanford,false,00v1U000005KdKCQA0,,,,Elizabeth Sanford,Prospect,2020-05-25
7011U000000xUeHQAU,false,Customer Conference Event (Sample),2020-05-04,Planned,Seminar / Conference,,,,false,00v1U000005KdKDQA0,jalensavage@example.com,Jalen Savage,(1080)-163-1080,Jalen Savage,Lead and Referral,2020-05-25
7011U000000xUeHQAU,false,Customer Conference Event (Sample),2020-05-04,Planned,Seminar / Conference,,,,true,00v1U000005KdKEQA0,jaydinherrera@example.com,Jaydin Herrera,(1488)-405-1488,Jaydin Herrera,Lead and Referral,2020-05-25
7011U000000xUeHQAU,false,Customer Conference Event (Sample),2020-05-04,Planned,Seminar / Conference,devenmurray@example.com,(5371)-443-5371,Deven Murray,false,00v1U000005KdKFQA0,,,,Deven Murray,Contact,2020-05-25
7011U000000xUeHQAU,false,Customer Conference Event (Sample),2020-05-04,Planned,Seminar / Conference,brayanarroyo@example.com,(1368)-442-1368,Brayan Arroyo,false,00v1U000005KdKGQA0,,,,Brayan Arroyo,Contact,2020-05-25
7011U000000xUeHQAU,false,Customer Conference Event (Sample),2020-05-04,Planned,Seminar / Conference,aydanbates@example.com,(6190)-333-6190,Aydan Bates,false,00v1U000005KdKHQA0,,,,Aydan Bates,Prospect,2020-05-25
7011U000000xUeHQAU,false,Customer Conference Event (Sample),2020-05-04,Planned,Seminar / Conference,,,,false,00v1U000005KdKIQA0,matthiasmathis@example.com,Matthias Mathis,(8300)-407-8300,Matthias Mathis,Lead and Referral,2020-05-25
7011U000000xUeHQAU,false,Customer Conference Event (Sample),2020-05-04,Planned,Seminar / Conference,mayraarmstrong@example.com,(6367)-304-6367,Mayra Armstrong,false,00v1U000005KdKJQA0,,,,Mayra Armstrong,Contact,2020-05-25
7011U000000xUeHQAU,false,Customer Conference Event (Sample),2020-05-04,Planned,Seminar / Conference,amirahbolton@example.com,(3724)-730-3724,Amirah Bolton,false,00v1U000005KdKKQA0,,,,Amirah Bolton,Contact,2020-05-25
7011U000000xUeHQAU,false,Customer Conference Event (Sample),2020-05-04,Planned,Seminar / Conference,,,,false,00v1U000005KdKLQA0,gwendolynbaker@example.com,Gwendolyn Baker,(7078)-919-7078,Gwendolyn Baker,Lead and Referral,2020-05-25
7011U000000xUeHQAU,false,Customer Conference Event (Sample),2020-05-04,Planned,Seminar / Conference,keelylutz@example.com,(8706)-385-8706,Keely Lutz,false,00v1U000005KdKMQA0,,,,Keely Lutz,Contact,2020-05-25
7011U000000xUeHQAU,false,Customer Conference Event (Sample),2020-05-04,Planned,Seminar / Conference,kenyonhays@example.com,(9546)-891-9546,Kenyon Hays,false,00v1U000005KdKNQA0,,,,Kenyon Hays,Contact,2020-05-25
7011U000000xUeHQAU,false,Customer Conference Event (Sample),2020-05-04,Planned,Seminar / Conference,,,,false,00v1U000005KdKOQA0,jaylonstevenson@example.com,Jaylon Stevenson,(3280)-369-3280,Jaylon Stevenson,Lead and Referral,2020-05-25
7011U000000xUeHQAU,false,Customer Conference Event (Sample),2020-05-04,Planned,Seminar / Conference,,,,true,00v1U000005KdKPQA0,aryannahobbs@example.com,Aryanna Hobbs,(4275)-681-4275,Aryanna Hobbs,Lead and Referral,2020-05-25
7011U000000xUeHQAU,false,Customer Conference Event (Sample),2020-05-04,Planned,Seminar / Conference,,,,true,00v1U000005KdKQQA0,kirablack@example.com,Kira Black,(5688)-495-5688,Kira Black,Lead and Referral,2020-05-25
7011U000000xUeHQAU,false,Customer Conference Event (Sample),2020-05-04,Planned,Seminar / Conference,,,,true,00v1U000005KdKRQA0,maryfrey@example.com,Mary Frey,(8070)-216-8070,Mary Frey,Lead and Referral,2020-05-25
7011U000000xUeHQAU,false,Customer Conference Event (Sample),2020-05-04,Planned,Seminar / Conference,rydermills@example.com,(9277)-531-9277,Ryder Mills,false,00v1U000005KdKSQA0,,,,Ryder Mills,Prospect,2020-05-25
7011U000000xUeHQAU,false,Customer Conference Event (Sample),2020-05-04,Planned,Seminar / Conference,mosesschneider@example.com,(8110)-903-8110,Moses Schneider,false,00v1U000005KdKTQA0,,,,Moses Schneider,Prospect,2020-05-25
7011U000000xUeHQAU,false,Customer Conference Event (Sample),2020-05-04,Planned,Seminar / Conference,victormurray@example.com,(4355)-655-4355,Victor Murray,true,00v1U000005KdKUQA0,,,,Victor Murray,Prospect,2020-05-25
7011U000000xUeHQAU,false,Customer Conference Event (Sample),2020-05-04,Planned,Seminar / Conference,,,,false,00v1U000005KdKVQA0,reaganbond@example.com,Reagan Bond,(6372)-350-6372,Reagan Bond,Lead and Referral,2020-05-25
7011U000000xUeHQAU,false,Customer Conference Event (Sample),2020-05-04,Planned,Seminar / Conference,shaunduran@example.com,(8101)-614-8101,Shaun Duran,true,00v1U000005KdKWQA0,,,,Shaun Duran,Contact,2020-05-25
7011U000000xUeHQAU,false,Customer Conference Event (Sample),2020-05-04,Planned,Seminar / Conference,,,,true,00v1U000005KdKXQA0,giovannyavila@example.com,Giovanny Avila,(2499)-204-2499,Giovanny Avila,Lead and Referral,2020-05-25
7011U000000xUeHQAU,false,Customer Conference Event (Sample),2020-05-04,Planned,Seminar / Conference,raidapotts@example.com,(1092)-100-1092,Raida Potts,false,00v1U000005KdKYQA0,,,,Raida Potts,Contact,2020-05-25
7011U000000xUeHQAU,false,Customer Conference Event (Sample),2020-05-04,Planned,Seminar / Conference,alessandroparrish@example.com,(7117)-266-7117,Alessandro Parrish,false,00v1U000005KdKZQA0,,,,Alessandro Parrish,Contact,2020-05-25
7011U000000xUeHQAU,false,Customer Conference Event (Sample),2020-05-04,Planned,Seminar / Conference,samaracampos@example.com,(7436)-972-7436,Samara Campos,false,00v1U000005KdKaQAK,,,,Samara Campos,Prospect,2020-05-25
7011U000000xUeHQAU,false,Customer Conference Event (Sample),2020-05-04,Planned,Seminar / Conference,emmajacobson@example.com,(2111)-367-2111,Emma Jacobson,true,00v1U000005KdKbQAK,,,,Emma Jacobson,Contact,2020-05-25
7011U000000xUeHQAU,false,Customer Conference Event (Sample),2020-05-04,Planned,Seminar / Conference,vancecompton@example.com,(9243)-859-9243,Vance Compton,false,00v1U000005KdKcQAK,,,,Vance Compton,Contact,2020-05-25
7011U000000xUeHQAU,false,Customer Conference Event (Sample),2020-05-04,Planned,Seminar / Conference,,,,true,00v1U000005KdKdQAK,norasandoval@example.com,Nora Sandoval,(8119)-994-8119,Nora Sandoval,Lead and Referral,2020-05-25
7011U000000xUeHQAU,false,Customer Conference Event (Sample),2020-05-04,Planned,Seminar / Conference,gillianreynolds@example.com,(1649)-288-1649,Gillian Reynolds,false,00v1U000005KdKeQAK,,,,Gillian Reynolds,Prospect,2020-05-25
7011U000000xUeHQAU,false,Customer Conference Event (Sample),2020-05-04,Planned,Seminar / Conference,nigeladamssample@example.com,(5441)-787-5441,Nigel Adams (Sample),true,00v1U000005KdKmQAK,,,,Nigel Adams (Sample),Contact,2020-05-25
7011U000000xUeHQAU,false,Customer Conference Event (Sample),2020-05-04,Planned,Seminar / Conference,martinyoung@example.com,(6261)-662-6261,Martin Young,false,00v1U000005KdKnQAK,,,,Martin Young,Prospect,2020-05-25
7011U000000xUeHQAU,false,Customer Conference Event (Sample),2020-05-04,Planned,Seminar / Conference,justinsmith@example.com,(5957)-409-5957,Justin Smith,true,00v1U000005KdKoQAK,,,,Justin Smith,Prospect,2020-05-25
7011U000000xUeHQAU,false,Customer Conference Event (Sample),2020-05-04,Planned,Seminar / Conference,jinniboyd@example.com,(3003)-506-3003,Jinni Boyd,true,00v1U000005KdKpQAK,,,,Jinni Boyd,Contact,2020-05-25
7011U000000xUeHQAU,false,Customer Conference Event (Sample),2020-05-04,Planned,Seminar / Conference,williehester@example.com,(7576)-399-7576,Willie Hester,true,00v1U000005KdKqQAK,,,,Willie Hester,Contact,2020-05-25
7011U000000xUeHQAU,false,Customer Conference Event (Sample),2020-05-04,Planned,Seminar / Conference,reubenholder@example.com,(6492)-612-6492,Reuben Holder,true,00v1U000005KdKrQAK,,,,Reuben Holder,Contact,2020-05-25
7011U000000xUeHQAU,false,Customer Conference Event (Sample),2020-05-04,Planned,Seminar / Conference,deshawnbaldwin@example.com,(7837)-556-7837,Deshawn Baldwin,false,00v1U000005KdKsQAK,,,,Deshawn Baldwin,Prospect,2020-05-25
7011U000000xUeHQAU,false,Customer Conference Event (Sample),2020-05-04,Planned,Seminar / Conference,isaacmolina@example.com,(8694)-679-8694,Isaac Molina,false,00v1U000005KdKtQAK,,,,Isaac Molina,Prospect,2020-05-25
7011U000000xUeHQAU,false,Customer Conference Event (Sample),2020-05-04,Planned,Seminar / Conference,kartergarner@example.com,(1595)-618-1595,Karter Garner,false,00v1U000005KdKuQAK,,,,Karter Garner,Prospect,2020-05-25
7011U000000xUeHQAU,false,Customer Conference Event (Sample),2020-05-04,Planned,Seminar / Conference,tyrellsmith@example.com,(6026)-740-6026,Tyrell Smith,false,00v1U000005KdKvQAK,,,,Tyrell Smith,Prospect,2020-05-25
7011U000000xUeHQAU,false,Customer Conference Event (Sample),2020-05-04,Planned,Seminar / Conference,,,,false,00v1U000005KdKwQAK,guillermomccoy@example.com,Guillermo Mccoy,(6280)-846-6280,Guillermo Mccoy,Lead and Referral,2020-05-25
7011U000000xUeHQAU,false,Customer Conference Event (Sample),2020-05-04,Planned,Seminar / Conference,,,,true,00v1U000005KdKxQAK,billyholder@example.com,Billy Holder,(8755)-446-8755,Billy Holder,Lead and Referral,2020-05-25
7011U000000xUeHQAU,false,Customer Conference Event (Sample),2020-05-04,Planned,Seminar / Conference,keenanpetty@example.com,(9964)-786-9964,Keenan Petty,true,00v1U000005KdKyQAK,,,,Keenan Petty,Contact,2020-05-25
7011U000000xUeHQAU,false,Customer Conference Event (Sample),2020-05-04,Planned,Seminar / Conference,zanearroyo@example.com,(4128)-529-4128,Zane Arroyo,true,00v1U000005KdKzQAK,,,,Zane Arroyo,Contact,2020-05-25
7011U000000xUeHQAU,false,Customer Conference Event (Sample),2020-05-04,Planned,Seminar / Conference,,,,false,00v1U000005KdL0QAK,nathanhenry@example.com,Nathan Henry,(6223)-971-6223,Nathan Henry,Lead and Referral,2020-05-25
7011U000000xUeHQAU,false,Customer Conference Event (Sample),2020-05-04,Planned,Seminar / Conference,,,,true,00v1U000005KdL1QAK,austinharvey@example.com,Austin Harvey,(5548)-757-5548,Austin Harvey,Lead and Referral,2020-05-25
7011U000000xUeHQAU,false,Customer Conference Event (Sample),2020-05-04,Planned,Seminar / Conference,kasenmclean@example.com,(3717)-363-3717,Kasen Mclean,true,00v1U000005KdL2QAK,,,,Kasen Mclean,Contact,2020-05-25
7011U000000xUeHQAU,false,Customer Conference Event (Sample),2020-05-04,Planned,Seminar / Conference,nigelgibbs@example.com,(5835)-493-5835,Nigel Gibbs,true,00v1U000005KdL3QAK,,,,Nigel Gibbs,Contact,2020-05-25
7011U000000xUeHQAU,false,Customer Conference Event (Sample),2020-05-04,Planned,Seminar / Conference,quintonharrell@example.com,(6790)-979-6790,Quinton Harrell,false,00v1U000005KdL4QAK,,,,Quinton Harrell,Prospect,2020-05-25
7011U000000xUeHQAU,false,Customer Conference Event (Sample),2020-05-04,Planned,Seminar / Conference,stephenharrell@example.com,(8907)-174-8907,Stephen Harrell,false,00v1U000005KdL5QAK,,,,Stephen Harrell,Contact,2020-05-25
7011U000000xUeHQAU,false,Customer Conference Event (Sample),2020-05-04,Planned,Seminar / Conference,,,,true,00v1U000005KdL6QAK,sidneyabbott@example.com,Sidney Abbott,(7304)-575-7304,Sidney Abbott,Lead and Referral,2020-05-25
7011U000000xUeHQAU,false,Customer Conference Event (Sample),2020-05-04,Planned,Seminar / Conference,,,,false,00v1U000005KdL7QAK,alejandrobates@example.com,Alejandro Bates,(6561)-172-6561,Alejandro Bates,Lead and Referral,2020-05-25
7011U000000xUeHQAU,false,Customer Conference Event (Sample),2020-05-04,Planned,Seminar / Conference,,,,false,00v1U000005KdL8QAK,kameronporter@example.com,Kameron Porter,(4238)-536-4238,Kameron Porter,Lead and Referral,2020-05-25
