"Owner_SmallPhotoUrl","Status","Owner","LeadSource","IsConverted","Rating","CreatedDate","Name","Owner_Name","LeadActivities","ConvertedOppAmount"
"Thomas Oliver","Working","G M","Employee Referral","FALSE","Warm","2020-12-28","Karlen Fairbrace","https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T",14,0
"Justin Chen","Qualified","Qianwen Dong","Other","FALSE","Cold","2020-12-04","Kristy Rotherham","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T",9,25000
"Sofia Lopez","Nurturing - Contacted","R CSEG","Advertisement","TRUE","Warm","2020-12-24","Scotti Rowland","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",6,13000
"Thomas Oliver","Converted","G M","Employee Referral","FALSE","Hot","2020-12-22","Garvey McChruiter","https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T",10,0
"Sofia Lopez","Converted","R CSEG","Other","FALSE","Hot","2020-11-14","Delores Saltman","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",5,0
"Justin Chen","Nurturing","Qianwen Dong","Advertisement","TRUE","Warm","2020-11-02","Kingsly Blackstone","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T",19,0
"Tawnia Williams","Converted","Deepu CSEG ","Other","FALSE","Cold","2020-12-22","Anett Link","https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T",21,0
"Sofia Lopez","Working","R CSEG","Employee Referral","FALSE","Hot","2020-12-26","Martie Spradbery","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",0,0
"Sofia Lopez","Qualified","R CSEG","Purchased List","FALSE","Warm","2020-12-09","Kandy Windrus","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",8,0
"Justin Chen","Working  - Contacted","Qianwen Dong","Other","FALSE","Warm","2020-11-06","Whitman Ryson","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T",6,0
"Thomas Oliver","Nurturing - Contacted","G M","Advertisement","TRUE","Warm","2020-12-23","Kevyn Load","https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T",18,23500
"Sofia Lopez","New","R CSEG","Employee Referral","FALSE","Cold","2020-11-27","Ardra Docharty","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",17,0
"Thomas Oliver","Working","G M","Trade Show","FALSE","Warm","2020-12-19","Farrell Maldin","https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T",19,0
"Sofia Lopez","Nurturing","R CSEG","Employee Referral","FALSE","Hot","2020-12-22","Cary Reijmers","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",12,42000
"Tawnia Williams","Qualified","Deepu CSEG ","Other","TRUE","Warm","2020-12-04","Kassey Devenny","https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T",14,0
"Justin Chen","New","Qianwen Dong","Advertisement","FALSE","Cold","2020-11-15","Viviana Verden","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T",21,0
"Sofia Lopez","Converted","R CSEG","Other","FALSE","Warm","2020-12-26","Harmony Hanscome","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",8,0
"Thomas Oliver","Nurturing - Contacted","G M","Other","TRUE","Hot","2020-12-18","Lock Neate","https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T",14,0
"Thomas Oliver","Working  - Contacted","G M","Other","FALSE","Hot","2020-11-14","Jennine Westley","https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T",7,0
"Tawnia Williams","Qualified","Deepu CSEG ","Employee Referral","FALSE","Warm","2020-12-01","Caty Lindgren","https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T",23,0
"Justin Chen","Converted","Qianwen Dong","Employee Referral","FALSE","Cold","2020-12-27","Frans Durtnell","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T",12,37000
"Sofia Lopez","Working","R CSEG","Purchased List","TRUE","Warm","2020-12-17","Cornelius Arondel","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",13,0
"Sofia Lopez","New","R CSEG","Other","FALSE","Hot","2020-12-28","Inga Cino","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",17,0
"Thomas Oliver","Working  - Contacted","G M","Advertisement","FALSE","Warm","2020-12-03","Normand Carvilla","https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T",14,0
"Sofia Lopez","Nurturing - Contacted","R CSEG","Employee Referral","FALSE","Hot","2020-11-08","Orland MacCrosson","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",9,15500
"Justin Chen","Nurturing","Qianwen Dong","Other","FALSE","Warm","2020-12-10","Reynolds Hodgon","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T",8,0
"Sofia Lopez","Qualified","R CSEG","Other","TRUE","Cold","2020-12-24","Daisey Purviss","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",15,0
"Tawnia Williams","Converted","Deepu CSEG ","Employee Referral","FALSE","Warm","2020-12-19","Lemuel Goulder","https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T",15,0
"Sofia Lopez","Converted","R CSEG","Trade Show","FALSE","Hot","2020-12-21","Cowell","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",10,0
"Thomas Oliver","Converted","G M","Advertisement","FALSE","Cold","2020-12-05","Keefe Trevaskis","https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T",6,12600
"Sofia Lopez","Working","R CSEG","Employee Referral","TRUE","Warm","2020-11-08","Galven Duggon","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",20,11500
"Thomas Oliver","Nurturing - Contacted","G M","Purchased List","FALSE","Hot","2020-12-23","Washington","https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T",20,0
"Tawnia Williams","Qualified","Deepu CSEG ","Other","FALSE","Warm","2020-11-06","Fern Glowach","https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T",19,81000
"Thomas Oliver","Working  - Contacted","G M","Advertisement","TRUE","Warm","2020-12-16","Tanney Eyer","https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T",21,0
"Sofia Lopez","New","R CSEG","Other","FALSE","Cold","2020-12-25","Rodge Kytter","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",19,0
"Justin Chen","Nurturing","Qianwen Dong","Other","FALSE","Warm","2020-12-03","Damon","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T",9,22500
"Justin Chen","Converted","Qianwen Dong","Other","FALSE","Hot","2020-12-19","Malissa Roussell","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T",10,0
"Thomas Oliver","Working","G M","Employee Referral","TRUE","Warm","2020-12-07","Lincoln","https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T",23,0
"Sofia Lopez","Working  - Contacted","R CSEG","Purchased List","FALSE","Hot","2020-11-16","Darelle Roddick","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",24,0
"Sofia Lopez","Nurturing - Contacted","R CSEG","Other","FALSE","Warm","2020-12-25","Marcelline Copping","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",25,0
"Tawnia Williams","Qualified","Deepu CSEG ","Advertisement","FALSE","Cold","2020-12-17","Clywd Morales","https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T",8,0
"Thomas Oliver","Converted","G M","Employee Referral","TRUE","Warm","2020-11-19","Henrieta Goolding","https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T",21,0
"Justin Chen","Nurturing","Qianwen Dong","Employee Referral","FALSE","Hot","2020-11-25","Clari Gladdish","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T",17,0
"Sofia Lopez","Converted","R CSEG","Other","FALSE","Cold","2020-12-19","Xever Batchelor","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",8,105000
"Sofia Lopez","Converted","R CSEG","Advertisement","FALSE","Warm","2020-12-26","Penn Burford","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",8,0
"Sofia Lopez","Working","R CSEG","Other","TRUE","Hot","2020-11-20","Mord Pasterfield","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",16,0
"Thomas Oliver","Working  - Contacted","G M","Trade Show","FALSE","Warm","2020-11-13","Elsi Faircliffe","https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T",9,0
"Tawnia Williams","Qualified","Deepu CSEG ","Employee Referral","FALSE","Warm","2020-12-20","Sherwood Kloser","https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T",7,80000
"Sofia Lopez","Converted","R CSEG","Purchased List","FALSE","Hot","2020-12-24","Dulcie Gourdon","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",13,0
"Justin Chen","Working  - Contacted","Qianwen Dong","Employee Referral","TRUE","Cold","2020-11-30","Viviana Danilovitch","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T",10,0
"Thomas Oliver","New","G M","Advertisement","FALSE","Warm","2020-12-27","Cheryl Linskill","https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T",10,0
"Sofia Lopez","Nurturing","R CSEG","Other","FALSE","Warm","2020-12-25","Khalil Anniwell","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",12,0
"Sofia Lopez","Nurturing - Contacted","R CSEG","Other","FALSE","Hot","2020-12-19","Terry Cuttelar","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",8,0
"Thomas Oliver","Converted","G M","Employee Referral","FALSE","Cold","2020-11-07","Shannon Diviney","https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T",8,0
"Justin Chen","Qualified","Qianwen Dong","Other","TRUE","Warm","2020-11-28","Buffett","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T",14,0
"Sofia Lopez","Converted","R CSEG","Other","FALSE","Hot","2020-11-09","Ly Cristea","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",5,0
"Thomas Oliver","New","G M","Employee Referral","FALSE","Warm","2020-12-28","Putin","https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T",16,0
"Tawnia Williams","Nurturing - Contacted","Deepu CSEG ","Other","FALSE","Cold","2020-12-04","Bose DK","https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T",7,0
"Justin Chen","Working  - Contacted","Qianwen Dong","Purchased List","TRUE","Warm","2020-12-18","Sherman Joscelyne","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T",24,0
"Sofia Lopez","Working","R CSEG","Advertisement","FALSE","Hot","2020-12-21","Jamie Ramsdell","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",19,28000
"Thomas Oliver","Qualified","G M","Employee Referral","FALSE","Warm","2020-12-23","Axel Filipic","https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T",14,0
"Sofia Lopez","Nurturing","R CSEG","Advertisement","FALSE","Warm","2020-11-01","Sven Shearston","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",18,45000
"Sofia Lopez","Working","R CSEG","Other","TRUE","Cold","2020-12-29","Neala Hawke","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",6,0
"Justin Chen","Converted","Qianwen Dong","Trade Show","FALSE","Hot","2020-12-18","Erina Desouza","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T",20,15500
"Tawnia Williams","Converted","Deepu CSEG ","Other","FALSE","Warm","2020-11-30","Aurea Rottery","https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T",14,22000
"Thomas Oliver","Qualified","G M","Employee Referral","FALSE","Warm","2020-11-18","Zebadiah Baffin","https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T",22,0
"Sofia Lopez","Nurturing","R CSEG","Advertisement","TRUE","Hot","2020-12-21","Jonell Duchenne","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",7,0
"Sofia Lopez","Converted","R CSEG","Other","FALSE","Cold","2020-12-26","Tedmund McBryde","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",8,0
"Thomas Oliver","Working  - Contacted","G M","Other","FALSE","Warm","2020-11-21","Bert Oda","https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T",18,57000
"Justin Chen","Nurturing - Contacted","Qianwen Dong","Other","FALSE","Warm","2020-11-07","Massimo Capron","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T",25,0
"Tawnia Williams","Working  - Contacted","Deepu CSEG ","Purchased List","TRUE","Hot","2020-12-07","Lu Courtier","https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T",13,0
"Thomas Oliver","Converted","G M","Employee Referral","FALSE","Warm","2020-12-20","Frasier Peploe","https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T",20,0
"Sofia Lopez","Nurturing - Contacted","R CSEG","Employee Referral","FALSE","Cold","2020-12-28","George Parker","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",14,0
"Sofia Lopez","Qualified","R CSEG","Other","FALSE","Hot","2020-12-08","Raye Marriner","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",18,0
"Justin Chen","New","Qianwen Dong","Other","TRUE","Warm","2020-11-18","Anderson","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T",6,0
"Tawnia Williams","Working","Deepu CSEG ","Employee Referral","FALSE","Warm","2020-12-25","Mohandas Plet","https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T",15,50000
"Thomas Oliver","Nurturing - Contacted","G M","Advertisement","FALSE","Hot","2020-12-22","Cindi Hail","https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T",7,0
"Sofia Lopez","Working  - Contacted","R CSEG","Advertisement","TRUE","Cold","2020-12-26","Modesta Dyton","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",15,0
"Sofia Lopez","Converted","R CSEG","Other","FALSE","Warm","2020-12-06","Ambrose Dabell","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",22,0
"Sofia Lopez","Working","R CSEG","Employee Referral","FALSE","Warm","2020-12-16","Dania Lycett","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",15,46000
"Thomas Oliver","Nurturing","G M","Other","FALSE","Hot","2020-11-02","Saul Mixworthy","https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T",11,0
"Justin Chen","Qualified","Qianwen Dong","Trade Show","TRUE","Warm","2020-12-24","Aurlie Muxworthy","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T",21,11000
"Tawnia Williams","New","Deepu CSEG ","Other","FALSE","Cold","2020-11-11","Caleb Greathead","https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T",7,0
"Thomas Oliver","Nurturing","G M","Purchased List","FALSE","Warm","2020-12-20","Olenka Pasfield","https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T",24,35000
"Sofia Lopez","Nurturing - Contacted","R CSEG","Employee Referral","FALSE","Hot","2020-12-03","Minerva Booton","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",6,11000
"Sofia Lopez","Working  - Contacted","R CSEG","Advertisement","TRUE","Warm","2020-12-03","Jojo Vaugham","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",10,133000
"Justin Chen","Working","Qianwen Dong","Employee Referral","FALSE","Cold","2020-11-09","Erroll Surpliss","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T",0,0
"Thomas Oliver","Qualified","G M","Other","FALSE","Hot","2020-12-28","Traci Francescotti","https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T",18,0
"Sofia Lopez","Converted","R CSEG","Purchased List","FALSE","Warm","2020-12-21","Warhol","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",9,0
"Sofia Lopez","Converted","R CSEG","Other","FALSE","Warm","2020-12-18","Ag Borkin","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",8,65900
"Thomas Oliver","Converted","G M","Advertisement","TRUE","Hot","2020-12-29","JFox","https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T",8,0
"Tawnia Williams","Nurturing","Deepu CSEG ","Employee Referral","FALSE","Warm","2020-11-02","Spencer Shimwall","https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T",8,46000
"Justin Chen","Working  - Contacted","Qianwen Dong","Other","FALSE","Cold","2020-11-30","Gates","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T",22,0
"Sofia Lopez","Converted","R CSEG","Other","FALSE","Hot","2020-11-24","Vincenty Eckhard","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",7,0
"Sofia Lopez","Working","R CSEG","Employee Referral","TRUE","Warm","2020-12-25","Angelina Leetham","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",12,0
"Thomas Oliver","Qualified","G M","Advertisement","FALSE","Cold","2020-11-04","Wyatan Podd","https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T",21,0
"Sofia Lopez","Nurturing - Contacted","R CSEG","Other","FALSE","Warm","2020-12-20","Tammara De Beauchamp","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",15,0
"Justin Chen","Converted","Qianwen Dong","Employee Referral","FALSE","Hot","2020-11-29","Neill Westcarr","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T",21,92000
"Tawnia Williams","Qualified","Deepu CSEG ","Other","TRUE","Warm","2020-12-18","Ilse Nezey","https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T",20,0
"Sofia Lopez","Converted","R CSEG","Purchased List","FALSE","Warm","2020-12-26","Marieann Gladhill","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",13,0
"Thomas Oliver","Working  - Contacted","G M","Advertisement","FALSE","Cold","2020-12-27","Allegra Tubby","https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T",25,0
"Justin Chen","Nurturing - Contacted","Qianwen Dong","Employee Referral","TRUE","Warm","2020-11-12","Tonye Enefer","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T",17,48000
"Thomas Oliver","Nurturing","G M","Trade Show","FALSE","Hot","2020-12-08","Stafani Luquet","https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T",7,0
"Sofia Lopez","Working","R CSEG","Other","FALSE","Warm","2020-12-21","Donella Colvine","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",7,0
"Sofia Lopez","New","R CSEG","Employee Referral","FALSE","Hot","2020-12-27","Cordy Dyment","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",10,34000
"Thomas Oliver","Qualified","G M","Other","TRUE","Cold","2020-11-30","Carolyne Liebrecht","https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T",23,0
"Tawnia Williams","Nurturing - Contacted","Deepu CSEG ","Other","FALSE","Warm","2020-11-16","Sarah Loehr (Sample)","https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T",10,0
"Sofia Lopez","Working  - Contacted","R CSEG","Advertisement","FALSE","Warm","2020-12-18","Eustace Gibbe","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",5,0
"Justin Chen","New","Qianwen Dong","Other","FALSE","Hot","2020-12-24","Christie Mathis","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T",9,0
"Thomas Oliver","Nurturing","G M","Purchased List","TRUE","Warm","2020-11-16","Greer Weedon","https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T",8,31000
"Sofia Lopez","Converted","R CSEG","Employee Referral","FALSE","Cold","2020-12-19","Traci Gellately","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",13,0
"Sofia Lopez","Converted","R CSEG","Trade Show","FALSE","Hot","2020-12-23","Phyllida Blair","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",11,0
"Tawnia Williams","Working","Deepu CSEG ","Advertisement","FALSE","Warm","2020-11-27","Laetitia Gorick","https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T",7,0
"Sofia Lopez","Nurturing - Contacted","R CSEG","Employee Referral","TRUE","Cold","2020-11-15","Iolanthe Birchett","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",16,14000
"Thomas Oliver","Qualified","G M","Other","FALSE","Warm","2020-12-19","Dot Rutter","https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T",6,0
"Sofia Lopez","New","R CSEG","Other","FALSE","Warm","2020-12-08","Reginald Grigore","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",5,20500
"Justin Chen","Working  - Contacted","Qianwen Dong","Employee Referral","FALSE","Hot","2020-12-26","Analise Le Pruvost","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T",12,0
"Thomas Oliver","Converted","G M","Other","FALSE","Hot","2020-12-18","Dew Phripp","https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T",6,0
"Sofia Lopez","Qualified","R CSEG","Purchased List","TRUE","Warm","2020-11-16","Monroe Duffield","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",9,0
"Tawnia Williams","Converted","Deepu CSEG ","Other","FALSE","Cold","2020-12-23","Staford Bagnal","https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T",11,106000
"Sofia Lopez","Nurturing","R CSEG","Advertisement","FALSE","Warm","2020-11-24","Rhodie Domoney","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",7,41000
"Thomas Oliver","Converted","G M","Other","TRUE","Warm","2020-11-21","Tallou Larvin","https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T",23,0
"Justin Chen","Nurturing - Contacted","Qianwen Dong","Employee Referral","FALSE","Hot","2020-12-22","Cordie Hattigan","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T",11,27000
"Justin Chen","Working  - Contacted","Qianwen Dong","Advertisement","FALSE","Warm","2020-12-26","Eldin Best","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T",24,29000
"Sofia Lopez","Working","R CSEG","Other","FALSE","Cold","2020-12-17","Hermann Lismer","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",0,0
"Tawnia Williams","Qualified","Deepu CSEG ","Employee Referral","FALSE","Warm","2020-11-10","Daveta Outibridge","https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T",8,0
"Thomas Oliver","New","G M","Other","TRUE","Hot","2020-12-26","Carrey","https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T",6,15500
"Sofia Lopez","Nurturing","R CSEG","Employee Referral","FALSE","Warm","2020-12-20","Lira Snewin","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",25,0
"Sofia Lopez","Working  - Contacted","R CSEG","Advertisement","FALSE","Cold","2020-11-29","Trumpy","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",20,107000
"Justin Chen","Converted","Qianwen Dong","Trade Show","FALSE","Hot","2020-11-10","Lotti Macvey","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T",5,19800
"Sofia Lopez","Converted","R CSEG","Other","TRUE","Warm","2020-12-08","Mouse","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",19,0
"Thomas Oliver","Qualified","G M","Other","FALSE","Hot","2020-12-21","Sylvia Drysdall","https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T",25,0
"Sofia Lopez","Working","R CSEG","Employee Referral","FALSE","Cold","2020-12-27","Keelby O'Heffernan","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",7,0
"Tawnia Williams","Converted","Deepu CSEG ","Other","FALSE","Warm","2020-11-30","Waiter Scimonelli","https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T",20,0
"Justin Chen","Nurturing - Contacted","Qianwen Dong","Advertisement","TRUE","Warm","2020-12-28","Jackman","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T",12,30400
"Thomas Oliver","Working","G M","Purchased List","FALSE","Hot","2020-12-17","Iggie Reedshaw","https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T",13,87800
"Thomas Oliver","Converted","G M","Employee Referral","FALSE","Warm","2020-11-02","Idalina Heatly","https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T",12,0
"Sofia Lopez","Working  - Contacted","R CSEG","Other","TRUE","Warm","2020-11-10","Juliann Sotheron","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",14,0
"Sofia Lopez","Nurturing","R CSEG","Employee Referral","FALSE","Hot","2020-12-28","Daniel Palke","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",14,0
"Thomas Oliver","Qualified","G M","Advertisement","FALSE","Cold","2020-11-26","Clea Cerro","https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T",14,0
"Justin Chen","Converted","Qianwen Dong","Purchased List","FALSE","Warm","2020-12-17","Ali","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T",8,0
"Tawnia Williams","New","Deepu CSEG ","Other","TRUE","Warm","2020-12-23","Alexi McGaugie","https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T",13,0
"Sofia Lopez","Nurturing - Contacted","R CSEG","Other","FALSE","Hot","2020-11-13","Maia Porter","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",21,0
"Sofia Lopez","Working  - Contacted","R CSEG","Employee Referral","FALSE","Cold","2020-12-02","Law Tapton","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",24,75000
"Thomas Oliver","Nurturing - Contacted","G M","Trade Show","FALSE","Warm","2020-12-21","Kirsti Charlo","https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T",9,0
"Justin Chen","Converted","Qianwen Dong","Advertisement","FALSE","Hot","2020-12-27","Letterman","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T",9,0
"Sofia Lopez","Working","R CSEG","Other","TRUE","Cold","2020-12-19","Rhodie Eggar","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",5,33000
"Tawnia Williams","Nurturing","Deepu CSEG ","Other","FALSE","Warm","2020-12-04","Giorgia Stubbin","https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T",13,65000
"Sofia Lopez","Qualified","R CSEG","Purchased List","FALSE","Warm","2020-11-07","Karie Marple","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",5,0
"Sofia Lopez","Converted","R CSEG","Other","FALSE","Hot","2020-12-27","Meryl Klawi","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",25,0
"Justin Chen","Working  - Contacted","Qianwen Dong","Employee Referral","TRUE","Warm","2020-12-17","Mohandis Fawdrey","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T",16,0
"Thomas Oliver","Nurturing","G M","Advertisement","FALSE","Cold","2020-12-07","Darby Bartali","https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T",5,0
"Sofia Lopez","Qualified","R CSEG","Employee Referral","FALSE","Warm","2020-11-05","Ninon Dell Casa","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",11,0
