"Type","AgeBucket","FirstName","State","Channel","Stage","Gender","LastName","ChannelOrder","AgeBucketOrder","StageOrder","Age"
"Passive","0-17","Cathleen","Alabama","App","Onboarding","Female","Vose",2,1,2,20
"Promoter","26-35","Cass","Florida","Call Center","Claims","NA","Cyster",3,3,3,22
"Detractor","26-35","Monica","New York","Email","Renewal","Male","Coldridge",6,3,5,43
"Passive","36-50","Travus","Missouri","Website","Claims","Female","Lisciardelli",1,4,3,34
"Promoter","18-25","Danita","Colorado","Call Center","Renewal","NA","Cummins",3,2,5,22
"Detractor","36-50","Lyon","Pennsylvania","App","Routine Services","Male","Abreheart",2,4,4,44
"Passive","18-25","Fields","Indiana","Website","Acquisition","Female","Burland",1,2,1,28
"Promoter","26-35","Malanie","Texas","Chat","Onboarding","NA","Fetherstone",5,3,2,25
"Detractor","26-35","Jereme","Arkansas","Call Center","Claims","Male","Ducker",3,3,3,33
"Detractor","18-25","Reine","Louisiana","Website","Renewal","Female","Burland",1,2,5,23
"Promoter","18-25","Brynna","New York","App","Acquisition","Male","Kinchington",2,2,1,35
"Passive","0-17","Tammy","Oklahoma","Call Center","Routine Services","NA","Liversley",3,1,4,37
"Passive","26-35","Cobbie","Florida","Chat","Onboarding","Female","Ledley",5,3,2,24
"Detractor","18-25","Christophorus","Texas","Website","Renewal","NA","Klicher",1,2,5,25
"Promoter","36-50","Celka","Kentucky","App","Claims","Male","Royce",2,4,3,48
"Detractor","36-50","Aeriel","Georgia","Call Center","Onboarding","Female","Hassur",3,4,2,29
"Passive","26-35","Gabi","Utah","App","Acquisition","NA","Gillion",2,3,1,13
"Promoter","NA","Gabi","Arizona","App","Claims","Male","McIlherran",2,5,3,50
"Detractor","18-25","Onfroi","Washington","Chat","Claims","Female","O'Dowgaine",5,2,3,22
"Detractor","36-50","Cass","Massachusetts","Store","Routine Services","NA","Criag",4,4,4,46
"Promoter","18-25","Angy","Ohio","Call Center","Claims","Male","Bleibaum",3,2,3,30
"Passive","26-35","Amelina","Iowa","App","Onboarding","Female","Cowl",2,3,2,26
"Detractor","26-35","Werner","California","Email","Acquisition","NA","Raynard",6,3,1,20
"Passive","36-50","Orin","New Jersey","Website","Renewal","Male","Bettlestone",1,4,5,22
"Promoter","NA","Jereme","North Carolina","Call Center","Renewal","Female","Deamer",3,5,5,27
"Detractor","26-35","Alyson","District of Columbia","App","Routine Services","NA","Brookfield",2,3,4,35
"Passive","18-25","Harbert","Tennessee","Website","Claims","Male","Rehme",1,2,3,25
"Promoter","36-50","Sascha","West Virginia","Website","Onboarding","Female","Chatwin",1,4,2,19
"Detractor","18-25","Oralia","Florida","Chat","Renewal","NA","Fetherstone",5,2,5,47
"Passive","0-17","Rubetta","Oregon","Call Center","Claims","Male","Abreheart",3,1,3,30
"Promoter","26-35","Cynthea","Michigan","Website","Renewal","Female","Conrath",1,3,5,50
"Detractor","18-25","Germana","New York","App","Claims","Male","Storr",2,2,3,34
"Detractor","0-17","Celka","Florida","App","Acquisition","NA","Haslewood",2,1,1,14
"Passive","36-50","Alyson","Texas","Call Center","Onboarding","Female","Fasham",3,4,2,21
"Promoter","26-35","Gris","Nevada","Store","Routine Services","NA","Soonhouse",4,3,4,10
"Passive","26-35","Charleen","Illinois","Website","Claims","Male","Robbert",1,3,3,28
"Detractor","18-25","Celka","Connecticut","Website","Acquisition","Female","Asche",1,2,1,36
"Promoter","18-25","Welby","Ohio","Chat","Onboarding","NA","Tussaine",5,2,2,45
"Detractor","NA","Wilie","District of Columbia","App","Claims","Male","Naisbet",2,5,3,24
"Passive","26-35","Cynthea","Texas","App","Routine Services","Female","Woodroffe",2,3,4,20
"Promoter","36-50","Mercie","Texas","Call Center","Renewal","NA","Bettlestone",3,4,5,25
"Detractor","26-35","Eachelle","Virginia","Website","Acquisition","Male","Ferrierio",1,3,1,49
"Passive","36-50","Corey","Texas","Call Center","Renewal","Female","Cowl",3,4,5,21
"Detractor","0-17","Cass","New York","Call Center","Onboarding","Male","Haslewood",3,1,2,32
"Promoter","36-50","Crosby","Virginia","Email","Claims","NA","Sevitt",6,4,3,29
"Detractor","18-25","Noreen","Georgia","Website","Renewal","Female","Hanbridge",1,2,5,22
"Passive","18-25","Arly","Pennsylvania","Call Center","Routine Services","Male","Doidge",3,2,4,40
"Promoter","26-35","Alessandro","Alabama","App","Claims","NA","Eisikowitz",2,3,3,18
"Passive","18-25","Nikola","Missouri","Chat","Onboarding","Female","Swatten",5,2,2,35
"Detractor","26-35","Harbert","Texas","Website","Claims","NA","Cyster",1,3,3,46
"Detractor","36-50","Cobbie","Florida","Call Center","Acquisition","Male","Liversley",3,4,1,22
"Promoter","18-25","Orin","Indiana","App","Renewal","Female","Robbert",2,2,5,11
"Passive","26-35","Fields","Texas","App","Renewal","NA","McIlherran",2,3,5,18
"Detractor","36-50","Carlynne","Louisiana","Website","Routine Services","Male","Reynish",1,4,4,18
"Promoter","0-17","Cass","Colorado","Call Center","Acquisition","Female","Vose",3,1,1,44
"Passive","NA","Wilie","Texas","Chat","Claims","NA","Riolfi",5,5,3,21
"Detractor","26-35","Jenica","Texas","App","Renewal","Male","Pickover",2,3,5,24
"Promoter","36-50","Jenica","Montana","Website","Claims","Female","Eisikowitz",1,4,3,22
"Passive","26-35","Alyson","California","App","Acquisition","NA","Tussaine",2,3,1,30
"Detractor","18-25","Amelina","Minnesota","Call Center","Routine Services","Male","Deamer",3,2,4,38
"Promoter","18-25","Alessandro","Texas","Call Center","Claims","Female","Thuillier",3,2,3,33
"Detractor","36-50","Farlay","California","App","Renewal","NA","Paddington",2,4,5,43
"Passive","26-35","Gray","Oklahoma","Store","Onboarding","Male","Cronchey",4,3,2,19
"Detractor","0-17","Elsey","Texas","Email","Onboarding","Female","Mitchenson",6,1,2,47
"Passive","18-25","Germana","Ohio","App","Claims","Male","Brookfield",2,2,3,31
"Promoter","36-50","Ronnie","New York","Website","Renewal","NA","Chatwin",1,4,5,24
"Detractor","NA","Rubetta","Wisconsin","Chat","Routine Services","Female","Matschuk",5,5,4,50
"Passive","18-25","Rubetta","Arizona","Call Center","Claims","NA","Ledley",3,2,3,15
"Promoter","26-35","Jereme","Kentucky","Website","Acquisition","Male","Swatten",1,3,1,24
"Detractor","36-50","Demetris","Illinois","App","Renewal","Female","Cummins",2,4,5,42
"Passive","18-25","Stoddard","California","Call Center","Acquisition","Male","Robbert",3,2,1,31
"Detractor","26-35","Cosetta","District of Columbia","Website","Onboarding","NA","Longthorne",1,3,2,41
"Promoter","26-35","Christophorus","North Carolina","App","Claims","Female","Soonhouse",2,3,3,25
"Passive","18-25","Claybourne","Tennessee","Website","Routine Services","Male","Rames",1,2,4,10
"Promoter","0-17","Alvina","Kansas","Call Center","Renewal","NA","Darke",3,1,5,18
"Detractor","18-25","Demetris","California","Call Center","Claims","Female","Coldridge",3,2,3,18
"Passive","36-50","Cedric","South Carolina","App","Acquisition","NA","Deamer",2,4,1,30
"Promoter","26-35","Ky","Virginia","Store","Onboarding","Male","O'Dowgaine",4,3,2,24
"Detractor","36-50","Windham","New Mexico","Website","Claims","Female","Ducker",1,4,3,21
"Detractor","18-25","Wendall","Massachusetts","Chat","Renewal","Male","Kunath",5,2,5,32
"Promoter","26-35","Windham","Delaware","App","Routine Services","NA","Ramelet",2,3,4,19
"Detractor","26-35","Flory","Washington","Website","Acquisition","Female","Benz",1,3,1,29
"Passive","36-50","Goddart","Colorado","Call Center","Onboarding","NA","Ferrierio",3,4,2,20
"Promoter","18-25","Lyon","New York","Chat","Onboarding","Male","McIlherran",5,2,2,18
"Passive","NA","Gale","Florida","Call Center","Renewal","Female","Abreheart",3,5,5,33
"Detractor","18-25","Cedric","Florida","Website","Claims","Male","Deamer",1,2,3,10
"Passive","0-17","Taryn","Michigan","Call Center","Renewal","NA","Rames",3,1,5,33
"Detractor","36-50","Aeriel","Texas","App","Acquisition","Female","Fasham",2,4,1,39
"Promoter","26-35","Brynna","Georgia","App","Routine Services","Male","Gillion",2,3,4,49
"Detractor","18-25","Tammy","New York","Call Center","Claims","NA","Adao",3,2,3,12
"Passive","26-35","Kennan","Florida","Website","Claims","Female","Helsby",1,3,3,35
"Promoter","26-35","Wanids","Florida","Email","Renewal","Male","Riolfi",6,3,5,17
"Detractor","18-25","Charleen","Ohio","Chat","Onboarding","NA","Brookfield",5,2,2,23
"Promoter","26-35","Wilie","Maryland","Call Center","Onboarding","Female","Hooks",3,3,2,37
"Detractor","0-17","Reine","Pennsylvania","App","Acquisition","Male","Cummins",2,1,1,31
"Passive","36-50","Monica","Illinois","Store","Claims","NA","Criag",4,4,3,26
"Passive","NA","Angy","District of Columbia","Website","Routine Services","Female","Deamer",1,5,4,22
"Promoter","18-25","Corey","California","Call Center","Renewal","NA","Sevitt",3,2,5,10
"Detractor","36-50","Arly","Minnesota","App","Onboarding","Male","Soonhouse",2,4,2,30
"Passive","36-50","Cathryn","Missouri","Website","Renewal","Female","Shipman",1,4,5,40
"Detractor","26-35","Cassaundra","Louisiana","App","Acquisition","NA","Lehon",2,3,1,25
"Promoter","18-25","Wanids","Indiana","App","Claims","Male","Ramelet",2,2,3,50
"Detractor","26-35","Nikola","Texas","Call Center","Routine Services","Female","Ducker",3,3,4,20
"Promoter","26-35","Gray","Idaho","Chat","Claims","NA","Shipman",5,3,3,19
"Passive","36-50","Alvina","Nevada","Email","Claims","Male","Climpson",6,4,3,48
"Passive","18-25","Cecil","Hawaii","Call Center","Acquisition","Female","Pickover",3,2,1,21
"Detractor","18-25","Welby","New York","Website","Renewal","Male","Lehon",1,2,5,30
"Promoter","0-17","Alessandro","Arizona","App","Claims","NA","Kelleher",2,1,3,44
"Passive","36-50","Immanuel","Oregon","Call Center","Routine Services","Female","Paddington",3,4,4,32
"Detractor","18-25","Brynna","Iowa","App","Renewal","NA","Cowl",2,2,5,45
"Promoter","NA","Fields","Connecticut","Website","Onboarding","Male","Adao",1,5,2,29
"Detractor","26-35","Cecil","Florida","App","Claims","Female","Cissen",2,3,3,22
"Detractor","36-50","Lorrayne","Alabama","Website","Onboarding","Male","Swatten",1,4,2,20
"Promoter","18-25","Lorrayne","New Jersey","Call Center","Acquisition","NA","Reynish",3,2,1,16
"Passive","26-35","Cathryn","Texas","Website","Routine Services","Female","Lisciardelli",1,3,4,28
"Passive","26-35","Roxi","Virginia","Chat","Renewal","Male","Cakebread",5,3,5,42
"Detractor","18-25","Fields","Pennsylvania","App","Claims","NA","Messent",2,2,3,49
"Promoter","36-50","Kennan","California","Store","Onboarding","Female","Pearle",4,4,2,10
"Passive","26-35","Reine","North Carolina","Website","Renewal","NA","Schohier",1,3,5,46
"Detractor","26-35","Cynthea","California","Call Center","Acquisition","Male","Doidge",3,3,1,33
"Detractor","18-25","Jillene","Georgia","App","Claims","Female","Stollard",2,2,3,36
"Passive","0-17","Rubetta","California","Chat","Renewal","Male","Lisciardelli",5,1,5,24
"Promoter","NA","Cecil","California","Call Center","Onboarding","NA","Canton",3,5,2,43
"Detractor","26-35","Skell","Oklahoma","Call Center","Routine Services","Female","Ramelet",3,3,4,25
"Promoter","18-25","Lettie","New York","Website","Acquisition","Male","Brantl",1,2,1,47
"Detractor","0-17","Flory","Illinois","Email","Claims","NA","Chatwin",6,1,3,28
"Passive","36-50","Ronnie","District of Columbia","Call Center","Claims","Female","Robbert",3,4,3,19
"Promoter","36-50","Cathryn","Ohio","App","Onboarding","Male","Toop",2,4,2,32
"Detractor","18-25","Hortense","Texas","Chat","Routine Services","NA","Benz",5,2,4,24
"Passive","36-50","Crosby","Tennessee","App","Claims","Female","Raper",2,4,3,34
"Promoter","18-25","Kerby","Florida","Website","Acquisition","Male","Canton",1,2,1,26
"Detractor","26-35","Wendall","California","App","Renewal","NA","Shipman",2,3,5,30
"Passive","26-35","Arly","Colorado","Website","Renewal","Female","Borrie",1,3,5,31
"Promoter","26-35","Harbert","Florida","Call Center","Onboarding","NA","Hooks",3,3,2,26
"Passive","18-25","Wanda","Florida","App","Renewal","Male","Gillion",2,2,5,21
"Detractor","36-50","Oralia","Michigan","App","Routine Services","Female","Royce",2,4,4,28
"Detractor","26-35","Sascha","New York","Website","Claims","Male","Abreheart",1,3,3,20
"Passive","NA","Celka","Kentucky","Call Center","Claims","NA","Fetherstone",3,5,3,34
"Detractor","36-50","Claybourne","West Virginia","Chat","Renewal","Female","Mingaud",5,4,5,23
"Promoter","0-17","Gray","Nebraska","App","Onboarding","NA","Eisikowitz",2,1,2,35
"Promoter","18-25","Arly","Arizona","Website","Acquisition","Male","Kunath",1,2,1,30
"Passive","18-25","Angy","Massachusetts","Store","Acquisition","Female","Canton",4,2,1,39
"Detractor","36-50","Cathryn","California","Call Center","Onboarding","NA","Burland",3,4,2,48
"Promoter","18-25","Ernestus","Virginia","Call Center","Routine Services","Male","Tussaine",3,2,4,38
"Detractor","26-35","Reine","Wisconsin","App","Claims","Female","Ferron",2,3,3,29
"Passive","26-35","Amelina","Pennsylvania","Website","Claims","Male","Storr",1,3,3,19
"Detractor","26-35","Ky","Texas","Email","Renewal","NA","Storr",6,3,5,34
"Promoter","36-50","Alessandro","Utah","Website","Renewal","Female","Eisikowitz",1,4,5,30
"Passive","18-25","Gris","Mississippi","App","Claims","NA","Pearle",2,2,3,23
"Detractor","0-17","Christophorus","Washington","App","Acquisition","Male","McIlherran",2,1,1,19
"Promoter","18-25","Brynna","California","Call Center","Onboarding","Female","Kelleher",3,2,2,25
"Detractor","36-50","Sammy","Minnesota","Call Center","Routine Services","NA","Kinchington",3,4,4,50
"Passive","26-35","Kerby","Louisiana","Website","Renewal","Male","Fetherstone",1,3,5,32
"Promoter","26-35","Wilie","Florida","Call Center","Claims","Female","Cakebread",3,3,3,27
"Passive","NA","Lorianna","North Carolina","App","Onboarding","Male","Vose",2,5,2,27
"Detractor","18-25","Fields","Missouri","Chat","Claims","NA","Toop",5,2,3,35
"Detractor","36-50","Wilie","Georgia","Call Center","Renewal","Female","Cantero",3,4,5,42
"Passive","18-25","Otha","Alabama","Store","Acquisition","Male","Hanbridge",4,2,1,75
"Promoter","26-35","Raffaello","South Carolina","Chat","Routine Services","NA","Fasham",5,3,4,27
"Detractor","26-35","Mercie","Ohio","App","Acquisition","Female","Benz",2,3,1,41
"Passive","0-17","Charleen","Illinois","Call Center","Claims","NA","Kinchington",3,1,3,49
"Promoter","18-25","Mercie","Colorado","Website","Renewal","Male","Shipman",1,2,5,40
"Detractor","36-50","Ky","California","App","Claims","Female","Burland",2,4,3,21
"Passive","26-35","Chevy","Texas","Website","Routine Services","Male","Hooks",1,3,4,45
"Detractor","18-25","Kennan","Texas","Call Center","Onboarding","NA","Matschuk",3,2,2,44
"Promoter","26-35","Fields","Texas","Website","Onboarding","Female","Cowl",1,3,2,18
"Passive","NA","Welby","Texas","App","Claims","NA","Kelleher",2,5,3,37
"Promoter","18-25","Welby","New York","App","Acquisition","Male","Hanbridge",2,2,1,28
"Detractor","26-35","Lorianna","Indiana","Chat","Renewal","Female","Helsby",5,3,5,33
"Detractor","36-50","Wilie","Texas","Call Center","Renewal","NA","Cakebread",3,4,5,30
"Passive","0-17","Cedric","California","Email","Onboarding","Male","Haslewood",6,1,2,22
"Promoter","36-50","Bonnee","Florida","Call Center","Claims","Female","Climpson",3,4,3,46
"Detractor","36-50","Amelina","District of Columbia","Website","Acquisition","Male","Coldridge",1,4,1,19
"Promoter","26-35","Boone","New York","Website","Routine Services","NA","Block",1,3,4,11
"Passive","18-25","Ky","Michigan","Chat","Renewal","Female","Royce",5,2,5,29
"Detractor","18-25","Cynthea","Kansas","Call Center","Claims","NA","Darke",3,2,3,20
"Passive","26-35","Orin","California","App","Routine Services","Male","Brantl",2,3,4,26
"Detractor","36-50","Welby","Alaska","App","Onboarding","Female","Toop",2,4,2,23
"Promoter","NA","Stoddard","California","Store","Acquisition","Male","Climpson",4,5,1,20
"Passive","26-35","Roxi","Florida","Website","Claims","NA","Cissen",1,3,3,25
"Detractor","0-17","Lorianna","Texas","Website","Claims","Female","Fetherstone",1,1,3,14
"Promoter","18-25","Charleen","Texas","App","Renewal","Male","Worgen",2,2,5,13
"Detractor","18-25","Amelina","Florida","App","Renewal","NA","Helsby",2,2,5,35
"Passive","26-35","Celka","Texas","Call Center","Routine Services","Female","Cronchey",3,3,4,31
"Promoter","18-25","Sascha","Virginia","Website","Onboarding","Male","Nerney",1,2,2,32
"Detractor","26-35","Farlay","Arizona","Chat","Acquisition","NA","Seebert",5,3,1,33
"Promoter","36-50","Lorianna","Ohio","App","Claims","Female","Doidge",2,4,3,51
"Detractor","36-50","Carlynne","California","Call Center","Onboarding","Male","Deamer",3,4,2,10
"Passive","18-25","Angy","Connecticut","Call Center","Claims","NA","McLemon",3,2,3,21
"Passive","36-50","Elke","Washington","Email","Renewal","Female","Storr",6,4,5,34
"Detractor","26-35","Christophorus","Maryland","Call Center","Renewal","Male","Pearle",3,3,5,27
"Promoter","26-35","Trumaine","New York","Website","Acquisition","NA","Block",1,3,1,28
"Passive","18-25","Clayborne","District of Columbia","Website","Routine Services","Female","Fasham",1,2,4,10
"Detractor","0-17","Cassaundra","Texas","App","Claims","Male","Vose",2,1,3,45
"Promoter","NA","Sammy","Nevada","App","Onboarding","NA","Ferrierio",2,5,2,38
"Detractor","26-35","Connie","Kentucky","Call Center","Claims","Female","Reynish",3,3,3,22
"Promoter","36-50","Flory","Iowa","Chat","Renewal","NA","Lisciardelli",5,4,5,33
"Passive","18-25","Elke","Florida","Call Center","Acquisition","Male","Lisciardelli",3,2,1,18
"Passive","36-50","Ellene","North Carolina","Website","Routine Services","Female","McIlherran",1,4,4,47
"Detractor","26-35","Cassaundra","Indiana","Store","Claims","Male","Block",4,3,3,19
"Promoter","0-17","Corinna","New York","App","Onboarding","NA","McGannon",2,1,2,10
"Detractor","26-35","Alvina","Missouri","Call Center","Acquisition","Female","Soonhouse",3,3,1,39
"Passive","36-50","Elsey","Minnesota","App","Claims","Male","Meaddowcroft",2,4,3,32
