OperationalDrivers,ClaimsBucket,PreviousRenewalDate,NameInsuredId,Status,TypePrediction,LastProcessedDate,RenewalChannel,RenewalDate,Type,IsRenewedPolicy,ExpirationDate,EffectiveDate,PremiumAmount,Passive,RenewalRate,Rating,Name,NPS,Promoter,Detractor,OwnerId,MyContactCenterNPS,PredictedDistribution,CustomerEngagement,NumberOfClaims,Commit,BestCase,GrossWrittenPremium,ValuePrediction,NPS_All_Contact_Centers,TotalStandardAmount
Employee Satisfaction,4 - 5 Claims,,John,For Renewal,Period,2021-04-26,,2022-05-03,New Business,FALSE,2022-05-04,2021-05-04,17000,55,79,8.1,7523372889537,43.5,95,15,1234567,39,55,15,4,,85.32,666000,9,43,89000
Agent Experience,2 - 3 Claims,,Steven,For Renewal,TimeToResolve,2021-04-26,,2022-01-20,Services,FALSE,2022-01-21,2021-01-21,14000,,88,6.9,10794895567213,43,,,1234567,40,70,17,2,,,532000,18,42,11000
Agent Experience,2 - 3 Claims,,Mary,For Renewal,NPS,2021-04-26,,2022-06-29,Existing Business,FALSE,2022-06-30,2021-06-30,88000,58,74,7,15039983185452,43,90,25,1234567,41,70,20,2,,,515000,32,41,58000
Employee Satisfaction,2 - 3 Claims,,Brian,Not Renewed,NumberOfClaims,2021-04-26,,2021-11-29,Services,FALSE,2021-11-30,2020-11-30,58000,,80,8.2,15900079875856,41,,,1234567,39,95,19,3,,,798000,23,41,17000
Wait Time,4 - 5 Claims,,Carl,For Renewal,Period,2021-04-26,,2022-07-25,Existing Business,FALSE,2022-07-26,2021-07-26,90000,58,65,8.4,1751142564305,39,95,12,1234567,40,58,15,4,59.15,,650000,9,42,95000
Agent Comunication,0 - 1 Claims,,John,For Renewal,Amount,2021-04-26,,2022-06-07,New Business,FALSE,2022-06-08,2021-06-08,30000,58,74,7.8,996851475611,39,90,25,1234567,38,95,19,1,,79.92,577000,6,42,96000
Agent Comunication,0 - 1 Claims,,John,For Renewal,Amount,2021-04-26,,2022-03-12,Existing Business,FALSE,2022-03-13,2021-03-13,26000,,88,7.1,11835630891635,43,,,1234567,38,15,16,1,,,555000,6,42,51000
Wait Time,0 - 1 Claims,,Steven,For Renewal,NPS,2021-04-26,,2022-02-13,New Business,FALSE,2022-02-14,2021-02-14,40000,,90,8.5,3785521117492,43,,,1234567,38,12,20,1,,,467000,32,42,64000
Agent Experience,2 - 3 Claims,,Brian,For Renewal,NumberOfClaims,2021-04-26,,2021-10-24,Services,FALSE,2021-10-25,2020-10-25,52000,,65,8.5,6122427126906,43.5,,,1234567,37,55,16,3,,,705000,23,43,92000
Employee Satisfaction,0 - 1 Claims,,Carl,For Renewal,TimeToResolve,2021-04-26,,2021-11-06,New Business,FALSE,2021-11-07,2020-11-07,98000,,80,8.2,1916409764832,41,,,1234567,39,58,15,1,,,594000,18,41,10000
Employee Satisfaction,6 or More Claims,,Mary,For Renewal,Period,2021-04-26,,2022-05-25,Services,FALSE,2022-05-26,2021-05-26,53000,55,79,7.4,17223137688375,43,95,15,1234567,37,15,20,7,,,838000,9,41,27000
Agent Experience,6 or More Claims,,Steven,For Renewal,NPS,2021-04-26,,2022-04-10,Existing Business,FALSE,2022-04-11,2021-04-11,75000,,88,6.3,10511098146525,39,,,1234567,37,25,17,7,,,657000,32,39,28000
Wait Time,2 - 3 Claims,,Carl,Not Renewed,Period,2021-04-26,,2022-01-08,Services,FALSE,2022-01-09,2021-01-09,64000,,88,8.1,2535085036909,43,,,1234567,40,12,19,3,,,805000,9,42,99000
Agent Comunication,4 - 5 Claims,,John,For Renewal,Amount,2021-04-26,,2021-12-21,New Business,FALSE,2021-12-22,2020-12-22,41000,,85,7.6,14425753173556,43.5,,,1234567,41,25,17,4,,,951000,6,43,92000
Wait Time,0 - 1 Claims,,Brian,For Renewal,TimeToResolve,2021-04-26,,2022-06-01,Existing Business,FALSE,2022-06-02,2021-06-02,46000,58,74,8.5,13422568392153,41,90,25,1234567,39,95,16,1,,,968000,18,39,50000
Agent Experience,0 - 1 Claims,,Mary,For Renewal,NumberOfClaims,2021-04-26,,2022-04-27,Existing Business,FALSE,2022-04-28,2021-04-28,33000,,88,6.3,12946401428114,39,,,1234567,37,70,15,1,,,560000,23,39,17000
Agent Comunication,2 - 3 Claims,,Carl,For Renewal,TimeToResolve,2021-04-26,,2022-07-09,New Business,FALSE,2022-07-10,2021-07-10,68000,58,65,8.2,15832268608284,39,95,12,1234567,38,75,20,2,,,545000,18,39,66000
Employee Satisfaction,2 - 3 Claims,,Mary,For Renewal,Period,2021-04-26,,2022-03-02,Services,FALSE,2022-03-03,2021-03-03,67000,,88,7.4,4223038546374,43,,,1234567,38,15,17,2,,,539000,9,42,50000
Wait Time,2 - 3 Claims,,Brian,For Renewal,Amount,2021-04-26,,2021-12-13,Services,FALSE,2021-12-14,2020-12-14,38000,,85,8.1,662018531125,43.5,,,1234567,41,58,17,2,,,714000,6,43,36000
Agent Experience,4 - 5 Claims,,John,For Renewal,NPS,2021-04-26,,2021-10-08,New Business,FALSE,2021-10-09,2020-10-09,59000,,85,7.4,5456452581879,43,,,1234567,40,75,17,5,,,901000,32,42,42000
Employee Satisfaction,2 - 3 Claims,,Steven,Not Renewed,NumberOfClaims,2021-04-26,,2022-05-06,Existing Business,FALSE,2022-05-07,2021-05-07,63000,55,79,7.6,11792493788731,43.5,95,15,1234567,41,75,16,2,,85.32,650000,23,43,25000
Agent Comunication,4 - 5 Claims,,Mary,For Renewal,NPS,2021-04-26,,2021-12-26,New Business,FALSE,2021-12-27,2020-12-27,13000,,85,7.6,9162744543815,43.5,,,1234567,41,55,16,4,,,453000,32,43,86000
Agent Experience,6 or More Claims,,Steven,For Renewal,Amount,2021-04-26,,2022-01-28,Services,FALSE,2022-01-29,2021-01-29,75000,,88,6.9,3779410056375,43,,,1234567,40,95,17,6,,,677000,6,42,25000
Agent Comunication,2 - 3 Claims,,Brian,For Renewal,NumberOfClaims,2021-04-26,,2022-02-17,Existing Business,FALSE,2022-02-18,2021-02-18,73000,,90,7.4,9195113299359,43,,,1234567,38,75,16,3,,,857000,23,42,92000
Wait Time,0 - 1 Claims,,John,For Renewal,Period,2021-04-26,,2022-07-06,Existing Business,FALSE,2022-07-07,2021-07-07,71000,58,65,8.4,15770154051424,41,95,12,1234567,41,95,17,1,,,761000,9,41,21000
Employee Satisfaction,2 - 3 Claims,,Carl,For Renewal,TimeToResolve,2021-04-26,,2021-11-06,New Business,FALSE,2021-11-07,2020-11-07,91000,,80,8.2,17674857178765,41,,,1234567,39,12,17,2,,,630000,18,41,88000
Agent Comunication,4 - 5 Claims,,Brian,For Renewal,Period,2021-04-26,,2022-03-14,Services,FALSE,2022-03-15,2021-03-15,12000,,88,7.1,4893442871900,43,,,1234567,38,70,19,5,,,441000,9,42,21000
Wait Time,6 or More Claims,,John,For Renewal,NPS,2021-04-26,,2022-06-03,Services,FALSE,2022-06-04,2021-06-04,10000,58,74,6.7,17837177322312,43.5,90,25,1234567,39,25,15,7,67.34,79.92,550000,32,43,44000
Agent Experience,2 - 3 Claims,,Carl,Not Renewed,Amount,2021-04-26,,2022-06-12,New Business,FALSE,2022-06-13,2021-06-13,95000,58,74,6.9,5468206223477,43,90,25,1234567,40,70,18,2,67.34,,517000,6,42,96000
Employee Satisfaction,0 - 1 Claims,,Steven,For Renewal,TimeToResolve,2021-04-26,,2021-10-27,Existing Business,FALSE,2021-10-28,2020-10-28,45000,,80,6.5,17498282808863,41,,,1234567,37,95,20,1,,,793000,18,41,31000
Employee Satisfaction,4 - 5 Claims,,Mary,For Renewal,NumberOfClaims,2021-04-26,,2021-12-21,Existing Business,FALSE,2021-12-22,2020-12-22,75000,,85,7.8,7919706641782,43.5,,,1234567,41,25,16,4,,,517000,23,43,51000
Wait Time,2 - 3 Claims,,John,For Renewal,NumberOfClaims,2021-04-26,,2021-11-09,Services,FALSE,2021-11-10,2020-11-10,23000,,80,8.2,8757506994206,41,,,1234567,39,55,17,3,,,736000,23,41,20000
Agent Experience,4 - 5 Claims,,Carl,For Renewal,Period,2021-04-26,,2022-05-11,New Business,FALSE,2022-05-12,2021-05-12,48000,55,79,8.6,6666030306040,39,95,15,1234567,38,55,17,5,71.89,85.32,680000,9,39,67000
Agent Comunication,4 - 5 Claims,,Mary,For Renewal,Amount,2021-04-26,,2022-04-10,Existing Business,FALSE,2022-04-11,2021-04-11,99000,,88,7.1,15395130888652,39,,,1234567,37,15,18,4,88,88,706000,6,39,30000
Wait Time,0 - 1 Claims,,Brian,For Renewal,TimeToResolve,2021-04-26,,2022-07-10,New Business,FALSE,2022-07-11,2021-07-11,62000,58,65,7.1,3391647209253,39,95,12,1234567,41,95,15,1,59.15,70.2,691000,18,41,83000
Employee Satisfaction,2 - 3 Claims,,Steven,For Renewal,NPS,2021-04-26,,2022-03-11,Services,FALSE,2022-03-12,2021-03-12,40000,,88,7.4,16533408294485,43,,,1234567,38,58,20,3,,,719000,32,42,92000
Agent Experience,0 - 1 Claims,,John,For Renewal,NPS,2021-04-26,,2022-01-22,Services,FALSE,2022-01-23,2021-01-23,71000,,88,6.9,7903282999730,43,,,1234567,40,55,17,1,,,492000,32,42,79000
Agent Comunication,4 - 5 Claims,,Brian,Not Renewed,NumberOfClaims,2021-04-26,,2022-01-30,Existing Business,FALSE,2022-01-31,2021-01-31,20000,,88,7.6,17433775046400,43,,,1234567,40,15,20,4,,,987000,23,42,72000
Agent Experience,6 or More Claims,,Steven,For Renewal,Amount,2021-04-26,,2021-11-09,New Business,FALSE,2021-11-10,2020-11-10,94000,,80,7,10915375732392,41,,,1234567,39,58,15,6,,,888000,6,41,75000
Employee Satisfaction,2 - 3 Claims,,Mary,For Renewal,TimeToResolve,2021-04-26,,2022-05-20,Services,FALSE,2022-05-21,2021-05-21,63000,55,79,6.3,19043529204534,43.5,95,15,1234567,39,75,16,3,,85.32,987000,18,42,61000
Wait Time,0 - 1 Claims,,Carl,For Renewal,Period,2021-04-26,,2021-10-08,New Business,FALSE,2021-10-09,2020-10-09,43000,,85,7.2,6904733720991,41,,,1234567,38,75,19,1,,,828000,9,39,36000
Agent Comunication,4 - 5 Claims,,John,For Renewal,NumberOfClaims,2021-04-26,,2022-04-20,Existing Business,FALSE,2022-04-21,2021-04-21,35000,,88,7.1,8215660636687,39,,,1234567,37,95,17,4,88,,964000,23,39,67000
Agent Comunication,2 - 3 Claims,,Mary,For Renewal,NPS,2021-04-26,,2022-06-02,Services,FALSE,2022-06-03,2021-06-03,65000,58,74,7,18379557956748,43,90,25,1234567,40,70,18,2,67.34,,723000,32,43,29000
Wait Time,6 or More Claims,,Carl,For Renewal,Period,2021-04-26,,2022-02-01,New Business,FALSE,2022-02-02,2021-02-02,53000,,90,8.5,11361637507488,43,,,1234567,38,12,15,7,,,450000,9,42,96000
Agent Experience,4 - 5 Claims,,Steven,For Renewal,Amount,2021-04-26,,2022-02-07,Existing Business,FALSE,2022-02-08,2021-02-08,65000,,90,6.7,2656720406348,43,,,1234567,38,25,19,4,,,935000,6,42,49000
Employee Satisfaction,2 - 3 Claims,,Brian,Not Renewed,TimeToResolve,2021-04-26,,2022-07-10,Existing Business,FALSE,2022-07-11,2021-07-11,76000,58,65,7.8,5202639967134,41,95,12,1234567,37,75,16,3,59.15,70.2,707000,18,43,11000
Agent Comunication,2 - 3 Claims,,Brian,For Renewal,Period,2021-04-26,,2021-12-17,New Business,FALSE,2021-12-18,2020-12-18,34000,,85,7.6,14368112528113,43.5,,,1234567,41,70,15,2,,,802000,9,43,42000
Employee Satisfaction,0 - 1 Claims,,John,For Renewal,TimeToResolve,2021-04-26,,2022-01-31,Services,FALSE,2022-02-01,2021-02-01,73000,,90,7.5,17944093176346,43,,,1234567,38,95,15,1,,,901000,18,42,31000
Agent Experience,2 - 3 Claims,,Carl,For Renewal,Amount,2021-04-26,,2021-11-22,New Business,FALSE,2021-11-23,2020-11-23,81000,,80,7,5084602097532,41,,,1234567,39,75,17,2,,,537000,6,41,47000
Wait Time,6 or More Claims,,Mary,For Renewal,NPS,2021-04-26,,2022-03-14,Existing Business,FALSE,2022-03-15,2021-03-15,43000,,88,8.4,11497101626083,43,,,1234567,38,12,20,7,,,835000,32,42,20000
Wait Time,0 - 1 Claims,,Steven,For Renewal,NumberOfClaims,2021-04-26,,2022-06-09,Services,FALSE,2022-06-10,2021-06-10,95000,58,74,7.2,19437605871133,43,90,25,1234567,37,95,16,1,,79.92,834000,23,42,70000
Agent Comunication,2 - 3 Claims,,Mary,For Renewal,Amount,2021-04-26,,2021-10-07,Services,FALSE,2021-10-08,2020-10-08,77000,,79,7.5,2451878516338,39,,,1234567,41,70,15,2,,,929000,6,41,18000
Employee Satisfaction,2 - 3 Claims,,John,For Renewal,TimeToResolve,2021-04-26,,2022-05-27,Existing Business,FALSE,2022-05-28,2021-05-28,37000,55,79,8.1,14477395079007,43.5,95,15,1234567,40,75,19,2,,,578000,18,39,58000
Agent Experience,6 or More Claims,,Brian,Not Renewed,NumberOfClaims,2021-04-26,,2022-01-21,New Business,FALSE,2022-01-22,2021-01-22,51000,,88,6.9,13581942763207,43,,,1234567,40,58,16,6,,,561000,23,42,25000
Wait Time,4 - 5 Claims,,Carl,For Renewal,NPS,2021-04-26,,2022-07-28,Existing Business,FALSE,2022-07-29,2021-07-29,94000,58,65,7.2,4900648154513,39,95,12,1234567,39,58,15,4,,70.2,902000,32,41,55000
Agent Comunication,6 or More Claims,,Steven,For Renewal,Period,2021-04-26,,2021-12-10,Services,FALSE,2021-12-11,2020-12-11,99000,,85,7.6,12889892945627,43.5,,,1234567,41,55,15,7,,,966000,9,43,53000
Employee Satisfaction,0 - 1 Claims,,Carl,For Renewal,TimeToResolve,2021-04-26,,2022-03-31,New Business,FALSE,2022-04-01,2021-04-01,69000,,88,7.2,3003568168627,39,,,1234567,37,25,17,1,88,88,910000,18,39,71000
Agent Experience,2 - 3 Claims,,John,For Renewal,NumberOfClaims,2021-04-26,,2021-10-31,Services,FALSE,2021-11-01,2020-11-01,100000,,80,7,13926829001564,41,,,1234567,39,15,19,2,,,611000,23,41,46000
Wait Time,2 - 3 Claims,,Brian,For Renewal,Period,2021-04-26,,2022-02-04,New Business,FALSE,2022-02-05,2021-02-05,99000,,90,8.5,15726701218703,43,,,1234567,38,70,16,3,,,969000,9,42,79000
Agent Experience,4 - 5 Claims,,Steven,For Renewal,NPS,2021-04-26,,2021-12-19,Existing Business,FALSE,2021-12-20,2020-12-20,90000,,85,6.9,18876466267580,43.5,,,1234567,41,12,20,5,,,799000,32,43,58000
Agent Comunication,2 - 3 Claims,,Mary,For Renewal,Amount,2021-04-26,,2022-06-05,Existing Business,FALSE,2022-06-06,2021-06-06,85000,58,74,7.2,813343570953,43,90,25,1234567,38,70,20,3,67.34,,503000,6,43,65000
Employee Satisfaction,4 - 5 Claims,,Steven,For Renewal,Period,2021-04-26,,2022-05-19,New Business,FALSE,2022-05-20,2021-05-20,43000,55,79,6.5,18917882743240,41,95,15,1234567,38,55,18,4,,85.32,518000,9,39,82000
Agent Comunication,0 - 1 Claims,,John,Not Renewed,NumberOfClaims,2021-04-26,,2021-10-02,Services,FALSE,2021-10-03,2020-10-03,79000,,74,6.7,14842076874503,43.5,,,1234567,37,25,18,1,,,566000,23,42,66000
Employee Satisfaction,2 - 3 Claims,,Carl,For Renewal,NPS,2021-04-26,,2022-04-28,New Business,FALSE,2022-04-29,2021-04-29,55000,,88,7.2,16122550821979,39,,,1234567,37,15,15,3,,,644000,32,39,31000
Agent Experience,0 - 1 Claims,,Brian,For Renewal,Amount,2021-04-26,,2022-06-30,Existing Business,FALSE,2022-07-01,2021-07-01,37000,58,65,7.5,7948383405325,41,95,12,1234567,40,95,18,1,59.15,70.2,662000,6,42,40000
Wait Time,6 or More Claims,,Mary,For Renewal,TimeToResolve,2021-04-26,,2022-04-25,Services,FALSE,2022-04-26,2021-04-26,38000,,88,8.6,10326177296787,39,,,1234567,37,95,16,6,88,88,925000,18,39,60000
Wait Time,2 - 3 Claims,,Steven,For Renewal,NPS,2021-04-26,,2022-03-21,New Business,FALSE,2022-03-22,2021-03-22,98000,,88,8.4,18461143034947,43,,,1234567,38,58,19,2,,,839000,32,42,32000
Agent Comunication,2 - 3 Claims,,Carl,For Renewal,Amount,2021-04-26,,2022-02-03,Existing Business,FALSE,2022-02-04,2021-02-04,81000,,90,7.4,2872234075152,43,,,1234567,38,55,19,2,,,807000,6,42,46000
Agent Experience,0 - 1 Claims,,Brian,For Renewal,TimeToResolve,2021-04-26,,2022-01-14,Services,FALSE,2022-01-15,2021-01-15,82000,,88,6.9,1377160883445,43,,,1234567,40,75,20,1,,,915000,18,42,14000
Employee Satisfaction,4 - 5 Claims,,Mary,For Renewal,NumberOfClaims,2021-04-26,,2022-03-28,Services,FALSE,2022-03-29,2021-03-29,18000,,88,7.4,19865409503930,43,,,1234567,38,55,17,4,,,754000,23,42,24000
Wait Time,0 - 1 Claims,,John,Not Renewed,Period,2021-04-26,,2021-10-25,New Business,FALSE,2021-10-26,2020-10-26,88000,,90,8.2,10704466061950,39,,,1234567,41,95,18,1,,,858000,9,39,22000
Agent Experience,2 - 3 Claims,,Steven,For Renewal,NPS,2021-04-26,,2021-11-04,Existing Business,FALSE,2021-11-05,2020-11-05,98000,,80,7,16260120239587,41,,,1234567,39,75,16,2,,,571000,32,41,79000
Employee Satisfaction,2 - 3 Claims,,John,For Renewal,NumberOfClaims,2021-04-26,,2021-12-17,Services,FALSE,2021-12-18,2020-12-18,38000,,85,7.8,16773669575335,43.5,,,1234567,41,12,20,3,,,755000,23,43,66000
Agent Comunication,6 or More Claims,,Brian,For Renewal,Period,2021-04-26,,2022-05-16,New Business,FALSE,2022-05-17,2021-05-17,67000,55,79,8.4,11217280647271,43.5,95,15,1234567,39,15,17,7,,85.32,642000,9,41,88000
Wait Time,4 - 5 Claims,,Mary,For Renewal,TimeToResolve,2021-04-26,,2022-01-05,Existing Business,FALSE,2022-01-06,2021-01-06,81000,,88,8.1,2662039125539,43,,,1234567,40,58,18,4,,,585000,18,42,57000
Agent Comunication,4 - 5 Claims,,Carl,For Renewal,Amount,2021-04-26,,2022-06-15,Existing Business,FALSE,2022-06-16,2021-06-16,32000,58,74,8.6,17346651849964,43,90,25,1234567,37,58,15,5,67.34,,963000,6,43,22000
Agent Experience,0 - 1 Claims,,Carl,For Renewal,NumberOfClaims,2021-04-26,,2022-07-02,Services,FALSE,2022-07-03,2021-07-03,23000,58,65,6.9,6316417329900,43,95,12,1234567,38,95,19,1,59.15,70.2,995000,23,41,32000
Employee Satisfaction,2 - 3 Claims,,Mary,For Renewal,Period,2021-04-26,,2021-12-23,New Business,FALSE,2021-12-24,2020-12-24,90000,,85,7.8,15180368358670,43.5,,,1234567,41,25,20,2,,,922000,9,43,41000
Employee Satisfaction,2 - 3 Claims,,Brian,Not Renewed,NPS,2021-04-26,,2022-02-15,Services,FALSE,2022-02-16,2021-02-16,74000,,90,7.5,163025383281,43,,,1234567,38,15,19,3,,,777000,32,42,34000
Wait Time,0 - 1 Claims,,John,For Renewal,Amount,2021-04-26,,2022-05-12,Existing Business,FALSE,2022-05-13,2021-05-13,34000,55,79,7.4,7088219138612,39,95,15,1234567,40,95,16,1,,85.32,424000,6,43,32000
Agent Experience,2 - 3 Claims,,Steven,For Renewal,TimeToResolve,2021-04-26,,2022-04-22,New Business,FALSE,2022-04-23,2021-04-23,55000,,88,6.3,16314372032729,39,,,1234567,37,70,19,2,,88,979000,18,39,10000
Agent Comunication,2 - 3 Claims,,Mary,For Renewal,NumberOfClaims,2021-04-26,,2021-10-27,Services,FALSE,2021-10-28,2020-10-28,61000,,88,8.5,14526769245912,43.5,,,1234567,39,55,19,2,,,940000,23,42,87000
Agent Experience,6 or More Claims,,Carl,For Renewal,Period,2021-04-26,,2022-01-18,New Business,FALSE,2022-01-19,2021-01-19,85000,,88,6.9,6163664188606,43,,,1234567,40,70,16,6,,,626000,9,42,89000
Agent Comunication,2 - 3 Claims,,Brian,For Renewal,Amount,2021-04-26,,2021-11-09,Existing Business,FALSE,2021-11-10,2020-11-10,28000,,80,7.8,14988010383057,41,,,1234567,39,75,19,2,,,793000,6,41,91000
Employee Satisfaction,4 - 5 Claims,,Steven,For Renewal,NPS,2021-04-26,,2022-07-20,Existing Business,FALSE,2022-07-21,2021-07-21,60000,58,65,7,2167073889748,41,95,12,1234567,41,58,16,4,,70.2,555000,32,39,12000
Wait Time,0 - 1 Claims,,John,For Renewal,TimeToResolve,2021-04-26,,2022-04-04,New Business,FALSE,2022-04-05,2021-04-05,82000,,88,8.6,13944817099109,39,,,1234567,37,15,19,1,,88,830000,18,39,71000
Wait Time,4 - 5 Claims,,Carl,For Renewal,TimeToResolve,2021-04-26,,2022-06-27,Services,FALSE,2022-06-28,2021-06-28,28000,58,74,6.3,5170847186233,41,90,25,1234567,41,58,18,4,67.34,79.92,701000,18,42,24000
Employee Satisfaction,2 - 3 Claims,,Brian,Not Renewed,Amount,2021-04-26,,2021-10-12,Existing Business,FALSE,2021-10-13,2020-10-13,42000,,65,7.6,12092821715622,39,,,1234567,38,12,17,3,,,861000,6,39,82000
Agent Comunication,0 - 1 Claims,,John,For Renewal,NPS,2021-04-26,,2022-03-05,Services,FALSE,2022-03-06,2021-03-06,88000,,88,7.1,6469246993379,43,,,1234567,38,95,19,1,,,745000,32,42,58000
Agent Experience,0 - 1 Claims,,Steven,For Renewal,NumberOfClaims,2021-04-26,,2022-02-10,New Business,FALSE,2022-02-11,2021-02-11,32000,,90,6.7,14367880125959,43,,,1234567,38,25,18,1,,,951000,23,42,65000
Wait Time,0 - 1 Claims,,Mary,For Renewal,Period,2021-04-26,,2022-06-11,Existing Business,FALSE,2022-06-12,2021-06-12,89000,58,74,7.8,7354237644794,43.5,90,25,1234567,39,95,16,1,67.34,79.92,962000,9,41,32000
Employee Satisfaction,2 - 3 Claims,,Brian,For Renewal,Amount,2021-04-26,,2022-05-24,Services,FALSE,2022-05-25,2021-05-25,74000,55,79,7.1,6520295745622,43,95,15,1234567,37,75,20,2,,,530000,6,43,14000
Agent Comunication,2 - 3 Claims,,Carl,For Renewal,Period,2021-04-26,,2022-01-11,New Business,FALSE,2022-01-12,2021-01-12,56000,,88,7.6,19229538989242,43,,,1234567,40,58,19,2,,,859000,9,42,25000
Agent Experience,6 or More Claims,,Mary,For Renewal,TimeToResolve,2021-04-26,,2022-07-09,New Business,FALSE,2022-07-10,2021-07-10,33000,58,65,8.1,10191386803291,43,95,12,1234567,40,12,19,7,59.15,70.2,993000,18,42,43000
Agent Experience,0 - 1 Claims,,Steven,For Renewal,NumberOfClaims,2021-04-26,,2022-03-27,Services,FALSE,2022-03-28,2021-03-28,64000,,88,6.5,9500628111089,43,,,1234567,38,95,18,1,,,927000,23,42,37000
Agent Comunication,2 - 3 Claims,,John,Not Renewed,NPS,2021-04-26,,2021-12-22,Existing Business,FALSE,2021-12-23,2020-12-23,72000,,85,7.6,567105568808,43.5,,,1234567,41,25,17,3,,,546000,32,43,43000
Wait Time,4 - 5 Claims,,Mary,For Renewal,NPS,2021-04-26,,2022-03-14,Existing Business,FALSE,2022-03-15,2021-03-15,10000,,88,8.4,273683160593,43,,,1234567,38,70,16,4,,,805000,32,42,37000
Employee Satisfaction,6 or More Claims,,Brian,For Renewal,NumberOfClaims,2021-04-26,,2021-10-29,New Business,FALSE,2021-10-30,2020-10-30,92000,,90,7,15962795635386,39,,,1234567,41,55,19,6,,,422000,23,43,36000
Agent Experience,4 - 5 Claims,,Carl,For Renewal,Amount,2021-04-26,,2022-02-03,Services,FALSE,2022-02-04,2021-02-04,71000,,90,6.7,12142961922305,43,,,1234567,38,58,20,5,,,688000,6,42,55000
Wait Time,4 - 5 Claims,,Steven,For Renewal,TimeToResolve,2021-04-26,,2021-12-08,Existing Business,FALSE,2021-12-09,2020-12-09,75000,,85,8.1,5760771003627,43.5,,,1234567,41,75,19,4,,,660000,18,43,70000
Agent Comunication,0 - 1 Claims,,John,For Renewal,Period,2021-04-26,,2021-11-02,New Business,FALSE,2021-11-03,2020-11-03,67000,,80,7.8,15141289667591,41,,,1234567,39,15,19,1,,,544000,9,41,70000
Employee Satisfaction,2 - 3 Claims,,Mary,For Renewal,NPS,2021-04-26,,2022-04-08,Services,FALSE,2022-04-09,2021-04-09,68000,,88,7.2,2853207131034,39,,,1234567,37,12,16,3,,,840000,32,39,56000
Agent Experience,0 - 1 Claims,,Brian,For Renewal,TimeToResolve,2021-04-26,,2022-06-10,New Business,FALSE,2022-06-11,2021-06-11,25000,58,74,6.9,1402402331544,43.5,90,25,1234567,38,95,20,1,,,586000,18,39,71000
Agent Comunication,2 - 3 Claims,,Steven,Not Renewed,NumberOfClaims,2021-04-26,,2022-01-03,Existing Business,FALSE,2022-01-04,2021-01-04,73000,,88,7.6,850633009184,43,,,1234567,40,75,17,2,,,772000,23,42,38000
Employee Satisfaction,2 - 3 Claims,,John,For Renewal,Period,2021-04-26,,2021-11-05,Services,FALSE,2021-11-06,2020-11-06,17000,,80,8.2,19475002509930,41,,,1234567,39,70,19,3,,,655000,9,41,11000
Wait Time,6 or More Claims,,Carl,For Renewal,Amount,2021-04-26,,2022-03-18,New Business,FALSE,2022-03-19,2021-03-19,99000,,88,8.4,2549553346751,43,,,1234567,38,12,16,6,,,531000,6,42,99000
Wait Time,4 - 5 Claims,,John,For Renewal,TimeToResolve,2021-04-26,,2022-07-29,Services,FALSE,2022-07-30,2021-07-30,100000,58,65,7.1,2959050240119,41,95,12,1234567,37,58,20,4,,,853000,18,41,75000
Agent Experience,6 or More Claims,,Steven,For Renewal,Amount,2021-04-26,,2021-10-31,Existing Business,FALSE,2021-11-01,2020-11-01,88000,,80,7,829803545858,41,,,1234567,39,25,20,7,,,797000,6,41,87000
Employee Satisfaction,0 - 1 Claims,,Mary,For Renewal,NPS,2021-04-26,,2021-12-02,Existing Business,FALSE,2021-12-03,2020-12-03,59000,,85,7.8,1720937391526,43.5,,,1234567,41,55,16,1,,,519000,32,43,59000
Agent Comunication,2 - 3 Claims,,Carl,For Renewal,NumberOfClaims,2021-04-26,,2022-02-14,New Business,FALSE,2022-02-15,2021-02-15,74000,,90,7.4,16635800372193,43,,,1234567,38,15,16,2,,,665000,23,42,46000
