OwnerName,AccountId,ForecastCategory,IsClosed,Manager,PredictedWinRate,PipeGenerated,PipeCoverage,EventCount,TaskCount,AccountName,ActivitiesBucket,ActivityCount,Amount,CallCount,CloseDate,ClosedWon,CreatedDate,EmailCount,IsWon,LastProcessedDate,OpportunityName,OpportunityId,OwnerId,Probability,Role,SmallPhotoUrl,WinRate
Ebony Ali,,Pipeline,false,Gary Hill,59,"$4,400,000.00",2.12,5,5,Fund For Global Awakening,4 - 8,19,"$26,000.00",5,2021-04-05,"$1,500,000.00",2021-02-25,4,false,2021-06-02,Fund For Global Awakening 84,,,55,West Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,56
Karen Mccann,,Commit,true,Gary Hill,53,"$4,150,000.00",2.03,9,8,Cognitive Arts Corp,8 - 12,35,"$77,000.00",10,2021-01-09,"$1,500,000.00",2020-10-15,8,true,2021-06-02,Cognitive Arts Corp 85,,,80,West Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,51
Lucas Baxter,,Commit,false,Brian Chandler,81,"$4,200,000.00",2.5,12,9,Conagra Foods Grocery Prods Co,8 - 12,41,"$64,000.00",11,2020-10-24,"$2,900,000.00",2020-09-09,9,false,2021-06-02,Conagra Foods Grocery Prods Co 86,,,80,East Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,83
Devin Washington,,Closed,true,Brian Chandler,71,"$4,100,000.00",2.31,4,7,Chabot-Las Positas CCD,4 - 8,25,"$81,000.00",7,2020-07-22,"$1,500,000.00",2020-06-20,7,true,2021-06-02,Chabot-Las Positas CCD 87,,,100,East Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,70
Dean Pierce,,Closed,true,Mary Eng,94,"$3,700,000.00",2.41,10,9,Digital Bungalow Inc,8 - 12,39,"$98,000.00",8,2021-01-15,"$1,500,000.00",2020-11-19,12,false,2021-06-02,Digital Bungalow Inc 88,,005B0000006zLDrIAM,100,RVP Central,https://c.gus.content.force.com/profilephoto/729B0000000IUx9/T,95
Jane Martin,,Pipeline,true,Dean Pierce,57,"$3,800,000.00",2.42,10,11,Digitek Computer Products,8 - 12,41,"$52,000.00",8,2020-11-28,"$1,500,000.00",2020-09-29,12,true,2021-06-02,Digitek Computer Products 89,,,65,Central Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,57
Amy Thomas,,Closed,true,Gary Hill,66,"$4,250,000.00",2.74,9,9,Codman Group,8 - 12,38,"$85,000.00",12,2021-04-08,"$1,500,000.00",2021-02-18,8,false,2021-06-02,Codman Group 90,,,100,West Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,61
Elizabeth Lewis,,Best Case,false,Dean Pierce,71,"$4,200,000.00",2.5,5,6,Craig Inc [634],4 - 8,24,"$93,000.00",6,2021-03-29,"$2,900,000.00",2021-01-14,7,true,2021-06-02,Craig Inc [634] 91,,,50,Central Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,69
Patricia Shepard,,Commit,true,Brian Chandler,57,"$4,200,000.00",2.55,8,9,Bostik,8 - 12,36,"$43,000.00",9,2021-05-13,"$1,500,000.00",2021-03-18,10,false,2021-06-02,Bostik 92,,,70,East Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,57
Gary Hill,,Commit,false,Mary Eng,87,"$4,450,000.00",2.28,12,12,Creative Management Service,8 - 12,45,"$77,000.00",12,2020-10-05,"$1,500,000.00",2020-08-15,9,true,2021-06-02,Creative Management Service 93,,005B0000006zLFqIAM,75,RVP West,https://c.gus.content.force.com/profilephoto/729B0000000PvxE/T,84
Kylie Cannon,,Closed,true,Dean Pierce,55,"$3,350,000.00",2.24,6,4,Convergys Corporation,4 - 8,25,"$70,000.00",8,2021-07-01,"$1,500,000.00",2021-06-01,7,false,2021-06-02,Convergys Corporation 94,,,100,Central Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,57
Oscar Anthony,,Pipeline,true,Brian Chandler,60,"$4,200,000.00",2.5,10,9,Christensen Display Products,8 - 12,39,"$55,000.00",9,2020-10-18,"$2,900,000.00",2020-07-30,11,false,2021-06-02,Christensen Display Products 95,,,50,East Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,57
Beth Malone,,Commit,false,Gary Hill,80,"$3,800,000.00",2.35,11,8,1st Sales,8 - 12,40,"$26,000.00",10,2020-07-26,"$1,500,000.00",2020-05-02,11,true,2021-06-02,1st Sales 96,,,90,West Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,77
Amy Johnson,,Best Case,true,Gary Hill,74,"$3,150,000.00",2.71,7,7,Constellation Energy,4 - 8,28,"$54,000.00",6,2021-02-08,"$1,500,000.00",2020-11-26,8,false,2021-06-02,Constellation Energy 97,,,60,West Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,73
Jeremiah Ballard,,Closed,true,Brian Chandler,68,"$4,100,000.00",2.14,9,12,Edwards Inc [2051],8 - 12,41,"$28,000.00",10,2021-05-17,"$1,500,000.00",2021-03-21,10,true,2021-06-02,Edwards Inc [2051] 98,,,100,East Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,63
Rebecca Espinoza,,Closed,true,Gary Hill,67,"$4,200,000.00",2.5,12,9,Cole Inc [1003],8 - 12,37,"$51,000.00",8,2020-11-03,"$2,900,000.00",2020-08-11,8,true,2021-06-02,Cole Inc [1003] 99,,,100,West Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,67
Ebony Ali,,Commit,true,Gary Hill,71,"$3,400,000.00",2.73,4,4,Chaney Brooks &amp; Co,4 - 8,20,"$66,000.00",4,2020-12-28,"$1,500,000.00",2020-10-08,8,false,2021-06-02,Chaney Brooks &amp; Co 100,,,90,West Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,71
Austin Le,,Closed,true,Brian Chandler,87,"$4,150,000.00",2.72,8,11,Fujitsu Computer Products of America,8 - 12,38,"$71,000.00",8,2021-01-05,"$1,500,000.00",2020-10-21,11,false,2021-06-02,Fujitsu Computer Products of America 101,,,100,East Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,85
Mary Eng,,Pipeline,false,,83,"$3,550,000.00",2.03,11,10,Ab Incorporated,8 - 12,43,"$32,000.00",12,2020-08-24,"$1,500,000.00",2020-05-27,10,true,2021-06-02,Ab Incorporated 102,,005B0000006zLGfIAM,65,VP of Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvxj/T,83
Nicole Bowers,,Commit,true,Dean Pierce,57,"$3,000,000.00",2.17,7,7,Computerworld,4 - 8,28,"$97,000.00",7,2020-12-05,"$1,500,000.00",2020-09-09,7,true,2021-06-02,Computerworld 103,,,80,Central Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,58
Brian Chandler,,Best Case,false,Mary Eng,54,"$4,200,000.00",2.5,10,12,Alpine Networking Solutions,8 - 12,38,"$41,000.00",8,2021-03-09,"$2,900,000.00",2020-12-29,8,false,2021-06-02,Alpine Networking Solutions 104,,005B0000006zLFOIA2,50,RVP East,https://c.gus.content.force.com/profilephoto/729B0000000Pvwt/T,51
Erica Fletcher,,Commit,false,Mary Eng,74,"$4,200,000.00",2.5,4,5,Copper Mountain Networks Inc,0 - 5,11,"$40,000.00",2,2021-03-26,"$2,900,000.00",2021-01-24,0,true,2021-06-02,Copper Mountain Networks Inc 105,,005B0000006zLBdIAM,75,RVP Central,https://c.gus.content.force.com/profilephoto/729B0000000Pvvb/T,75
Patricia Shepard,,Closed,true,Brian Chandler,87,"$3,350,000.00",2.05,8,9,Freeport-McMoran Copper and Gold,8 - 12,35,"$69,000.00",9,2020-09-22,"$1,500,000.00",2020-07-14,9,false,2021-06-02,Freeport-McMoran Copper and Gold 106,,,100,East Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,84
Jane Martin,,Closed,true,Dean Pierce,65,"$3,450,000.00",2.38,6,8,Digital Excellence,4 - 8,29,"$28,000.00",8,2021-05-10,"$1,500,000.00",2021-03-29,7,false,2021-06-02,Digital Excellence 107,,,100,Central Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,61
Amy Johnson,,Closed,true,Gary Hill,57,"$3,750,000.00",2.76,8,12,Casey Inc [2543],8 - 12,39,"$51,000.00",11,2021-04-24,"$1,500,000.00",2021-03-10,8,true,2021-06-02,Casey Inc [2543] 108,,,100,West Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,53
Lucas Baxter,,Pipeline,true,Brian Chandler,75,"$4,200,000.00",2.5,10,11,Dotlogix Inc,8 - 12,41,"$51,000.00",9,2021-03-05,"$2,900,000.00",2021-01-18,11,true,2021-06-02,Dotlogix Inc 109,,,50,East Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,78
Rebecca Espinoza,,Commit,true,Gary Hill,89,"$4,350,000.00",2.85,6,8,Convergys Corp,4 - 8,29,"$37,000.00",8,2021-07-02,"$1,500,000.00",2021-05-21,7,false,2021-06-02,Convergys Corp 110,,,70,West Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,90
Mary Eng,,Closed,true,,72,"$4,100,000.00",2.75,10,11,Christensen Display Products,8 - 12,42,"$70,000.00",11,2021-04-03,"$1,500,000.00",2021-01-18,10,false,2021-06-02,Christensen Display Products 111,,005B0000006zLGfIAM,100,VP of Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvxj/T,75
Erica Fletcher,,Commit,false,Mary Eng,67,"$4,200,000.00",2.5,4,2,Cox Inc [949],0 - 5,9,"$94,000.00",0,2020-07-12,"$2,900,000.00",2020-05-19,3,true,2021-06-02,Cox Inc [949] 112,,005B0000006zLBdIAM,85,RVP Central,https://c.gus.content.force.com/profilephoto/729B0000000Pvvb/T,68
Amy Thomas,,Best Case,false,Gary Hill,73,"$3,750,000.00",2.23,8,12,Compuwave,8 - 12,39,"$78,000.00",9,2020-07-20,"$1,500,000.00",2020-05-17,10,true,2021-06-02,Compuwave 113,,,60,West Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,73
Jeremiah Ballard,,Closed,true,Brian Chandler,86,"$3,050,000.00",2.27,11,8,"Dime Community Bancshares, Inc",8 - 12,39,"$67,000.00",9,2021-06-16,"$1,500,000.00",2021-03-27,11,false,2021-06-02,"Dime Community Bancshares, Inc 114",,,100,East Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,88
Nicole Bowers,,Commit,true,Dean Pierce,78,"$4,200,000.00",2.5,7,4,Creative Training,4 - 8,26,"$46,000.00",7,2021-06-16,"$2,900,000.00",2021-03-24,8,false,2021-06-02,Creative Training 115,,,90,Central Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,77
Elizabeth Lewis,,Closed,true,Dean Pierce,64,"$3,000,000.00",2.21,12,9,Cognitive Arts Corp,8 - 12,44,"$25,000.00",11,2020-11-14,"$1,500,000.00",2020-09-08,12,true,2021-06-02,Cognitive Arts Corp 116,,,100,Central Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,63
Kylie Cannon,,Pipeline,true,Dean Pierce,67,"$3,900,000.00",2.22,11,9,Educational Housing Services,8 - 12,36,"$67,000.00",8,2020-10-20,"$1,500,000.00",2020-09-14,8,false,2021-06-02,Educational Housing Services 117,,,50,Central Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,62
Dean Pierce,,Closed,true,Mary Eng,50,"$3,900,000.00",2.26,5,7,Caskey Achievement Strategies,4 - 8,25,"$74,000.00",6,2021-03-28,"$1,500,000.00",2021-01-17,7,true,2021-06-02,Caskey Achievement Strategies 118,,005B0000006zLDrIAM,100,RVP Central,https://c.gus.content.force.com/profilephoto/729B0000000IUx9/T,53
Austin Le,,Commit,false,Brian Chandler,74,"$4,200,000.00",2.5,9,8,Directed Electronics,8 - 12,35,"$38,000.00",8,2020-11-16,"$2,900,000.00",2020-08-30,10,true,2021-06-02,Directed Electronics 119,,,85,East Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,76
Beth Malone,,Best Case,true,Gary Hill,82,"$3,300,000.00",2.41,10,9,Fund For Global Awakening,8 - 12,38,"$32,000.00",8,2021-02-20,"$1,500,000.00",2020-11-26,11,false,2021-06-02,Fund For Global Awakening 120,,,60,West Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,84
Ebony Ali,,Closed,true,Gary Hill,62,"$4,300,000.00",2.67,7,4,Constellation Energy,4 - 8,24,"$50,000.00",8,2021-05-31,"$1,500,000.00",2021-03-25,5,false,2021-06-02,Constellation Energy 121,,,100,West Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,63
Gary Hill,,Pipeline,false,Mary Eng,79,"$4,350,000.00",2.78,10,12,Corestaff Services LP,8 - 12,42,"$100,000.00",12,2020-12-19,"$1,500,000.00",2020-10-13,8,true,2021-06-02,Corestaff Services LP 122,,005B0000006zLFqIAM,60,RVP West,https://c.gus.content.force.com/profilephoto/729B0000000PvxE/T,80
Karen Mccann,,Best Case,true,Gary Hill,56,"$4,350,000.00",2.06,10,9,Dimare Fresh Inc,8 - 12,36,"$55,000.00",9,2020-09-21,"$1,500,000.00",2020-07-02,8,false,2021-06-02,Dimare Fresh Inc 123,,,60,West Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,53
Oscar Anthony,,Closed,true,Brian Chandler,62,"$4,200,000.00",2.5,6,4,Computerized Facility Integration,4 - 8,22,"$35,000.00",6,2020-09-01,"$2,900,000.00",2020-07-05,6,true,2021-06-02,Computerized Facility Integration 124,,,100,East Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,58
Brian Chandler,,Commit,false,Mary Eng,80,"$3,750,000.00",2.02,8,10,Concrete.com,8 - 12,35,"$77,000.00",9,2020-10-25,"$1,500,000.00",2020-07-30,8,true,2021-06-02,Concrete.com 125,,005B0000006zLFOIA2,70,RVP East,https://c.gus.content.force.com/profilephoto/729B0000000Pvwt/T,78
Devin Washington,,Closed,true,Brian Chandler,83,"$4,000,000.00",2.6,9,10,Digitek Computer Products,8 - 12,39,"$50,000.00",10,2020-07-24,"$1,500,000.00",2020-06-02,10,false,2021-06-02,Digitek Computer Products 126,,,100,East Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,81
Amy Thomas,,Commit,false,Gary Hill,57,"$4,050,000.00",2.81,4,5,3D Systems,4 - 8,23,"$35,000.00",7,2021-03-07,"$1,500,000.00",2020-12-14,7,false,2021-06-02,3D Systems 127,,,85,West Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,60
Dean Pierce,,Commit,true,Mary Eng,73,"$4,200,000.00",2.5,11,9,Acorn Technowlogies,8 - 12,43,"$75,000.00",12,2020-11-22,"$2,900,000.00",2020-09-18,11,true,2021-06-02,Acorn Technowlogies 128,,005B0000006zLDrIAM,85,RVP Central,https://c.gus.content.force.com/profilephoto/729B0000000IUx9/T,76
Kylie Cannon,,Pipeline,true,Dean Pierce,55,"$4,300,000.00",2.64,11,8,BondRewards,8 - 12,40,"$47,000.00",12,2020-08-29,"$1,500,000.00",2020-07-22,9,true,2021-06-02,BondRewards 129,,,50,Central Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,53
Oscar Anthony,,Best Case,false,Brian Chandler,54,"$3,150,000.00",2.79,6,5,Coherity,4 - 8,19,"$88,000.00",4,2021-02-17,"$1,500,000.00",2020-12-04,4,false,2021-06-02,Coherity 130,,,50,East Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,52
Lucas Baxter,,Commit,true,Brian Chandler,74,"$4,400,000.00",2.32,9,10,Bostik,8 - 12,38,"$26,000.00",8,2020-08-22,"$1,500,000.00",2020-06-29,11,true,2021-06-02,Bostik 131,,,85,East Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,72
Elizabeth Lewis,,Closed,true,Dean Pierce,93,"$3,650,000.00",2.26,9,9,Craig Inc [634],8 - 12,36,"$85,000.00",8,2020-07-05,"$1,500,000.00",2020-06-02,10,false,2021-06-02,Craig Inc [634] 132,,,100,Central Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,91
Jeremiah Ballard,,Closed,true,Brian Chandler,81,"$4,200,000.00",2.5,4,8,Creative Management Service,4 - 8,23,"$69,000.00",6,2021-05-15,"$2,900,000.00",2021-04-04,5,true,2021-06-02,Creative Management Service 133,,,100,East Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,83
Patricia Shepard,,Commit,false,Brian Chandler,74,"$4,000,000.00",2.33,10,11,Critigen,8 - 12,43,"$96,000.00",11,2020-11-23,"$1,500,000.00",2020-09-05,11,false,2021-06-02,Critigen 134,,,80,East Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,75
Ebony Ali,,Closed,true,Gary Hill,57,"$3,650,000.00",2.46,12,12,Distrigas Of Massachusetts,8 - 12,41,"$78,000.00",9,2020-09-28,"$1,500,000.00",2020-07-30,8,false,2021-06-02,Distrigas Of Massachusetts 135,,,100,West Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,57
Amy Johnson,,Closed,true,Gary Hill,69,"$4,200,000.00",2.75,12,8,Centery Bussiness Services Inc,8 - 12,38,"$88,000.00",9,2020-09-28,"$1,500,000.00",2020-08-19,9,true,2021-06-02,Centery Bussiness Services Inc 136,,,100,West Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,73
Gary Hill,,Pipeline,true,Mary Eng,73,"$4,200,000.00",2.5,8,8,Cormac Corporation,4 - 8,25,"$99,000.00",4,2020-07-25,"$2,900,000.00",2020-05-22,5,true,2021-06-02,Cormac Corporation 137,,005B0000006zLFqIAM,50,RVP West,https://c.gus.content.force.com/profilephoto/729B0000000PvxE/T,74
Devin Washington,,Commit,false,Brian Chandler,52,"$3,750,000.00",2.85,10,11,Cerulean Technology,8 - 12,41,"$32,000.00",11,2021-06-23,"$1,500,000.00",2021-04-06,9,false,2021-06-02,Cerulean Technology 138,,,70,East Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,55
Beth Malone,,Best Case,true,Gary Hill,86,"$4,000,000.00",2.01,8,8,Digitron Media   Inc,8 - 12,38,"$89,000.00",11,2021-05-05,"$1,500,000.00",2021-02-27,11,true,2021-06-02,Digitron Media   Inc 139,,,50,West Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,88
Nicole Bowers,,Closed,true,Dean Pierce,51,"$3,850,000.00",2.03,4,8,3core Software Corporation,4 - 8,25,"$25,000.00",8,2020-12-26,"$1,500,000.00",2020-10-20,5,false,2021-06-02,3core Software Corporation 140,,,100,Central Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,47
Karen Mccann,,Commit,false,Gary Hill,61,"$3,750,000.00",2.73,12,11,Cenquest,8 - 12,43,"$54,000.00",12,2020-11-24,"$1,500,000.00",2020-09-08,8,true,2021-06-02,Cenquest 141,,,85,West Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,63
Erica Fletcher,,Best Case,false,Mary Eng,64,"$4,200,000.00",2.5,4,4,Credit Control Services,0 - 5,13,"$33,000.00",2,2021-04-04,"$2,900,000.00",2021-02-26,3,false,2021-06-02,Credit Control Services 142,,005B0000006zLBdIAM,55,RVP Central,https://c.gus.content.force.com/profilephoto/729B0000000Pvvb/T,61
Jane Martin,,Closed,true,Dean Pierce,75,"$4,200,000.00",2.5,10,9,Career Rewards Inc,8 - 12,41,"$28,000.00",10,2021-01-03,"$2,900,000.00",2020-11-17,12,false,2021-06-02,Career Rewards Inc 143,,,100,Central Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,73
Rebecca Espinoza,,Pipeline,true,Gary Hill,55,"$3,100,000.00",2.17,4,4,CarrierPoint,4 - 8,22,"$38,000.00",7,2020-10-10,"$1,500,000.00",2020-08-27,7,true,2021-06-02,CarrierPoint 144,,,60,West Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,53
Brian Chandler,,Commit,false,Mary Eng,87,"$3,900,000.00",2.76,8,9,Celanese Chemicals,8 - 12,39,"$73,000.00",12,2021-02-11,"$1,500,000.00",2020-11-21,10,true,2021-06-02,Celanese Chemicals 145,,005B0000006zLFOIA2,80,RVP East,https://c.gus.content.force.com/profilephoto/729B0000000Pvwt/T,86
Austin Le,,Closed,true,Brian Chandler,70,"$3,350,000.00",2.36,10,11,Commercial Federal Bank Inc,8 - 12,37,"$53,000.00",8,2021-05-04,"$1,500,000.00",2021-03-27,8,false,2021-06-02,Commercial Federal Bank Inc 146,,,100,East Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,69
Mary Eng,,Closed,true,,64,"$4,200,000.00",2.5,8,8,Construction Systems Associates,4 - 8,26,"$31,000.00",5,2020-12-11,"$2,900,000.00",2020-09-12,5,false,2021-06-02,Construction Systems Associates 147,,005B0000006zLGfIAM,100,VP of Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvxj/T,63
Jane Martin,,Commit,true,Dean Pierce,80,"$3,950,000.00",2.52,8,8,Bartlett Nuclear,8 - 12,36,"$90,000.00",10,2021-01-11,"$1,500,000.00",2020-11-26,10,true,2021-06-02,Bartlett Nuclear 148,,,70,Central Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,81
Austin Le,,Pipeline,false,Brian Chandler,79,"$4,100,000.00",2.06,11,12,Catalina Marketing Corporation,8 - 12,40,"$56,000.00",9,2021-06-22,"$1,500,000.00",2021-04-15,8,false,2021-06-02,Catalina Marketing Corporation 149,,,65,East Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,81
Karen Mccann,,Closed,true,Gary Hill,63,"$4,100,000.00",2.3,8,5,Carbonite,4 - 8,25,"$52,000.00",5,2021-02-13,"$1,500,000.00",2020-12-26,7,true,2021-06-02,Carbonite 150,,,100,West Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,60
Lucas Baxter,,Closed,true,Brian Chandler,51,"$3,350,000.00",2.71,11,12,Disha Technologies,8 - 12,42,"$85,000.00",11,2021-05-07,"$1,500,000.00",2021-02-13,8,true,2021-06-02,Disha Technologies 151,,,100,East Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,53
Dean Pierce,,Commit,true,Mary Eng,84,"$4,200,000.00",2.5,10,8,Boomerangit,8 - 12,35,"$63,000.00",8,2021-01-02,"$2,900,000.00",2020-11-17,9,false,2021-06-02,Boomerangit 152,,005B0000006zLDrIAM,75,RVP Central,https://c.gus.content.force.com/profilephoto/729B0000000IUx9/T,87
Amy Johnson,,Best Case,false,Gary Hill,62,"$4,450,000.00",2.23,4,7,Certek Software Designs Inc,4 - 8,21,"$33,000.00",6,2020-12-28,"$1,500,000.00",2020-10-26,4,false,2021-06-02,Certek Software Designs Inc 153,,,60,West Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,58
Beth Malone,,Closed,true,Gary Hill,75,"$3,550,000.00",2.75,10,10,Carlson Inc [2094],8 - 12,40,"$71,000.00",8,2021-01-04,"$1,500,000.00",2020-10-13,12,true,2021-06-02,Carlson Inc [2094] 154,,,100,West Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,75
Erica Fletcher,,Commit,true,Mary Eng,93,"$4,200,000.00",2.5,2,5,Corio,0 - 5,12,"$40,000.00",1,2021-06-10,"$2,900,000.00",2021-04-11,4,true,2021-06-02,Corio 155,,005B0000006zLBdIAM,75,RVP Central,https://c.gus.content.force.com/profilephoto/729B0000000Pvvb/T,93
Rebecca Espinoza,,Best Case,false,Gary Hill,79,"$3,850,000.00",2.74,11,8,Copernus,8 - 12,39,"$31,000.00",9,2020-08-09,"$1,500,000.00",2020-07-08,11,false,2021-06-02,Copernus 156,,,50,West Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,77
Jeremiah Ballard,,Closed,true,Brian Chandler,62,"$4,200,000.00",2.5,8,8,Computer Extension Professionals,8 - 12,36,"$62,000.00",9,2021-05-07,"$2,900,000.00",2021-02-23,11,true,2021-06-02,Computer Extension Professionals 157,,,100,East Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,60
Ebony Ali,,Commit,true,Gary Hill,72,"$3,100,000.00",2.15,7,4,Chabot-Las Positas CCD,4 - 8,22,"$76,000.00",4,2020-08-03,"$1,500,000.00",2020-06-29,7,false,2021-06-02,Chabot-Las Positas CCD 158,,,85,West Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,75
Nicole Bowers,,Pipeline,false,Dean Pierce,68,"$3,700,000.00",2.58,8,9,Cellular Technologies Inc,8 - 12,40,"$30,000.00",12,2020-09-30,"$1,500,000.00",2020-08-05,11,false,2021-06-02,Cellular Technologies Inc 159,,,50,Central Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,63
Kylie Cannon,,Closed,true,Dean Pierce,54,"$3,500,000.00",2.56,12,8,Convergent Outsourcing,8 - 12,40,"$36,000.00",9,2021-04-30,"$1,500,000.00",2021-02-04,11,true,2021-06-02,Convergent Outsourcing 160,,,100,Central Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,56
