"Opportunity.Owner.UniqueUserName","Account.Owner.Role.RolePath","Account.LastReferencedDate","Account.Owner.UniqueUserName","Opportunity.IsWon","Quote.SBQQ__Status__c","Quote.SBQQ__Primary__c","Owner.Role.ParentRole.Name","Quote.SBQQ__SalesRep__c","Account.SBQQ__AssetQuantitiesCombined__c","Opportunity.SBQQ__Renewal__c","Account.BillingPostalCode","Owner.Username","Account.SBQQ__PriceHoldEnd__c","Quote.SBQQ__BillingPostalCode__c","Quote.SBQQ__ContractingMethod__c","Opportunity.SBQQ__Contracted__c","IsDeleted","StatusPreviousValue","Account.SBQQ__RenewalPricingMethod__c","Opportunity.Owner.Name","Owner.Role.RolePath","Quote.SBQQ__EmailTemplateId__c","Quote.SBQQ__ShippingName__c","Approvals.SubmittedBy.UniqueUserName","Quote.LastReferencedDate","Account.SBQQ__CoTermedContractsCombined__c","Quote.SBQQ__LineItemsGrouped__c","Account.BillingGeocodeAccuracy","Account.BillingCountry","Opportunity.LastModifiedDate","Quote.SBQQ__BillingCountry__c","Id","Quote.SBQQ__QuoteProcessId__c","Quote.LastViewedDate","Account.LastActivityDate","Owner.Role.RoleNames","Owner.UniqueUserName","Quote.SBQQ__ExpirationDate__c","Owner.FullPhotoUrl","Quote.SBQQ__QuoteTemplateId__c","Quote.SBQQ__ShippingState__c","Account.Id","Opportunity.LastActivityDate","Quote.SBQQ__ShippingPostalCode__c","Opportunity.Owner.Role.Name","Quote.SBQQ__ShippingCountry__c","Account.BillingCity","Opportunity.SBQQ__QuotePricebookId__c","Quote.SBQQ__Ordered__c","Opportunity.HasOpenActivity","ParentId","Opportunity.Name","Owner.Name","Opportunity.CloseDate","Quote.SBQQ__EndDate__c","Account.BillingState","Account.LastViewedDate","Account.Owner.Name","Opportunity.HasOverdueTask","Quote.SBQQ__FirstSegmentTermEndDate__c","Quote.SBQQ__Introduction__c","Quote.SBQQ__WatermarkShown__c","Account.SBQQ__ContractCoTermination__c","Approvals.Approver.UniqueUserName","Opportunity.CreatedDate","Quote.LastActivityDate","Quote.SBQQ__Key__c","Quote.SBQQ__GenerateContractedPrice__c","Quote.SBQQ__BillingName__c","Quote.SBQQ__ShippingStreet__c","Quote.SBQQ__ShippingCity__c","Quote.Id","Opportunity.SBQQ__CreateContractedPrices__c","Quote.Name","OldValue","Account.ShippingCountry","Opportunity.SBQQ__Ordered__c","Quote.SBQQ__DocumentStatus__c","Quote.SBQQ__PricebookId__c","Quote.IsDeleted","Owner.Role.Hierarchy_RoleNames","CreatedById","Opportunity.Owner.Role.RolePath","Account.ShippingCity","Owner.Role.Name","Account.Owner.Role.Roles","Opportunity.LastReferencedDate","Opportunity.StageName","Owner.Role.DeveloperName","Account.CreatedDate","Owner.Role.RoleNamesPath","Opportunity.Owner.Role.ParentRoleId","Account.SBQQ__CoTerminationEvent__c","Quote.LastModifiedDate","Quote.SBQQ__Opportunity2__c","Quote.SBQQ__BillingCity__c","Opportunity.Id","Opportunity.IsClosed","Quote.SBQQ__Notes__c","Quote.SBQQ__LineItemsPrinted__c","CreatedDate","NewValue","StatusValue","Opportunity.AccountId","Account.SBQQ__RenewalModel__c","Quote.SBQQ__BillingStreet__c","Account.ShippingState","Quote.SBQQ__DeliveryMethod__c","Quote.SBQQ__StartDate__c","Account.Owner.Role.Name","Opportunity.ForecastCategoryName","Account.ShippingGeocodeAccuracy","Owner.SmallPhotoUrl","Owner.Role.ParentRoleId","NextCreatedDate","Field","Account.SBQQ__PreserveBundle__c","Quote.SBQQ__PaymentTerms__c","Quote.SBQQ__BillingState__c","Opportunity.ForecastCategory","Account.PhotoUrl","Opportunity.LastViewedDate","Opportunity.Owner.Role.Roles","Owner.UserRoleId","Quote.CreatedDate","Quote.SBQQ__Type__c","Account.Owner.Role.ParentRoleId","Quote.SBQQ__BillingFrequency__c","Account.BillingStreet","Account.ShippingStreet","Owner.Role.Roles","Owner.Role.ParentRole.DeveloperName","Account.ShippingPostalCode","Account.LastModifiedDate","Account.Name","Account.SBQQ__IgnoreParentContractedPrices__c","Account.ShippingLongitude","Account.BillingLatitude","TimePerStatus","Quote.SBQQ__PartnerDiscount__c","Quote.SBQQ__RegularAmount__c","Quote.SBQQ__DistributorDiscount__c","Quote.SBQQ__DaysQuoteOpen__c","Quote.SBQQ__LineItemCount__c","Opportunity.Probability","Quote.SBQQ__TargetCustomerAmount__c","Quote.SBQQ__NetAmount__c","Account.BillingLongitude","Quote.SBQQ__TotalCustomerDiscountAmount__c","Quote.SBQQ__CustomerAmount__c","Quote.SBQQ__AdditionalDiscountAmount__c","Quote.SBQQ__AveragePartnerDiscount__c","Quote.SBQQ__AverageCustomerDiscount__c","Quote.SBQQ__SubscriptionTerm__c","Quote.SBQQ__ListAmount__c","Quote.SBQQ__CustomerDiscount__c","Account.ShippingLatitude","Quote.SBQQ__MarkupRate__c","Opportunity.Amount"
"Greg Fiorindo",,,"Greg Fiorindo","true","Draft","true",,"005B0000004ixxWIAQ","false","false","94402","greg1536693294134@demo.user",,"94402","By Subscription End Date","true","false","Draft","Same","Greg Fiorindo",,,"Elemental Retailers",,,"false","false",,"USA","2018-09-24T16:37:27.000Z","USA","a91B00000008OSgIAM","a2aB00000009J0TIAU",,,,"Greg Fiorindo","2018-08-23","https://analyticstemplates-demo--c.documentforce.com/profilephoto/005/F",,"CA","001B000000nQA0OIAW",,"94402",,"USA","San Mateo","01sB0000001KrsAIAS","false","false","a2dB0000000B7UXIA0","Amendment for contract #00000986","Greg Fiorindo","2018-02-20","2019-08-31","CA",,"Greg Fiorindo","false",,"Greetings Elemental Retailers ,


Enclosed is the proposal I promised you.

I also want to take this opportunity to thank you for all your help. Designing a suitable solution required that I become familiar with your products and your industry. As a resul","true","Never",,"2018-08-16T20:22:13.000Z",,,,"Elemental Retailers","46 Barneson Ave","San Mateo","a2dB0000000B7UXIA0","false","Q-00639",,,"false",,"01sB0000001KrsAIAS","false",,"005B0000004ofP3IAI",,,,,,"Closed Won",,"2018-08-16T20:09:09.000Z",,,,"2018-09-23T22:03:30.000Z","006B0000004P6LNIA0","San Mateo","006B0000004P6LNIA0","true",,"true","2018-08-16T20:22:18.000Z",,"Draft","001B000000nQA0OIAW","Contract Based","46 Barneson Ave",,,"2018-11-01",,"Closed",,"https://analyticstemplates-demo--c.documentforce.com/profilephoto/005/T",,,"created","true","Net 30","CA","Closed",,,,"000000000000000AAA","2018-09-11T15:44:27.000Z","Amendment",,,"46 Barneson Ave",,,,,"2018-09-11T19:15:38.000Z","Elemental Retailers","false",0,0,-15366138,0,1869141,0,20,8,100,0,1869141,0,122859,1869141,0,0,6.2,12,1992000,0,0,0,1869141
"Greg Fiorindo",,,"Greg Fiorindo","true","Draft","true",,"005B0000004ixxWIAQ","false","false","94402","greg1536693294134@demo.user",,"94402","By Subscription End Date","true","false","Draft","Same","Greg Fiorindo",,,"Elemental Retailers",,,"false","false",,"USA","2018-09-24T16:37:34.000Z","USA","a91B00000008OShIAM","a2aB00000009J0TIAU",,,,"Greg Fiorindo","2018-08-23","https://analyticstemplates-demo--c.documentforce.com/profilephoto/005/F",,"CA","001B000000nQA0OIAW",,"94402",,"USA","San Mateo","01sB0000001KrsAIAS","false","false","a2dB0000000B7UYIA0","Elemental Retailers-New Bus Deal","Greg Fiorindo","2018-09-26",,"CA",,"Greg Fiorindo","false",,"Greetings David Clark,


Enclosed is the proposal I promised you.

I also want to take this opportunity to thank you for all your help. Designing a suitable solution required that I become familiar with your products and your industry. As a result, your h","true","Never",,"2018-08-16T20:09:10.000Z",,,,"Elemental Retailers","46 Barneson Ave","San Mateo","a2dB0000000B7UYIA0","false","Q-00640",,,"false",,"01sB0000001KrsAIAS","false",,"005B0000004ofP3IAI",,,,,,"Closed Won",,"2018-08-16T20:09:09.000Z",,,,"2018-09-23T22:03:30.000Z","006B0000004P6NyIAK","San Mateo","006B0000004P6NyIAK","true",,"true","2018-08-16T20:09:33.000Z",,"Draft","001B000000nQA0OIAW","Contract Based","46 Barneson Ave",,,"2018-09-01",,"Closed",,"https://analyticstemplates-demo--c.documentforce.com/profilephoto/005/T",,,"created","true","Net 30","CA","Closed",,,,"000000000000000AAA","2018-09-11T15:44:27.000Z","Quote",,,"46 Barneson Ave",,,,,"2018-09-11T19:15:38.000Z","Elemental Retailers","false",0,0,3469827,0,2012373.2,0,20,9,100,0,1731760.95,0,388839.2,1731760.95,280612.25,0,18.3,12,2120600.15,14,0,0,1731760.95
"Tom @Atomic",,,"Tom @Atomic","true","Draft","true",,"005B0000004ixxxIAA","false","false","B321HB","tomdavis1536693294164@demo.user",,"11111","By Subscription End Date","true","false","Draft","Same","Tom @Atomic",,,"The North Face Company",,,"false","false",,"United Kingdom","2018-09-24T16:37:27.000Z","United Kingdom","a91B00000008OSiIAM","a2aB00000009J0TIAU",,,,"Tom @Atomic","2018-08-09","https://analyticstemplates-demo--c.documentforce.com/profilephoto/005/F",,"California","001B000000nQA0EIAW",,"11111",,"United Kingdom","Birmingham","01sB0000001KrsAIAS","false","false","a2dB0000000B7X4IAK","Sohonet Billing Example","Tom @Atomic","2018-08-29",,,,"Tom @Atomic","false",,"Greetings Andy McNab,


Enclosed is the proposal I promised you.

I also want to take this opportunity to thank you for all your help. Designing a suitable solution required that I become familiar with your products and your industry. As a result, your he","true","Prompt",,"2018-08-02T20:06:36.000Z",,,,"The North Face Company","101 Oxford Street","CA","a2dB0000000B7X4IAK","false","Q-00796",,"United Kingdom","false",,"01sB0000001KrsAIAS","false",,"005B0000004ofP3IAI",,"London",,,,"Closed Won",,"2017-12-11T21:16:19.000Z",,,"Add-on","2018-09-23T22:03:30.000Z","006B0000004P6LxIAK","CA","006B0000004P6LxIAK","true",,"true","2018-08-02T20:22:07.000Z",,"Draft","001B000000nQA0EIAW","Contract Based","33 Beverley Hills Boulevard",,,"2018-08-02",,"Closed",,"https://analyticstemplates-demo--c.documentforce.com/profilephoto/005/T",,,"created","true","Net 30","California","Closed",,,,"000000000000000AAA","2018-09-11T15:44:29.000Z","Quote",,,"33 Beverley Hills Boulevard","101 Oxford Street",,,,"2018-09-11T19:15:38.000Z","The North Face Company","false",0,0,2259473,0,6880443.6,0,20,10,100,0,6880443.6,0,6775556.85,6880443.6,0,0,49.6,36,13656000.45,0,0,0,6880443.6
"Ben Whitmer",,,"Jamie Trigg","true","Draft","true",,"005B0000004ixxTIAQ","false","false","W6 0QW","ben1536693294130@demo.user",,"W6 0QW","By Subscription End Date","true","false","Draft","Same","Ben Whitmer",,,"Zaptech",,,"true","false",,"United Kingdom","2018-09-24T16:37:34.000Z","United Kingdom","a91B00000008OSjIAM","a2aB00000009J0TIAU",,,,"Ben Whitmer","2018-08-20","https://analyticstemplates-demo--c.documentforce.com/profilephoto/005/F",,,"001B000000nQ9xDIAS",,"W6 0QW",,"United Kingdom","London","01sB0000001KrsAIAS","false","false","a2dB0000000B7TtIAK","Amendment for contract #00000787","Ben Whitmer","2018-06-15","2019-07-31",,,"Jamie Trigg","false",,"Greetings Zaptech ,


Enclosed is the proposal I promised you.

I also want to take this opportunity to thank you for all your help. Designing a suitable solution required that I become familiar with your products and your industry. As a result, your help","true","Always",,"2018-08-14T01:15:58.000Z",,,,"Zaptech","100 King Street","London","a2dB0000000B7TtIAK","false","Q-00599",,"United Kingdom","false",,"01sB0000001KrsAIAS","false",,"005B0000004ofP3IAI",,"London",,,,"Closed Won",,"2018-04-20T14:13:40.000Z",,,"Add-on","2018-09-23T22:03:32.000Z","006B0000004P6MmIAK","London","006B0000004P6MmIAK","true",,"true","2018-08-14T01:16:01.000Z",,"Draft","001B000000nQ9xDIAS","Contract Based","100 King Street",,,"2018-08-13",,"Closed",,"https://analyticstemplates-demo--c.documentforce.com/profilephoto/005/T",,,"created","true","Net 30",,"Closed",,,,"000000000000000AAA","2018-09-11T15:44:27.000Z","Amendment",,,"100 King Street","100 King Street",,,"W6 0QW","2018-09-11T19:15:37.000Z","Zaptech","false",0,0,-5188561,0,57542,0,20,8,100,0,57542,0,0,57542,0,0,0,12,57542,0,0,0,57542
"Chris Robison",,,"Chris Robison","true","Draft","true",,"005B0000004ixy9IAA","true","false","29801","bison1536693294173@demo.user",,"29801","By Subscription End Date","true","false","Draft","Same","Chris Robison",,,"Palmetto Montessori Schools",,,"true","false",,"United States","2018-09-24T16:37:27.000Z","United States","a91B00000008OSkIAM","a2aB00000009J0TIAU",,,,"Chris Robison","2018-09-06","https://analyticstemplates-demo--c.documentforce.com/profilephoto/005/F",,"SC","001B000000nQ9x6IAC",,"29909",,"United States","Aiken","01sB0000001KrsAIAS","false","false","a2dB0000000B7TvIAK","First Purchase","Chris Robison","2018-01-01",,"SC",,"Chris Robison","false",,"Greetings Eddie Educator,


Enclosed is the proposal I promised you.

I also want to take this opportunity to thank you for all your help. Designing a suitable solution required that I become familiar with your products and your industry. As a result, you","true","Prompt",,"2018-08-30T18:48:58.000Z",,,,"Palmetto Montessori Schools","1 University Boulevard","Bluffton","a2dB0000000B7TvIAK","false","Q-00601",,"United States","false",,"01sB0000001KrsAIAS","false",,"005B0000004ofP3IAI",,"Bluffton",,,,"Closed Won",,"2018-06-22T19:40:51.000Z",,,"Add-on","2018-09-23T22:03:32.000Z","006B0000004P6KPIA0","Aiken","006B0000004P6KPIA0","true",,"true","2018-08-30T18:49:07.000Z",,"Draft","001B000000nQ9x6IAC","Contract Based","471 University Parkway","SC",,"2018-09-01",,"Closed",,"https://analyticstemplates-demo--c.documentforce.com/profilephoto/005/T",,,"created","true","Net 30","SC","Closed",,,,"000000000000000AAA","2018-09-11T15:44:27.000Z","Quote",,,"471 University Parkway","1 University Boulevard",,,"29909","2018-09-11T19:15:37.000Z","Palmetto Montessori Schools","false",0,0,-20890147,0,132580,0,20,18,100,0,132580,0,1,132580,0,0,0,12,132581,0,0,0,132580
"Jamie Trigg",,,"Jamie Trigg","false","Draft","true",,"005B0000004ixxXIAQ","false","false","W6 0QW","jamie1536693294136@demo.user",,"W6 0QW","By Subscription End Date","false","false","Draft","Same","Jamie Trigg",,,"Zaptech",,,"true","false",,"United Kingdom","2018-09-24T16:37:34.000Z","United Kingdom","a91B00000008OSlIAM","a2aB00000009J0TIAU",,,,"Jamie Trigg","2018-08-22","https://analyticstemplates-demo--c.documentforce.com/profilephoto/005/F",,,"001B000000nQ9xDIAS",,"W6 0QW",,"United Kingdom","London","01sB0000001KrsAIAS","false","false","a2dB0000000B7U2IAK","Parts and service","Jamie Trigg","2018-02-12","2019-07-31",,,"Jamie Trigg","false",,"Greetings Igor Guzvinec,


Enclosed is the proposal I promised you.

I also want to take this opportunity to thank you for all your help. Designing a suitable solution required that I become familiar with your products and your industry. As a result, your","true","Always",,"2018-08-15T19:21:26.000Z",,,,"Zaptech","100 King Street","London","a2dB0000000B7U2IAK","false","Q-00608",,"United Kingdom","false",,"01sB0000001KrsAIAS","false",,"005B0000004ofP3IAI",,"London",,,,"Qualification",,"2018-04-20T14:13:40.000Z",,,"Add-on","2018-09-23T22:03:32.000Z","006B0000004P6MbIAK","London","006B0000004P6MbIAK","false",,"true","2018-08-15T19:22:10.000Z",,"Draft","001B000000nQ9xDIAS","Contract Based","100 King Street",,,"2018-09-01",,"Pipeline",,"https://analyticstemplates-demo--c.documentforce.com/profilephoto/005/T",,,"created","true","Net 30",,"Pipeline",,,,"000000000000000AAA","2018-09-11T15:44:27.000Z","Quote",,,"100 King Street","100 King Street",,,"W6 0QW","2018-09-11T19:15:37.000Z","Zaptech","false",0,0,4237178,0,1497269.96,0,20,22,10,1200000,1200000,0,331366.8,1200000,297269.96,0,21.6,12,1531366.8,0,0,0,1200000
"Andrew Van Alstine",,,"Andrew Van Alstine","true","In Review","true",,"005B0000004ixxzIAA","false","false","60613","stine1536693294167@demo.user",,"60613","By Subscription End Date","true","false","Draft","Same","Andrew Van Alstine",,,"Lakeview Boating Supplies",,,"false","false",,"USA","2018-09-24T16:37:27.000Z","USA","a91B00000008OSmIAM","a2aB00000009J0TIAU",,,,"Andrew Van Alstine","2018-08-27","https://analyticstemplates-demo--c.documentforce.com/profilephoto/005/F",,"IL","001B000000nQA0XIAW",,"60613",,"USA","Chicago","01sB0000001KrsAIAS","false","false","a2dB0000000B7WJIA0","August Sale","Andrew Van Alstine","2018-10-01",,"IL",,"Andrew Van Alstine","false",,"Greetings Frank Stevens,


Enclosed is the proposal I promised you.

I also want to take this opportunity to thank you for all your help. Designing a suitable solution required that I become familiar with your products and your industry. As a result, your","true","Never",,"2018-08-20T20:02:16.000Z",,,,"Lakeview Boating Supplies","3711 N Pine Grove Apt2-3s","Chicago","a2dB0000000B7WJIA0","false","Q-00749",,"USA","false",,"01sB0000001KrsAIAS","false",,"005B0000004ofP3IAI",,"Chicago",,,,"Closed Won",,"2017-12-08T01:04:35.000Z",,,,"2018-09-23T22:03:32.000Z","006B0000004P6LWIA0","Chicago","006B0000004P6LWIA0","true",,"true","2018-08-20T20:21:38.000Z",,"Draft","001B000000nQA0XIAW","Contract Based","3711 N Pine Grove Apt2-3s","IL",,"2018-08-01",,"Closed",,"https://analyticstemplates-demo--c.documentforce.com/profilephoto/005/T",,"2018-08-20T20:49:26.000Z","created","true","Net 90","IL","Closed",,,,"000000000000000AAA","2018-09-11T15:44:27.000Z","Quote",,,"3711 N Pine Grove Apt2-3s","3711 N Pine Grove Apt2-3s",,,"60613","2018-09-11T19:15:38.000Z","Lakeview Boating Supplies","false",0,0,1668,0,727620,0,20,19,100,0,646976.15,0,80644,646976.15,80643.85,0,11.1,12,727620.15,0,0,0,646976.15
"Andrew Van Alstine",,,"Andrew Van Alstine","false","Draft","true",,,"false","true","60613",,,,"By Subscription End Date","false","false","Draft","Same","Andrew Van Alstine",,,,,,"false","false",,"USA","2018-09-24T16:37:27.000Z",,"a91B00000008OSnIAM","a2aB00000009J0TIAU",,,,,"2018-08-27",,,,"001B000000nQA0XIAW",,,,,"Chicago","01sB0000001KrsAIAS","false","false","a2dB0000000B7WGIA0","Renewal Opportunity",,"2018-11-10","2020-07-31","IL",,"Andrew Van Alstine","false",,"Greetings Lakeview Boating Supplies ,


Enclosed is the proposal I promised you.

I also want to take this opportunity to thank you for all your help. Designing a suitable solution required that I become familiar with your products and your industry. As a","true","Never",,"2018-08-20T21:09:17.000Z",,,,,,,"a2dB0000000B7WGIA0","false","Q-00746",,"USA","false",,"01sB0000001KrsAIAS","false",,"005B0000004ofP3IAI",,"Chicago",,,,"Prospecting",,"2017-12-08T01:04:35.000Z",,,,"2018-09-23T22:03:32.000Z","006B0000004P6MPIA0",,"006B0000004P6MPIA0","false",,"true","2018-08-20T21:09:20.000Z",,"Draft","001B000000nQA0XIAW","Contract Based",,"IL",,"2019-08-01",,"Pipeline",,,,,"created","true","Net 90",,"Pipeline",,,,,"2018-09-11T15:44:27.000Z","Renewal",,,"3711 N Pine Grove Apt2-3s","3711 N Pine Grove Apt2-3s",,,"60613","2018-09-11T19:15:38.000Z","Lakeview Boating Supplies","false",0,0,3798748,0,695120,0,20,18,10,0,695120,0,0.15,695120,0,0,0,12,695120.15,0,0,0,695120
"Andrew Van Alstine",,,"Andrew Van Alstine","false","Draft","true",,"005B0000004ixxzIAA","false","false","60613","stine1536693294167@demo.user",,"60613","By Subscription End Date","false","false","Draft","Same","Andrew Van Alstine",,,"Lakeview Boating Supplies",,,"false","false",,"USA","2018-09-24T16:37:27.000Z","USA","a91B00000008OSoIAM","a2aB00000009J0TIAU",,,,"Andrew Van Alstine","2018-08-27","https://analyticstemplates-demo--c.documentforce.com/profilephoto/005/F",,"IL","001B000000nQA0XIAW",,"60613",,"USA","Chicago","01sB0000001KrsAIAS","false","false","a2dB0000000B7WHIA0","Amendment for contract #00001007","Andrew Van Alstine","2018-07-15","2019-07-31","IL",,"Andrew Van Alstine","false",,"Greetings Lakeview Boating Supplies ,


Enclosed is the proposal I promised you.

I also want to take this opportunity to thank you for all your help. Designing a suitable solution required that I become familiar with your products and your industry. As a","true","Never",,"2018-08-20T21:04:03.000Z",,,,"Lakeview Boating Supplies","3711 N Pine Grove Apt2-3s","Chicago","a2dB0000000B7WHIA0","false","Q-00747",,"USA","false",,"01sB0000001KrsAIAS","false",,"005B0000004ofP3IAI",,"Chicago",,,,"Prospecting",,"2017-12-08T01:04:35.000Z",,,,"2018-09-23T22:03:32.000Z","006B0000004P6LLIA0","Chicago","006B0000004P6LLIA0","false",,"true","2018-08-20T21:04:07.000Z",,"Draft","001B000000nQA0XIAW","Contract Based","3711 N Pine Grove Apt2-3s","IL",,"2018-11-14",,"Pipeline",,"https://analyticstemplates-demo--c.documentforce.com/profilephoto/005/T",,,"created","true","Net 90","IL","Pipeline",,,,"000000000000000AAA","2018-09-11T15:44:27.000Z","Amendment",,,"3711 N Pine Grove Apt2-3s","3711 N Pine Grove Apt2-3s",,,"60613","2018-09-11T19:15:38.000Z","Lakeview Boating Supplies","false",0,0,3799061,0,296770.85,0,20,18,10,0,264121.79,0,42090.61,264121.79,32649.06,0,13.7,12,306212.4,0,0,0,264715.86
"Don Stricklin",,,"Arian Van de Carr","false","Draft","true",,"005B0000004ixyVIAQ","true","false","94105","dstri1536693294203@demo.user",,"94105","By Subscription End Date","false","false","Draft","Same","Don Stricklin",,,"Ankit Demo Prep",,,"true","false",,"United States","2018-09-24T16:37:27.000Z","United States","a91B00000008OSpIAM","a2aB00000009J0TIAU",,,,"Don Stricklin","2018-08-24","https://analyticstemplates-demo--c.documentforce.com/profilephoto/005/F",,"CA","001B000000nQA0gIAG",,"94105",,"United States","San Francisco","01sB0000001KrsAIAS","false","false","a2dB0000000B7UPIA0","New Oppty","Don Stricklin","2018-11-26","2019-07-31","CA",,"Arian Van de Carr","false",,"Greetings Ankit Demo Prep ,


Enclosed is the proposal I promised you.

I also want to take this opportunity to thank you for all your help. Designing a suitable solution required that I become familiar with your products and your industry. As a result, y","true","Always",,"2018-08-17T23:08:40.000Z",,,,"Ankit Demo Prep","50 Fremont Street","San Francisco","a2dB0000000B7UPIA0","false","Q-00631",,"United States","false",,"01sB0000001KrsAIAS","false",,"005B0000004ofP3IAI",,"San Francisco",,,,"Value Proposition",,"2018-07-06T01:28:18.000Z",,,"Add-on","2018-09-23T22:03:30.000Z","006B0000004P6MIIA0","San Francisco","006B0000004P6MIIA0","false",,"true","2018-08-17T23:08:51.000Z",,"Draft","001B000000nQA0gIAG","Contract Based","50 Fremont Street","CA",,"2018-09-01",,"Pipeline",,"https://analyticstemplates-demo--c.documentforce.com/profilephoto/005/T",,,"created","true","Net 30","CA","Pipeline",,,,"000000000000000AAA","2018-09-11T15:44:27.000Z","Quote",,,"50 Fremont Street","50 Fremont Street",,,"94105","2018-09-11T19:15:38.000Z","Ankit Demo Prep","false",0,0,4050777,0,0,0,20,0,50,0,0,0,0,0,0,0,0,12,0,0,0,0,0
"Matthew Maiuri",,,"TJ Boskelly","false","Draft","true",,"005B0000004ixxhIAA","true","false","60654","matt1536693294143@demo.user",,"60654","By Subscription End Date","false","false","Draft","Uplift","Matthew Maiuri",,,"Shelby Company Ltd.",,,"true","false",,"USA","2018-09-24T16:37:27.000Z","USA","a91B00000008OSqIAM","a2aB00000009J0TIAU",,,,"Matthew Maiuri","2018-08-24","https://analyticstemplates-demo--c.documentforce.com/profilephoto/005/F",,"IL","001B000000nQA0vIAG",,"60654",,"USA","Chicago","01sB0000001KrsAIAS","false","false","a2dB0000000B7UpIAK","red","Matthew Maiuri","2018-10-11","2019-08-31","IL",,"TJ Boskelly","false",,"Greetings Joe Davola,


Enclosed is the proposal I promised you.

I also want to take this opportunity to thank you for all your help. Designing a suitable solution required that I become familiar with your products and your industry. As a result, your he","true","Always",,"2018-08-18T01:37:13.000Z",,,,"Shelby Company Ltd.","111 W Illinois St","Chicago","a2dB0000000B7UpIAK","false","Q-00657",,"USA","false",,"01sB0000001KrsAIAS","false",,"005B0000004ofP3IAI",,"Chicago",,,,"Needs Analysis",,"2017-12-08T01:09:20.000Z",,,"Add-on","2018-09-23T22:03:30.000Z","006B0000004P6MSIA0","Chicago","006B0000004P6MSIA0","false",,"true","2018-08-18T01:37:33.000Z",,"Draft","001B000000nQA0vIAG","Contract Based","111 W Illinois St","IL",,"2018-09-01",,"Pipeline",,"https://analyticstemplates-demo--c.documentforce.com/profilephoto/005/T",,,"created","true","Net 30","IL","Pipeline",,,,"000000000000000AAA","2018-09-11T15:44:27.000Z","Quote",,,"111 W Illinois St","111 W Illinois St",,,"60654","2018-09-11T19:15:38.000Z","Shelby Company Ltd.","false",0,0,4041855,0,431801.2,0,20,7,20,0,423325.18,0,20474.97,423325.18,8476.02,0,4.6,24,443800.15,2,0,0,423325.18
"Don Stricklin",,,"Don Stricklin","false","Draft","true",,,"true","true","30005",,,,"By Subscription End Date","false","false","Draft","Same","Don Stricklin",,,,,,"true","false",,"United States","2018-09-24T16:37:34.000Z",,"a91B00000008OSrIAM","a2aB00000009J0TIAU",,,,,"2018-08-24",,,,"001B000000nQ9xvIAC",,,,,"Alpharetta","01sB0000001KrsAIAS","false","false","a2dB0000000B7U5IAK","Renewal Opportunity",,"2018-04-25","2020-08-31","GA",,"Don Stricklin","false",,"Greetings DonCo ,


Enclosed is the proposal I promised you.

I also want to take this opportunity to thank you for all your help. Designing a suitable solution required that I become familiar with your products and your industry. As a result, your help a","true","Always",,"2018-08-17T23:02:21.000Z",,,,,,,"a2dB0000000B7U5IAK","false","Q-00611",,"United States","false",,"01sB0000001KrsAIAS","false",,"005B0000004ofP3IAI",,"Suwanee",,,,"Prospecting",,"2018-08-14T22:23:50.000Z",,,"Add-on","2018-09-11T19:16:01.000Z","006B0000004P6N1IAK",,"006B0000004P6N1IAK","false",,"true","2018-08-17T23:02:24.000Z",,"Draft","001B000000nQ9xvIAC","Contract Based",,"GA",,"2019-09-01",,"Pipeline",,,,,"created","true","Net 30",,"Pipeline",,,,,"2018-09-11T15:44:27.000Z","Renewal",,,"5490 McGinnis Ferry Road","810 Rockbass Road",,,"30024","2018-09-11T19:15:37.000Z","DonCo","false",0,0,4051164,0,1846703.6,0,20,18,10,0,1846703.6,0,35996.55,1846703.6,0,0,1.9,12,1882700.15,0,0,0,1846703.6
