"date","Case_Type","Photo","Name","States","Car_Type","Education","Opportunity_Name","Patent_Activity","Einstein_Prediction","Categories","Call_Resolution","Conversion","Owner_Name","CompanyLogo","Customer_Type","Mobile_App_Usage","Forecast","Country","Region","Attrition_Details","Factory","Projects","Business_Segment","Segment","Mobility_Breakdown","Recommendations","DummyImage","Tenure","Lead","Awarness","Family_Type","Sentiment","App_Usage_Categories","OpportunityStage","Year","Roles_in_Demand","Job_Role","Stock_Price","Revenue_Target","Percentage_of_Calls","Capacity","Patents_Filed","Production","Profit","Stock_High","Employee_Count","Engagement_Industry","Case_Resolution","Open_Role_Days","Engagement_National","Net_Retention","Case_Handle_Time_in_Minutes","Sentiment_Score","Patents_Awarded","Facebook_Followers","Volume","Revenue","CSAT","Week","Inventory","Margin","Customer_Acquisition_Costs","NPS","Engagement","Revenue_Percentage","Purchases","Stock_Low","Instagram_Followers","Case_Length","Customer_Acquisition_Cost","Drive_Count"
"7/5/2018","Closed","https://df19-ea-keynote--c.documentforce.com/profilephoto/729B0000000YIxe/M","Katlynn Pouros",,"Hybrid","Bachelor","McGlynn-Auer","1_Rejected","On Target","Cars","Second Call","No","Aldis Hurd","https://randomuser.me/api/portraits/men/22.jpg","Retained","Others","Closed","China","South America","Personal","Minas Gerais","Project N","< 250K","Fleet","Private Car","Meet 1:1 with top decision maker","http://dummyimage.com/123x232.jpg/5fa2dd/ffffff","< 3 Years","Blog posts","Display Advertising","All","Positive","Service Appointments","Stage 2","Year2018","AI Engineering","Body & paint specialist",17.92,73521.126947,38,487,17.15,1160,5.31,18.025036,15,1,8.857143,19,-1,60,958,79,4.658213,1064,2160000,54000,68,72018,54000,0.098335,38,60,0,51,8,17.624753,2033,9,76,27000
"10/29/2017","Open","https://df19-ea-keynote--c.documentforce.com/profilephoto/729B0000000YIxc/M","Katrina Quitzon",,"Hybrid","Some College","Effertz, Parker and McLaughlin","2_Awarded","On Target","Cars","Third Call or more","No","Papageno Attenbrow","https://randomuser.me/api/portraits/men/10.jpg","Retained","Mostly App","Forecast","Argentina","Europe","Personal","Tofas","Project N","250K to 500K","Fleet","Bike","Partner with a ride share company","http://dummyimage.com/178x222.bmp/dddddd/000000","< 3 Years","Blog posts","Email","All","Positive","Service Appointments","Stage 2","Year2017","AI Engineering","Sales Representative",18.68,29515.641751,61,4823,19.68,2171,1.76,18.965928,17,0,11.142857,11,0,60,13,75,5.392118,1065,1216000,32000,64,102017,32000,0.055012,10,60,1,38,9,18.541977,2034,11,76,16000
"12/29/2017","Open","https://df19-ea-keynote--c.documentforce.com/profilephoto/729B0000000YIxd/M","Will Marvin","Saskatchewan","Gasoline","Bachelor","Stokes, Gleichner and Schimmel","1_Rejected","At Risk","SUV","Third Call or more","Yes","Raul Sneezem","https://randomuser.me/api/portraits/men/5.jpg","New","Others","Expected to Close","Canada","South America","Compensation","Minas Gerais","Project P","250K to 500K","Mobility 4.0","Private Car","Meet 1:1 with top decision maker","http://dummyimage.com/233x140.jpg/ff4444/ffffff","< 3 Years","Networking events","Organic Search","Non-Family","Positive","Support","Stage 4","Year2017","AI Engineering","Manager",19.33,10423.988877,77,4741,18.72,520,2.895,19.762403,13,2,8.571429,11,1,58,568,74,6.531836,1065,800000,32000,67,122017,32000,0.090458,23,60,1,73,7,18.856617,2034,11,76,16000
"5/7/2018","Open","https://df19-ea-keynote--c.documentforce.com/profilephoto/729B0000000YIxg/M","Sonya Renner","Île-de-France","Gasoline","Bachelor","Schultz-Barrows","3_Filed","On Target","SUV","First Call","Yes","Bartolomeo Southorn","https://randomuser.me/api/portraits/men/36.jpg","Retained","Others","Closed","France","South America","Management Discretion","Minas Gerais","Project K","> 500K","RideShare","Private Car","Partner with a ride share company","http://dummyimage.com/102x206.png/dddddd/000000","5 - 10 Years","Networking events","Organic Search","All","Positive","New Sales Appointments","GTM","Year2018","AI Engineering","Manager",13.4,21134.721619,46,3617,18.92,122,8.73,13.810874,10,0,8.857143,17,-1,62,41,75,4.803981,1065,1008000,48000,70,52018,48000,0.181876,53,59,0,28,9,13.023807,2033,11,73,24000
"3/13/2019","Closed","https://df19-ea-keynote--c.documentforce.com/profilephoto/729B0000000YIxf/M","Dylan Moore",,"Hybrid","Graduate","Powlowski LLC","1_Rejected","On Target","Cross Over","UnResolved","Yes","Waring Verchambre","https://randomuser.me/api/portraits/men/20.jpg","Retained","Mostly App","Expected to Close","Czech Republic","South America","Personal","Minas Gerais","Project Beacon","> 500K","Public Transport","Bus","Meet 1:1 with top decision maker","http://dummyimage.com/242x236.bmp/ff4444/ffffff","> 10 Years","Networking events","Display Advertising","Married","Positive","Service Appointments","Stage 4","Year2019","Cybersecurity","Manager",16.07,93077.837802,83,2166,15.23,525,6.961,16.284114,3,1,4.857143,42,1,61,647,80,7.24674,1065,3960000,120000,67,32019,120000,0.058011,89,59,-1,83,8,15.622762,2034,11,73,120000
"9/23/2018","Closed","https://df19-ea-keynote--c.documentforce.com/profilephoto/729B0000000YIxf/M","Dylan Moore","San Luis Potosi","Plug in Hybrid","Some College","Romaguera, Grady and Krajcik","3_Filed","On Target","Cross Over","UnResolved","Yes","Kyla McGlade","https://randomuser.me/api/portraits/men/78.jpg","Attrition","Others","Expected to Close","Mexico","North America","Compensation","Cleveland","Project M","> 1MM","Mobility 4.0","Private Car","Partner with a ride share company","http://dummyimage.com/102x117.bmp/ff4444/ffffff","< 3 Years","Networking events","Display Advertising","Non-Family","Positive","Service Appointments","Stage 4","Year2018","AI Engineering","Diesel mechanic",15.85,115627.75669,97,4739,18.4,1509,7.412,16.162091,25,2,7.714286,22,0,61,585,80,5.487671,1065,1472000,64000,64,92018,64000,0.11582,4,61,0,48,8,15.615298,2033,9,74,32000
"10/4/2016","Open","https://df19-ea-keynote--c.documentforce.com/profilephoto/729B0000000YIxe/M","Katlynn Pouros",,"Gasoline","High School Grad","Kessler Inc","3_Filed","On Target","Cars","First Call","No","Patten Rignoldes","https://randomuser.me/api/portraits/men/70.jpg","Retained","Mostly App","Expected to Close","Philippines","North America","Compensation","Hermosillo","Project I","> 500K","RideShare","Train","Partner with a ride share company","http://dummyimage.com/148x223.jpg/ff4444/ffffff","3 - 5 Years","Networking events","Paid Search","All","Positive","Support","Stage 2","Year2016","Cybersecurity","Sales Executive",16.11,10866.498478,17,5007,14.85,359,1.839,16.325235,20,-1,34.571429,4,0,62,103,80,5.104324,1064,552000,12000,64,102016,12000,0.153225,40,60,1,73,7,15.857625,2034,9,74,6000
"9/19/2019","Open","https://df19-ea-keynote--c.documentforce.com/profilephoto/729B0000000YIxd/M","Will Marvin",,"Plug in Hybrid","Some College","Pfeffer-Quitzon","3_Filed","At Risk","Cars","First Call","No","Claudian Garlicke","https://randomuser.me/api/portraits/men/90.jpg","New","Mostly App","Closed","China","Asia Pacific","Compensation","Nanjing","Project L","250K to 500K","Public Transport","Private Car","Meet 1:1 with top decision maker","http://dummyimage.com/115x120.jpg/ff4444/ffffff","< 3 Years","Referrals","Paid Search","Non-Family","Positive","Service Appointments","Stage 1","Year2019","AI Engineering","Manager",20.71,91435.479954,93,1333,18.16,2634,8.588,20.991626,16,-1,3.714286,53,2,61,538,79,5.99265,1064,3874000,149000,68,92019,149000,0.057639,77,62,-2,48,8,20.383768,2033,11,73,149000
"8/2/2016","Closed","https://df19-ea-keynote--c.documentforce.com/profilephoto/729B0000000YIxh/M","Doug Koepp",,"Hybrid","Bachelor","Lakin, Langworth and Zboncak","3_Filed","On Target","SUV","First Call","Yes","Man MacTrustrie","https://randomuser.me/api/portraits/men/98.jpg","New","Mostly App","Closed","Kazakhstan","Europe","Compensation","Tofas","Project I","250K to 500K","Public Transport","Bus","Meet 1:1 with top decision maker","http://dummyimage.com/206x122.png/5fa2dd/ffffff","3 - 5 Years","Third party directories","Organic Search","Married","Negative","Service Appointments","Stage 1","Year2016","AI Engineering","Manager",12.99,11689.900582,37,3024,18.25,2815,1.775,13.238842,21,1,35.714286,3,1,60,470,77,3.722887,1065,380000,10000,64,82016,10000,0.177492,36,61,-1,48,11,12.95683,2032,9,74,5000
"6/3/2019","Open","https://df19-ea-keynote--c.documentforce.com/profilephoto/729B0000000YIxe/M","Katlynn Pouros","Tamaulipas","Hybrid","Less than High School","Schuppe and Sons","2_Awarded","On Target","Cars","Third Call or more","Yes","Ursula Fleury","https://randomuser.me/api/portraits/men/96.jpg","Attrition","Mostly App","Expected to Close","Mexico","Asia Pacific","Personal","Samutprakarn","Project N","250K to 500K","Fleet","Private Car","Offer co-marketing program","http://dummyimage.com/221x243.jpg/dddddd/000000","5 - 10 Years","Networking events","Social Media","Non-Family","Positive","Service Appointments","Stage 1","Year2019","AI Engineering","Body & paint specialist",15.97,161901.793935,59,557,21.02,1765,20.628,16.011409,25,-1,2.571429,49,1,61,413,79,4.730272,1065,2780000,139000,66,62019,139000,0.148404,96,60,0,69,8,15.725349,2031,10,75,139000
"7/18/2017","Open","https://df19-ea-keynote--c.documentforce.com/profilephoto/729B0000000YIxd/M","Will Marvin",,"Gasoline","Less than High School","Homenick Group","2_Awarded","On Target","Cross Over","Third Call or more","Yes","Eldredge Borge","https://randomuser.me/api/portraits/men/25.jpg","Attrition","Others","Closed","Greece","Asia Pacific","Personal","Nanjing","Project G","< 250K","Logistics","Private Car","Partner with a ride share company","http://dummyimage.com/210x128.bmp/cc0000/ffffff","< 3 Years","Blog posts","Display Advertising","Married","Negative","Support","Stage 1","Year2017","Cybersecurity","Automotive technician",15.69,37478.036092,78,2476,14.62,280,5.004,16.151981,22,1,13.142857,10,-1,60,195,78,4.455087,1067,580000,29000,67,72017,29000,0.172542,79,62,0,99,8,15.62975,2033,9,77,14500
"11/22/2017","Open","https://df19-ea-keynote--c.documentforce.com/profilephoto/729B0000000YIxh/M","Doug Koepp",,"Gasoline","High School Grad","Lubowitz, Erdman and Hilpert","3_Filed","On Target","SUV","Third Call or more","Yes","Arden Coggeshall","https://randomuser.me/api/portraits/men/23.jpg","Retained","Mostly App","Forecast","Lithuania","Europe","Personal","Tychy","Project I","> 500K","RideShare","Private Car","Meet 1:1 with top decision maker","http://dummyimage.com/195x210.bmp/dddddd/000000","> 10 Years","Blog posts","Social Media","Married","Positive","Features","Stage 1","Year2017","AI Engineering","Manager",17,21066.162952,43,3642,15.49,2392,2.978,17.189845,9,-1,11.142857,11,0,61,265,77,5.743704,1064,899000,31000,68,112017,31000,0.096055,63,61,-1,4,7,16.740026,2032,12,76,15500
"11/1/2017","Open","https://df19-ea-keynote--c.documentforce.com/profilephoto/729B0000000YIxe/M","Katlynn Pouros","Île-de-France","Gasoline","Bachelor","Ryan, Toy and Hansen","3_Filed","At Risk","Cross Over","Third Call or more","Yes","Wadsworth Swane","https://randomuser.me/api/portraits/men/31.jpg","Retained","Mostly App","Expected to Close","France","Asia Pacific","Compensation","Samutprakarn","Project N","> 500K","Fleet","Private Car","Meet 1:1 with top decision maker","http://dummyimage.com/148x126.bmp/ff4444/ffffff","5 - 10 Years","Networking events","Social Media","All","Positive","Features","Stage 2","Year2017","AI Engineering","Manager",18.7,20587.630104,30,3968,16.72,942,3.404,18.82307,23,1,10.857143,11,-1,61,882,81,4.741757,1064,1395000,31000,67,112017,31000,0.109809,15,59,1,92,7,18.632282,2032,10,75,15500
"6/8/2016","Open","https://df19-ea-keynote--c.documentforce.com/profilephoto/729B0000000YIxe/M","Katlynn Pouros",,"Plug in Hybrid","Less than High School","Lang, Dare and Satterfield","3_Filed","At Risk","SUV","Second Call","No","Maud Caras","https://randomuser.me/api/portraits/men/2.jpg","Retained","Mostly App","Closed","Thailand","North America","Compensation","Flat Rock","Project N","> 500K","Logistics","Train","Partner with a ride share company","http://dummyimage.com/235x148.bmp/cc0000/ffffff","5 - 10 Years","Pay per lead","Organic Search","All","Positive","Support","Stage 2","Year2016","Cybersecurity","Automotive technician",15.89,21821.500225,60,3701,14.21,330,751,16.279065,15,1,44.571429,4,0,61,31,79,4.734672,1066,288000,12000,69,62016,12000,0.062595,77,59,1,81,9,15.586373,2033,11,74,6000
"1/27/2016","Closed","https://df19-ea-keynote--c.documentforce.com/profilephoto/729B0000000YIxe/M","Katlynn Pouros",,"Plug in Hybrid","Graduate","Grimes-Wisoky","3_Filed","On Target","Cross Over","Third Call or more","No","Irvin Bartol","https://randomuser.me/api/portraits/men/56.jpg","Attrition","Mostly App","Closed","Brazil","Europe","Personal","Tychy","Project L","> 500K","RideShare","Bus","Partner with a ride share company","http://dummyimage.com/153x164.jpg/dddddd/000000","3 - 5 Years","Networking events","Social Media","Non-Family","Positive","Support","Stage 1","Year2016","AI Engineering","Sales Representative",19.87,19404.614281,13,4945,17.24,836,1.779,20.318671,3,-2,37.142857,3,-1,59,553,82,5.190707,1065,320000,10000,69,12016,10000,0.177906,83,59,0,60,7,19.419176,2035,11,74,5000
"3/9/2019","Closed","https://df19-ea-keynote--c.documentforce.com/profilephoto/729B0000000YIxh/M","Doug Koepp",,"Gasoline","Less than High School","Legros LLC","3_Filed","On Target","Cross Over","UnResolved","No","Lindsey Lotze","https://randomuser.me/api/portraits/men/38.jpg","Retained","Mostly App","Expected to Close","Indonesia","Asia Pacific","Personal","Tamil Nadu","Project N","> 500K","Mobility 4.0","Private Car","Partner with a ride share company","http://dummyimage.com/197x104.jpg/dddddd/000000","3 - 5 Years","Networking events","Paid Search","Non-Family","Positive","Support","Stage 4","Year2019","AI Engineering","Sales Executive",21.86,169734.262944,90,3145,15.18,1196,15.437,21.968273,17,0,4,42,0,58,460,76,7.160162,1065,3360000,120000,70,32019,120000,0.128642,79,61,1,57,8,21.552142,2034,10,78,120000
"11/18/2016","Closed","https://df19-ea-keynote--c.documentforce.com/profilephoto/729B0000000YIxd/M","Will Marvin",,"Plug in Hybrid","Less than High School","Schuppe LLC","3_Filed","On Target","SUV","Second Call","Yes","Jamie Fullard","https://randomuser.me/api/portraits/men/87.jpg","Converted","Mostly App","Forecast","Armenia","Europe","Personal","Tofas","Project K","< 250K","Logistics","Private Car","Meet 1:1 with top decision maker","http://dummyimage.com/200x197.bmp/dddddd/000000","5 - 10 Years","Social network","Social Media","All","Neutral","Features","Stage 4","Year2016","AI Engineering","Sales Executive",16.78,23905.220118,53,1340,16.38,650,2.797,16.971147,17,-1,28,5,-1,58,966,80,4.208275,1064,640000,16000,65,112016,16000,0.174802,93,60,0,7,7,16.390721,2033,10,75,8000
"2/25/2019","Open","https://df19-ea-keynote--c.documentforce.com/profilephoto/729B0000000YIxg/M","Sonya Renner",,"Gasoline","Less than High School","Padberg LLC","3_Filed","At Risk","EV","Second Call","Yes","Keelby Styles","https://randomuser.me/api/portraits/men/77.jpg","Retained","Others","Forecast","Indonesia","North America","Management Discretion","Dearborn","Project L","> 1MM","Mobility 4.0","Private Car","Offer co-marketing program","http://dummyimage.com/128x148.bmp/5fa2dd/ffffff","< 3 Years","Social network","Organic Search","Married","Positive","Service Appointments","Stage 3","Year2019","AI Engineering","Manager",17.81,49446.835783,61,5013,16.94,1623,13.885,18.110369,5,2,5.142857,35,0,58,891,80,4.428094,1061,1470000,98000,68,22019,98000,0.141685,47,59,2,41,9,17.39038,2035,11,76,98000
"7/8/2019","Open","https://df19-ea-keynote--c.documentforce.com/profilephoto/729B0000000YIxe/M","Katlynn Pouros",,"Hybrid","High School Grad","Heller Group","2_Awarded","On Target","Cross Over","First Call","No","Jamil Izachik","https://randomuser.me/api/portraits/men/35.jpg","Converted","Others","Closed","Ghana","Europe","Personal","Tofas","Project I","> 500K","RideShare","Private Car","Partner with a ride share company","http://dummyimage.com/105x180.jpg/5fa2dd/ffffff","< 3 Years","Third party directories","Display Advertising","All","Positive","Service Appointments","Stage 3","Year2019","Cybersecurity","Diesel mechanic",19.24,261543.492793,81,1139,17.51,1991,24.772,19.64142,24,0,3.142857,55,1,61,174,77,6.608135,1063,4928000,154000,66,72019,154000,0.160854,37,59,1,58,8,19.106413,2033,10,74,154000
"8/16/2018","Closed","https://df19-ea-keynote--c.documentforce.com/profilephoto/729B0000000YIxf/M","Dylan Moore",,"Gasoline","Less than High School","Schamberger, Franecki and Herzog","1_Rejected","On Target","SUV","First Call","No","Rochette Gobbet","https://randomuser.me/api/portraits/men/85.jpg","Attrition","Mostly App","Closed","Russia","Europe","Personal","Tychy","Project I","250K to 500K","Fleet","Private Car","Meet 1:1 with top decision maker","http://dummyimage.com/231x178.bmp/cc0000/ffffff","3 - 5 Years","Blog posts","Paid Search","All","Positive","Service Appointments","Stage 2","Year2018","AI Engineering","Automotive technician",15.47,58946.133475,42,236,16.16,418,10.83,15.859536,20,2,13.428571,20,1,63,353,75,5.348697,1064,1334000,58000,67,82018,58000,0.186732,17,61,0,29,8,15.447768,2032,9,75,29000
"4/21/2017","Open","https://df19-ea-keynote--c.documentforce.com/profilephoto/729B0000000YIxd/M","Will Marvin",,"Gasoline","Bachelor","Bogan, O'Keefe and Nienow","2_Awarded","On Target","SUV","Second Call","Yes","Mable Cordingly","https://randomuser.me/api/portraits/men/26.jpg","New","Mostly App","Forecast","China","North America","Compensation","Dearborn","Project H","< 250K","Public Transport","Private Car","Partner with a ride share company","http://dummyimage.com/196x175.jpg/5fa2dd/ffffff","> 10 Years","Referrals","Organic Search","Non-Family","Neutral","Service Appointments","Stage 1","Year2017","AI Engineering","Automobile designer",17.94,19579.278643,5,815,16.8,2554,3.318,18.001884,16,1,17.714286,8,-2,60,470,78,7.561736,1064,675000,25000,66,42017,25000,0.132716,82,62,0,13,8,17.814254,2034,10,74,12500
"8/3/2018","Closed","https://df19-ea-keynote--c.documentforce.com/profilephoto/729B0000000YIxf/M","Dylan Moore",,"Gasoline","Some College","Wolff-Casper","1_Rejected","At Risk","Cross Over","UnResolved","Yes","Lilla Clelle","https://randomuser.me/api/portraits/men/87.jpg","Converted","Mostly App","Closed","China","Asia Pacific","Compensation","Nanjing","Project N","> 500K","Fleet","Bus","Partner with a ride share company","http://dummyimage.com/149x222.jpg/cc0000/ffffff","< 3 Years","Third party directories","Organic Search","Non-Family","Neutral","Service Appointments","Stage 4","Year2018","AI Engineering","Manager",18.87,81094.426855,18,2923,17.9,1510,10.617,18.924275,16,0,14.857143,20,1,59,288,78,5.569698,1064,1450000,58000,65,82018,58000,0.183058,100,60,1,29,7,18.565411,2035,9,75,29000
