"Category","Ship_Date","Customer_Name","Product_ID","Segment","Ship_Mode","Order_ID","Sub_Category","Product_Name","City","Order_Date","Customer_ID","State","Country","Region","Row_ID","Discount","Profit_Percent","Sales_Goal","Discount_Goal","Quantity_Percent","Sales","Postal_Code","Profit","Sales_Percent","Quantity_Left","Profit_Goal","Discount_Left","Quantity_Goal","Quantity","Profit_Left","Sales_Left","Discount_Percent"
"Office Supplies","11/17/17","Clytie Kelty","OFF-BI-10002949","Consumer","Second Class","CA-2017-138611","Binders","Prestige Round Ring Binders","Grove City","11/14/17","CK-12595","Ohio","United States","East",616,0.7,96.2,11.19936,5.481,86.2,3.648,43123,-2.7968,32.6,0.32,-2.908672,4.781,2.32,2,-0.111872,7.55136,12.8
"Office Supplies","12/31/14","Christina Anderson","OFF-BI-10002103","Consumer","Standard Class","US-2014-111171","Binders","Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl","Chicago","12/26/14","CA-12265","Illinois","United States","Central",622,0.8,82,19.6394,6.656,82,8.69,60610,-14.773,44.2,1.1,-18.02306,5.856,6.1,5,-3.25006,10.9494,12
"Office Supplies","12/21/17","Logan Currie","OFF-BI-10000605","Consumer","Standard Class","CA-2017-133431","Binders","Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red","San Francisco","12/17/17","LC-17140","California","United States","West",629,0.2,107.5,32.1564,1.12,87.7,15.24,94122,5.1435,47.4,0.7,4.783455,0.92,5.7,5,-0.360045,16.9164,17.9
"Office Supplies","12/13/16","Fred McMath","OFF-ST-10001963","Consumer","Second Class","US-2016-135720","Storage","Tennsco Regal Shelving Units","Aurora","12/11/16","FM-14380","Colorado","United States","West",631,0.2,103.1,348.03912,1.324,66.7,243.384,80013,-51.7191,69.9,1.5,-50.167527,1.124,4.5,3,1.551573,104.65512,15.1
"Technology","12/13/16","Fred McMath","TEC-AC-10001267","Consumer","Second Class","US-2016-135720","Accessories","Imation�32GB Pocket Pro USB 3.0�Flash Drive�- 32 GB - Black - 1 P ...","Aurora","12/11/16","FM-14380","Colorado","United States","West",632,0.2,86.2,283.926,1.784,71.4,119.8,80013,29.95,42.2,2,34.742,1.584,7,5,4.792,164.126,11.2
"Technology","12/13/16","Fred McMath","TEC-PH-10002103","Consumer","Second Class","US-2016-135720","Phones","Jabra SPEAK 410","Aurora","12/11/16","FM-14380","Colorado","United States","West",633,0.2,54.9,1115.84928,0.964,84.7,300.768,80013,30.0768,27,0.72,54.739776,0.764,4.72,4,24.662976,815.08128,20.7
"Technology","12/16/16","Anthony Rawles","TEC-PH-10003273","Corporate","Second Class","CA-2016-160745","Phones","AT&T TR1909W","Vancouver","12/11/16","AR-10825","Washington","United States","West",650,0.2,67.6,495.89664,1.726,99,302.376,98661,22.6782,61,0.03,33.563736,1.526,3.03,3,10.885536,193.52064,11.6
"Furniture","12/26/14","Resi P�lking","FUR-FU-10003096","Consumer","First Class","CA-2014-156314","Furnishings","Master Giant Foot Doorstop, Safety Yellow","Cleveland","12/24/14","RP-19390","Ohio","United States","East",669,0.2,57.8,52.5228,0.994,69.9,30.36,44105,8.7285,57.8,2.15,15.100305,0.794,7.15,5,6.371805,22.1628,20.1
"Office Supplies","11/24/16","Doug Jacobs","OFF-BI-10003305","Consumer","Standard Class","CA-2016-164511","Binders","Avery Hanging File Binders","New York City","11/19/16","DJ-13630","New York","United States","East",681,0.2,59.5,25.69008,1.152,67.1,14.352,10024,4.6644,55.9,1.47,7.836192,0.952,4.47,3,3.171792,11.33808,17.4
"Furniture","12/29/17","Ralph Arnett","FUR-BO-10004015","Consumer","Standard Class","CA-2017-161480","Bookcases","Bush Andora Bookcase, Maple/Graphite Gray Finish","New York City","12/25/17","RA-19285","New York","United States","East",689,0.2,88.5,693.06224,1.62,88.5,191.984,10035,4.7996,27.7,0.26,5.423548,1.42,2.26,2,0.623948,501.07824,12.3
"Furniture","12/16/15","Liz Thompson","FUR-CH-10004675","Consumer","Standard Class","CA-2015-154620","Chairs","Lifetime Advantage Folding Chairs, 4/Carton","Lancaster","12/12/15","LT-17110","California","United States","West",788,0.2,71.4,945.59488,1.664,69.4,348.928,93534,34.8928,36.9,0.88,48.84992,1.464,2.88,2,13.95712,596.66688,12
"Furniture","11/25/15","Brian Moss","FUR-BO-10001519","Corporate","Standard Class","CA-2015-100454","Bookcases","O'Sullivan 3-Shelf Heavy-Duty Bookcases","New York City","11/20/15","BM-11650","New York","United States","East",842,0.2,55.2,333.02592,1.104,75.8,186.048,10035,9.3024,55.9,1.28,16.837344,0.904,5.28,4,7.534944,146.97792,18.1
"Office Supplies","12/15/14","Sally Matthias","OFF-BI-10000315","Consumer","Standard Class","CA-2014-148488","Binders","Poly Designer Cover & Back","New York City","12/10/14","SM-20005","New York","United States","East",874,0.2,56.2,410.48784,1.4,85.5,106.344,10009,37.2204,25.9,1.19,66.252312,1.2,8.19,7,29.031912,304.14384,14.3
"Office Supplies","11/12/16","Pamela Coakley","OFF-BI-10003364","Corporate","First Class","CA-2016-105494","Binders","Binding Machine Supplies","San Francisco","11/10/16","PC-18745","California","United States","West",896,0.2,92.6,218.42496,1.198,93.5,70.008,94122,24.5028,32.1,0.21,26.463024,0.998,3.21,3,1.960224,148.41696,16.7
"Office Supplies","11/13/17","Tamara Dahlen","OFF-LA-10001045","Consumer","First Class","CA-2017-150959","Labels","Permanent Self-Adhesive File Folder Labels for Typewriters by Universal","Garland","11/11/17","TD-20995","Texas","United States","Central",901,0.2,78.7,38.3148,1.442,91.7,10.44,75043,3.393,27.2,0.45,4.30911,1.242,5.45,5,0.91611,27.8748,13.9
"Office Supplies","11/13/17","Tamara Dahlen","OFF-BI-10001510","Consumer","First Class","CA-2017-150959","Binders","Deluxe Heavy-Duty Vinyl Round Ring Binder","Garland","11/11/17","TD-20995","Texas","United States","Central",902,0.8,64.9,54.82464,6.6,93.5,18.336,75043,-32.088,33.4,0.28,-49.41552,5.8,4.28,4,-17.32752,36.48864,12.1
"Office Supplies","12/20/16","Rob Williams","OFF-BI-10001759","Corporate","Standard Class","CA-2016-142958","Binders","Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue","Torrance","12/13/16","RW-19630","California","United States","West",942,0.2,87,7.62,1.768,111.1,6.096,90503,2.2098,80,-0.2,2.54127,1.568,1.8,2,0.33147,1.524,11.3
"Furniture","12/20/16","Rob Williams","FUR-TA-10000577","Corporate","Standard Class","CA-2016-142958","Tables","Bretford CR4500 Series Slim Rectangular Table","Torrance","12/13/16","RW-19630","California","United States","West",943,0.2,83.3,1626.83712,1.206,66.7,1114.272,90503,41.7852,68.5,2,50.14224,1.006,6,4,8.35704,512.56512,16.6
"Furniture","11/19/17","Lindsay Williams","FUR-CH-10002965","Corporate","Standard Class","CA-2017-152142","Chairs","Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black","San Francisco","11/14/17","LW-16990","California","United States","West",961,0.2,100,527.37152,1.18,73,321.568,94110,28.1372,61,0.74,28.1372,0.98,2.74,2,0,205.80352,16.9
"Office Supplies","11/14/14","Tracy Zic","OFF-AR-10000034","Consumer","Second Class","CA-2014-163419","Art","BIC Brite Liner Grip Highlighters, Assorted, 5/Pack","Louisville","11/11/14","TZ-21580","Colorado","United States","West",982,0.2,104.2,3.96864,1.24,101,3.392,80027,0.8056,85.5,-0.01,0.773376,1.04,0.99,1,-0.032224,0.57664,16.1
"Technology","11/14/14","Tracy Zic","TEC-PH-10000560","Consumer","Second Class","CA-2014-163419","Phones","Samsung Galaxy S III - 16GB - pebble blue (T-Mobile)","Louisville","11/11/14","TZ-21580","Colorado","United States","West",983,0.2,73,968.77232,0.896,95.2,559.984,80027,55.9984,57.8,0.1,76.717808,0.696,2.1,2,20.719408,408.78832,22.3
"Furniture","11/14/14","Tracy Zic","FUR-CH-10000665","Consumer","Second Class","CA-2014-163419","Chairs","Global Airflow Leather Mesh Back Chair, Black","Louisville","11/11/14","TZ-21580","Colorado","United States","West",984,0.2,82.6,2168.0728,1.73,100,603.92,80027,75.49,27.9,0,91.3429,1.53,5,5,15.8529,1564.1528,11.6
"Office Supplies","11/17/15","Joe Kamberova","OFF-PA-10001790","Consumer","Standard Class","CA-2015-111199","Paper","Xerox 1910","Jacksonville","11/13/15","JK-15730","North Carolina","United States","South",1006,0.2,76.3,321.67584,1.004,86.2,115.296,28540,40.3536,35.8,0.48,52.863216,0.804,3.48,3,12.509616,206.37984,19.9
"Office Supplies","12/20/17","Hallie Redmond","OFF-BI-10000320","Home Office","First Class","CA-2017-106964","Binders","GBC Plastic Binding Combs","Los Angeles","12/17/17","HR-14770","California","United States","West",1025,0.2,60.6,34.00704,1.41,68,11.808,90045,4.2804,34.7,0.94,7.06266,1.21,2.94,2,2.78226,22.19904,14.2
"Office Supplies","11/22/16","Allen Goldenen","OFF-PA-10000955","Consumer","First Class","CA-2016-109820","Paper","Southworth 25% Cotton Granite Paper & Envelopes","Cincinnati","11/20/16","AG-10390","Ohio","United States","East",1034,0.2,73.5,60.4296,0.86,81.3,15.696,45231,5.1012,26,0.69,6.937632,0.66,3.69,3,1.836432,44.7336,23.3
"Office Supplies","11/22/16","Allen Goldenen","OFF-BI-10003460","Consumer","First Class","CA-2016-109820","Binders","Acco 3-Hole Punch","Cincinnati","11/20/16","AG-10390","Ohio","United States","East",1035,0.7,67.6,9.4608,4.06,78.1,2.628,45231,-1.9272,27.8,0.56,-2.852256,3.36,2.56,2,-0.925056,6.8328,17.2
"Office Supplies","11/22/16","Allen Goldenen","OFF-BI-10000474","Consumer","First Class","CA-2016-109820","Binders","Avery Recycled Flexi-View Covers for Binding Systems","Cincinnati","11/20/16","AG-10390","Ohio","United States","East",1036,0.7,54.1,43.56954,3.234,90.9,14.427,45231,-10.5798,33.1,0.3,-19.57263,2.534,3.3,3,-8.99283,29.14254,21.6
"Office Supplies","11/21/17","Jennifer Halladay","OFF-AR-10000203","Consumer","First Class","CA-2017-121818","Art","Newell 336","Burlington","11/20/17","JH-15430","North Carolina","United States","South",1039,0.2,55.9,86.52448,1.316,73,23.968,27217,2.6964,27.7,2.59,4.826556,1.116,9.59,7,2.130156,62.55648,15.2
"Office Supplies","11/21/17","Jennifer Halladay","OFF-AR-10004790","Consumer","First Class","CA-2017-121818","Art","Staples in misc. colors","Burlington","11/20/17","JH-15430","North Carolina","United States","South",1040,0.2,73.5,66.0744,1.466,78.7,28.728,27217,1.7955,43.5,0.81,2.44188,1.266,3.81,3,0.64638,37.3464,13.6
"Furniture","10/16/17","Steve Nguyen","FUR-CH-10002304","Home Office","Standard Class","CA-2017-152702","Chairs","Global Stack Chair without Arms, Black","Rockford","10/12/17","SN-20710","Illinois","United States","Central",1046,0.3,61.7,542.30652,2.562,100,254.604,61107,-18.186,46.9,0,-29.46132,2.262,14,14,-11.27532,287.70252,11.7
"Office Supplies","12/17/17","Ben Peterman","OFF-BI-10001097","Corporate","Standard Class","CA-2017-167150","Binders","Avery Hole Reinforcements","San Diego","12/10/17","BP-11185","California","United States","West",1058,0.2,90.9,20.13536,1.34,99,19.936,92037,7.2268,99,0.04,7.94948,1.14,4.04,4,0.72268,0.19936,14.9
"Office Supplies","12/17/17","Ben Peterman","OFF-BI-10001597","Corporate","Standard Class","CA-2017-167150","Binders","Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue","San Diego","12/10/17","BP-11185","California","United States","West",1059,0.2,101,76.05888,1.176,84.7,65.568,92037,22.9488,86.2,0.36,22.719312,0.976,2.36,2,-0.229488,10.49088,17
"Office Supplies","11/19/17","Frank Olsen","OFF-BI-10003669","Consumer","Standard Class","CA-2017-106943","Binders","3M Organizer Strips","New York City","11/14/17","FO-14305","New York","United States","East",1073,0.2,74.1,32.4864,1.656,108.7,8.64,10035,3.024,26.6,-0.16,4.0824,1.456,1.84,2,1.0584,23.8464,12.1
"Office Supplies","11/19/16","Maurice Satty","OFF-BI-10003727","Consumer","Standard Class","CA-2016-134348","Binders","Avery Durable Slant Ring Binders With Label Holder","Mesa","11/12/16","MS-17710","Arizona","United States","West",1074,0.7,51.3,17.3679,4.375,108.7,6.27,85204,-4.598,36.1,-0.4,-8.9661,3.675,4.6,5,-4.3681,11.0979,16
"Office Supplies","11/19/16","Maurice Satty","OFF-BI-10004967","Consumer","Standard Class","CA-2016-134348","Binders","Round Ring Binders","Mesa","11/12/16","MS-17710","Arizona","United States","West",1075,0.7,54.3,13.93392,5.46,81.3,4.368,85204,-3.3488,31.3,1.61,-6.161792,4.76,8.61,7,-2.812992,9.56592,12.8
"Technology","11/19/16","Maurice Satty","TEC-AC-10003447","Consumer","Standard Class","CA-2016-134348","Accessories","Micropad Numeric Keypads","Mesa","11/12/16","MS-17710","Arizona","United States","West",1076,0.2,92.6,121.5392,1.17,87.7,31.984,85204,1.999,26.3,0.28,2.15892,0.97,2.28,2,0.15992,89.5552,17.1
"Office Supplies","11/24/16","Eric Hoffmann","OFF-ST-10000642","Consumer","Standard Class","US-2016-110156","Storage","Tennsco Lockers, Gray","Houston","11/19/16","EH-13945","Texas","United States","Central",1106,0.2,79.4,163.14048,0.956,77.5,100.704,77041,-16.3644,61.7,1.74,-20.619144,0.756,7.74,6,-4.254744,62.43648,20.9
"Furniture","11/24/16","Eric Hoffmann","FUR-FU-10000206","Consumer","Standard Class","US-2016-110156","Furnishings","GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs","Houston","11/19/16","EH-13945","Texas","United States","Central",1107,0.6,51.3,8.9628,2.61,99,2.328,77041,-0.7566,26,0.02,-1.47537,2.01,2.02,2,-0.71877,6.6348,23
"Office Supplies","11/24/16","Eric Hoffmann","OFF-BI-10003676","Consumer","Standard Class","US-2016-110156","Binders","GBC Standard Recycled Report Covers, Clear Plastic Sheets","Houston","11/19/16","EH-13945","Texas","United States","Central",1108,0.8,53.2,26.5188,6.152,83.3,10.78,77041,-17.248,40.7,1,-32.42624,5.352,6,5,-15.17824,15.7388,13
"Office Supplies","11/24/16","Eric Hoffmann","OFF-FA-10003495","Consumer","Standard Class","US-2016-110156","Fasteners","Staples","Houston","11/19/16","EH-13945","Texas","United States","Central",1109,0.2,55.9,186.19392,0.95,80.6,58.368,77041,21.888,31.3,2.88,39.17952,0.75,14.88,12,17.29152,127.82592,21.1
"Office Supplies","11/24/16","Eric Hoffmann","OFF-EN-10003798","Consumer","Standard Class","US-2016-110156","Envelopes","Recycled Interoffice Envelopes with Re-Use-A-Seal Closure, 10 x 13","Houston","11/19/16","EH-13945","Texas","United States","Central",1110,0.2,67.6,71.694,1.524,109.9,40.968,77041,13.8267,57.1,-0.27,20.463516,1.324,2.73,3,6.636816,30.726,13.1
"Technology","11/24/16","Eric Hoffmann","TEC-PH-10003589","Consumer","Standard Class","US-2016-110156","Phones","invisibleSHIELD by ZAGG Smudge-Free Screen Protector","Houston","11/19/16","EH-13945","Texas","United States","Central",1111,0.2,76.3,253.2992,1.558,91.7,71.96,77041,25.186,28.4,0.45,32.99366,1.358,5.45,5,7.80766,181.3392,12.8
"Office Supplies","11/24/16","Eric Hoffmann","OFF-PA-10004735","Consumer","Standard Class","US-2016-110156","Paper","Xerox 1905","Houston","11/19/16","EH-13945","Texas","United States","Central",1112,0.2,57.5,40.22784,1.676,69.9,10.368,77041,3.6288,25.8,0.86,6.314112,1.476,2.86,2,2.685312,29.85984,11.9
"Office Supplies","11/24/16","Eric Hoffmann","OFF-BI-10002609","Consumer","Standard Class","US-2016-110156","Binders","Avery Hidden Tab Dividers for Binding Systems","Houston","11/19/16","EH-13945","Texas","United States","Central",1113,0.8,82,3.46872,5.272,70.9,1.192,77041,-2.0264,34.4,0.82,-2.472208,4.472,2.82,2,-0.445808,2.27672,15.2
"Office Supplies","12/23/17","Russell Applegate","OFF-BI-10003364","Consumer","Second Class","CA-2017-140585","Binders","Binding Machine Supplies","Encinitas","12/18/17","RA-19915","California","United States","West",1114,0.2,87.7,75.60864,0.998,84,46.672,92024,16.3352,61.7,0.38,18.622128,0.798,2.38,2,2.286928,28.93664,20
"Furniture","12/23/17","Russell Applegate","FUR-BO-10002206","Consumer","Second Class","CA-2017-140585","Bookcases","Bush Saratoga Collection 5-Shelf Bookcase, Hanover Cherry, *Special Order","Encinitas","12/18/17","RA-19915","California","United States","West",1115,0.15,93.5,388.25892,0.783,78.1,119.833,92024,-12.6882,30.9,0.28,-13.576374,0.633,1.28,1,-0.888174,268.42592,19.2
"Office Supplies","12/11/16","Lena Radford","OFF-ST-10001476","Consumer","Same Day","US-2016-148803","Storage","Steel Personal Filing/Posting Tote","Homestead","12/11/16","LR-16915","Florida","United States","South",1136,0.2,77.5,200.2764,0.856,109.9,85.224,33030,7.4571,42.6,-0.27,9.619659,0.656,2.73,3,2.162559,115.0524,23.4
"Office Supplies","10/26/15","Liz Thompson","OFF-BI-10000301","Consumer","Standard Class","US-2015-104430","Binders","GBC Instant Report Kit","Bloomington","10/22/15","LT-17110","Illinois","United States","Central",1174,0.8,61.3,6.93584,5.136,75.2,5.176,61701,-7.764,74.6,1.32,-12.65532,4.336,5.32,4,-4.89132,1.75984,15.6
"Office Supplies","11/30/14","Harold Ryan","OFF-BI-10004656","Corporate","Standard Class","CA-2014-127131","Binders","Peel & Stick Add-On Corner Pockets","Seattle","11/24/14","HR-14830","Washington","United States","West",1185,0.2,76.3,26.0064,0.89,94.3,12.096,98103,4.2336,46.5,0.42,5.546016,0.69,7.42,7,1.312416,13.9104,22.5
"Furniture","10/28/16","Patrick Gardner","FUR-FU-10000076","Consumer","Same Day","CA-2016-144344","Furnishings","24-Hour Round Wall Clock","Boynton Beach","10/28/16","PG-18820","Florida","United States","South",1235,0.2,80.6,100.21968,1.77,72.5,47.952,33437,13.7862,47.8,1.14,17.094888,1.57,4.14,3,3.308688,52.26768,11.3
"Office Supplies","10/28/16","Patrick Gardner","OFF-BI-10003719","Consumer","Same Day","CA-2016-144344","Binders","Large Capacity Hanging Post Binders","Boynton Beach","10/28/16","PG-18820","Florida","United States","South",1236,0.7,86.2,50.898,5.194,70.9,37.425,33437,-29.94,73.5,2.05,-34.7304,4.494,7.05,5,-4.7904,13.473,13.5
"Furniture","10/28/16","Patrick Gardner","FUR-FU-10003553","Consumer","Same Day","CA-2016-144344","Furnishings","Howard Miller 13-1/2"" Diameter Rosebrook Wall Clock","Boynton Beach","10/28/16","PG-18820","Florida","United States","South",1238,0.2,71.9,333.39696,1.594,99,165.048,33437,41.262,49.5,0.03,57.35418,1.394,3.03,3,16.09218,168.34896,12.5
"Furniture","12/14/14","Nora Preis","FUR-TA-10004619","Consumer","Second Class","CA-2014-168494","Tables","Hon Non-Folding Utility Tables","Fresno","12/12/14","NP-18700","California","United States","West",1246,0.2,96.2,2936.40192,1.416,80.6,764.688,93727,95.586,26,1.44,99.40944,1.216,7.44,6,3.82344,2171.71392,14.1
"Furniture","12/14/14","Nora Preis","FUR-TA-10003473","Consumer","Second Class","CA-2014-168494","Tables","Bretford Rectangular Conference Table Tops","Fresno","12/12/14","NP-18700","California","United States","West",1247,0.2,66.2,11265.84576,1.266,104.2,3610.848,93727,135.4068,32.1,-0.48,204.464268,1.066,11.52,12,69.057468,7654.99776,15.8
"Furniture","12/14/14","Nora Preis","FUR-BO-10004467","Consumer","Second Class","CA-2014-168494","Bookcases","Bestar Classic Bookcase","Fresno","12/12/14","NP-18700","California","United States","West",1248,0.15,81.3,364.613535,1.1355,73.5,254.9745,93727,11.9988,69.9,1.08,14.758524,0.9855,4.08,3,2.759724,109.639035,13.2
"Furniture","12/24/17","Doug Jacobs","FUR-CH-10001708","Consumer","Standard Class","CA-2017-115602","Chairs","Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back","New York City","12/18/17","DJ-13630","New York","United States","East",1250,0.1,98,4453.5582,0.533,67.6,1141.938,10009,139.5702,25.6,4.32,142.361604,0.433,13.32,9,2.791404,3311.6202,18.8
"Office Supplies","12/28/16","Ross Baird","OFF-BI-10001575","Home Office","Second Class","US-2016-168620","Binders","GBC Linen Binding Covers","Charlotte","12/24/16","RB-19795","North Carolina","United States","South",1258,0.7,60.6,42.93828,4.34,86.2,27.882,28205,-20.4468,64.9,0.48,-33.73722,3.64,3.48,3,-13.29042,15.05628,16.1
