"Opportunity.Competitor_EDD_c__c","Origin","LastModifiedDate","Account.Type","AccountId","Account.Owner.Role.RolePath","Account.Owner.UniqueUserName","Account.Owner.Role.Roles","CurrentDate","Status","Opportunity.Predicted_Close_Date__c","Account.Owner.UserManager.UniqueUserName","IsEscalated","CreatedDate","Account.OwnerId","Id","Account.ShippingState","Opportunity.EDD_CreatedDate__c","Account.Owner.UserManagerNames","Account.Owner.Role.Name","Account.Owner.UserManager.Name","ContactId","IsClosed","Account.Industry","Opportunity.DemoShow__c","OwnerId","Account.Parent.ParentAccount.ShippingState","CaseNumber","Account.AccountSource","Account.Owner.Role.ParentRoleId","Account.Parent.ParentAccount.BillingState","Account.Parent.ParentAccount.OwnerId","Opportunity.Discount_Approved__c","Account.BillingState","Account.Parent.ParentAccount.Name","Account.Owner.Name","Opportunity.EDD_Leading_Causes__c","Subject","Opportunity.EDD_Prescription__c","Type","Account.Parent.AccountParents","Account.Name","ClosedDate","DurationCalculatedField","Account.AnnualRevenue","Account.NumberOfEmployees","Opportunity.EDD_Outcome__c","Opportunity.Amount","Opportunity.EDD_Age__c","Opportunity.Close_Date_Difference__c"
"","Mobile Device","2020-07-01T08:04:25.000Z","Corporate","001B000000lwNnEIAU","","Amy Shaw","","2020-07-13T20:29:06.055Z","Closed","2020-06-13","",False,"2020-05-22T08:00:00.000Z","005B0000003CnfgIAC","500B0000002pIPNIA2","","","Amy Shaw","Central Sales","","003B000000D8KD7IAN",True,"Financial Services",True,"005B0000003CnfgIAC","",6010,"Partner","00EB0000000azELMAY","IN","005B0000003CnfgIAC","","IN","Hispanic Outsourcing Solutions","Amy Shaw","+14.534 because Lead Source is Reseller and Region is Midwest
+6.449 because Amount is 10534 to 19997 and Product Name is Exterior Accessories
+5.102 because Competitor is Challenger Inc. and Executive Meeting is false
-8.213 because of other factors
from","Items missing from shipment.","-7.165 if you change Executive Meeting to true
-5.241 if you change Interactive Demo to true","Account Support","001B000000lwNnEIAU","Hispanic Outsourcing Solutions","2020-05-24T08:00:00.000Z",2.0,4631000,54,87,15000,0,42
"","Facebook","2020-07-01T08:04:25.000Z","Corporate","001B000000lwNnEIAU","","Amy Shaw","","2020-07-13T20:29:06.055Z","Closed","2020-06-13","",False,"2020-07-02T08:00:00.000Z","005B0000003CnfgIAC","500B0000002pIPOIA2","","","Amy Shaw","Central Sales","","003B000000D8KD7IAN",True,"Financial Services",True,"005B0000003CnfgIAC","",6011,"Partner","00EB0000000azELMAY","IN","005B0000003CnfgIAC","","IN","Hispanic Outsourcing Solutions","Amy Shaw","+14.534 because Lead Source is Reseller and Region is Midwest
+6.449 because Amount is 10534 to 19997 and Product Name is Exterior Accessories
+5.102 because Competitor is Challenger Inc. and Executive Meeting is false
-8.213 because of other factors
from","Customer called to make a payment","-7.165 if you change Executive Meeting to true
-5.241 if you change Interactive Demo to true","Product Support","001B000000lwNnEIAU","Hispanic Outsourcing Solutions","2020-07-02T08:00:00.000Z",0.0,4631000,54,87,15000,0,42
"","Facebook","2020-07-01T08:04:25.000Z","Corporate","001B000000lwNnEIAU","","Amy Shaw","","2020-07-13T20:29:06.055Z","Closed","2020-06-13","",False,"2020-06-24T08:00:00.000Z","005B0000003CnfgIAC","500B0000002pIPPIA2","","","Amy Shaw","Central Sales","","003B000000D8KD7IAN",True,"Financial Services",True,"005B0000003CnfgIAC","",6012,"Partner","00EB0000000azELMAY","IN","005B0000003CnfgIAC","","IN","Hispanic Outsourcing Solutions","Amy Shaw","+14.534 because Lead Source is Reseller and Region is Midwest
+6.449 because Amount is 10534 to 19997 and Product Name is Exterior Accessories
+5.102 because Competitor is Challenger Inc. and Executive Meeting is false
-8.213 because of other factors
from","Question about my last billing statement","-7.165 if you change Executive Meeting to true
-5.241 if you change Interactive Demo to true","Account Support","001B000000lwNnEIAU","Hispanic Outsourcing Solutions","2020-07-02T08:00:00.000Z",8.0,4631000,54,87,15000,0,42
"","Website","2020-07-01T08:04:25.000Z","Corporate","001B000000SS3PHIA1","","Alicia Harrison","","2020-07-13T20:29:06.055Z","Closed","2018-12-20","",False,"2019-01-03T07:00:00.000Z","005B0000003CnfZIAS","500B0000002pIPRIA2","","","Alicia Harrison","Central Sales","","003B0000007vC6CIAU",True,"Recreation",True,"005B0000003CnfZIAS","",6014,"Inbound Call","00EB0000000azELMAY","ND","005B0000003CnfZIAS","","ND","FirstRain","Alicia Harrison","+14.534 because Lead Source is Reseller and Region is Midwest
+6.449 because Amount is 19998 to 29998 and Product Name is Replacement Parts
+4.462 because Deal Size Category is 2 and Product Name is Replacement Parts
-18.933 because of other factors
from ","I can't understand the installation instructions","No changes recommended","Technical Issue","001B000000SS3PHIA1","FirstRain","2019-01-10T07:00:00.000Z",7.0,6379000,141,76,23490,0,42
"","Phone","2020-07-01T08:04:25.000Z","Corporate","001B000000SS3PHIA1","","Alicia Harrison","","2020-07-13T20:29:06.055Z","Closed","2018-12-20","",False,"2019-01-31T07:00:00.000Z","005B0000003CnfZIAS","500B0000002pIPSIA2","","","Alicia Harrison","Central Sales","","003B0000007vC6CIAU",True,"Recreation",True,"005B0000003CnfZIAS","",6015,"Inbound Call","00EB0000000azELMAY","ND","005B0000003CnfZIAS","","ND","FirstRain","Alicia Harrison","+14.534 because Lead Source is Reseller and Region is Midwest
+6.449 because Amount is 19998 to 29998 and Product Name is Replacement Parts
+4.462 because Deal Size Category is 2 and Product Name is Replacement Parts
-18.933 because of other factors
from ","How do I create a secure password?","No changes recommended","Product Support","001B000000SS3PHIA1","FirstRain","2019-01-31T07:00:00.000Z",0.0,6379000,141,76,23490,0,42
"","Instagram","2020-07-01T08:04:25.000Z","Corporate","001B000000SS3PHIA1","","Alicia Harrison","","2020-07-13T20:29:06.055Z","Closed","2018-12-20","",False,"2018-12-27T07:00:00.000Z","005B0000003CnfZIAS","500B0000002pIPTIA2","","","Alicia Harrison","Central Sales","","003B0000007vC6CIAU",True,"Recreation",True,"005B0000003CnfZIAS","",6016,"Inbound Call","00EB0000000azELMAY","ND","005B0000003CnfZIAS","","ND","FirstRain","Alicia Harrison","+14.534 because Lead Source is Reseller and Region is Midwest
+6.449 because Amount is 19998 to 29998 and Product Name is Replacement Parts
+4.462 because Deal Size Category is 2 and Product Name is Replacement Parts
-18.933 because of other factors
from ","Please change my contact information.","No changes recommended","Product Support","001B000000SS3PHIA1","FirstRain","2018-12-28T07:00:00.000Z",1.0,6379000,141,76,23490,0,42
"","Twitter","2020-07-01T08:04:25.000Z","Corporate","001B000000SS3PHIA1","","Alicia Harrison","","2020-07-13T20:29:06.055Z","Closed","2018-12-20","",False,"2018-12-04T07:00:00.000Z","005B0000003CnfZIAS","500B0000002pIPUIA2","","","Alicia Harrison","Central Sales","","003B0000007vC6CIAU",True,"Recreation",True,"005B0000003CnfZIAS","",6017,"Inbound Call","00EB0000000azELMAY","ND","005B0000003CnfZIAS","","ND","FirstRain","Alicia Harrison","+14.534 because Lead Source is Reseller and Region is Midwest
+6.449 because Amount is 19998 to 29998 and Product Name is Replacement Parts
+4.462 because Deal Size Category is 2 and Product Name is Replacement Parts
-18.933 because of other factors
from ","How can I request a new feature?","No changes recommended","Technical Issue","001B000000SS3PHIA1","FirstRain","2018-12-09T07:00:00.000Z",5.0,6379000,141,76,23490,0,42
"","LinkedIn","2020-07-01T08:04:25.000Z","Corporate","001B000000SS3PKIA1","","Alicia Harrison","","2020-07-13T20:29:06.055Z","Closed","","",False,"2020-03-18T07:00:00.000Z","005B0000003CnfZIAS","500B0000002pIPWIA2","","","Alicia Harrison","Central Sales","","003B0000007vC6FIAU",True,"Apparel","","005B0000003CnfZIAS","",6019,"Website","00EB0000000azELMAY","MN","005B0000003CnfZIAS","","MN","CitySoft","Alicia Harrison","","How do I change my password?","","Technical Issue","001B000000SS3PKIA1","CitySoft","2020-03-19T07:00:00.000Z",1.0,4282000,169,0,0,0,0
"","Community","2020-07-01T08:04:25.000Z","Corporate","001B000000SS3PKIA1","","Alicia Harrison","","2020-07-13T20:29:06.055Z","Closed","","",False,"2020-03-02T07:00:00.000Z","005B0000003CnfZIAS","500B0000002pIPXIA2","","","Alicia Harrison","Central Sales","","003B0000007vC6FIAU",True,"Apparel","","005B0000003CnfZIAS","",6020,"Website","00EB0000000azELMAY","MN","005B0000003CnfZIAS","","MN","CitySoft","Alicia Harrison","","How do I set up auto-renewal?","","Account Support","001B000000SS3PKIA1","CitySoft","2020-03-06T07:00:00.000Z",4.0,4282000,169,0,0,0,0
"","Twitter","2020-07-01T08:04:25.000Z","Corporate","001B000000SS3PKIA1","","Alicia Harrison","","2020-07-13T20:29:06.055Z","Closed","","",False,"2020-04-05T07:00:00.000Z","005B0000003CnfZIAS","500B0000002pIPYIA2","","","Alicia Harrison","Central Sales","","003B0000007vC6FIAU",True,"Apparel","","005B0000003CnfZIAS","",6021,"Website","00EB0000000azELMAY","MN","005B0000003CnfZIAS","","MN","CitySoft","Alicia Harrison","","I need to pay my invoice.","","Product Support","001B000000SS3PKIA1","CitySoft","2020-04-08T07:00:00.000Z",3.0,4282000,169,0,0,0,0
"","Twitter","2020-07-01T08:04:25.000Z","Corporate","001B000000lwNnFIAU","","Beth Crawford","","2020-07-13T20:29:06.055Z","Closed","2018-09-19","",False,"2018-08-24T08:00:00.000Z","005B0000003CnfKIAS","500B0000002pIPaIAM","","","Beth Crawford","West Sales","","003B000000D8KD8IAN",True,"Banking",True,"005B0000003CnfKIAS","",6023,"Cold Call","00EB0000000azEIMAY","NM","005B0000003CnfKIAS","","NM","SYNNEX Corporation","Beth Crawford","+14.534 because Lead Source is Reseller and Region is Pacific
-9.465 because Sales Stage Count is 2 to 3 and Competitor is Challenger Inc.
+6.449 because Amount is 29999 to 47820 and Product Name is RV Shelters
-4.833 because of other factors
from the bas","How do I create a secure password?","-3.269 if you change Executive Meeting to true","Technical Issue","001B000000lwNnFIAU","SYNNEX Corporation","2018-08-27T08:00:00.000Z",3.0,4872000,56,76,31002,0,34
"","Facebook","2020-07-01T08:04:25.000Z","Corporate","001B000000lwNnFIAU","","Beth Crawford","","2020-07-13T20:29:06.055Z","Closed","2018-09-19","",False,"2018-11-05T07:00:00.000Z","005B0000003CnfKIAS","500B0000002pIPbIAM","","","Beth Crawford","West Sales","","003B000000D8KD8IAN",True,"Banking",True,"005B0000003CnfKIAS","",6024,"Cold Call","00EB0000000azEIMAY","NM","005B0000003CnfKIAS","","NM","SYNNEX Corporation","Beth Crawford","+14.534 because Lead Source is Reseller and Region is Pacific
-9.465 because Sales Stage Count is 2 to 3 and Competitor is Challenger Inc.
+6.449 because Amount is 29999 to 47820 and Product Name is RV Shelters
-4.833 because of other factors
from the bas","Bill payment clarification.","-3.269 if you change Executive Meeting to true","General","001B000000lwNnFIAU","SYNNEX Corporation","2018-11-10T07:00:00.000Z",5.0,4872000,56,76,31002,0,34
"","Twitter","2020-07-01T08:04:25.000Z","Corporate","001B000000lwNnFIAU","","Beth Crawford","","2020-07-13T20:29:06.055Z","Closed","2018-09-19","",False,"2018-10-06T07:00:00.000Z","005B0000003CnfKIAS","500B0000002pIPcIAM","","","Beth Crawford","West Sales","","003B000000D8KD8IAN",True,"Banking",True,"005B0000003CnfKIAS","",6025,"Cold Call","00EB0000000azEIMAY","NM","005B0000003CnfKIAS","","NM","SYNNEX Corporation","Beth Crawford","+14.534 because Lead Source is Reseller and Region is Pacific
-9.465 because Sales Stage Count is 2 to 3 and Competitor is Challenger Inc.
+6.449 because Amount is 29999 to 47820 and Product Name is RV Shelters
-4.833 because of other factors
from the bas","Where do I get your mobile app?","-3.269 if you change Executive Meeting to true","Product Support","001B000000lwNnFIAU","SYNNEX Corporation","2018-10-07T07:00:00.000Z",1.0,4872000,56,76,31002,0,34
"","Mobile Device","2020-07-01T08:04:25.000Z","Corporate","001B000000lwNnFIAU","","Beth Crawford","","2020-07-13T20:29:06.055Z","Closed","2018-09-19","",False,"2018-10-30T07:00:00.000Z","005B0000003CnfKIAS","500B0000002pIPdIAM","","","Beth Crawford","West Sales","","003B000000D8KD8IAN",True,"Banking",True,"005B0000003CnfKIAS","",6026,"Cold Call","00EB0000000azEIMAY","NM","005B0000003CnfKIAS","","NM","SYNNEX Corporation","Beth Crawford","+14.534 because Lead Source is Reseller and Region is Pacific
-9.465 because Sales Stage Count is 2 to 3 and Competitor is Challenger Inc.
+6.449 because Amount is 29999 to 47820 and Product Name is RV Shelters
-4.833 because of other factors
from the bas","How do I set up auto-payment?","-3.269 if you change Executive Meeting to true","General","001B000000lwNnFIAU","SYNNEX Corporation","2018-11-08T07:00:00.000Z",9.0,4872000,56,76,31002,0,34
"","Community","2020-07-01T08:04:25.000Z","Corporate","001B000000lwNnGIAU","","Ann Jones","","2020-07-13T20:29:06.055Z","Closed","2018-10-02","",False,"2018-10-22T07:00:00.000Z","005B0000003CnfWIAS","500B0000002pIPeIAM","","","Ann Jones","West Sales","","003B000000D8KD9IAN",True,"Biotechnology",True,"005B0000003CnfWIAS","",6027,"Cold Call","00EB0000000azEIMAY","MT","005B0000003CnfWIAS","","MT","Exsell","Ann Jones","+14.534 because Lead Source is Reseller and Region is Northwest
+7.990 because Sales Stage Count is 1 to 2 and Lead Source is Reseller
+6.449 because Amount is 4999 to 10533 and Product Name is Motorcycle Parts
-15.593 because of other factors
from the ba","How do I troubleshoot a product issue?","-6.009 if you change Executive Meeting to true
-5.034 if you change Interactive Demo to true","Account Support","001B000000lwNnGIAU","Exsell","2018-10-23T07:00:00.000Z",1.0,9637000,134,83,6395,0,36
"","Mobile Device","2020-07-01T08:04:25.000Z","Corporate","001B000000lwNnGIAU","","Ann Jones","","2020-07-13T20:29:06.055Z","Closed","2018-10-02","",False,"2018-10-25T07:00:00.000Z","005B0000003CnfWIAS","500B0000002pIPfIAM","","","Ann Jones","West Sales","","003B000000D8KD9IAN",True,"Biotechnology",True,"005B0000003CnfWIAS","",6028,"Cold Call","00EB0000000azEIMAY","MT","005B0000003CnfWIAS","","MT","Exsell","Ann Jones","+14.534 because Lead Source is Reseller and Region is Northwest
+7.990 because Sales Stage Count is 1 to 2 and Lead Source is Reseller
+6.449 because Amount is 4999 to 10533 and Product Name is Motorcycle Parts
-15.593 because of other factors
from the ba","How do I check my order status?","-6.009 if you change Executive Meeting to true
-5.034 if you change Interactive Demo to true","Technical Issue","001B000000lwNnGIAU","Exsell","2018-10-25T07:00:00.000Z",0.0,9637000,134,83,6395,0,36
"","Twitter","2020-07-01T08:04:25.000Z","Corporate","001B000000bwMRAIA2","","Alyssa Williams","","2020-07-13T20:29:06.055Z","Closed","2020-05-10","",False,"2020-06-16T08:00:00.000Z","005B0000003CnfXIAS","500B0000002pIPhIAM","","","Alyssa Williams","Central Sales","","003B000000A9t1FIAR",True,"Education",True,"005B0000003CnfXIAS","",6030,"Partner","00EB0000000azELMAY","MN","005B0000003CnfXIAS","","MN","Exacta Corporation","Alyssa Williams","+14.534 because Lead Source is Fields Sales and Region is Midwest
-7.807 because Lead Source is Fields Sales and Competitor is Challenger Inc.
+6.449 because Amount is 0 to 4998 and Product Name is Exterior Accessories
+8.952 because of other factors
from","How do I check my order status?","-8.038 if you change Executive Meeting to true
-4.148 if you change Interactive Demo to true","General","001B000000bwMRAIA2","Exacta Corporation","2020-06-20T08:00:00.000Z",4.0,5049000,70,92,2453,0,9
"","Google","2020-07-01T08:04:25.000Z","Corporate","001B000000WJDvvIAH","","Alyssa Williams","","2020-07-13T20:29:06.055Z","Closed","2019-03-06","",False,"2019-07-12T08:00:00.000Z","005B0000003CnfXIAS","500B0000002pIPiIAM","","","Alyssa Williams","Central Sales","","003B0000008xfSuIAI",True,"Financial Services",True,"005B0000003CnfXIAS","",6031,"Social Media","00EB0000000azELMAY","IL","005B0000003CnfXIAS","","IL","Semprio","Alyssa Williams","+14.534 because Lead Source is Reseller and Region is Northwest
-8.006 because Sales Stage Count is 6 to 23 and Lead Source is Reseller
+6.449 because Amount is 4999 to 10533 and Product Name is Motorcycle Parts
-27.038 because of other factors
from the b","Product manual is missing","No changes recommended","Product Support","001B000000WJDvvIAH","Semprio","2019-07-12T08:00:00.000Z",0.0,4896000,107,56,8554,0,-61
"","LinkedIn","2020-07-01T08:04:25.000Z","Corporate","001B000000SS3PRIA1","","Courtney Brown","","2020-07-13T20:29:06.055Z","Closed","2019-11-20","",False,"2020-03-31T07:00:00.000Z","005B0000003CnfVIAS","500B0000002pIPjIAM","","","Courtney Brown","West Sales","","003B0000007vC6MIAU",True,"Energy",True,"005B0000003CnfVIAS","",6032,"Inbound Call","00EB0000000azEIMAY","CA","005B0000003CnfVIAS","","CA","Warrior Solutions","Courtney Brown","+14.534 because Lead Source is Fields Sales and Region is Pacific
+6.449 because Amount is 10534 to 19997 and Product Name is Interior Accessories
+5.172 because Lead Source is Fields Sales
-6.492 because of other factors
from the baseline, +70.126","How do I diagnose this product issue?","-4.244 if you change Interactive Demo to true","Product Support","001B000000SS3PRIA1","Warrior Solutions","2020-04-05T07:00:00.000Z",5.0,3691000,103,89,13950,0,-64
"","Mobile Device","2020-07-01T08:04:25.000Z","Corporate","001B000000SS3PSIA1","","Alicia Harrison","","2020-07-13T20:29:06.055Z","Closed","","",False,"2019-06-02T08:00:00.000Z","005B0000003CnfZIAS","500B0000002pIPkIAM","","","Alicia Harrison","Central Sales","","003B0000007vC6NIAU",True,"Not For Profit","","005B0000003CnfZIAS","",6033,"Data.com","00EB0000000azELMAY","MN","005B0000003CnfZIAS","","MN","Trial Covidien","Alicia Harrison","","I received the wrong invoice.","","General","001B000000SS3PSIA1","Trial Covidien","2019-06-03T08:00:00.000Z",1.0,4181000,184,0,0,0,0
"","Google","2020-07-01T08:04:25.000Z","Corporate","001B000000SS3PSIA1","","Alicia Harrison","","2020-07-13T20:29:06.055Z","Closed","","",False,"2019-05-27T08:00:00.000Z","005B0000003CnfZIAS","500B0000002pIPlIAM","","","Alicia Harrison","Central Sales","","003B0000007vC6NIAU",True,"Not For Profit","","005B0000003CnfZIAS","",6034,"Data.com","00EB0000000azELMAY","MN","005B0000003CnfZIAS","","MN","Trial Covidien","Alicia Harrison","","Question about my invoice","","Technical Issue","001B000000SS3PSIA1","Trial Covidien","2019-05-29T08:00:00.000Z",2.0,4181000,184,0,0,0,0
"","Phone","2020-07-01T08:04:25.000Z","Corporate","001B000000SS3PUIA1","","Megan Kaufman","","2020-07-13T20:29:06.055Z","Closed","2019-09-07","",False,"2019-09-04T07:00:00.000Z","005B0000003CnfRIAS","500B0000002pIPmIAM","","","Megan Kaufman","West Sales","","003B0000007vC6PIAU",True,"Healthcare & Life Sciences",True,"005B0000003CnfRIAS","",6035,"Website","00EB0000000azEIMAY","WA","005B0000003CnfRIAS","","WA","B2B-ERP","Megan Kaufman","+14.534 because Lead Source is Reseller and Region is Pacific
+7.841 because Product Name is Exterior Accessories and Region is Pacific
-6.620 because Amount is 219161 to 1000000 and Lead Source is Reseller
-10.142 because of other factors
from the baseli","How do I upgrade?","-2.178 if you change Executive Meeting to true","General","001B000000SS3PUIA1","B2B-ERP","2019-09-09T07:00:00.000Z",5.0,3443000,156,75,263525,0,33
"","LinkedIn","2020-07-01T08:04:25.000Z","Corporate","001B000000SS3PUIA1","","Megan Kaufman","","2020-07-13T20:29:06.055Z","Closed","2019-09-07","",False,"2019-08-10T08:00:00.000Z","005B0000003CnfRIAS","500B0000002pIPoIAM","","","Megan Kaufman","West Sales","","003B0000007vC6PIAU",True,"Healthcare & Life Sciences",True,"005B0000003CnfRIAS","",6037,"Website","00EB0000000azEIMAY","WA","005B0000003CnfRIAS","","WA","B2B-ERP","Megan Kaufman","+14.534 because Lead Source is Reseller and Region is Pacific
+7.841 because Product Name is Exterior Accessories and Region is Pacific
-6.620 because Amount is 219161 to 1000000 and Lead Source is Reseller
-10.142 because of other factors
from the baseli","Question about my last billing statement","-2.178 if you change Executive Meeting to true","Product Support","001B000000SS3PUIA1","B2B-ERP","2019-08-14T08:00:00.000Z",4.0,3443000,156,75,263525,0,33
"","Email","2020-07-01T08:04:25.000Z","Corporate","001B000000SS3PUIA1","","Megan Kaufman","","2020-07-13T20:29:06.055Z","Closed","2019-09-07","",False,"2019-09-09T07:00:00.000Z","005B0000003CnfRIAS","500B0000002pIPqIAM","","","Megan Kaufman","West Sales","","003B0000007vC6PIAU",True,"Healthcare & Life Sciences",True,"005B0000003CnfRIAS","",6039,"Website","00EB0000000azEIMAY","WA","005B0000003CnfRIAS","","WA","B2B-ERP","Megan Kaufman","+14.534 because Lead Source is Reseller and Region is Pacific
+7.841 because Product Name is Exterior Accessories and Region is Pacific
-6.620 because Amount is 219161 to 1000000 and Lead Source is Reseller
-10.142 because of other factors
from the baseli","Can I access your community from my mobile device?","-2.178 if you change Executive Meeting to true","Product Support","001B000000SS3PUIA1","B2B-ERP","2019-09-17T07:00:00.000Z",8.0,3443000,156,75,263525,0,33
