"Wellness_Priority__c","NOCONVERT","Created_Date__c","Gender__c","isParent__c","Sponsors__c","Name","Lead_Status__c","Sponsor_Level__c","State__c","Age__c","Target_Weight_Difference__c","Target_Weight__c","Weight__c"
"Athletic Fitness",,"2017-06-17T05:53:17.953+00:00","M","Yes","Stephanie Curran","Werner Stracke","Lead","Active Supervisor","Minnesota",18,158,174,332
"Athletic Fitness",,"2017-02-01T14:48:57.034+00:00","F","Yes","Stephanie Curran","Elisha Towne V","Lead","Active Supervisor","New Mexico",30,139,180,319
"Athletic Fitness",,"2016-12-18T15:46:56.742+00:00","F","No","Dawn Distributor","Percival Kertzmann","Customer","Active Supervisor","Delaware",62,14,216,230
"Athletic Fitness",,"2015-11-24T05:42:53.375+00:00","F","No","Tim Carter","Jerrold Wyman","Lead","Active Supervisor","New Mexico",49,54,151,205
"Athletic Fitness",,"2017-07-09T13:40:53.113+00:00","M","Yes","James Chan","Santa Davis","Lead","Active Supervisor","Arkansas",50,120,205,325
"Athletic Fitness",,"2015-09-14T20:44:08.324+00:00","F","Yes","Jamie Wu","Theodora Ledner","Customer","Active Supervisor","New Jersey",29,103,166,269
"Athletic Fitness","x","2017-04-05T06:57:14.739+00:00","M","No","Mary Johnson","Adalberto Hermann II","Lead","Active Supervisor","Vermont",18,135,191,326
"Athletic Fitness",,"2016-03-20T17:56:52.313+00:00","M","Yes","Stephanie Curran","Kendrick Stokes","Lead","Active Supervisor","New Hampshire",23,140,203,343
"Athletic Fitness","x","2017-05-26T22:28:42.350+00:00","M","No","John Smith","Kamron Lubowitz","Lead","Active Supervisor","Kentucky",29,99,153,252
"Athletic Fitness",,"2015-09-12T12:41:00.921+00:00","F","Yes","James Chan","Opal Kilback","Lead","Active Supervisor","South Dakota",60,1,211,212
"Athletic Fitness",,"2016-10-24T02:54:06.546+00:00","M","Yes","Lauren Boyle","Woodrow Bode","Lead","Active Supervisor","South Carolina",25,35,219,254
"Athletic Fitness",,"2016-10-18T02:10:09.110+00:00","F","No","Stephanie Curran","Mr. Ricky Lang","Customer","Active Supervisor","Rhode Island",19,26,177,203
"Athletic Fitness",,"2017-08-17T12:16:02.927+00:00","M","Yes","Jamie Wu","Johnathon Heathcote","Customer","Active Supervisor","Indiana",50,35,215,250
"Athletic Fitness",,"2017-01-30T04:44:11.378+00:00","M","Yes","Lisa Jones","Dr. Salvatore Aufderhar","Lead","Active Supervisor","Montana",50,157,188,345
"Athletic Fitness",,"2017-06-22T22:14:55.465+00:00","F","No","Anne Frost","Rae Price DVM","Lead","Active Supervisor","Nevada",30,140,210,350
"Athletic Fitness",,"2016-09-28T21:56:15.065+00:00","F","No","Sherrie Hernandez","Miss Pat Wintheiser","Customer","Active Supervisor","Louisiana",44,95,161,256
"Athletic Fitness",,"2017-03-06T02:53:50.719+00:00","F","No","John Smith","Sincere Morar","Lead","Active Supervisor","Hawaii",20,-14,211,197
"Athletic Fitness",,"2017-08-15T13:37:05.787+00:00","M","Yes","Lauren Boyle","Arely Reichel","Customer","Active Supervisor","South Dakota",42,34,211,245
"Athletic Fitness",,"2017-07-27T22:17:44.532+00:00","F","Yes","Jim Albose","Madyson Monahan","Lead","Active Supervisor","New Hampshire",34,-31,223,192
"Athletic Fitness",,"2017-01-22T15:15:32.862+00:00","F","No","John Smith","Ms. Derrick Bauch","Lead","Active Supervisor","Michigan",62,114,196,310
"Athletic Fitness",,"2016-06-22T06:55:14.650+00:00","M","Yes","Jim Albose","Ron Armstrong","Lead","Active Supervisor","Mississippi",46,54,202,256
"Athletic Fitness",,"2016-12-12T00:01:07.604+00:00","M","Yes","Sherrie Hernandez","Ebony Tillman","Customer","Active Supervisor","Massachusetts",40,164,152,316
"Athletic Fitness",,"2017-05-14T12:48:43.370+00:00","F","No","Mark Metz","Alison Jaskolski","Customer","Active Supervisor","New York",37,24,205,229
"Athletic Fitness","x","2016-11-05T06:23:28.080+00:00","F","No","Lisa Jones","Roger Metz","Lead","Active Supervisor","Wisconsin",26,94,185,279
"Athletic Fitness",,"2016-05-24T01:19:58.240+00:00","M","Yes","Lauren Boyle","Josh Nader","Lead","Active Supervisor","South Dakota",22,107,207,314
"Athletic Fitness",,"2015-10-16T21:11:00.260+00:00","F","Yes","Jim Albose","Theodore Paucek","Customer","Active Supervisor","Tennessee",30,180,170,350
"Athletic Fitness",,"2016-02-05T15:42:32.938+00:00","F","Yes","Mark Metz","Caleigh Dickens","Customer","Active Supervisor","Tennessee",45,23,192,215
"Athletic Fitness",,"2016-05-28T02:20:39.386+00:00","F","No","Mark Metz","Lonie Osinski","Customer","Active Supervisor","Arkansas",33,88,210,298
"Athletic Fitness",,"2016-01-03T04:42:48.434+00:00","F","Yes","Jamie Wu","Barry Frami","Lead","Active Supervisor","Oklahoma",47,108,221,329
"Athletic Fitness","x","2016-06-22T02:06:09.906+00:00","M","No","Anne Frost","Genoveva Koss","Lead","Active Supervisor","Hawaii",22,92,156,248
"Athletic Fitness",,"2017-01-08T13:51:57.587+00:00","F","No","Lauren Boyle","Marge Donnelly","Lead","Active Supervisor","Louisiana",54,-16,199,183
"Athletic Fitness",,"2016-03-25T20:17:56.129+00:00","M","No","Tim Carter","Montana Stamm","Lead","Active Supervisor","Arizona",33,118,190,308
"Athletic Fitness",,"2015-11-18T15:38:57.594+00:00","M","Yes","Jim Albose","Eliseo Kutch","Customer","Active Supervisor","Texas",57,79,196,275
"Athletic Fitness",,"2017-03-04T01:25:55.640+00:00","M","Yes","Tim Carter","Alden Miller","Customer","Active Supervisor","Pennsylvania",46,94,202,296
"Athletic Fitness",,"2016-10-16T19:15:59.053+00:00","M","Yes","Stephanie Curran","Gerda Effertz","Customer","Active Supervisor","Pennsylvania",18,154,159,313
"Athletic Fitness",,"2016-11-21T16:12:32.100+00:00","M","No","Dawn Distributor","Jaron Roberts","Customer","Active Supervisor","Michigan",49,120,177,297
"Athletic Fitness",,"2017-02-26T05:49:12.486+00:00","F","Yes","Tim Carter","Tina Goodwin V","Lead","Active Supervisor","Louisiana",60,134,180,314
"Athletic Fitness",,"2016-08-24T08:03:14.616+00:00","F","Yes","Stephanie Curran","Mr. Hillard Bernhard","Lead","Active Supervisor","New York",59,74,190,264
"Athletic Fitness",,"2015-09-16T22:01:36.070+00:00","F","Yes","Lauren Boyle","Elise Hegmann","Lead","Active Supervisor","California",56,99,175,274
"Athletic Fitness",,"2016-01-28T19:59:23.895+00:00","M","Yes","James Chan","Stephany Muller IV","Customer","Active Supervisor","Washington",47,82,203,285
"Athletic Fitness",,"2017-05-10T08:49:59.153+00:00","F","Yes","Sherrie Hernandez","Carissa Ankunding","Lead","Active Supervisor","Arizona",52,78,169,247
"Athletic Fitness",,"2016-04-23T06:40:22.991+00:00","F","No","Lauren Boyle","Mrs. Arne Feeney","Lead","Active Supervisor","Massachusetts",49,112,221,333
"Athletic Fitness","x","2017-06-09T14:59:55.474+00:00","F","No","Stephanie Curran","Laurie Harvey","Lead","Active Supervisor","Rhode Island",23,35,177,212
"Athletic Fitness",,"2016-03-02T17:29:09.261+00:00","M","Yes","Jamie Wu","Skylar Bailey","Lead","Active Supervisor","Colorado",59,50,224,274
"Athletic Fitness",,"2015-11-18T01:43:27.129+00:00","F","Yes","Jamie Wu","Dr. Mara McClure","Lead","Active Supervisor","Delaware",45,30,158,188
"Athletic Fitness",,"2016-01-18T19:19:42.867+00:00","F","No","Stephanie Curran","Guy Beahan","Lead","Active Supervisor","Louisiana",28,65,158,223
"Athletic Fitness",,"2017-05-19T22:32:13.611+00:00","F","No","John Smith","Johnathan Klein","Customer","Active Supervisor","North Dakota",52,150,170,320
"Athletic Fitness",,"2016-11-20T02:25:16.440+00:00","M","Yes","Tim Carter","Miss Jonathon Sauer","Customer","Active Supervisor","Iowa",39,131,163,294
"Athletic Fitness",,"2015-09-22T11:02:19.973+00:00","F","No","Mark Metz","Tiffany Cruickshank III","Customer","Active Supervisor","West Virginia",44,84,169,253
"Athletic Fitness",,"2017-05-06T06:42:52.806+00:00","F","Yes","Stephanie Curran","Hortense Nienow","Customer","Active Supervisor","Colorado",21,121,173,294
"Athletic Fitness",,"2016-06-24T23:54:49.756+00:00","F","Yes","Lauren Boyle","Velva Abernathy","Customer","Active Supervisor","Alabama",24,150,192,342
"Athletic Fitness",,"2016-05-09T16:53:17.502+00:00","F","Yes","Lauren Boyle","Milton Kassulke","Customer","Active Supervisor","Utah",44,90,207,297
"Athletic Fitness",,"2016-04-09T22:01:45.365+00:00","F","No","Lisa Jones","Wendy Hamill","Customer","Active Supervisor","Alaska",40,113,180,293
"Athletic Fitness",,"2015-09-17T05:39:32.975+00:00","M","Yes","Mary Johnson","Bessie Senger","Lead","Active Supervisor","Arkansas",44,109,225,334
"Athletic Fitness",,"2016-05-25T08:09:20.397+00:00","M","Yes","Mary Johnson","Martine Schumm DDS","Customer","Active Supervisor","Georgia",36,126,165,291
"Athletic Fitness",,"2017-04-19T13:54:22.989+00:00","F","Yes","Tim Carter","Liliana O'Reilly","Customer","Active Supervisor","Alabama",55,94,156,250
"Athletic Fitness",,"2016-11-17T22:33:20.678+00:00","M","No","Stephanie Curran","Mr. Billie Fisher","Lead","Active Supervisor","Tennessee",59,57,192,249
"Athletic Fitness",,"2016-12-24T02:06:02.278+00:00","F","No","Jamie Wu","Darion Kling MD","Customer","Active Supervisor","Massachusetts",31,88,156,244
"Athletic Fitness",,"2015-12-06T10:14:07.098+00:00","M","No","Jim Albose","Dr. Berenice Schneider","Customer","Active Supervisor","Michigan",51,61,195,256
"Athletic Fitness",,"2016-04-29T23:42:13.945+00:00","F","No","Lauren Boyle","Darrin Hammes","Customer","Active Supervisor","North Carolina",58,99,159,258
"Athletic Fitness",,"2017-08-06T23:09:20.800+00:00","F","Yes","Tim Carter","Elmo Jacobi","Customer","Active Supervisor","California",21,46,207,253
"Athletic Fitness",,"2015-11-29T00:36:34.326+00:00","F","Yes","Lisa Jones","Belle Ernser PhD","Customer","Active Supervisor","Delaware",61,101,216,317
"Athletic Fitness",,"2016-12-02T13:51:26.883+00:00","M","No","Jamie Wu","Ms. Joshua Bruen","Lead","Active Supervisor","Kansas",37,114,208,322
"Athletic Fitness",,"2016-10-13T01:35:51.690+00:00","F","Yes","Mary Johnson","Johann Stokes","Customer","Active Supervisor","West Virginia",24,30,155,185
"Athletic Fitness",,"2016-05-01T10:13:12.530+00:00","M","No","Dawn Distributor","Margaret Hartmann","Lead","Active Supervisor","South Carolina",56,79,152,231
"Athletic Fitness",,"2016-11-22T04:33:09.669+00:00","F","No","Jamie Wu","Jackeline Bayer","Customer","Active Supervisor","Georgia",30,128,181,309
"Athletic Fitness",,"2016-09-22T23:29:40.622+00:00","F","No","Mary Johnson","Jorge Will III","Lead","Active Supervisor","Pennsylvania",62,76,201,277
"Athletic Fitness",,"2016-11-08T03:31:53.010+00:00","M","No","Jim Albose","Nakia Bailey","Customer","Active Supervisor","Arkansas",31,89,212,301
"Athletic Fitness",,"2017-05-02T03:40:38.241+00:00","F","Yes","Tim Carter","Milford Cummings","Customer","Active Supervisor","Georgia",43,35,197,232
"Athletic Fitness",,"2016-11-08T08:53:26.867+00:00","F","No","James Chan","Enid Hoeger","Customer","Active Supervisor","Arkansas",46,110,199,309
"Athletic Fitness",,"2017-08-25T06:44:57.235+00:00","F","No","Sherrie Hernandez","Marcia Shields","Customer","Active Supervisor","Oregon",40,49,154,203
"Athletic Fitness",,"2015-12-07T22:43:52.814+00:00","F","Yes","Lisa Jones","Keshawn Bode","Customer","Active Supervisor","Minnesota",27,77,173,250
"Athletic Fitness",,"2016-01-20T16:08:08.277+00:00","F","No","Tim Carter","Benjamin Okuneva","Lead","Active Supervisor","Nebraska",19,53,195,248
"Athletic Fitness",,"2016-07-20T21:53:56.189+00:00","F","No","Stephanie Curran","Alessandro Kutch","Customer","Active Supervisor","Mississippi",37,123,206,329
"Athletic Fitness",,"2017-08-29T22:18:07.687+00:00","F","No","Anne Frost","Dr. Domenic Bechtelar","Lead","Active Supervisor","Missouri",54,27,193,220
"Athletic Fitness",,"2017-06-20T14:02:32.106+00:00","F","Yes","Dawn Distributor","Dr. Odessa Gaylord","Customer","Active Supervisor","Idaho",54,13,171,184
"Athletic Fitness",,"2017-06-19T02:56:21.555+00:00","M","Yes","Stephanie Curran","Marjorie Blanda","Customer","Active Supervisor","Kentucky",39,87,189,276
"Athletic Fitness",,"2016-03-28T05:54:46.130+00:00","M","Yes","James Chan","Myrtis Altenwerth","Customer","Active Supervisor","Indiana",40,187,163,350
"Athletic Fitness",,"2015-10-20T17:02:06.466+00:00","F","Yes","Lauren Boyle","Elyse Wiegand","Lead","Active Supervisor","Vermont",61,190,158,348
"Athletic Fitness",,"2017-02-10T03:29:16.246+00:00","M","Yes","Mark Metz","Loyal Bashirian I","Customer","Active Supervisor","California",51,160,184,344
"Athletic Fitness",,"2017-03-31T07:29:21.003+00:00","M","Yes","Sherrie Hernandez","Brandt Schuster","Customer","Active Supervisor","Texas",61,37,204,241
"Athletic Fitness",,"2016-06-28T20:21:22.476+00:00","M","Yes","Stephanie Curran","Brennan Price","Lead","Active Supervisor","Illinois",56,158,153,311
"Athletic Fitness",,"2017-07-30T12:50:43.605+00:00","F","No","Sherrie Hernandez","Emmett Pfannerstill","Lead","Active Supervisor","Maine",34,117,213,330
"Athletic Fitness",,"2016-05-19T20:24:03.397+00:00","F","Yes","Lauren Boyle","Miss Emil Jaskolski","Customer","Active Supervisor","Texas",33,117,213,330
"Athletic Fitness",,"2016-09-21T11:16:01.029+00:00","M","Yes","Jamie Wu","Taryn Bailey Jr.","Lead","Active Supervisor","Oklahoma",44,77,202,279
"Athletic Fitness",,"2016-11-24T23:10:42.197+00:00","F","No","Mark Metz","Pierre Klocko","Lead","Active Supervisor","Rhode Island",36,125,166,291
"Athletic Fitness",,"2016-09-03T02:00:26.535+00:00","F","No","John Smith","Donato Wolf","Customer","Active Supervisor","Texas",18,79,190,269
"Athletic Fitness","x","2017-08-17T00:37:56.386+00:00","M","No","James Chan","Dr. Gilda Larson","Lead","Active Supervisor","California",19,105,209,314
"Athletic Fitness",,"2015-11-28T16:00:10.585+00:00","F","Yes","Lauren Boyle","Kale Williamson","Lead","Active Supervisor","Florida",19,21,217,238
"Athletic Fitness",,"2017-01-10T20:36:03.469+00:00","F","Yes","John Smith","Woodrow Hilpert","Lead","Active Supervisor","Oklahoma",34,125,220,345
"Athletic Fitness",,"2017-06-02T02:40:03.335+00:00","M","Yes","Mary Johnson","Freeman Cummings","Customer","Active Supervisor","Massachusetts",51,18,225,243
"Athletic Fitness",,"2017-01-01T13:36:13.651+00:00","F","No","Stephanie Curran","Joey Waelchi II","Customer","Active Supervisor","Maine",42,83,166,249
"Athletic Fitness",,"2015-12-26T08:53:52.248+00:00","M","Yes","Sherrie Hernandez","Jessyca Denesik MD","Lead","Active Supervisor","New Jersey",41,45,181,226
"Athletic Fitness",,"2017-08-12T22:33:04.329+00:00","F","Yes","Jim Albose","Sid Moore","Customer","Active Supervisor","Wyoming",59,153,195,348
"Athletic Fitness",,"2016-01-05T17:51:18.004+00:00","F","Yes","Anne Frost","Kennedy Kirlin","Customer","Active Supervisor","Maine",54,34,208,242
"Athletic Fitness",,"2017-07-17T20:15:30.246+00:00","F","Yes","John Smith","Amir Hoppe","Lead","Active Supervisor","Florida",42,15,223,238
"Athletic Fitness",,"2016-01-10T04:55:14.548+00:00","M","Yes","Stephanie Curran","Leila Stanton V","Lead","Active Supervisor","Rhode Island",55,171,159,330
"Athletic Fitness",,"2017-07-10T20:24:11.423+00:00","F","Yes","Stephanie Curran","Forest Hintz","Lead","Active Supervisor","West Virginia",19,146,193,339
"Athletic Fitness",,"2015-09-16T03:00:07.399+00:00","F","Yes","Dawn Distributor","Alta Purdy","Lead","Active Supervisor","Utah",40,87,211,298
"Athletic Fitness",,"2017-08-19T03:33:28.149+00:00","M","Yes","Dawn Distributor","Mekhi Reynolds","Lead","Active Supervisor","New Hampshire",47,130,198,328
"Athletic Fitness",,"2016-10-14T19:36:51.560+00:00","F","Yes","Anne Frost","Miss Oren Berge","Lead","Active Supervisor","South Carolina",42,33,177,210
"Athletic Fitness",,"2017-08-15T03:12:39.791+00:00","F","Yes","Tim Carter","Freida Feeney","Customer","Active Supervisor","Tennessee",46,72,175,247
"Athletic Fitness",,"2015-12-05T18:15:04.638+00:00","F","No","Jamie Wu","Abbie Herzog","Customer","Active Supervisor","Texas",25,121,222,343
"Athletic Fitness",,"2016-01-01T19:16:27.695+00:00","M","Yes","Lisa Jones","Ross Schmidt IV","Customer","Active Supervisor","Wyoming",21,55,196,251
"Athletic Fitness",,"2015-10-20T02:55:24.848+00:00","F","No","Mark Metz","Cecilia Bradtke","Lead","Active Supervisor","Florida",61,57,168,225
"Athletic Fitness",,"2017-04-17T00:21:54.124+00:00","F","Yes","Jamie Wu","Keven Stokes","Customer","Active Supervisor","Ohio",47,82,160,242
"Athletic Fitness",,"2016-07-10T13:46:48.890+00:00","M","No","Sherrie Hernandez","Mrs. Houston Baumbach","Customer","Active Supervisor","Mississippi",39,92,174,266
"Athletic Fitness",,"2015-10-17T19:43:02.908+00:00","F","Yes","Lauren Boyle","Ms. Demetrius Dibbert","Customer","Active Supervisor","Kentucky",61,193,153,346
"Athletic Fitness",,"2016-01-14T00:05:37.832+00:00","F","Yes","Sherrie Hernandez","Einar Gislason","Customer","Active Supervisor","North Dakota",22,41,158,199
"Athletic Fitness",,"2017-04-24T14:49:56.595+00:00","F","Yes","Dawn Distributor","Hector Botsford","Customer","Active Supervisor","Louisiana",30,132,161,293
"Athletic Fitness",,"2017-09-05T10:13:50.266+00:00","F","No","James Chan","Mrs. Alphonso Breitenberg","Lead","Active Supervisor","Connecticut",40,1,222,223
"Athletic Fitness",,"2016-10-08T07:50:11.893+00:00","F","No","James Chan","Mrs. Ubaldo Zboncak","Lead","Active Supervisor","Missouri",57,38,187,225
"Athletic Fitness",,"2017-08-20T05:42:34.019+00:00","F","Yes","John Smith","Newell Kub MD","Customer","Active Supervisor","Idaho",24,-25,207,182
"Athletic Fitness",,"2015-09-15T13:39:59.402+00:00","M","Yes","Stephanie Curran","Leila Armstrong","Lead","Active Supervisor","Florida",42,82,197,279
"Athletic Fitness",,"2017-08-24T02:09:04.028+00:00","F","No","Dawn Distributor","Margarete Leuschke","Lead","Active Supervisor","North Dakota",31,110,154,264
"Athletic Fitness",,"2016-10-31T17:43:37.114+00:00","F","No","Stephanie Curran","Gwen Willms","Customer","Active Supervisor","Louisiana",21,186,153,339
"Athletic Fitness",,"2017-02-09T19:35:19.763+00:00","M","No","Tim Carter","Chesley Hoeger","Customer","Active Supervisor","Hawaii",34,31,186,217
"Athletic Fitness",,"2016-12-11T10:28:13.531+00:00","F","Yes","Tim Carter","Dameon Rau","Lead","Active Supervisor","Mississippi",34,9,207,216
"Athletic Fitness",,"2015-10-02T08:33:42.681+00:00","F","Yes","Sherrie Hernandez","Marina Price","Lead","Active Supervisor","Georgia",54,69,155,224
"Athletic Fitness",,"2017-06-16T07:23:25.535+00:00","F","Yes","James Chan","Abbie Torp","Customer","Active Supervisor","Alabama",52,41,176,217
"Athletic Fitness",,"2016-05-27T06:42:31.123+00:00","F","Yes","Mark Metz","Dolores Lesch DDS","Customer","Active Supervisor","Iowa",48,84,213,297
"Athletic Fitness",,"2016-03-13T13:37:14.494+00:00","F","Yes","Lauren Boyle","Ms. Cheyenne Lindgren","Customer","Active Supervisor","Mississippi",27,174,155,329
"Athletic Fitness",,"2016-12-03T12:51:45.537+00:00","F","No","Anne Frost","Jeremy Kirlin Jr.","Customer","Active Supervisor","New Mexico",60,93,206,299
"Athletic Fitness",,"2015-09-29T09:05:48.107+00:00","F","No","Tim Carter","Mrs. Thomas Bauch","Lead","Active Supervisor","Pennsylvania",34,40,196,236
"Athletic Fitness",,"2016-08-04T07:15:08.338+00:00","M","Yes","Lisa Jones","Norbert Lang","Customer","Active Supervisor","Wisconsin",20,32,191,223
"Athletic Fitness",,"2017-01-24T21:52:06.418+00:00","F","No","Tim Carter","Bettye Konopelski MD","Customer","Active Supervisor","New Jersey",18,58,191,249
"Athletic Fitness",,"2016-11-16T23:10:52.765+00:00","F","Yes","Lisa Jones","Gavin McDermott","Lead","Active Supervisor","Idaho",20,123,193,316
