"Last_Activity_Date__c","Shake_Recipies__c","Training__c","Activity__c","Created_Date__c","Gender__c","isParent__c","Product_Ordered__c","Sponsors__c","Name","Customer_ID__c","Lead_Status__c","Last_Order_Date__c","Events__c","Email_Frequency__c","Sponsor_Level__c","State__c","Age__c","Club_Visits__c","Order_Amount__c","Order_Score__c","Conversion_Score__c"
"2017-03-13T22:24:52.663+00:00","Pumpkin Spice","Advertising 101","Buying Product","2016-06-11T18:52:10.745+00:00","F","Yes","Formula 2 Multivitamin Complex","Dawn Distributor","Linnea Wisozk Sr.","65404","Customer","2017-05-22T15:59:42.446+00:00","STS","2x/Month","Active World Team","New Jersey",38,5,53,22,6
"2017-03-13T22:27:01.800+00:00","Cookies 'n Cream","Health Evaluations & Nutrition Programs","Buying Product","2017-08-18T11:08:59.635+00:00","F","Yes","Personalized Protein Powder","Jamie Wu","Zane Wilderman","91028","Lead","2017-06-14T20:18:16.178+00:00","STS","1x/Month","Supervisor","Utah",56,10,43,73,23
"2017-03-13T23:09:35.163+00:00","Vanilla","Hosting a HOM","Open Emails","2015-11-29T16:01:48.889+00:00","M","Yes","Protien Bar Deluxe","Jamie Wu","Miss Noemie Kirlin","19063-1352","Customer","2017-08-24T07:46:47.252+00:00","STS HOM","2x/Month","Supervisor","South Dakota",36,18,20,28,70
"2017-03-13T23:18:09.826+00:00","Chocolate","Hosting a HOM","Open Emails","2017-08-09T08:43:59.570+00:00","M","Yes","Cell-U-Loss","James Chan","Kiarra Hegmann","73303","Customer","2017-04-15T15:08:06.704+00:00","Extravaganza","1x/Month","World Team","Mississippi",42,4,36,40,10
"2017-03-14T00:00:45.125+00:00","Chocolate","Health Evaluations & Nutrition Programs","Buying Product","2017-02-12T02:19:47.204+00:00","M","No","Roasted Soy Nuts","Stephanie Curran","Alberto Reichel","68717","Customer","2017-06-28T11:45:52.146+00:00","Leadership Development Weekend","2x/Month","Distributor","Hawaii",31,17,39,16,19
"2017-03-14T00:24:34.442+00:00","Cafe Latte","Meal Replacements","Buying Product","2015-12-15T10:15:24.265+00:00","M","Yes","Formula 1 Express Meal Bar","Dawn Distributor","Liana Doyle","71829","Customer","2017-05-15T06:35:03.806+00:00","Leadership Development Weekend","3x/Month","Active World Team","Rhode Island",56,20,23,35,43
"2017-03-14T00:25:02.436+00:00","Wild Berry and Pina Colada","Hosting a HOM","Buying Product","2017-05-07T16:48:31.416+00:00","F","No","Herbal Aloe Powder","Anne Frost","Olga Hickle MD","15674","Customer","2017-09-12T00:10:20.203+00:00","Extravaganza","3x/Month","Herbalife Advantage Plan Distributor (HAP)","California",43,2,32,92,67
"2017-03-14T00:28:25.108+00:00","Cafe Latte","Meal Replacements","Open Emails","2016-03-03T21:11:13.069+00:00","F","No","Herbal Tea Concentrate","Sherrie Hernandez","Miss Freddie Brown","61345-6947","Customer","2017-09-05T09:54:47.628+00:00","STS HOM","2x/Month","Global Expansion Team","West Virginia",58,3,42,47,72
"2017-03-14T00:30:16.145+00:00","Chocolate","The Social Revolution","Open Emails","2017-06-29T09:11:05.820+00:00","F","Yes","Herbal Aloe Powder","John Smith","Gabrielle Streich","47468-6171","Customer","2017-05-21T22:00:08.521+00:00","Leadership Development Weekend","1x/Month","Presidents Team - 20k President","Oregon",62,7,40,39,31
"2017-03-14T00:46:33.914+00:00","Chocolate","Health Evaluations & Nutrition Programs","Website Visit","2017-07-21T19:39:33.024+00:00","M","Yes","Roasted Soy Nuts","James Chan","Katrina Friesen","91851-4469","Customer","2017-09-09T11:14:18.034+00:00","STS","2x/Month","World Team","Arizona",37,7,45,57,41
"2017-03-14T01:13:40.610+00:00","Chocolate","Advertising 101","Open Emails","2017-04-30T19:05:38.456+00:00","F","Yes","Formula 1 Healthy Meal Nutritional Shake Mix","Lauren Boyle","Georgette Hermann","14695","Customer","2017-05-19T01:53:00.773+00:00","STS HOM","1x/Month","Presidents Team - 30k President","Alabama",46,1,42,61,43
"2017-03-14T01:31:07.141+00:00","Cookies 'n Cream","The Social Revolution","Website Visit","2016-06-14T13:34:19.685+00:00","F","Yes","Total Control","Sherrie Hernandez","Elena Stanton","48245","Customer","2017-08-20T05:07:32.374+00:00","STS","3x/Month","Global Expansion Team","Pennsylvania",49,10,19,13,11
"2017-03-14T01:48:21.814+00:00","Pumpkin Spice","Health Evaluations & Nutrition Programs","Buying Product","2017-09-09T03:27:02.773+00:00","F","Yes","Personalized Protein Powder","Jim Albose","Cheyanne Nolan","15555","Customer","2017-08-31T02:34:05.548+00:00","Leadership Development Weekend","1x/Month","Active Supervisor","Massachusetts",56,9,54,84,73
"2017-03-14T02:02:41.367+00:00","Cookies 'n Cream","The Social Revolution","Website Visit","2017-04-12T12:47:55.470+00:00","M","Yes","Herbal Tea Concentrate","Sherrie Hernandez","Mrs. Monserrat Considine","89413-2161","Lead","2017-09-09T05:21:40.301+00:00","Leadership Development Weekend","2x/Month","Global Expansion Team","Idaho",31,19,37,54,20
"2017-03-14T02:15:24.295+00:00","Cookies 'n Cream","Meal Replacements","Website Visit","2016-02-01T13:17:54.745+00:00","M","No","Formula 2 Multivitamin Complex","Jamie Wu","Nickolas Schmitt","35763","Customer","2017-05-09T16:16:36.630+00:00","STS","1x/Month","Supervisor","Minnesota",59,10,44,24,79
"2017-03-14T02:38:23.675+00:00","Wild Berry and Pina Colada","Advertising 101","Website Visit","2017-03-09T15:12:54.374+00:00","F","Yes","Herbal Aloe Powder","Stephanie Curran","Sarah Cartwright","26551-3655","Customer","2017-05-15T20:52:01.853+00:00","Leadership Development Weekend","1x/Month","Distributor","Massachusetts",48,19,22,55,86
"2017-03-14T02:57:58.700+00:00","Wild Berry and Pina Colada","Hosting a HOM","Buying Product","2017-01-09T21:57:18.622+00:00","F","Yes","Protien Bar Deluxe","Stephanie Curran","Elyse Kassulke","74063","Customer","2017-06-09T07:48:51.854+00:00","STS HOM","3x/Month","Distributor","Indiana",21,12,19,59,79
"2017-03-14T03:39:36.957+00:00","Cookies 'n Cream","The Social Revolution","Website Visit","2017-06-22T01:09:26.206+00:00","M","No","Cell-U-Loss","Anne Frost","Hugh Leannon","45272","Lead","2017-03-22T14:19:36.995+00:00","STS HOM","3x/Month","Herbalife Advantage Plan Distributor (HAP)","North Carolina",18,12,44,91,56
"2017-03-14T03:47:44.724+00:00","Chocolate","Hosting a HOM","Website Visit","2016-11-09T14:20:52.339+00:00","M","Yes","Thermo Bond","Tim Carter","Ruthe Tremblay","32250","Customer","2017-07-16T07:59:42.245+00:00","STS HOM","1x/Month","Presidents Team - 50k President","New Mexico",22,2,37,34,8
"2017-03-14T03:50:00.112+00:00","Pumpkin Spice","Meal Replacements","Buying Product","2016-11-29T11:18:12.764+00:00","F","No","Formula 1 Express Meal Bar","Dawn Distributor","Antwan Nolan","59658-4789","Lead","2017-07-31T22:07:15.235+00:00","Leadership Development Weekend","3x/Month","Active World Team","Tennessee",36,4,34,77,80
"2017-03-14T04:13:43.009+00:00","Cafe Latte","Hosting a HOM","Website Visit","2016-01-29T19:05:34.138+00:00","M","No","Roasted Soy Nuts","Anne Frost","Annamae Ward","99951-3128","Lead","2017-03-13T15:25:38.787+00:00","Leadership Development Weekend","2x/Month","Herbalife Advantage Plan Distributor (HAP)","Illinois",26,3,39,14,68
"2017-03-14T05:14:55.732+00:00","Vanilla","Health Evaluations & Nutrition Programs","Buying Product","2017-01-30T21:46:54.646+00:00","F","Yes","Formula 2 Multivitamin Complex","Lisa Jones","Bernadine Hoppe","51796","Customer","2017-08-16T13:48:37.043+00:00","STS HOM","2x/Month","Senior Consultant","Hawaii",25,5,40,62,87
"2017-03-14T06:00:23.189+00:00","Pumpkin Spice","Health Evaluations & Nutrition Programs","Buying Product","2016-09-24T00:34:43.036+00:00","F","No","Roasted Soy Nuts","John Smith","Leo McKenzie","56659","Customer","2017-07-29T09:48:12.108+00:00","STS","1x/Month","Presidents Team - 20k President","Texas",39,7,55,12,14
"2017-03-14T06:40:14.684+00:00","Cookies 'n Cream","The Social Revolution","Open Emails","2016-11-04T17:08:39.868+00:00","M","Yes","Total Control","Tim Carter","Kian Hamill","16945","Lead","2017-08-12T01:31:30.013+00:00","STS","1x/Month","Presidents Team - 50k President","Kansas",33,17,47,48,12
"2017-03-14T07:03:33.798+00:00","Cafe Latte","Meal Replacements","Website Visit","2016-07-31T16:23:00.847+00:00","M","No","Total Control","Lisa Jones","Maddison O'Conner","42528","Customer","2017-03-17T22:45:24.578+00:00","STS","1x/Month","Senior Consultant","North Dakota",22,22,30,56,34
"2017-03-14T07:15:15.225+00:00","Cookies 'n Cream","Advertising 101","Buying Product","2017-02-13T12:46:11.966+00:00","M","Yes","Total Control","Anne Frost","Izabella Johnston","87496","Customer","2017-03-12T19:49:38.762+00:00","Extravaganza","1x/Month","Herbalife Advantage Plan Distributor (HAP)","Wisconsin",57,5,44,40,52
"2017-03-14T07:21:54.718+00:00","Pumpkin Spice","Health Evaluations & Nutrition Programs","Buying Product","2016-07-12T20:40:24.203+00:00","F","No","Thermo Bond","Lisa Jones","Dario Pagac","16956","Lead","2017-08-17T02:12:24.553+00:00","STS HOM","1x/Month","Senior Consultant","South Carolina",19,10,26,42,18
"2017-03-14T07:31:48.356+00:00","Vanilla","Health Evaluations & Nutrition Programs","Website Visit","2016-09-19T14:10:12.712+00:00","M","No","Thermo Bond","Tim Carter","Miss Arely Hamill","93750","Lead","2017-07-17T08:48:55.636+00:00","Extravaganza","2x/Month","Presidents Team - 50k President","Massachusetts",40,0,26,77,13
"2017-03-14T07:48:23.175+00:00","Vanilla","Meal Replacements","Website Visit","2017-02-26T03:44:03.174+00:00","F","No","Male Factor 1000","Dawn Distributor","Gertrude Schinner","50630","Customer","2017-09-02T23:32:49.894+00:00","STS","2x/Month","Active World Team","Nevada",23,0,31,44,47
"2017-03-14T08:34:45.177+00:00","Cookies 'n Cream","Hosting a HOM","Open Emails","2015-11-05T18:28:35.820+00:00","M","Yes","Formula 2 Multivitamin Complex","Stephanie Curran","Geovanny Orn IV","26235-4711","Lead","2017-03-28T23:59:08.436+00:00","STS","1x/Month","Distributor","Indiana",42,8,47,47,42
"2017-03-14T09:14:04.948+00:00","Cafe Latte","Health Evaluations & Nutrition Programs","Website Visit","2017-04-08T09:45:08.041+00:00","M","Yes","Formula 2 Multivitamin Complex","Jim Albose","Miss Helga Connelly","54821-6633","Lead","2017-06-13T17:18:41.085+00:00","STS","3x/Month","Active Supervisor","Georgia",37,15,31,28,16
"2017-03-14T09:52:12.267+00:00","Vanilla","Meal Replacements","Open Emails","2016-10-27T01:54:06.392+00:00","F","Yes","Thermo Bond","Lauren Boyle","Merritt Renner V","26781-6868","Lead","2017-03-28T01:31:37.360+00:00","Leadership Development Weekend","3x/Month","Presidents Team - 30k President","Maryland",57,10,39,49,67
"2017-03-14T10:11:05.632+00:00","Cookies 'n Cream","Meal Replacements","Buying Product","2016-02-17T10:32:41.496+00:00","F","No","Thermo Bond","Jamie Wu","Mustafa Hermann","86599-5361","Lead","2017-06-25T11:26:51.493+00:00","STS HOM","3x/Month","Supervisor","Illinois",57,18,20,12,56
"2017-03-14T11:06:22.189+00:00","Chocolate","Meal Replacements","Buying Product","2016-11-24T00:24:34.401+00:00","F","No","Formula 2 Multivitamin Complex","Anne Frost","Caden Larson I","59554","Lead","2017-06-07T15:09:26.946+00:00","Leadership Development Weekend","2x/Month","Herbalife Advantage Plan Distributor (HAP)","Montana",18,6,44,48,80
"2017-03-14T11:42:48.653+00:00","Cookies 'n Cream","Advertising 101","Open Emails","2015-11-07T16:26:32.019+00:00","F","Yes","Herbal Aloe Concentrate","John Smith","Dr. Oren Smith","68828-1354","Lead","2017-03-20T00:17:42.064+00:00","Extravaganza","1x/Month","Presidents Team - 20k President","Nevada",30,9,32,37,90
"2017-03-14T12:24:09.045+00:00","Chocolate","Hosting a HOM","Open Emails","2016-07-26T15:37:06.917+00:00","M","No","Cell-U-Loss","Stephanie Curran","Dayana Dickens","15718","Customer","2017-09-03T13:45:20.365+00:00","STS HOM","1x/Month","Distributor","Oregon",25,20,35,66,35
"2017-03-14T12:45:04.345+00:00","Pumpkin Spice","Advertising 101","Open Emails","2015-10-29T19:13:05.777+00:00","M","Yes","Protien Bar Deluxe","Stephanie Curran","Alize Wehner","58932-0736","Lead","2017-07-10T07:51:59.939+00:00","Extravaganza","3x/Month","Distributor","Virginia",47,7,31,50,47
"2017-03-14T12:56:15.972+00:00","Vanilla","Health Evaluations & Nutrition Programs","Buying Product","2017-04-22T22:55:26.675+00:00","M","Yes","Herbal Aloe Powder","Lauren Boyle","Shemar Cruickshank DDS","30538","Customer","2017-05-06T10:18:41.340+00:00","STS","1x/Month","Presidents Team - 30k President","North Carolina",36,18,37,27,89
"2017-03-14T13:35:04.464+00:00","Vanilla","The Social Revolution","Website Visit","2016-04-14T01:16:12.328+00:00","M","Yes","Roasted Soy Nuts","Sherrie Hernandez","Lessie Kuhic Sr.","36397","Customer","2017-03-29T01:31:11.126+00:00","STS","3x/Month","Global Expansion Team","Maryland",62,3,35,40,91
"2017-03-14T13:44:37.642+00:00","Wild Berry and Pina Colada","Advertising 101","Open Emails","2015-12-09T02:19:54.004+00:00","M","Yes","Herbal Tea Concentrate","Stephanie Curran","Hershel Goldner","29154","Lead","2017-04-07T16:47:58.054+00:00","STS","1x/Month","Distributor","North Carolina",35,21,50,69,8
"2017-03-14T13:47:25.898+00:00","Vanilla","Meal Replacements","Buying Product","2016-03-18T06:21:23.138+00:00","M","No","Roasted Soy Nuts","James Chan","Albin Reichel","85593-4041","Lead","2017-03-15T03:32:34.358+00:00","Extravaganza","2x/Month","World Team","Nebraska",26,18,46,86,55
"2017-03-14T14:06:16.153+00:00","Cookies 'n Cream","Advertising 101","Buying Product","2015-12-01T02:55:07.687+00:00","M","No","Personalized Protein Powder","James Chan","Sydnie Cormier","38379-7862","Lead","2017-03-25T13:10:21.029+00:00","STS HOM","1x/Month","World Team","Kentucky",43,1,42,28,56
"2017-03-14T15:36:32.437+00:00","Wild Berry and Pina Colada","Hosting a HOM","Website Visit","2015-11-06T19:03:25.029+00:00","M","Yes","Protien Bar Deluxe","Dawn Distributor","Sunny Herzog","98305","Customer","2017-06-28T11:08:19.224+00:00","STS","3x/Month","Active World Team","Alaska",36,21,53,75,42
"2017-03-14T16:03:39.115+00:00","Wild Berry and Pina Colada","Hosting a HOM","Buying Product","2016-03-17T15:25:28.227+00:00","F","Yes","Herbal Aloe Powder","Jim Albose","Kendall O'Kon","62911","Customer","2017-06-28T06:20:58.703+00:00","Leadership Development Weekend","1x/Month","Active Supervisor","Maryland",47,21,29,47,20
"2017-03-14T17:31:06.977+00:00","Vanilla","Advertising 101","Buying Product","2015-10-29T18:43:55.207+00:00","M","No","Formula 2 Multivitamin Complex","Mary Johnson","Jasmin Connelly","11880-2650","Customer","2017-05-08T16:01:51.759+00:00","STS","3x/Month","Millionaire Team","Alaska",41,4,21,8,45
"2017-03-14T18:04:14.826+00:00","Chocolate","Advertising 101","Open Emails","2016-03-29T09:41:38.077+00:00","M","Yes","Male Factor 1000","Lauren Boyle","Tess Wintheiser","21183-4377","Lead","2017-04-13T00:43:42.120+00:00","Leadership Development Weekend","3x/Month","Presidents Team - 30k President","Florida",35,10,31,81,25
"2017-03-14T18:39:24.335+00:00","Pumpkin Spice","Hosting a HOM","Open Emails","2017-02-22T06:15:38.808+00:00","M","Yes","Total Control","Mark Metz","Vickie Rohan","48506","Customer","2017-08-19T03:51:35.029+00:00","STS","2x/Month","Success Builder","Virginia",58,16,43,33,79
"2017-03-14T20:25:33.335+00:00","Vanilla","Health Evaluations & Nutrition Programs","Website Visit","2017-01-30T01:48:40.847+00:00","F","Yes","Formula 1 Express Meal Bar","James Chan","Lenna Aufderhar","50368","Lead","2017-08-30T13:31:14.075+00:00","STS","1x/Month","World Team","Oregon",40,1,46,86,67
"2017-03-14T20:49:39.514+00:00","Chocolate","Advertising 101","Buying Product","2016-05-03T16:43:24.859+00:00","M","Yes","Formula 1 Healthy Meal Nutritional Shake Mix","John Smith","Clair Jacobi II","22433","Customer","2017-05-14T04:56:02.457+00:00","STS","1x/Month","Presidents Team - 20k President","Illinois",35,1,54,8,43
"2017-03-14T20:52:27.735+00:00","Cafe Latte","Health Evaluations & Nutrition Programs","Website Visit","2017-01-31T13:18:45.102+00:00","F","No","Herbal Aloe Concentrate","Lisa Jones","Jennings Brown","28474","Lead","2017-05-19T22:35:44.236+00:00","Extravaganza","1x/Month","Senior Consultant","Mississippi",26,6,35,37,79
"2017-03-14T21:37:17.604+00:00","Pumpkin Spice","Health Evaluations & Nutrition Programs","Buying Product","2016-12-02T19:45:57.150+00:00","M","Yes","Thermo Bond","Anne Frost","Miss Yazmin Hilll","64149","Customer","2017-07-09T19:22:08.593+00:00","Leadership Development Weekend","3x/Month","Herbalife Advantage Plan Distributor (HAP)","Maryland",24,18,49,46,24
"2017-03-14T21:42:38.488+00:00","Wild Berry and Pina Colada","Hosting a HOM","Website Visit","2016-10-29T17:39:19.019+00:00","F","Yes","Total Control","Tim Carter","Mrs. Zelma Harris","26050-1135","Customer","2017-08-19T15:28:27.852+00:00","Extravaganza","1x/Month","Presidents Team - 50k President","Michigan",44,3,29,32,85
"2017-03-14T21:51:52.245+00:00","Cookies 'n Cream","Advertising 101","Website Visit","2017-06-28T16:02:44.274+00:00","F","No","Formula 1 Express Meal Bar","Dawn Distributor","Derick Morissette MD","15150-9501","Customer","2017-04-08T09:12:39.476+00:00","Extravaganza","3x/Month","Active World Team","Texas",44,6,47,55,47
"2017-03-14T22:14:52.599+00:00","Vanilla","Meal Replacements","Buying Product","2016-08-13T10:24:09.742+00:00","M","No","Cell-U-Loss","Jamie Wu","Arvel Bruen","96899-6497","Customer","2017-05-03T16:47:30.359+00:00","Leadership Development Weekend","2x/Month","Supervisor","Nevada",60,19,50,61,8
"2017-03-14T22:18:05.064+00:00","Pumpkin Spice","Health Evaluations & Nutrition Programs","Website Visit","2016-04-15T11:38:26.413+00:00","M","Yes","Thermo Bond","John Smith","Junius Spinka","70210","Lead","2017-06-26T18:50:57.446+00:00","Leadership Development Weekend","2x/Month","Presidents Team - 20k President","California",42,9,42,53,23
"2017-03-14T22:49:05.371+00:00","Pumpkin Spice","Advertising 101","Website Visit","2016-10-05T22:17:26.141+00:00","M","No","Herbal Aloe Powder","Jim Albose","Cecil Kuhlman","67308-0086","Lead","2017-05-20T04:36:52.875+00:00","Leadership Development Weekend","1x/Month","Active Supervisor","California",50,1,45,26,70
"2017-03-14T23:10:43.034+00:00","Pumpkin Spice","Hosting a HOM","Website Visit","2015-12-31T13:37:38.589+00:00","M","No","Total Control","John Smith","Daphnee Rolfson","84098-4399","Lead","2017-06-25T06:19:10.971+00:00","STS","3x/Month","Presidents Team - 20k President","Connecticut",55,11,36,76,73
"2017-03-14T23:47:38.050+00:00","Pumpkin Spice","Advertising 101","Website Visit","2017-01-23T19:56:29.162+00:00","M","Yes","Cell-U-Loss","Sherrie Hernandez","Dr. Hailey Emard","83668","Lead","2017-04-30T17:29:32.613+00:00","Extravaganza","3x/Month","Global Expansion Team","Virginia",20,22,51,60,70
"2017-03-15T01:18:45.002+00:00","Chocolate","Advertising 101","Website Visit","2016-10-21T14:00:31.866+00:00","F","Yes","Herbal Aloe Powder","John Smith","Darien Yundt","79544","Customer","2017-03-26T06:23:53.110+00:00","Leadership Development Weekend","2x/Month","Presidents Team - 20k President","Virginia",52,6,42,46,65
