ACCOUNTID,ACCOUNTINVESTMENTOBJECTIVES,ACCOUNTLASTINTERACTION,ACCOUNTMARKETINGSEGMENT,ACCOUNTNAME,ACCOUNTSERVICEMODEL,CREATEDDATE,ID,PRIORITY,LastProcessedDate
0011U00000KuFXMQA3,Growth,2018-11-19,Retired,Quinn Cummings,Tier 1,2018-12-16,Case-2-0011U00000KuFXMQA3,Low,2020-05-25
0011U00000KuFXMQA3,Growth,2018-11-19,Retired,Quinn Cummings,Tier 1,2018-12-16,Case-3-0011U00000KuFXMQA3,High,2020-05-25
0011U00000KuFXPQA3,Income,2018-12-17,Retired,Erich Grimes,Tier 1,2018-12-14,Case-3-0011U00000KuFXPQA3,High,2020-05-25
0011U00000KuFXQQA3,Income,2018-11-23,Mass Market,Ebony Ramsey,Tier 3,2018-12-14,Case-1-0011U00000KuFXQQA3,Medium,2020-05-25
0011U00000KuFXRQA3,Growth,2018-11-26,Affluent Professionals,Sloane Holland,Tier 1,2018-12-15,Case-0-0011U00000KuFXRQA3,Low,2020-05-25
0011U00000KuFXRQA3,Growth,2018-11-26,Affluent Professionals,Sloane Holland,Tier 1,2018-12-15,Case-1-0011U00000KuFXRQA3,Medium,2020-05-25
0011U00000KuFXSQA3,Growth,2018-12-16,Affluent Professionals,Zeph Mcmahon,Tier 3,2018-12-13,Case-4-0011U00000KuFXSQA3,Medium,2020-05-25
0011U00000KuFXSQA3,Growth,2018-12-16,Affluent Professionals,Zeph Mcmahon,Tier 3,2018-12-11,Case-5-0011U00000KuFXSQA3,Medium,2020-05-25
0011U00000KuFXUQA3,Growth,2018-11-19,Millennials,Britanni Garcia,Tier 1,2018-12-11,Case-2-0011U00000KuFXUQA3,Medium,2020-05-25
0011U00000KuFXUQA3,Growth,2018-11-19,Millennials,Britanni Garcia,Tier 1,2018-12-11,Case-3-0011U00000KuFXUQA3,Medium,2020-05-25
0011U00000KuFXVQA3,Aggressive Growth,2018-11-28,Mass Market,Abel Sanchez,Tier 2,2018-12-16,Case-1-0011U00000KuFXVQA3,Medium,2020-05-25
0011U00000KuFXVQA3,Aggressive Growth,2018-11-28,Mass Market,Abel Sanchez,Tier 2,2018-12-15,Case-2-0011U00000KuFXVQA3,High,2020-05-25
0011U00000KuFXXQA3,Growth,2018-11-24,Mass Market,Brenda Graham,Tier 3,2018-12-11,Case-0-0011U00000KuFXXQA3,Medium,2020-05-25
0011U00000KuFXXQA3,Growth,2018-11-24,Mass Market,Brenda Graham,Tier 3,2018-12-15,Case-1-0011U00000KuFXXQA3,High,2020-05-25
0011U00000KuFXYQA3,Growth,2018-11-24,Mass Market,Elizabeth Avila,Tier 3,2018-12-11,Case-2-0011U00000KuFXYQA3,Low,2020-05-25
0011U00000KuFXYQA3,Growth,2018-11-24,Mass Market,Elizabeth Avila,Tier 3,2018-12-11,Case-3-0011U00000KuFXYQA3,High,2020-05-25
0011U00000KuFXZQA3,Aggressive Growth,2018-12-07,High Net Worth Families,Pamela Ayala,Tier 1,2018-12-16,Case-0-0011U00000KuFXZQA3,High,2020-05-25
0011U00000KuFXaQAN,Aggressive Growth,2018-11-19,Millennials,Lucius Fry,Tier 2,2018-12-13,Case-0-0011U00000KuFXaQAN,Medium,2020-05-25
0011U00000KuFXbQAN,Aggressive Growth,2018-11-26,Millennials,Kato Vega,Tier 1,2018-12-15,Case-0-0011U00000KuFXbQAN,Medium,2020-05-25
0011U00000KuFXcQAN,Income,2018-11-25,Mass Market,Travis Jacobson,Tier 3,2018-12-11,Case-3-0011U00000KuFXcQAN,Medium,2020-05-25
0011U00000KuFXcQAN,Income,2018-11-25,Mass Market,Travis Jacobson,Tier 3,2018-12-11,Case-4-0011U00000KuFXcQAN,Medium,2020-05-25
0011U00000KuFXdQAN,Income,2018-11-26,Mass Market,Penelope Solis,Tier 1,2018-12-11,Case-4-0011U00000KuFXdQAN,High,2020-05-25
0011U00000KuFXdQAN,Income,2018-11-26,Mass Market,Penelope Solis,Tier 1,2018-12-11,Case-5-0011U00000KuFXdQAN,High,2020-05-25
0011U00000KuFXgQAN,Balanced Growth,2018-11-09,Millennials,Palmer Macdonald,Tier 1,2018-12-14,Case-1-0011U00000KuFXgQAN,High,2020-05-25
0011U00000KuFXgQAN,Balanced Growth,2018-11-09,Millennials,Palmer Macdonald,Tier 1,2018-12-16,Case-2-0011U00000KuFXgQAN,Low,2020-05-25
0011U00000KuFXhQAN,Balanced Growth,2018-11-24,Retired,Brett Beard,Tier 1,2018-12-15,Case-4-0011U00000KuFXhQAN,Medium,2020-05-25
0011U00000KuFXjQAN,Aggressive Growth,2018-11-24,Mass Market,Dorian Newton,Tier 2,2018-12-16,Case-1-0011U00000KuFXjQAN,Medium,2020-05-25
0011U00000KuFXlQAN,Growth,2018-11-17,Mass Market,Wade Greer,Tier 3,2018-12-11,Case-3-0011U00000KuFXlQAN,Medium,2020-05-25
0011U00000KuFXlQAN,Growth,2018-11-17,Mass Market,Wade Greer,Tier 3,2018-12-14,Case-4-0011U00000KuFXlQAN,Medium,2020-05-25
0011U00000KuFXmQAN,Balanced Growth,2018-11-18,Mass Market,Ferris King,Tier 3,2018-12-11,Case-1-0011U00000KuFXmQAN,Medium,2020-05-25
0011U00000KuFXoQAN,Income,2018-11-07,High Net Worth Families,Meredith Lowe,Tier 1,2018-12-11,Case-0-0011U00000KuFXoQAN,Low,2020-05-25
0011U00000KuFXoQAN,Income,2018-11-07,High Net Worth Families,Meredith Lowe,Tier 1,2018-12-14,Case-1-0011U00000KuFXoQAN,Medium,2020-05-25
0011U00000KuFXrQAN,Aggressive Growth,2018-11-26,Mass Market,Priscilla Jimenez,Tier 2,2018-12-15,Case-4-0011U00000KuFXrQAN,Medium,2020-05-25
0011U00000KuFXrQAN,Aggressive Growth,2018-11-26,Mass Market,Priscilla Jimenez,Tier 2,2018-12-14,Case-5-0011U00000KuFXrQAN,Low,2020-05-25
0011U00000KuFXsQAN,Aggressive Growth,2018-11-24,Affluent Professionals,Harlan Mcgowan,Tier 3,2018-12-14,Case-1-0011U00000KuFXsQAN,High,2020-05-25
0011U00000KuFXuQAN,Aggressive Growth,2018-11-17,Mass Market,Marvin Garcia,Tier 1,2018-12-13,Case-1-0011U00000KuFXuQAN,Low,2020-05-25
0011U00000KuFXvQAN,Income,2018-11-24,High Net Worth Families,Odysseus Grimes,Tier 3,2018-12-15,Case-2-0011U00000KuFXvQAN,Medium,2020-05-25
0011U00000KuFXwQAN,Balanced Growth,2018-12-11,Retired,Genevieve Bauer,Tier 3,2018-12-11,Case-2-0011U00000KuFXwQAN,Medium,2020-05-25
0011U00000KuFXyQAN,Growth,2018-12-11,Millennials,Tatum Holt,Tier 3,2018-12-13,Case-1-0011U00000KuFXyQAN,Low,2020-05-25
0011U00000KuFXzQAN,Growth,2018-11-25,Millennials,Seth Frost,Tier 1,2018-12-12,Case-1-0011U00000KuFXzQAN,Medium,2020-05-25
0011U00000KuFY0QAN,Income,2018-11-25,Affluent Professionals,Orla Weeks,Tier 3,2018-12-11,Case-2-0011U00000KuFY0QAN,Medium,2020-05-25
0011U00000KuFY1QAN,Growth,2018-11-26,Mass Market,Yoko Marshall,Tier 1,2018-12-14,Case-2-0011U00000KuFY1QAN,High,2020-05-25
0011U00000KuFY4QAN,Aggressive Growth,2018-11-21,High Net Worth Families,Marny Ford,Tier 1,2018-12-16,Case-2-0011U00000KuFY4QAN,Low,2020-05-25
0011U00000KuFY6QAN,Growth,2018-11-20,Millennials,Angelica Herman,Tier 2,2018-12-14,Case-1-0011U00000KuFY6QAN,Medium,2020-05-25
0011U00000KuFYAQA3,Income,2018-12-14,Mass Market,Asher House,Tier 1,2018-12-13,Case-1-0011U00000KuFYAQA3,Medium,2020-05-25
0011U00000KuFYAQA3,Income,2018-12-14,Mass Market,Asher House,Tier 1,2018-12-13,Case-2-0011U00000KuFYAQA3,High,2020-05-25
0011U00000KuFYBQA3,Growth,2018-11-25,Affluent Professionals,Lynn Davidson,Tier 2,2018-12-12,Case-0-0011U00000KuFYBQA3,Low,2020-05-25
0011U00000KuFYBQA3,Growth,2018-11-25,Affluent Professionals,Lynn Davidson,Tier 2,2018-12-13,Case-1-0011U00000KuFYBQA3,Low,2020-05-25
0011U00000KuFYCQA3,Aggressive Growth,2018-11-15,Millennials,Evangeline Christian,Tier 2,2018-12-11,Case-2-0011U00000KuFYCQA3,High,2020-05-25
0011U00000KuFYCQA3,Aggressive Growth,2018-11-15,Millennials,Evangeline Christian,Tier 2,2018-12-13,Case-3-0011U00000KuFYCQA3,Medium,2020-05-25
0011U00000KuFYDQA3,Growth,2018-11-18,Affluent Professionals,Ulysses Hale,Tier 2,2018-12-11,Case-2-0011U00000KuFYDQA3,High,2020-05-25
0011U00000KuFYDQA3,Growth,2018-11-18,Affluent Professionals,Ulysses Hale,Tier 2,2018-12-14,Case-3-0011U00000KuFYDQA3,Low,2020-05-25
0011U00000KuFYHQA3,Aggressive Growth,2018-12-08,Millennials,Shelly Fowler,Tier 1,2018-12-14,Case-2-0011U00000KuFYHQA3,Medium,2020-05-25
0011U00000KuFYIQA3,Growth,2018-11-26,High Net Worth Families,Rigel Joyner,Tier 1,2018-12-11,Case-0-0011U00000KuFYIQA3,Medium,2020-05-25
0011U00000KuFYIQA3,Growth,2018-11-26,High Net Worth Families,Rigel Joyner,Tier 1,2018-12-12,Case-1-0011U00000KuFYIQA3,Low,2020-05-25
0011U00000KuFYKQA3,Aggressive Growth,2018-11-22,Millennials,Cathleen Mcconnell,Tier 1,2018-12-13,Case-0-0011U00000KuFYKQA3,Low,2020-05-25
0011U00000KuFYMQA3,Aggressive Growth,2018-11-21,Affluent Professionals,Ainsley Cotton,Tier 1,2018-12-16,Case-1-0011U00000KuFYMQA3,High,2020-05-25
0011U00000KuFYMQA3,Aggressive Growth,2018-11-21,Affluent Professionals,Ainsley Cotton,Tier 1,2018-12-12,Case-2-0011U00000KuFYMQA3,Medium,2020-05-25
0011U00000KuFYNQA3,Balanced Growth,2018-11-21,Affluent Professionals,Raphael Snider,Tier 3,2018-12-11,Case-2-0011U00000KuFYNQA3,Medium,2020-05-25
0011U00000KuFYOQA3,Income,2018-11-14,Millennials,Slade Lindsay,Tier 2,2018-12-16,Case-1-0011U00000KuFYOQA3,Medium,2020-05-25
0011U00000KuFYQQA3,Aggressive Growth,2018-11-26,Retired,Autumn Perry,Tier 1,2018-12-13,Case-2-0011U00000KuFYQQA3,Medium,2020-05-25
0011U00000KuFYTQA3,Balanced Growth,2018-12-16,Millennials,Stephen Pittman,Tier 2,2018-12-11,Case-2-0011U00000KuFYTQA3,Medium,2020-05-25
0011U00000KuFYUQA3,Balanced Growth,2018-11-22,High Net Worth Families,Inga Moss,Tier 1,2018-12-16,Case-2-0011U00000KuFYUQA3,Medium,2020-05-25
0011U00000KuFYVQA3,Income,2018-11-26,Affluent Professionals,Kirestin Ratliff,Tier 1,2018-12-12,Case-1-0011U00000KuFYVQA3,Medium,2020-05-25
0011U00000KuFYVQA3,Income,2018-11-26,Affluent Professionals,Kirestin Ratliff,Tier 1,2018-12-13,Case-2-0011U00000KuFYVQA3,High,2020-05-25
0011U00000KuFYXQA3,Balanced Growth,2018-11-25,Millennials,Tarik Mercer,Tier 3,2018-12-16,Case-2-0011U00000KuFYXQA3,Low,2020-05-25
0011U00000KuFYXQA3,Balanced Growth,2018-11-25,Millennials,Tarik Mercer,Tier 3,2018-12-16,Case-3-0011U00000KuFYXQA3,Medium,2020-05-25
0011U00000KuFYZQA3,Income,2018-12-16,Retired,Clementine Hughes,Tier 1,2018-12-13,Case-0-0011U00000KuFYZQA3,Medium,2020-05-25
0011U00000KuFYaQAN,Income,2018-11-23,Mass Market,Drake Branch,Tier 2,2018-12-12,Case-2-0011U00000KuFYaQAN,Medium,2020-05-25
0011U00000KuFYbQAN,Aggressive Growth,2018-10-28,Millennials,Penelope Briggs,Tier 3,2018-12-13,Case-1-0011U00000KuFYbQAN,High,2020-05-25
0011U00000KuFYkQAN,Balanced Growth,2018-12-13,Affluent Professionals,Harlan Noel,Tier 1,2018-12-13,Case-2-0011U00000KuFYkQAN,High,2020-05-25
0011U00000KuFYkQAN,Balanced Growth,2018-12-13,Affluent Professionals,Harlan Noel,Tier 1,2018-12-13,Case-3-0011U00000KuFYkQAN,Medium,2020-05-25
0011U00000KuFYnQAN,Balanced Growth,2018-11-21,Millennials,Kirestin Wilkins,Tier 1,2018-12-13,Case-0-0011U00000KuFYnQAN,Medium,2020-05-25
0011U00000KuFYnQAN,Balanced Growth,2018-11-21,Millennials,Kirestin Wilkins,Tier 1,2018-12-16,Case-1-0011U00000KuFYnQAN,Medium,2020-05-25
0011U00000KuFYoQAN,Income,2018-12-16,Affluent Professionals,Calvin Rutledge,Tier 3,2018-12-16,Case-0-0011U00000KuFYoQAN,High,2020-05-25
0011U00000Kcp1LQAR,Aggressive Growth,2018-11-19,Millennials,Neil Symonds,Tier 2,2018-12-16,Case-3-0011U00000Kcp1LQAR,Medium,2020-05-25
0011U00000Kcp1LQAR,Aggressive Growth,2018-11-19,Millennials,Neil Symonds,Tier 2,2018-12-14,Case-4-0011U00000Kcp1LQAR,Medium,2020-05-25
0011U00000KuFXkQAN,Aggressive Growth,2018-11-03,Affluent Professionals,Idola Le,Tier 2,2018-12-14,Case-1-0011U00000KuFXkQAN,Medium,2020-05-25
0011U00000KuFXkQAN,Aggressive Growth,2018-11-03,Affluent Professionals,Idola Le,Tier 2,2018-12-13,Case-2-0011U00000KuFXkQAN,Medium,2020-05-25
0011U00000KuFYcQAN,Aggressive Growth,2018-11-17,Retired,Basil Moran,Tier 3,2018-12-16,Case-1-0011U00000KuFYcQAN,Low,2020-05-25
0011U00000KuFYcQAN,Aggressive Growth,2018-11-17,Retired,Basil Moran,Tier 3,2018-12-12,Case-2-0011U00000KuFYcQAN,Medium,2020-05-25
0011U00000KuFYjQAN,Balanced Growth,2018-11-30,Affluent Professionals,Abraham Tyler,Tier 3,2018-12-16,Case-0-0011U00000KuFYjQAN,Low,2020-05-25
0011U00000KuFYlQAN,Income,2018-11-30,High Net Worth Families,Maryam Ramsey,Tier 3,2018-12-16,Case-1-0011U00000KuFYlQAN,Medium,2020-05-25
0011U00000KuFYlQAN,Income,2018-11-30,High Net Worth Families,Maryam Ramsey,Tier 3,2018-12-11,Case-2-0011U00000KuFYlQAN,Medium,2020-05-25
0011U00000Kcp1JQAR,Growth,2018-11-25,Millennials,Adams Charitable Trust,Tier 1,2018-12-18,Case-0-0011U00000Kcp1JQAR,Medium,2020-05-25
0011U00000Kcp1LQAR,Aggressive Growth,2018-11-19,Millennials,Neil Symonds,Tier 2,2018-12-23,Case-5-0011U00000Kcp1LQAR,Medium,2020-05-25
0011U00000Kcp1NQAR,Balanced Growth,2018-11-10,Millennials,Rachel Adams,Tier 2,2018-12-20,Case-2-0011U00000Kcp1NQAR,Medium,2020-05-25
0011U00000Kcp1NQAR,Balanced Growth,2018-11-10,Millennials,Rachel Adams,Tier 2,2018-12-19,Case-3-0011U00000Kcp1NQAR,Low,2020-05-25
0011U00000KuWpYQAV,Growth,2018-11-26,Affluent Professionals,Fredericka Mccullough,Tier 3,2018-12-21,Case-4-0011U00000KuWpYQAV,Low,2020-05-25
0011U00000KuFXHQA3,Income,2018-11-22,Affluent Professionals,Hedley Church,Tier 1,2018-12-23,Case-2-0011U00000KuFXHQA3,Medium,2020-05-25
0011U00000KuFXJQA3,Growth,2018-12-04,Mass Market,Zane Cervantes,Tier 1,2018-12-22,Case-4-0011U00000KuFXJQA3,High,2020-05-25
0011U00000KuFXLQA3,Aggressive Growth,2018-11-22,Mass Market,Akeem Head,Tier 3,2018-12-23,Case-1-0011U00000KuFXLQA3,Low,2020-05-25
0011U00000KuFXLQA3,Aggressive Growth,2018-11-22,Mass Market,Akeem Head,Tier 3,2018-12-21,Case-2-0011U00000KuFXLQA3,Medium,2020-05-25
0011U00000KuFXMQA3,Growth,2018-11-19,Retired,Quinn Cummings,Tier 1,2018-12-21,Case-4-0011U00000KuFXMQA3,Medium,2020-05-25
0011U00000KuFXMQA3,Growth,2018-11-19,Retired,Quinn Cummings,Tier 1,2018-12-20,Case-5-0011U00000KuFXMQA3,Medium,2020-05-25
0011U00000KuFXPQA3,Income,2018-12-17,Retired,Erich Grimes,Tier 1,2018-12-21,Case-4-0011U00000KuFXPQA3,Low,2020-05-25
0011U00000KuFXPQA3,Income,2018-12-17,Retired,Erich Grimes,Tier 1,2018-12-22,Case-5-0011U00000KuFXPQA3,Medium,2020-05-25
0011U00000KuFXTQA3,Aggressive Growth,2018-11-21,High Net Worth Families,Aquila Mejia,Tier 1,2018-12-22,Case-1-0011U00000KuFXTQA3,Medium,2020-05-25
0011U00000KuFXUQA3,Growth,2018-11-19,Millennials,Britanni Garcia,Tier 1,2018-12-21,Case-4-0011U00000KuFXUQA3,Medium,2020-05-25
0011U00000KuFXaQAN,Aggressive Growth,2018-11-19,Millennials,Lucius Fry,Tier 2,2018-12-23,Case-1-0011U00000KuFXaQAN,High,2020-05-25
0011U00000KuFXbQAN,Aggressive Growth,2018-11-26,Millennials,Kato Vega,Tier 1,2018-12-18,Case-1-0011U00000KuFXbQAN,Low,2020-05-25
0011U00000KuFXbQAN,Aggressive Growth,2018-11-26,Millennials,Kato Vega,Tier 1,2018-12-23,Case-2-0011U00000KuFXbQAN,Low,2020-05-25
0011U00000KuFXcQAN,Income,2018-11-25,Mass Market,Travis Jacobson,Tier 3,2018-12-19,Case-5-0011U00000KuFXcQAN,Low,2020-05-25
0011U00000KuFXeQAN,Income,2018-11-25,Affluent Professionals,Ramona Hamilton,Tier 3,2018-12-20,Case-0-0011U00000KuFXeQAN,High,2020-05-25
0011U00000KuFXeQAN,Income,2018-11-25,Affluent Professionals,Ramona Hamilton,Tier 3,2018-12-22,Case-1-0011U00000KuFXeQAN,High,2020-05-25
0011U00000KuFXgQAN,Balanced Growth,2018-11-09,Millennials,Palmer Macdonald,Tier 1,2018-12-19,Case-3-0011U00000KuFXgQAN,Medium,2020-05-25
0011U00000KuFXhQAN,Balanced Growth,2018-11-24,Retired,Brett Beard,Tier 1,2018-12-19,Case-5-0011U00000KuFXhQAN,Medium,2020-05-25
0011U00000KuFXhQAN,Balanced Growth,2018-11-24,Retired,Brett Beard,Tier 1,2018-12-21,Case-6-0011U00000KuFXhQAN,Medium,2020-05-25
0011U00000KuFXjQAN,Aggressive Growth,2018-11-24,Mass Market,Dorian Newton,Tier 2,2018-12-23,Case-2-0011U00000KuFXjQAN,Medium,2020-05-25
0011U00000KuFXjQAN,Aggressive Growth,2018-11-24,Mass Market,Dorian Newton,Tier 2,2018-12-20,Case-3-0011U00000KuFXjQAN,High,2020-05-25
0011U00000KuFXkQAN,Aggressive Growth,2018-11-03,Affluent Professionals,Idola Le,Tier 2,2018-12-21,Case-3-0011U00000KuFXkQAN,Medium,2020-05-25
0011U00000KuFXkQAN,Aggressive Growth,2018-11-03,Affluent Professionals,Idola Le,Tier 2,2018-12-19,Case-4-0011U00000KuFXkQAN,Medium,2020-05-25
0011U00000KuFXlQAN,Growth,2018-11-17,Mass Market,Wade Greer,Tier 3,2018-12-20,Case-5-0011U00000KuFXlQAN,Medium,2020-05-25
0011U00000KuFXmQAN,Balanced Growth,2018-11-18,Mass Market,Ferris King,Tier 3,2018-12-20,Case-2-0011U00000KuFXmQAN,High,2020-05-25
0011U00000KuFXpQAN,Income,2018-11-21,High Net Worth Families,Cooper Flowers,Tier 3,2018-12-20,Case-3-0011U00000KuFXpQAN,Medium,2020-05-25
0011U00000KuFXsQAN,Aggressive Growth,2018-11-24,Affluent Professionals,Harlan Mcgowan,Tier 3,2018-12-22,Case-2-0011U00000KuFXsQAN,Medium,2020-05-25
0011U00000KuFXsQAN,Aggressive Growth,2018-11-24,Affluent Professionals,Harlan Mcgowan,Tier 3,2018-12-21,Case-3-0011U00000KuFXsQAN,Medium,2020-05-25
0011U00000KuFXtQAN,Balanced Growth,2018-11-10,Millennials,Blaze Pennington,Tier 1,2018-12-18,Case-3-0011U00000KuFXtQAN,Medium,2020-05-25
0011U00000KuFXuQAN,Aggressive Growth,2018-11-17,Mass Market,Marvin Garcia,Tier 1,2018-12-20,Case-2-0011U00000KuFXuQAN,Medium,2020-05-25
0011U00000KuFXvQAN,Income,2018-11-24,High Net Worth Families,Odysseus Grimes,Tier 3,2018-12-20,Case-3-0011U00000KuFXvQAN,High,2020-05-25
0011U00000KuFXyQAN,Growth,2018-12-11,Millennials,Tatum Holt,Tier 3,2018-12-20,Case-2-0011U00000KuFXyQAN,Medium,2020-05-25
0011U00000KuFY7QAN,Income,2018-11-20,Mass Market,Brielle Lynn,Tier 2,2018-12-18,Case-3-0011U00000KuFY7QAN,Low,2020-05-25
0011U00000KuFYFQA3,Aggressive Growth,2018-11-26,Affluent Professionals,Chloe Knox,Tier 1,2018-12-19,Case-2-0011U00000KuFYFQA3,Medium,2020-05-25
0011U00000KuFYIQA3,Growth,2018-11-26,High Net Worth Families,Rigel Joyner,Tier 1,2018-12-18,Case-2-0011U00000KuFYIQA3,High,2020-05-25
0011U00000KuFYIQA3,Growth,2018-11-26,High Net Worth Families,Rigel Joyner,Tier 1,2018-12-21,Case-3-0011U00000KuFYIQA3,Low,2020-05-25
0011U00000KuFYLQA3,Income,2018-11-26,High Net Worth Families,Bell Solis,Tier 1,2018-12-20,Case-2-0011U00000KuFYLQA3,Medium,2020-05-25
0011U00000KuFYLQA3,Income,2018-11-26,High Net Worth Families,Bell Solis,Tier 1,2018-12-23,Case-3-0011U00000KuFYLQA3,Low,2020-05-25
0011U00000KuFYQQA3,Aggressive Growth,2018-11-26,Retired,Autumn Perry,Tier 1,2018-12-22,Case-3-0011U00000KuFYQQA3,Low,2020-05-25
0011U00000KuFYSQA3,Income,2018-11-23,Affluent Professionals,Nicole Savage,Tier 1,2018-12-19,Case-2-0011U00000KuFYSQA3,High,2020-05-25
0011U00000KuFYSQA3,Income,2018-11-23,Affluent Professionals,Nicole Savage,Tier 1,2018-12-21,Case-3-0011U00000KuFYSQA3,Low,2020-05-25
0011U00000KuFYUQA3,Balanced Growth,2018-11-22,High Net Worth Families,Inga Moss,Tier 1,2018-12-18,Case-3-0011U00000KuFYUQA3,High,2020-05-25
0011U00000KuFYVQA3,Income,2018-11-26,Affluent Professionals,Kirestin Ratliff,Tier 1,2018-12-21,Case-3-0011U00000KuFYVQA3,Medium,2020-05-25
0011U00000KuFYWQA3,Aggressive Growth,2018-11-26,High Net Worth Families,Brian Williamson,Tier 1,2018-12-19,Case-2-0011U00000KuFYWQA3,High,2020-05-25
0011U00000KuFYXQA3,Balanced Growth,2018-11-25,Millennials,Tarik Mercer,Tier 3,2018-12-22,Case-4-0011U00000KuFYXQA3,Medium,2020-05-25
0011U00000KuFYZQA3,Income,2018-12-16,Retired,Clementine Hughes,Tier 1,2018-12-21,Case-1-0011U00000KuFYZQA3,Low,2020-05-25
0011U00000KuFYaQAN,Income,2018-11-23,Mass Market,Drake Branch,Tier 2,2018-12-23,Case-3-0011U00000KuFYaQAN,High,2020-05-25
0011U00000KuFYaQAN,Income,2018-11-23,Mass Market,Drake Branch,Tier 2,2018-12-22,Case-4-0011U00000KuFYaQAN,Medium,2020-05-25
0011U00000KuFYbQAN,Aggressive Growth,2018-10-28,Millennials,Penelope Briggs,Tier 3,2018-12-21,Case-2-0011U00000KuFYbQAN,Medium,2020-05-25
0011U00000KuFYbQAN,Aggressive Growth,2018-10-28,Millennials,Penelope Briggs,Tier 3,2018-12-20,Case-3-0011U00000KuFYbQAN,Medium,2020-05-25
0011U00000KuFYfQAN,Aggressive Growth,2018-11-22,Mass Market,Raja Oneal,Tier 3,2018-12-18,Case-1-0011U00000KuFYfQAN,Medium,2020-05-25
0011U00000KuFYfQAN,Aggressive Growth,2018-11-22,Mass Market,Raja Oneal,Tier 3,2018-12-20,Case-2-0011U00000KuFYfQAN,Low,2020-05-25
0011U00000KuFYhQAN,Growth,2018-11-05,High Net Worth Families,Quon Holcomb,Tier 2,2018-12-20,Case-0-0011U00000KuFYhQAN,Medium,2020-05-25
0011U00000KuFYiQAN,Aggressive Growth,2018-11-13,Retired,Selma Dodson,Tier 2,2018-12-23,Case-2-0011U00000KuFYiQAN,Medium,2020-05-25
0011U00000KuFYiQAN,Aggressive Growth,2018-11-13,Retired,Selma Dodson,Tier 2,2018-12-23,Case-3-0011U00000KuFYiQAN,Medium,2020-05-25
0011U00000KuFYjQAN,Balanced Growth,2018-11-30,Affluent Professionals,Abraham Tyler,Tier 3,2018-12-22,Case-1-0011U00000KuFYjQAN,Low,2020-05-25
0011U00000KuFYjQAN,Balanced Growth,2018-11-30,Affluent Professionals,Abraham Tyler,Tier 3,2018-12-22,Case-2-0011U00000KuFYjQAN,High,2020-05-25
0011U00000KuFYkQAN,Balanced Growth,2018-12-13,Affluent Professionals,Harlan Noel,Tier 1,2018-12-19,Case-4-0011U00000KuFYkQAN,High,2020-05-25
0011U00000KuFYkQAN,Balanced Growth,2018-12-13,Affluent Professionals,Harlan Noel,Tier 1,2018-12-18,Case-5-0011U00000KuFYkQAN,Medium,2020-05-25
0011U00000KuFYnQAN,Balanced Growth,2018-11-21,Millennials,Kirestin Wilkins,Tier 1,2018-12-22,Case-2-0011U00000KuFYnQAN,Low,2020-05-25
0011U00000KuFYqQAN,Growth,2018-12-06,Retired,Abbot Gutierrez,Tier 1,2018-12-22,Case-0-0011U00000KuFYqQAN,High,2020-05-25
0011U00000KuFYqQAN,Growth,2018-12-06,Retired,Abbot Gutierrez,Tier 1,2018-12-20,Case-1-0011U00000KuFYqQAN,Medium,2020-05-25
0011U00000Kcp1MQAR,Growth,2018-11-21,Mass Market,Nigel Adams,Tier 2,2018-12-18,Case-2-0011U00000Kcp1MQAR,High,2020-05-25
0011U00000Kcp1MQAR,Growth,2018-11-21,Mass Market,Nigel Adams,Tier 2,2018-12-21,Case-3-0011U00000Kcp1MQAR,Medium,2020-05-25
0011U00000KuFXVQA3,Aggressive Growth,2018-11-28,Mass Market,Abel Sanchez,Tier 2,2018-12-20,Case-3-0011U00000KuFXVQA3,Medium,2020-05-25
0011U00000KuFXUQA3,Growth,2018-11-19,Millennials,Britanni Garcia,Tier 1,2018-12-25,Case-5-0011U00000KuFXUQA3,Medium,2020-05-25
0011U00000KuFXUQA3,Growth,2018-11-19,Millennials,Britanni Garcia,Tier 1,2018-12-26,Case-6-0011U00000KuFXUQA3,High,2020-05-25
0011U00000KuFXrQAN,Aggressive Growth,2018-11-26,Mass Market,Priscilla Jimenez,Tier 2,2018-12-27,Case-6-0011U00000KuFXrQAN,Low,2020-05-25
0011U00000KuFXrQAN,Aggressive Growth,2018-11-26,Mass Market,Priscilla Jimenez,Tier 2,2018-12-27,Case-7-0011U00000KuFXrQAN,Medium,2020-05-25
0011U00000KuFXsQAN,Aggressive Growth,2018-11-24,Affluent Professionals,Harlan Mcgowan,Tier 3,2018-12-25,Case-4-0011U00000KuFXsQAN,Medium,2020-05-25
0011U00000KuFXsQAN,Aggressive Growth,2018-11-24,Affluent Professionals,Harlan Mcgowan,Tier 3,2018-12-26,Case-5-0011U00000KuFXsQAN,High,2020-05-25
0011U00000KuFYiQAN,Aggressive Growth,2018-11-13,Retired,Selma Dodson,Tier 2,2018-12-25,Case-4-0011U00000KuFYiQAN,Low,2020-05-25
0011U00000KuFYiQAN,Aggressive Growth,2018-11-13,Retired,Selma Dodson,Tier 2,2018-12-30,Case-5-0011U00000KuFYiQAN,Low,2020-05-25
0011U00000KuFYTQA3,Balanced Growth,2018-12-16,Millennials,Stephen Pittman,Tier 2,2018-12-28,Case-3-0011U00000KuFYTQA3,Medium,2020-05-25
