"OWNERID","ACCOUNTRECORDTYPENAME","ACCOUNTTYPE","OWNERSTATE","ACTIVITYDATE","PRIORITY","ACCOUNTSERVICEMODEL","CREATEDDATE","OWNERCITY","STATUS","ACCOUNTOWNERNAME","RECORDTYPENAME","OWNERROLENAME","EVENTSUBTYPE","ACCOUNTID","OWNERSMALLPHOTOURL","ID","TYPE","ACCOUNTINVESTMENTOBJECTIVES","REGARDING","TASKSUBTYPE","ACCOUNTNAME","ACCOUNTINVESTMENTEXPERIENCE","LastProcessedDate","ACCOUNTMARKETINGSEGMENT","OWNERNAME","SUBJECT","OWNEREMAIL","ACCOUNTAUM"
"0051U000005L6eJQAS","Individual","Customer","FL","2018-12-17","Normal","Tier 3","2019-01-14","Florida","Not Started","Brenda Banker","Advisor Task","Manager","Event","0011U00000KuFXfQAN","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","Activity-1-0011U00000KuFXfQAN","Call","Aggressive Growth","Service","Call","Xanthus Wilkins","Moderately Experienced","2020-05-25","Retired","Chelsea Advisor","Call Xanthus Wilkins","ryan.dobson@example.com",646662
"0051U000005L4E9QAK","Person Account","Customer","CA","2019-01-07","Normal","Tier 1","2019-01-14","San Francisco","Open","Allen Advisor","Advisor Task","Manager","Event","0011U00000KuFXhQAN","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","Activity-0-0011U00000KuFXhQAN","Other","Balanced Growth","Onboarding","Task","Brett Beard","Experienced","2020-05-25","Retired","Brenda Banker","Sync Up","sunil.dixit@example.com",574155
"0051U000005JQyrQAG","Person Account","Customer","IL","2019-01-07","Event","Tier 2","2019-01-14","Chicago","Event","Brenda Banker","Advisor Event","Manager","Call","0011U00000KuFXjQAN","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","Activity-1-0011U00000KuFXjQAN","Call","Aggressive Growth","Prospecting","Event","Dorian Newton","Inexperienced","2020-05-25","Mass Market","Allen Advisor","Call Dorian Newton","allen.advisor@example.com",325153
"0051U000005JQyrQAG","Person Account","Customer","IL","2018-12-27","Event","Tier 2","2019-01-14","Chicago","Event","Allen Advisor","Advisor Event","Manager","Event","0011U00000KuFXkQAN","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","Activity-1-0011U00000KuFXkQAN","Email","Aggressive Growth","Client Retention","Event","Idola Le","Inexperienced","2020-05-25","Affluent Professionals","Allen Advisor","Evaluate Refinancing Loan","allen.advisor@example.com",704333
"0051U000005JQyrQAG","Household","Customer","IL","2019-01-02","High","Tier 3","2019-01-14","Chicago","Open","Brenda Banker","Advisor Task","Manager","Event","0011U00000KuFXmQAN","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","Activity-0-0011U00000KuFXmQAN","Email","Balanced Growth","Service","Task","Ferris King","Inexperienced","2020-05-25","Mass Market","Allen Advisor","Lunch Meeting","allen.advisor@example.com",377693
"0051U000005L6eJQAS","Person Account","Customer","FL","2018-12-26","High","Tier 1","2019-01-14","Florida","Open","Allen Advisor","Advisor Task","Manager","Event","0011U00000KuFXoQAN","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","Activity-1-0011U00000KuFXoQAN","Call","Income","Client Retention","Call","Meredith Lowe","Inexperienced","2020-05-25","High Net Worth Families","Chelsea Advisor","Call Meredith Lowe","ryan.dobson@example.com",298059
"0051U000005JQyrQAG","Person Account","Customer","IL","2018-12-17","Normal","Tier 3","2019-01-14","Chicago","Not Started","Allen Advisor","Advisor Task","Manager","Event","0011U00000KuFXpQAN","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","Activity-1-0011U00000KuFXpQAN","Meeting","Income","Onboarding","Task","Cooper Flowers","Inexperienced","2020-05-25","High Net Worth Families","Allen Advisor","Sync Up","allen.advisor@example.com",714451
"0051U000005L6eJQAS","Person Account","Customer","FL","2018-12-26","Event","Tier 3","2019-01-14","Florida","Event","Allen Advisor","Advisor Event","Manager","Event","0011U00000KuFXsQAN","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","Activity-1-0011U00000KuFXsQAN","Meeting","Aggressive Growth","Onboarding","Event","Harlan Mcgowan","Moderately Inexperienced","2020-05-25","Affluent Professionals","Chelsea Advisor","Sync Up","ryan.dobson@example.com",405719
"0051U000005L4E9QAK","Person Account","Customer","CA","2019-01-13","High","Tier 1","2019-01-14","San Francisco","Open","Allen Advisor","Advisor Task","Manager","Event","0011U00000KuFXtQAN","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","Activity-0-0011U00000KuFXtQAN","Email","Balanced Growth","Service","Task","Blaze Pennington","Experienced","2020-05-25","Millennials","Brenda Banker","Summit","sunil.dixit@example.com",533538
"0051U000005L6eJQAS","Person Account","Customer","FL","2019-01-12","Event","Tier 3","2019-01-14","Florida","Event","Allen Advisor","Advisor Event","Manager","Call","0011U00000KuFXvQAN","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","Activity-0-0011U00000KuFXvQAN","Call","Income","Prospecting","Event","Odysseus Grimes","Moderately Inexperienced","2020-05-25","High Net Worth Families","Chelsea Advisor","Call Odysseus Grimes","ryan.dobson@example.com",576789
"0051U000005L6eJQAS","Individual","Customer","FL","2019-01-02","Normal","Tier 3","2019-01-14","Florida","Completed","Brenda Banker","Advisor Task","Manager","Event","0011U00000KuFXwQAN","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","Activity-1-0011U00000KuFXwQAN","Other","Balanced Growth","Client Retention","Task","Genevieve Bauer","Moderately Inexperienced","2020-05-25","Retired","Chelsea Advisor","Summit","ryan.dobson@example.com",338874
"0051U000005L4E9QAK","Household","Customer","CA","2018-12-23","Event","Tier 3","2019-01-14","San Francisco","Event","Allen Advisor","Advisor Event","Manager","Event","0011U00000KuFXyQAN","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","Activity-0-0011U00000KuFXyQAN","Email","Growth","Service","Event","Tatum Holt","Moderately Inexperienced","2020-05-25","Millennials","Brenda Banker","Summit","sunil.dixit@example.com",696705
"0051U000005L6eJQAS","Household","Customer","FL","2018-12-30","Event","Tier 1","2019-01-14","Florida","Event","Chelsea Advisor","Advisor Event","Manager","Event","0011U00000KuFXzQAN","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","Activity-0-0011U00000KuFXzQAN","Meeting","Growth","Service","Event","Seth Frost","Experienced","2020-05-25","Millennials","Chelsea Advisor","Summit","ryan.dobson@example.com",406487
"0051U000005JQyrQAG","Individual","Customer","IL","2018-12-28","Event","Tier 1","2019-01-14","Chicago","Event","Brenda Banker","Advisor Event","Manager","Event","0011U00000KuFY1QAN","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","Activity-1-0011U00000KuFY1QAN","Meeting","Growth","Prospecting","Event","Yoko Marshall","Inexperienced","2020-05-25","Mass Market","Allen Advisor","Summit","allen.advisor@example.com",464622
"0051U000005JQyrQAG","Person Account","Customer","IL","2018-12-19","High","Tier 2","2019-01-14","Chicago","Not Started","Brenda Banker","Advisor Task","Manager","Event","0011U00000KuFY3QAN","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","Activity-1-0011U00000KuFY3QAN","Other","Aggressive Growth","Service","Task","Amos May","Experienced","2020-05-25","High Net Worth Families","Allen Advisor","Summit","allen.advisor@example.com",774274
"0051U000005KhW6QAK","Person Account","Customer","NY","2019-01-13","Event","Tier 1","2019-01-14","New York","Event","Allen Advisor","Advisor Event","Manager","Event","0011U00000KuFY4QAN","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T","Activity-0-0011U00000KuFY4QAN","Email","Aggressive Growth","Prospecting","Event","Marny Ford","Moderately Inexperienced","2020-05-25","High Net Worth Families","Mark Garet","Discussion","mark.garet@example.com",758548
"0051U000005JQyrQAG","Household","Customer","IL","2019-01-02","Normal","Tier 3","2019-01-14","Chicago","Open","Chelsea Advisor","Advisor Task","Manager","Event","0011U00000KuFY5QAN","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","Activity-0-0011U00000KuFY5QAN","Other","Aggressive Growth","Prospecting","Task","Declan Leblanc","Moderately Inexperienced","2020-05-25","Millennials","Allen Advisor","Sync Up","allen.advisor@example.com",62749
"0051U000005JQyrQAG","Person Account","Customer","IL","2019-01-05","High","Tier 2","2019-01-14","Chicago","Open","Mark Garet","Advisor Task","Manager","Event","0011U00000KuFY7QAN","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","Activity-0-0011U00000KuFY7QAN","Call","Income","Prospecting","Call","Brielle Lynn","Moderately Inexperienced","2020-05-25","Mass Market","Allen Advisor","Call Brielle Lynn","allen.advisor@example.com",357474
"0051U000005KhW6QAK","Individual","Customer","NY","2019-01-12","Event","Tier 2","2019-01-14","New York","Event","Allen Advisor","Advisor Event","Manager","Event","0011U00000KuFY8QAN","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T","Activity-0-0011U00000KuFY8QAN","Meeting","Income","Client Retention","Event","Ava Bean","Moderately Inexperienced","2020-05-25","Retired","Mark Garet","Quarterly Earnings Summary","mark.garet@example.com",0
"0051U000005JQyrQAG","Person Account","Customer","IL","2018-12-20","Event","Tier 1","2019-01-14","Chicago","Event","Brenda Banker","Advisor Event","Manager","Call","0011U00000KuFY9QAN","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","Activity-0-0011U00000KuFY9QAN","Call","Income","Onboarding","Event","Ruby Vargas","Moderately Inexperienced","2020-05-25","High Net Worth Families","Allen Advisor","Call Ruby Vargas","allen.advisor@example.com",572655
"0051U000005JQyrQAG","Person Account","Customer","IL","2019-01-12","Event","Tier 1","2019-01-14","Chicago","Event","Allen Advisor","Advisor Event","Manager","Event","0011U00000KuFYAQA3","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","Activity-0-0011U00000KuFYAQA3","Other","Income","Prospecting","Event","Asher House","Experienced","2020-05-25","Mass Market","Allen Advisor","Sync Up","allen.advisor@example.com",108685
"0051U000005L6eJQAS","Household","Customer","FL","2019-01-01","Event","Tier 2","2019-01-14","Florida","Event","Allen Advisor","Advisor Event","Manager","Event","0011U00000KuFYBQA3","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","Activity-0-0011U00000KuFYBQA3","Email","Growth","Service","Event","Lynn Davidson","Moderately Inexperienced","2020-05-25","Affluent Professionals","Chelsea Advisor","Sync Up","ryan.dobson@example.com",515807
"0051U000005L4E9QAK","Household","Customer","CA","2019-01-09","Normal","Tier 2","2019-01-14","San Francisco","Completed","Allen Advisor","Advisor Task","Manager","Event","0011U00000KuFYCQA3","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","Activity-0-0011U00000KuFYCQA3","Call","Aggressive Growth","Service","Call","Evangeline Christian","Inexperienced","2020-05-25","Millennials","Brenda Banker","Call Evangeline Christian","sunil.dixit@example.com",294537
"0051U000005JQyrQAG","Individual","Customer","IL","2019-01-03","Event","Tier 1","2019-01-14","Chicago","Event","Mark Garet","Advisor Event","Manager","Event","0011U00000KuFYEQA3","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","Activity-0-0011U00000KuFYEQA3","Meeting","Income","Prospecting","Event","Reuben Roman","Moderately Inexperienced","2020-05-25","Retired","Allen Advisor","Lunch Meeting","allen.advisor@example.com",300776
"0051U000005JQyrQAG","Person Account","Customer","IL","2018-12-25","Event","Tier 1","2019-01-14","Chicago","Event","Allen Advisor","Advisor Event","Manager","Event","0011U00000KuFYFQA3","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","Activity-1-0011U00000KuFYFQA3","Other","Aggressive Growth","Onboarding","Event","Chloe Knox","Experienced","2020-05-25","Affluent Professionals","Allen Advisor","Quarterly Earnings Summary","allen.advisor@example.com",328607
"0051U000005JQyrQAG","Person Account","Customer","IL","2018-12-28","High","Tier 1","2019-01-14","Chicago","Completed","Mark Garet","Advisor Task","Manager","Event","0011U00000KuFYHQA3","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","Activity-1-0011U00000KuFYHQA3","Email","Aggressive Growth","Client Retention","Task","Shelly Fowler","Inexperienced","2020-05-25","Millennials","Allen Advisor","Discussion","allen.advisor@example.com",66171
"0051U000005L6eJQAS","Individual","Customer","FL","2019-01-02","Event","Tier 3","2019-01-14","Florida","Event","Chelsea Advisor","Advisor Event","Manager","Event","0011U00000KuFYNQA3","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","Activity-0-0011U00000KuFYNQA3","Meeting","Balanced Growth","Prospecting","Event","Raphael Snider","Inexperienced","2020-05-25","Affluent Professionals","Chelsea Advisor","Discussion","ryan.dobson@example.com",700098
"0051U000005JQyrQAG","Individual","Customer","IL","2019-01-07","High","Tier 1","2019-01-14","Chicago","Completed","Allen Advisor","Advisor Task","Manager","Event","0011U00000KuFYQQA3","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","Activity-0-0011U00000KuFYQQA3","Email","Aggressive Growth","Prospecting","Task","Autumn Perry","Moderately Experienced","2020-05-25","Retired","Allen Advisor","Sync Up","allen.advisor@example.com",462840
"0051U000005JQyrQAG","Individual","Customer","IL","2019-01-11","High","Tier 1","2019-01-14","Chicago","Open","Chelsea Advisor","Advisor Task","Manager","Event","0011U00000KuFYSQA3","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","Activity-1-0011U00000KuFYSQA3","Other","Income","Onboarding","Task","Nicole Savage","Moderately Experienced","2020-05-25","Affluent Professionals","Allen Advisor","Discussion","allen.advisor@example.com",396855
"0051U000005JQyrQAG","Household","Customer","IL","2018-12-16","Event","Tier 1","2019-01-14","Chicago","Event","Allen Advisor","Advisor Event","Manager","Event","0011U00000KuFYUQA3","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","Activity-0-0011U00000KuFYUQA3","Meeting","Balanced Growth","Client Retention","Event","Inga Moss","Inexperienced","2020-05-25","High Net Worth Families","Allen Advisor","Evaluate Refinancing Loan","allen.advisor@example.com",389095
"0051U000005L6eJQAS","Person Account","Customer","FL","2019-01-07","Event","Tier 1","2019-01-14","Florida","Event","Allen Advisor","Advisor Event","Manager","Call","0011U00000KuFYVQA3","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","Activity-0-0011U00000KuFYVQA3","Call","Income","Service","Event","Kirestin Ratliff","Moderately Experienced","2020-05-25","Affluent Professionals","Chelsea Advisor","Call Kirestin Ratliff","ryan.dobson@example.com",295567
"0051U000005JQyrQAG","Person Account","Customer","IL","2018-12-24","Event","Tier 1","2019-01-14","Chicago","Event","Allen Advisor","Advisor Event","Manager","Call","0011U00000KuFYWQA3","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","Activity-1-0011U00000KuFYWQA3","Call","Aggressive Growth","Onboarding","Event","Brian Williamson","Moderately Inexperienced","2020-05-25","High Net Worth Families","Allen Advisor","Call Brian Williamson","allen.advisor@example.com",577441
"0051U000005JQyrQAG","Individual","Customer","IL","2018-12-27","Event","Tier 2","2019-01-14","Chicago","Event","Brenda Banker","Advisor Event","Manager","Event","0011U00000KuFYaQAN","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","Activity-1-0011U00000KuFYaQAN","Email","Income","Service","Event","Drake Branch","Moderately Inexperienced","2020-05-25","Mass Market","Allen Advisor","Sync Up","allen.advisor@example.com",53317
"0051U000005L6eJQAS","Person Account","Customer","FL","2018-12-19","Event","Tier 3","2019-01-14","Florida","Event","Allen Advisor","Advisor Event","Manager","Call","0011U00000KuFYbQAN","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","Activity-1-0011U00000KuFYbQAN","Call","Aggressive Growth","Service","Event","Penelope Briggs","Experienced","2020-05-25","Millennials","Chelsea Advisor","Call Penelope Briggs","ryan.dobson@example.com",334266
"0051U000005JQyrQAG","Individual","Customer","IL","2018-12-22","Event","Tier 3","2019-01-14","Chicago","Event","Allen Advisor","Advisor Event","Manager","Call","0011U00000KuFYcQAN","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","Activity-0-0011U00000KuFYcQAN","Call","Aggressive Growth","Prospecting","Event","Basil Moran","Inexperienced","2020-05-25","Retired","Allen Advisor","Call Basil Moran","allen.advisor@example.com",563603
"0051U000005L4E9QAK","Individual","Customer","CA","2018-12-31","Event","Tier 3","2019-01-14","San Francisco","Event","Mark Garet","Advisor Event","Manager","Call","0011U00000KuFYfQAN","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","Activity-0-0011U00000KuFYfQAN","Call","Aggressive Growth","Service","Event","Raja Oneal","Moderately Experienced","2020-05-25","Mass Market","Brenda Banker","Call Raja Oneal","sunil.dixit@example.com",559116
"0051U000005JQyrQAG","Household","Customer","IL","2018-12-22","Normal","Tier 2","2019-01-14","Chicago","Completed","Allen Advisor","Advisor Task","Manager","Event","0011U00000KuFYhQAN","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","Activity-0-0011U00000KuFYhQAN","Other","Growth","Client Retention","Task","Quon Holcomb","Moderately Inexperienced","2020-05-25","High Net Worth Families","Allen Advisor","Summit","allen.advisor@example.com",55807
