"OWNERID","PRIMARYCONTACTGENDER","ACCOUNTNUMBER","OWNERSTATE","RISKTOLERANCE","INVESTMENTOBJECTIVES","AUMBUCKET","RELATIONSHIPSTARTDATE","RECORDTYPENAME","OWNERROLENAME","OWNERSMALLPHOTOURL","ID","HOUSEHOLDCOMPUTED","REVIEWFREQUENCY","BILLINGSTATE","CLIENTCATEGORYCUSTOM","NEXTREVIEW","OWNERNAME","NAME","LEADORCONTACTID","NETWORTHBUCKET","OWNEREMAIL","ROLLUPHOUSEHOLDNAME","AGEBUCKET","PHONE","SERVICEMODEL","FINANCIALINTERESTS","CREATEDDATE","OWNERCITY","MARKETINGSEGMENT","SAMPLEACCOUNT","INVESTMENTEXPERIENCE","LastProcessedDate","LASTINTERACTION","PRIMARYCONTACTEMAIL","BILLINGPOSTALCODE","CLIENTCATEGORY","LASTREVIEW","BILLINGCOUNTRY","YEARSSINCECLIENTBUCKET","CUSTOMERSEGMENT","HOUSEHOLDSIZETEXT","TOTALHELDFINACCTSPRIMARYOWNER","AUA","HOUSEHOLDSIZE","AUM","YEARSSINCECLIENT","TOTALAUMPRIMARYOWNER","TOTALHELDFINACCTSJOINTOWNER","PRIMARYCONTACTAGE","WALLETSHARE","HELDAWAY","DAYSSINCELASTINTERACTION","TOTALAUMJOINTOWNER","TOTALFINACCTSJOINTOWNER","TOTALNUMBEROFFINACCOUNTSPRIMARYOWNER","PRIMARYCONTACTANNUALINCOME","TOTALFINANCIALACCOUNTS","TOTALFINACCTSPRIMARYOWNER","NETWORTH"
"0051U000005JQyrQAG","Male","230","IL","Aggresive","Aggressive Growth","1. Less than 500K","2017-09-22","Person Account","Manager","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","0011U00000KuFaoQAF",,"Quarterly","NJ","2 - Gold","2019-10-27","Allen Advisor","Calvin Morris","0011U00000KulRbQAJ","2. Between 500K and 2M","allen.advisor@example.com",,"3. 30-49","486-685-4896","Tier 2","Technology","2019-09-30","Chicago","Affluent Professionals","false","Moderately Inexperienced","2020-05-25","2019-09-29","user-230@fsc-demo.com","8219","Gold","2019-09-25","USA","2. Between 1 and 3 years","Mass Affluent","0",348809,348809,0,244537,2,244537,0,32,0.59,348809,239,0,0,4,236793,593346,593346,593346
"0051U000005KhW6QAK","Female","231","NY","None","Balanced Growth","1. Less than 500K","2010-06-01","Household","Manager","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T","0011U00000KuFapQAF","Georgia Chambers","Monthly","PA","1 - Platinum","2019-10-20","Mark Garet","Georgia Chambers","0011U00000KulRbQAJ","1. Less than 500K","mark.garet@example.com","Georgia Chambers","3. 30-49","301-366-4359","Tier 2","Energy","2019-09-30","New York","Affluent Professionals","false","Moderately Experienced","2020-05-25","2019-09-22","user-231@fsc-demo.com","15611","Platinum","2019-09-14","USA","4. Between 5 and 10 Years","Mass Affluent","3",169230,169230,3,241903,9,241903,0,33,0.41,169230,246,0,0,2,168106,411133,411133,411133
"0051U000005L4E9QAK","Male","232","CA","None","Income","1. Less than 500K","2018-08-16","Household","Manager","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","0011U00000KuFaqQAF","Tara Gould","Monthly","TX","2 - Gold","2019-10-21","Brenda Banker","Tara Gould","0011U00000KulRbQAJ","1. Less than 500K","sunil.dixit@example.com","Tara Gould","5. > 69","351-388-9902","Tier 2","Energy","2019-09-30","San Francisco","Mass Market","false","Experienced","2020-05-25","2019-09-17","user-232@fsc-demo.com","75410","Gold","2019-09-16","USA","2. Between 1 and 3 years","Mass Affluent","4",174938,174938,4,210488,1,210488,0,71,0.45,174938,251,0,0,2,140663,385426,385426,385426
"0051U000005JQyrQAG","Female","233","IL","None","Aggressive Growth","1. Less than 500K","2014-04-05","Household","Manager","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","0011U00000KuFarQAF","Courtney Sweet","Quarterly","CA","1 - Platinum","2020-04-28","Allen Advisor","Courtney Sweet","0011U00000KulRbQAJ","1. Less than 500K","allen.advisor@example.com","Courtney Sweet","4. 50-69","316-622-9567","Tier 1","College Planning","2019-10-07","Chicago","Millennials","false","Moderately Experienced","2020-05-25","2020-03-31","user-233@fsc-demo.com","96110","Platinum","2020-03-20","USA","4. Between 5 and 10 Years","Mass Affluent","4",162155,162155,4,175279,5,175279,0,57,0.48,162155,55,0,0,3,121729,337434,337434,337434
"0051U000005JQyrQAG","Male","234","IL","None","Aggressive Growth","1. Less than 500K","2012-09-17","Household","Manager","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","0011U00000KuFasQAF","Kim Payne","Quarterly","MI","1 - Platinum","2019-10-30","Allen Advisor","Kim Payne","0011U00000KulRbQAJ","2. Between 500K and 2M","allen.advisor@example.com","Kim Payne","2. 18-29","337-657-6300","Tier 1","Energy","2019-10-07","Chicago","Affluent Professionals","false","Experienced","2020-05-25","2019-10-06","user-234@fsc-demo.com","48002","Platinum","2019-10-06","USA","4. Between 5 and 10 Years","Mass Affluent","4",222631,222631,4,334033,7,334033,0,29,0.4,222631,232,0,0,4,214370,556664,556664,556664
"0051U000005JQyrQAG","Male","235","IL","Conservative","Income","1. Less than 500K","2017-02-01","Person Account","Manager","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","0011U00000KuFatQAF",,"Annually","TX","1 - Platinum","2019-10-27","Allen Advisor","Lance Tucker","0011U00000KulRbQAJ","2. Between 500K and 2M","allen.advisor@example.com",,"4. 50-69","444-224-9630","Tier 3","College Planning","2019-10-07","Chicago","Retired","false","Experienced","2020-05-25","2019-09-18","user-235@fsc-demo.com","75550","Platinum","2019-09-09","USA","2. Between 1 and 3 years","Mass Affluent","0",176625,176625,0,364205,2,364205,0,61,0.33,176625,250,0,0,4,164110,540830,540830,540830
"0051U000005L4E9QAK","Female","236","CA","None","Balanced Growth","1. Less than 500K","2013-04-25","Person Account","Manager","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","0011U00000KuFauQAF",,"Quarterly","CA","2 - Gold","2019-11-06","Brenda Banker","Cade Morse","0011U00000KulRbQAJ","2. Between 500K and 2M","sunil.dixit@example.com",,"3. 30-49","401-191-7261","Tier 2","Municipal Bonds","2019-10-07","San Francisco","Retired","false","Experienced","2020-05-25","2019-10-05","user-236@fsc-demo.com","96109","Gold","2019-09-13","USA","4. Between 5 and 10 Years","Mass Affluent","0",211972,211972,0,434690,6,434690,0,40,0.33,211972,233,0,0,3,185894,646662,646662,646662
"0051U000005JQyrQAG","Male","237","IL","Aggresive","Aggressive Growth","1. Less than 500K","2016-08-28","Individual","Manager","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","0011U00000KuFavQAF",,"Annually","NJ","3 - Silver","2020-06-13","Allen Advisor","Cyrus Valencia","0011U00000KulRbQAJ","2. Between 500K and 2M","allen.advisor@example.com",,"2. 18-29","465-427-9142","Tier 2","College Planning","2019-10-07","Chicago","Millennials","false","Experienced","2020-05-25","2020-05-23","user-237@fsc-demo.com","8035","Silver","2020-05-10","USA","3. Between 3 and 5 years","Long Term Growth","0",498089,498089,0,115794,3,115794,0,25,0.81,498089,2,0,0,4,206692,613883,613883,613883
"0051U000005L6eJQAS","Female","238","FL","Conservative","Balanced Growth","1. Less than 500K","2012-08-07","Individual","Manager","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","0011U00000KuFawQAF",,"Monthly","FL","2 - Gold","2019-11-09","Chelsea Advisor","Louis Mcneil","0011U00000KulRbQAJ","1. Less than 500K","ryan.dobson@example.com",,"4. 50-69","403-124-6943","Tier 3","College Planning","2019-10-14","Florida","Mass Market","false","Moderately Inexperienced","2020-05-25","2019-10-07","user-238@fsc-demo.com","32617","Gold","2019-10-04","USA","4. Between 5 and 10 Years","Long Term Growth","0",180360,180360,0,176416,7,176416,0,53,0.51,180360,231,0,0,3,172936,356776,356776,356776
"0051U000005KhW6QAK","Male","239","NY","Conservative","Aggressive Growth","2. Between 500K and 2M","2013-03-22","Person Account","Manager","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T","0011U00000KuFaxQAF",,"Annually","IL","2 - Gold","2019-11-11","Mark Garet","Idola Osborne","0011U00000KulRbQAJ","2. Between 500K and 2M","mark.garet@example.com",,"4. 50-69","553-315-1124","Tier 1","College Planning","2019-10-14","New York","High Net Worth Families","false","Moderately Inexperienced","2020-05-25","2019-09-21","user-239@fsc-demo.com","61238","Gold","2019-09-20","USA","4. Between 5 and 10 Years","Long Term Growth","0",577650.29,577650.29,0,689954,6,689954,0,67,0.46,577650.29,247,0,0,5,245707,1267604.29,1267604.29,1267604.29
"0051U000005JQyrQAG","Female","240","IL","Conservative","Aggressive Growth","2. Between 500K and 2M","2014-03-12","Individual","Manager","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","0011U00000KuFayQAF",,"Annually","CA","1 - Platinum","2019-11-16","Allen Advisor","Indigo Bass","0011U00000KulRbQAJ","2. Between 500K and 2M","allen.advisor@example.com",,"2. 18-29","257-296-7791","Tier 1","Fixed Income","2019-10-21","Chicago","High Net Worth Families","false","Moderately Experienced","2020-05-25","2019-10-18","user-240@fsc-demo.com","96103","Platinum","2019-09-29","USA","4. Between 5 and 10 Years","Long Term Growth","0",232967,232967,0,525685,5,525685,0,21,0.31,232967,220,0,0,4,79729,758652,758652,758652
"0051U000005JQyrQAG","Female","241","IL","None","Growth","2. Between 500K and 2M","2019-06-30","Person Account","Manager","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","0011U00000KuFazQAF",,"Monthly","TX","1 - Platinum","2019-11-17","Allen Advisor","Macy Dejesus","0011U00000KulRbQAJ","2. Between 500K and 2M","allen.advisor@example.com",,"4. 50-69","419-730-5187","Tier 2","Municipal Bonds","2019-10-21","Chicago","Mass Market","false","Moderately Experienced","2020-05-25","2019-10-18","user-241@fsc-demo.com","79821","Platinum","2019-10-11","USA","1. Less than 1 year","Mass Affluent","0",345167.1,345167.1,0,664465,0,664465,0,54,0.34,345167.1,220,0,0,4,177720,1009632.1,1009632.1,1009632.1
"0051U000005JQyrQAG","Female","242","IL","Moderate","Balanced Growth","2. Between 500K and 2M","2016-10-23","Person Account","Manager","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","0011U00000KuFb0QAF",,"Annually","PA","2 - Gold","2019-11-13","Allen Advisor","Oprah Leonard","0011U00000KulRbQAJ","2. Between 500K and 2M","allen.advisor@example.com",,"3. 30-49","472-223-6610","Tier 1","Energy","2019-10-21","Chicago","High Net Worth Families","false","Experienced","2020-05-25","2019-10-21","user-242@fsc-demo.com","16401","Gold","2019-10-12","USA","2. Between 1 and 3 years","Mass Affluent","0",240267.6,240267.6,0,512374,2,512374,0,44,0.32,240267.6,217,0,0,3,51978,752641.6,752641.6,752641.6
"0051U000005JQyrQAG","Male","243","IL","None","Balanced Growth","1. Less than 500K","2013-02-07","Person Account","Manager","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","0011U00000KuFb1QAF",,"Annually","FL","3 - Silver","2019-11-10","Allen Advisor","Vernon Bowen","0011U00000KulRbQAJ","2. Between 500K and 2M","allen.advisor@example.com",,"3. 30-49","310-120-2532","Tier 2","Fixed Income","2019-10-21","Chicago","Millennials","false","Inexperienced","2020-05-25","2019-09-25","user-243@fsc-demo.com","32320","Silver","2019-09-22","USA","4. Between 5 and 10 Years","Mass Affluent","0",214786.7,214786.7,0,419597,6,419597,0,35,0.34,214786.7,243,0,0,4,229020,634383.7,634383.7,634383.7
"0051U000005JQyrQAG","Male","244","IL","Conservative","Growth","2. Between 500K and 2M","2013-09-13","Person Account","Manager","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","0011U00000KuFb2QAF",,"Annually","CA","3 - Silver","2019-11-22","Allen Advisor","Emerson Kinney","0011U00000KulRbQAJ","2. Between 500K and 2M","allen.advisor@example.com",,"5. > 69","297-876-5598","Tier 3","College Planning","2019-10-28","Chicago","Affluent Professionals","false","Moderately Inexperienced","2020-05-25","2019-10-25","user-244@fsc-demo.com","96101","Silver","2019-10-25","USA","4. Between 5 and 10 Years","Long Term Growth","0",597567.6,597567.6,0,776320,6,776320,0,75,0.43,597567.6,213,0,0,5,239167,1373887.6,1373887.6,1373887.6
"0051U000005JQyrQAG","Male","245","IL","Aggresive","Growth","1. Less than 500K","2017-11-03","Person Account","Manager","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","0011U00000KuFb3QAF",,"Quarterly","TX","3 - Silver","2019-11-16","Allen Advisor","Erin Robertson","0011U00000KulRbQAJ","2. Between 500K and 2M","allen.advisor@example.com",,"2. 18-29","398-553-5455","Tier 3","College Planning","2019-10-28","Chicago","Millennials","false","Inexperienced","2020-05-25","2019-10-28","user-245@fsc-demo.com","75410","Silver","2019-10-25","USA","2. Between 1 and 3 years","Mass Affluent","0",371525,371525,0,187329,1,187329,0,21,0.66,371525,210,0,0,4,125658,558854,558854,558854
"0051U000005L4E9QAK","Female","246","CA","Conservative","Growth","1. Less than 500K","2011-06-15","Person Account","Manager","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","0011U00000KuFb4QAF",,"Monthly","TX","1 - Platinum","2019-12-15","Brenda Banker","Dante Copeland","0011U00000KulRbQAJ","1. Less than 500K","sunil.dixit@example.com",,"3. 30-49","436-159-2676","Tier 1","Retirement","2019-11-18","San Francisco","Affluent Professionals","false","Moderately Experienced","2020-05-25","2019-11-18","user-246@fsc-demo.com","75750","Platinum","2019-10-31","USA","4. Between 5 and 10 Years","Mass Affluent","0",282073,282073,0,214127,8,214127,0,45,0.57,282073,189,0,0,2,165969,496200,496200,496200
"0051U000005L6eJQAS","Female","247","FL","None","Growth","1. Less than 500K","2012-06-07","Person Account","Manager","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","0011U00000KuFb5QAF",,"Annually","CA","3 - Silver","2019-12-04","Chelsea Advisor","Tarik Jacobs","0011U00000KulRbQAJ","2. Between 500K and 2M","ryan.dobson@example.com",,"3. 30-49","407-153-9629","Tier 3","Fixed Income","2019-11-18","Florida","Affluent Professionals","false","Moderately Experienced","2020-05-25","2019-11-05","user-247@fsc-demo.com","96107","Silver","2019-10-26","USA","4. Between 5 and 10 Years","Mass Affluent","0",284989,284989,0,305992,7,305992,0,43,0.48,284989,202,0,0,3,183803,590981,590981,590981
"0051U000005JQyrQAG","Female","248","IL","Conservative","Aggressive Growth","1. Less than 500K","2014-12-23","Household","Manager","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","0011U00000KuFb6QAF","Mia Jordan","Quarterly","FL","2 - Gold","2019-12-17","Allen Advisor","Mia Jordan","0011U00000KulRbQAJ","2. Between 500K and 2M","allen.advisor@example.com","Mia Jordan","3. 30-49","383-335-7344","Tier 3","Fixed Income","2019-11-18","Chicago","Retired","false","Experienced","2020-05-25","2019-11-07","user-248@fsc-demo.com","32617","Gold","2019-11-06","USA","3. Between 3 and 5 years","Long Term Growth","4",299570,299570,4,431154,4,431154,0,40,0.41,299570,200,0,0,3,213765,730724,730724,730724
"0051U000005JQyrQAG","Female","249","IL","Aggresive","Aggressive Growth","1. Less than 500K","2014-05-15","Individual","Manager","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","0011U00000KuFb7QAF",,"Monthly","TX","2 - Gold","2019-12-24","Allen Advisor","Fatima Klein","0011U00000KulRbQAJ","2. Between 500K and 2M","allen.advisor@example.com",,"4. 50-69","519-688-5611","Tier 2","Technology","2019-12-02","Chicago","Retired","false","Inexperienced","2020-05-25","2019-11-25","user-249@fsc-demo.com","75409","Gold","2019-11-03","USA","4. Between 5 and 10 Years","Long Term Growth","0",365724,365724,0,250627,5,250627,0,50,0.59,365724,182,0,0,4,212210,616351,616351,616351
"0051U000005JQyrQAG","Female","250","IL","Conservative","Income","1. Less than 500K","2014-07-03","Household","Manager","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","0011U00000KuFb8QAF","Lacey Rodgers","Annually","CA","3 - Silver","2019-12-23","Allen Advisor","Lacey Rodgers","0011U00000KulRbQAJ","2. Between 500K and 2M","allen.advisor@example.com","Lacey Rodgers","4. 50-69","338-742-3529","Tier 3","Fixed Income","2019-12-02","Chicago","Mass Market","false","Inexperienced","2020-05-25","2019-11-15","user-250@fsc-demo.com","96109","Silver","2019-11-02","USA","4. Between 5 and 10 Years","Mass Affluent","2",412997,412997,2,348048,5,348048,0,61,0.54,412997,192,0,0,4,236006,761045,761045,761045
"0051U000005JQyrQAG","Female","251","IL","None","Aggressive Growth","2. Between 500K and 2M","2018-07-12","Household","Manager","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","0011U00000KuFb9QAF","Curran Pollard","Quarterly","NY","3 - Silver","2019-12-23","Allen Advisor","Curran Pollard","0011U00000KulRbQAJ","2. Between 500K and 2M","allen.advisor@example.com","Curran Pollard","4. 50-69","546-360-5539","Tier 2","Technology","2019-12-02","Chicago","Mass Market","false","Experienced","2020-05-25","2019-11-19","user-251@fsc-demo.com","10454","Silver","2019-11-15","USA","2. Between 1 and 3 years","Long Term Growth","3",325063.5,325063.5,3,509242,1,509242,0,50,0.39,325063.5,188,0,0,4,238289,834305.5,834305.5,834305.5
"0051U000005L4E9QAK","Male","252","CA","None","Aggressive Growth","1. Less than 500K","2015-08-20","Person Account","Manager","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","0011U00000KuFbAQAV",,"Monthly","IL","2 - Gold","2019-12-20","Brenda Banker","Travis Castro","0011U00000KulRbQAJ","1. Less than 500K","sunil.dixit@example.com",,"4. 50-69","429-103-2538","Tier 2","Technology","2019-12-02","San Francisco","High Net Worth Families","false","Inexperienced","2020-05-25","2019-12-02","user-252@fsc-demo.com","61237","Gold","2019-11-16","USA","3. Between 3 and 5 years","Mass Affluent","0",176667,176667,0,303716,4,303716,0,68,0.37,176667,175,0,0,2,51434,480383,480383,480383
"0051U000005L6eJQAS","Female","253","FL","Aggresive","Growth","1. Less than 500K","2019-04-06","Household","Manager","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","0011U00000KuFbBQAV","Vladimir Fleming","Annually","TX","3 - Silver","2019-12-18","Chelsea Advisor","Vladimir Fleming","0011U00000KulRbQAJ","2. Between 500K and 2M","ryan.dobson@example.com","Vladimir Fleming","2. 18-29","383-156-5395","Tier 2","Energy","2019-12-02","Florida","Retired","false","Inexperienced","2020-05-25","2019-11-29","user-253@fsc-demo.com","75013","Silver","2019-11-08","USA","1. Less than 1 year","Long Term Growth","3",287170,287170,3,274096,0,274096,0,22,0.51,287170,178,0,0,2,101654,561266,561266,561266
"0051U000005JQyrQAG","Male","254","IL","Conservative","Income","2. Between 500K and 2M","2012-11-12","Individual","Manager","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","0011U00000KuFbCQAV",,"Quarterly","IL","2 - Gold","2020-06-11","Allen Advisor","Theodore Small","0011U00000KulRbQAJ","2. Between 500K and 2M","allen.advisor@example.com",,"4. 50-69","288-249-5800","Tier 3","Fixed Income","2019-12-09","Chicago","Mass Market","false","Experienced","2020-05-25","2020-05-11","user-254@fsc-demo.com","61237","Gold","2020-05-08","USA","4. Between 5 and 10 Years","Long Term Growth","0",287711,287711,0,535064,7,535064,0,69,0.35,287711,14,0,0,4,165998,822775,822775,822775
"0051U000005KhW6QAK","Female","255","NY","None","Aggressive Growth","1. Less than 500K","2013-05-26","Household","Manager","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T","0011U00000KuFbDQAV","Harlan Mccullough","Annually","CA","2 - Gold","2020-05-30","Mark Garet","Harlan Mccullough","0011U00000KulRbQAJ","2. Between 500K and 2M","mark.garet@example.com","Harlan Mccullough","4. 50-69","499-319-7035","Tier 1","Technology","2019-12-09","New York","High Net Worth Families","false","Moderately Experienced","2020-05-25","2020-05-03","user-255@fsc-demo.com","96110","Gold","2020-04-22","USA","4. Between 5 and 10 Years","Mass Affluent","3",403688,403688,3,146668,6,146668,0,68,0.73,403688,22,0,0,3,122679,550356,550356,550356
"0051U000005JQyrQAG","Female","256","IL","None","Aggressive Growth","1. Less than 500K","2016-03-09","Household","Manager","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","0011U00000KuFbEQAV","Cora Winters","Monthly","NJ","2 - Gold","2020-01-05","Allen Advisor","Cora Winters","0011U00000KulRbQAJ","2. Between 500K and 2M","allen.advisor@example.com","Cora Winters","4. 50-69","522-782-7396","Tier 3","Energy","2019-12-09","Chicago","Retired","false","Inexperienced","2020-05-25","2019-12-07","user-256@fsc-demo.com","8219","Gold","2019-11-23","USA","3. Between 3 and 5 years","Mass Affluent","2",188048,188048,2,438226,3,438226,0,60,0.3,188048,170,0,0,4,211059,626274,626274,626274
"0051U000005L6eJQAS","Female","257","FL","Conservative","Aggressive Growth","2. Between 500K and 2M","2016-07-05","Person Account","Manager","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","0011U00000KuFbFQAV",,"Quarterly","CA","3 - Silver","2020-01-06","Chelsea Advisor","Philip Noble","0011U00000KulRbQAJ","2. Between 500K and 2M","ryan.dobson@example.com",,"3. 30-49","462-916-4626","Tier 3","Fixed Income","2019-12-09","Florida","Millennials","false","Moderately Experienced","2020-05-25","2019-11-30","user-257@fsc-demo.com","96105","Silver","2019-11-26","USA","3. Between 3 and 5 years","Long Term Growth","0",424619.38,424619.38,0,500105,3,500105,0,30,0.46,424619.38,177,0,0,4,207783,924724.38,924724.38,924724.38
"0051U000005JQyrQAG","Male","258","IL","None","Balanced Growth","1. Less than 500K","2018-03-06","Household","Manager","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","0011U00000KuFbGQAV","Philip Bartlett","Quarterly","FL","1 - Platinum","2020-01-04","Allen Advisor","Philip Bartlett","0011U00000KulRbQAJ","2. Between 500K and 2M","allen.advisor@example.com","Philip Bartlett","2. 18-29","546-653-4819","Tier 3","Municipal Bonds","2019-12-16","Chicago","Millennials","false","Experienced","2020-05-25","2019-12-11","user-258@fsc-demo.com","32329","Platinum","2019-11-21","USA","2. Between 1 and 3 years","Long Term Growth","4",374195,374195,4,415350,1,415350,0,21,0.47,374195,166,0,0,4,216713,789545,789545,789545
"0051U000005L6eJQAS","Male","259","FL","None","Aggressive Growth","2. Between 500K and 2M","2019-01-01","Individual","Manager","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","0011U00000KuFbHQAV",,"Annually","CA","3 - Silver","2020-01-12","Chelsea Advisor","Rogan Skinner","0011U00000KulRbQAJ","2. Between 500K and 2M","ryan.dobson@example.com",,"4. 50-69","488-832-7147","Tier 3","College Planning","2019-12-16","Florida","High Net Worth Families","false","Moderately Inexperienced","2020-05-25","2019-12-15","user-259@fsc-demo.com","96107","Silver","2019-12-12","USA","1. Less than 1 year","Mass Affluent","0",577041.2,577041.2,0,867441,0,867441,0,51,0.4,577041.2,162,0,0,5,64470,1444482.2,1444482.2,1444482.2
"0051U000005KhW6QAK","Female","260","NY","Moderate","Growth","2. Between 500K and 2M","2019-08-10","Person Account","Manager","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T","0011U00000KuFbIQAV",,"Quarterly","FL","2 - Gold","2020-01-03","Mark Garet","Gillian Irwin","0011U00000KulRbQAJ","2. Between 500K and 2M","mark.garet@example.com",,"3. 30-49","298-454-7994","Tier 2","Energy","2019-12-16","New York","Retired","false","Experienced","2020-05-25","2019-11-30","user-260@fsc-demo.com","32329","Gold","2019-11-18","USA","1. Less than 1 year","Mass Affluent","0",498954.52,498954.52,0,595928,0,595928,0,30,0.46,498954.52,177,0,0,4,165241,1094882.52,1094882.52,1094882.52
"0051U000005L6eJQAS","Male","261","FL","None","Income","1. Less than 500K","2011-01-20","Household","Manager","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","0011U00000KuFbJQAV","Callum Zimmerman","Monthly","NJ","1 - Platinum","2020-01-17","Chelsea Advisor","Callum Zimmerman","0011U00000KulRbQAJ","2. Between 500K and 2M","ryan.dobson@example.com","Callum Zimmerman","2. 18-29","229-607-2993","Tier 2","Municipal Bonds","2019-12-23","Florida","Mass Market","false","Inexperienced","2020-05-25","2019-12-23","user-261@fsc-demo.com","8323","Platinum","2019-12-22","USA","4. Between 5 and 10 Years","Long Term Growth","4",208449.3,208449.3,4,466554,8,466554,0,20,0.31,208449.3,154,0,0,3,148516,675003.3,675003.3,675003.3
"0051U000005JQyrQAG","Male","262","IL","None","Income","1. Less than 500K","2015-12-06","Person Account","Manager","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","0011U00000KuFbKQAV",,"Annually","PA","3 - Silver","2020-06-01","Allen Advisor","Henry Chandler","0011U00000KulRbQAJ","2. Between 500K and 2M","allen.advisor@example.com",,"1. < 18","239-796-9182","Tier 3","Energy","2019-12-23","Chicago","Retired","false","Inexperienced","2020-05-25","2020-04-12","user-262@fsc-demo.com","16110","Silver","2020-04-09","USA","3. Between 3 and 5 years","Mass Affluent","0",257059.1,257059.1,0,384828,4,384828,0,17,0.4,257059.1,43,0,0,3,180652,641887.1,641887.1,641887.1
"0051U000005L4E9QAK","Female","263","CA","Aggresive","Balanced Growth","2. Between 500K and 2M","2015-08-13","Individual","Manager","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","0011U00000KuFbLQAV",,"Quarterly","MI","3 - Silver","2020-01-07","Brenda Banker","Stacey Rasmussen","0011U00000KulRbQAJ","2. Between 500K and 2M","sunil.dixit@example.com",,"2. 18-29","310-202-9803","Tier 1","Retirement","2019-12-23","San Francisco","Retired","false","Moderately Experienced","2020-05-25","2019-12-21","user-263@fsc-demo.com","49220","Silver","2019-12-19","USA","3. Between 3 and 5 years","Long Term Growth","0",287826,287826,0,617595,4,617595,0,24,0.32,287826,156,0,0,4,172354,905421,905421,905421
"0051U000005JQyrQAG","Male","264","IL","None","Income","1. Less than 500K","2016-08-29","Household","Manager","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","0011U00000KuFbMQAV","Avram Nielsen","Annually","CA","1 - Platinum","2020-05-25","Allen Advisor","Avram Nielsen","0011U00000KulRbQAJ","2. Between 500K and 2M","allen.advisor@example.com","Avram Nielsen","2. 18-29","364-469-8148","Tier 3","Retirement","2019-12-23","Chicago","High Net Worth Families","false","Inexperienced","2020-05-25","2020-05-01","user-264@fsc-demo.com","96110","Platinum","2020-04-15","USA","3. Between 3 and 5 years","Long Term Growth","2",188956.2,188956.2,2,335261,3,335261,0,20,0.36,188956.2,24,0,0,3,140911,524217.2,524217.2,524217.2
