"LEADSOURCE","OWNERID","OWNERSTATE","FORECASTCATEGORY","STAGENAME","CREATEDDATE","OWNERCITY","RECORDTYPENAME","ISCLOSED","ACCOUNTID","OWNERSMALLPHOTOURL","CLOSEDATE","ID","OPPORTUNITYOWNER","STAGE","ACCOUNTNAME","ISWON","LastProcessedDate","ACCOUNTMARKETINGSEGMENT","ACTIVITYID","ACCOUNTCLIENTCATEGORY","ACCOUNTINDUSTRY","OPPORTUNITYNAME","EXPECTEDREVENUE","STAGESORTORDER","AMOUNT","DAYSSINCELASTACTIVITY","TIMEINSTAGEDURATIONSECONDS","PROBABILITY","OPPORTUNITYAGE"
"Fields Sales","0051U000005JQyrQAG","IL","Omitted","Closed Lost","2019-10-01","Chicago","Channel (Partner)","true","001B000000SS3sXIAT","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","2020-04-08","006B0000003n2XNIAY","Allen Advisor","Closed Lost","Bradley Dean Assoc","false","2020-05-25","Mass Market","Activity 468","Gold","Government","Bradley Dean Assoc - 200k",200000,9,200000,324,5628355,0,280
"Other","0051U000005L6eJQAS","FL","Omitted","Closed Lost","2019-10-07","Florida","Channel (Partner)","true","001B000000SS4m6IAD","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","2018-11-22","006B0000004t2QgIAI","Chelsea Advisor","Closed Lost","Attorneys.Com/PCNA Communications","false","2020-05-25","Millennials","Activity 651","Silver","Construction","Attorneys.Com/PCNA Communications - 52.5k",52500,9,52500,822,27199525,0,274
"Fields Sales","0051U000005JQyrQAG","IL","Closed","Closed Won","2019-11-28","Chicago","Simple","true","001B000000WJE9JIAX","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","2020-03-11","006B00000049V8PIAU","Allen Advisor","Closed Won","ORBIS Corporation","true","2020-05-25","Retired","Activity 219","Silver","Hospitality","ORBIS Corporation - 55k",55000,8,55000,345,59254136,100,222
"Reseller","0051U000005L6eJQAS","FL","Omitted","Closed Lost","2019-07-16","Florida","Simple","true","001B000000bwMcwIAE","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2020-02-19","006B00000049VRAIA2","Chelsea Advisor","Closed Lost","T G Missouri Corp","false","2020-05-25","Retired","Activity 149","Silver","Retail","T G Missouri Corp - 30.6k",30600,9,30600,463,25830871,0,357
"Fields Sales","0051U000005KhW6QAK","NY","Best Case","Negotiation","2019-07-05","New York","Simple","false","001B000000SS51dIAD","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T","2020-07-29","006B00000049VTDIA2","Mark Garet","Negotiation","Searcy Uniform and Mat Service","false","2020-05-25","Affluent Professionals","Activity 156","Gold","Machinery","Searcy Uniform and Mat Service - 50k",50000,7,50000,242,54942929,90,368
"Fields Sales","0051U000005L6eJQAS","FL","Closed","Closed Won","2019-10-02","Florida","Channel (Partner)","true","001B000000lwNtFIAU","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2020-05-23","006B00000049VCBIA2","Chelsea Advisor","Closed Won","The Netkitchen","true","2020-05-25","High Net Worth Families","Activity 14","Platinum","Construction","The Netkitchen - 69.5k",69500,8,69500,328,43518105,100,279
"Reseller","0051U000005JQyrQAG","IL","Omitted","Closed Lost","2019-12-11","Chicago","Channel (Partner)","true","001B000000lwNsJIAU","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2020-01-23","006B00000049V4kIAE","Allen Advisor","Closed Lost","The Brooks Group","false","2020-05-25","Affluent Professionals","Activity 225","Platinum","Chemicals","The Brooks Group - 58.8k",58800,9,58800,380,15816969,0,209
"Fields Sales","0051U000005L6eJQAS","FL","Best Case","Discovery","2019-09-13","Florida","Simple","false","001B000000SS4KqIAL","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","2020-08-06","006B00000049ViOIAU","Chelsea Advisor","Discovery","Iris Ink","false","2020-05-25","Mass Market","Activity 108","Silver","Entertainment","Iris Ink - 100k",100000,0,100000,240,56153887,0,298
"Reseller","0051U000005JQyrQAG","IL","Omitted","Closed Lost","2019-09-09","Chicago","Simple","true","001B000000WJECkIAP","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","2019-10-11","006B0000003n2qtIAA","Allen Advisor","Closed Lost","J R S Foundation","false","2020-05-25","High Net Worth Families","Activity 444","Gold","Retail","J R S Foundation - 88.5k",88500,9,88500,525,30750093,0,302
"Reseller","0051U000005JQyrQAG","IL","Closed","Closed Won","2019-08-01","Chicago","Advanced","true","001B000000SS4FQIA1","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","2019-12-09","006B0000003X12iIAC","Allen Advisor","Closed Won","Workspeed Management","true","2020-05-25","High Net Worth Families","Activity 607","Silver","Education","Workspeed Management - 22k",22000,8,22000,493,59343944,100,341
"Fields Sales","0051U000005L6eJQAS","FL","Omitted","Closed Lost","2019-10-13","Florida","Simple","true","001B000000SS4lSIAT","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2019-05-21","006B00000049V0FIAU","Chelsea Advisor","Closed Lost","Auxilio","false","2020-05-25","Retired","Activity 475","Silver","Shipping","Auxilio - 52k",52000,9,52000,640,31068286,0,268
"Reseller","0051U000005JQyrQAG","IL","Best Case","Proposal/Quote","2019-09-02","Chicago","Simple","false","001B000000SS4vDIAT","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2020-09-20","006B00000049VITIA2","Allen Advisor","Proposal/Quote","BrightStreet.com","false","2020-05-25","High Net Worth Families","Activity 192","Platinum","Banking","BrightStreet.com - 50.5k",50500,5,50500,235,25775188,75,309
"Fields Sales","0051U000005L6eJQAS","FL","Best Case","Discovery","2019-10-05","Florida","Channel (Partner)","false","001B000000lwNwWIAU","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2020-10-11","006B00000049Vl2IAE","Chelsea Advisor","Discovery","Qlan Corp","false","2020-05-25","Affluent Professionals","Activity 105","Silver","Construction","Qlan Corp - 37.5k",37500,0,37500,222,41703872,0,276
"Reseller","0051U000005L4E9QAK","CA","Omitted","Closed Lost","2019-12-06","San Francisco","Simple","true","001B000000SS4yOIAT","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2018-09-03","006B0000003WbnUIAS","Brenda Banker","Closed Lost","American Century Services","false","2020-05-25","Mass Market","Activity 735","Platinum","Agriculture","American Century Services - 25.5k",25500,9,25500,895,5973141,0,214
"Fields Sales","0051U000005JQyrQAG","IL","Omitted","Closed Lost","2019-09-15","Chicago","Channel (Partner)","true","001B000000SS3nmIAD","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T","2020-04-09","006B00000049VcEIAU","Allen Advisor","Closed Lost","Compulan","false","2020-05-25","Millennials","Activity 128","Platinum","Telecommunications","Compulan - 70k",70000,9,70000,322,40908004,0,296
"Reseller","0051U000005L6eJQAS","FL","Best Case","Proposal/Quote","2019-06-01","Florida","Simple","false","001B000000SS47yIAD","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","2020-03-28","006B0000003WbhlIAC","Chelsea Advisor","Proposal/Quote","Gladstone","false","2020-05-25","Retired","Activity 615","Gold","Media","Gladstone - 151.5k",151500,5,151500,366,61435560,75,402
"Reseller","0051U000005JQyrQAG","IL","Omitted","Closed Lost","2019-08-16","Chicago","Simple","true","001B000000lwNnZIAU","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","2019-08-19","006B00000049UghIAE","Allen Advisor","Closed Lost","U.S. Shuttle","false","2020-05-25","Affluent Professionals","Activity 370","Platinum","Electronics","U.S. Shuttle - 37k",37000,9,37000,551,30087950,0,326
"Fields Sales","0051U000005KhW6QAK","NY","Best Case","Qualification","2019-07-07","New York","Advanced","false","001B000000UkRyAIAV","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","2020-07-15","006B0000003X13JIAS","Mark Garet","Qualification","SDI Industries","false","2020-05-25","Mass Market","Activity 578","Gold","Machinery","SDI Industries - 30k",30000,2,30000,360,55726649,20,366
"Reseller","0051U000005JQyrQAG","IL","Closed","Closed Won","2019-06-25","Chicago","Channel (Partner)","true","001B000000SS452IAD","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2019-01-13","006B0000003n2mBIAQ","Allen Advisor","Closed Won","Jones Plastic and Engineering Company","true","2020-05-25","Affluent Professionals","Activity 452","Gold","Government","Jones Plastic and Engineering Company - 47k",47000,8,47000,906,43791927,100,378
"Fields Sales","0051U000005L6eJQAS","FL","Commit","Proposal/Quote","2019-09-20","Florida","Simple","false","001B000000SS4EVIA1","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2020-08-20","006B00000049VP4IAM","Chelsea Advisor","Proposal/Quote","FileFish","false","2020-05-25","Retired","Activity 161","Platinum","Banking","FileFish - 55k",55000,5,55000,260,24070914,75,291
"Fields Sales","0051U000005JQyrQAG","IL","Closed","Closed Won","2019-09-29","Chicago","Simple","true","001B000000SS3qsIAD","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","2020-04-19","006B00000049Uz9IAE","Allen Advisor","Closed Won","Techspace","true","2020-05-25","Retired","Activity 228","Silver","Food & Beverage","Techspace - 21k",21000,8,21000,326,28991172,100,282
"Fields Sales","0051U000005JQyrQAG","IL","Omitted","Closed Lost","2019-11-14","Chicago","Simple","true","001B000000SS4lVIAT","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","2019-05-08","006B00000049V0QIAU","Allen Advisor","Closed Lost","Babbage Simmel","false","2020-05-25","Affluent Professionals","Activity 414","Silver","Government","Babbage Simmel - 71k",71000,9,71000,668,40889930,0,236
"Reseller","0051U000005JQyrQAG","IL","Omitted","Closed Lost","2019-11-18","Chicago","Simple","true","001B000000SS4l6IAD","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","2020-03-08","006B00000049UzdIAE","Allen Advisor","Closed Lost","Barr Systems","false","2020-05-25","Mass Market","Activity 58","Platinum","Entertainment","Barr Systems - 175k",175000,9,175000,357,41091060,0,232
"Reseller","0051U000005JQyrQAG","IL","Omitted","Closed Lost","2019-11-03","Chicago","Simple","true","001B000000SS4GxIAL","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2019-12-21","006B0000003WbsfIAC","Allen Advisor","Closed Lost","ADSI","false","2020-05-25","Affluent Professionals","Activity 664","Gold","Financial Services","ADSI - 62.5k",62500,9,62500,443,8835282,0,247
"Fields Sales","0051U000005L6eJQAS","FL","Omitted","Closed Lost","2019-08-14","Florida","Simple","true","001B000000lwNwgIAE","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T","2019-07-12","006B0000003hh6GIAQ","Chelsea Advisor","Closed Lost","Business Integration Group","false","2020-05-25","Affluent Professionals","Activity 381","Platinum","Engineering","Business Integration Group - 50.5k",50500,9,50500,640,28914621,0,328
"Fields Sales","0051U000005L4E9QAK","CA","Omitted","Closed Lost","2019-11-18","San Francisco","Channel (Partner)","true","001B000000lwNpoIAE","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2019-05-31","006B00000049UwkIAE","Brenda Banker","Closed Lost","BotTechnology.com","false","2020-05-25","Mass Market","Activity 390","Gold","Recreation","BotTechnology.com - 65k",65000,9,65000,626,39674036,0,232
"Fields Sales","0051U000005JQyrQAG","IL","Omitted","Closed Lost","2019-10-25","Chicago","Channel (Partner)","true","001B000000sxHl2IAE","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2019-02-28","006B0000004t2M5IAI","Allen Advisor","Closed Lost","LOGIZARD","false","2020-05-25","Millennials","Activity 519","Silver","Government","LOGIZARD - 78.5k",78500,9,78500,727,33063713,0,256
"Fields Sales","0051U000005JQyrQAG","IL","Closed","Closed Won","2019-06-26","Chicago","Simple","true","001B000000WJECvIAP","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2019-02-23","006B0000004t2VxIAI","Allen Advisor","Closed Won","Topsider Building Systems","true","2020-05-25","Mass Market","Activity 566","Silver","Hospitality","Topsider Building Systems - 22.5k",22500,8,22500,766,3884248,100,377
"Fields Sales","0051U000005JQyrQAG","IL","Omitted","Closed Lost","2019-09-09","Chicago","Channel (Partner)","true","001B000000SS3pcIAD","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","2020-05-27","006B00000049VeRIAU","Allen Advisor","Closed Lost","Re:Launch Division","false","2020-05-25","Mass Market","Activity 33","Silver","Food & Beverage","Re:Launch Division - 121.5k",121500,9,121500,296,12786274,0,302
"Fields Sales","0051U000005L4E9QAK","CA","Omitted","Closed Lost","2019-09-20","San Francisco","Simple","true","001B000000SS3quIAD","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2018-10-22","006B0000003X0ycIAC","Brenda Banker","Closed Lost","Inter-Con Security Systems","false","2020-05-25","Affluent Professionals","Activity 619","Gold","Retail","Inter-Con Security Systems - 23.3k",23300,9,23300,887,3425797,0,291
"Fields Sales","0051U000005L4E9QAK","CA","Commit","Needs Analysis","2019-07-20","San Francisco","Simple","false","001B000000SS3zYIAT","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","2020-02-19","006B0000003X10DIAS","Brenda Banker","Needs Analysis","eConvergent","false","2020-05-25","Millennials","Activity 588","Gold","Consulting","eConvergent - 125k",125000,3,125000,353,22736758,35,353
"Fields Sales","0051U000005JQyrQAG","IL","Closed","Closed Won","2019-09-25","Chicago","Simple","true","001B000000SS47vIAD","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","2018-12-08","006B0000004t2VMIAY","Allen Advisor","Closed Won","Resource Development Service","true","2020-05-25","Millennials","Activity 649","Silver","Hospitality","Resource Development Service - 84k",84000,8,84000,870,43151794,100,286
"Reseller","0051U000005JQyrQAG","IL","Omitted","Closed Lost","2019-09-01","Chicago","Simple","true","001B000000SS4D8IAL","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","2019-09-22","006B0000003WboAIAS","Allen Advisor","Closed Lost","New Horizons Computer Learning Center of Chicago","false","2020-05-25","Affluent Professionals","Activity 689","Gold","Telecommunications","New Horizons Computer Learning Center of Chicago - 23k",23000,9,23000,590,4533793,0,310
"Reseller","0051U000005L4E9QAK","CA","Closed","Closed Won","2019-10-05","San Francisco","Simple","true","001B000000lwNuiIAE","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2019-11-19","006B00000049VNRIA2","Brenda Banker","Closed Won","Parallel Products","true","2020-05-25","Retired","Activity 308","Platinum","Shipping","Parallel Products - 26.5k",26500,8,26500,469,47812109,100,276
"Reseller","0051U000005JQyrQAG","IL","Best Case","Discovery","2019-10-10","Chicago","Simple","false","001B000000SS493IAD","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2020-10-24","006B00000049VJMIA2","Allen Advisor","Discovery","Blitz Systems","false","2020-05-25","Millennials","Activity 194","Platinum","Telecommunications","Blitz Systems - 45k",45000,0,45000,235,6534219,0,271
"Fields Sales","0051U000005L6eJQAS","FL","Omitted","Closed Lost","2019-11-14","Florida","Simple","true","001B000000SS3hiIAD","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2019-01-10","006B0000004t2NcIAI","Chelsea Advisor","Closed Lost","The Cadent Companies","false","2020-05-25","High Net Worth Families","Activity 556","Silver","Energy","The Cadent Companies - 24k",24000,9,24000,791,50971289,0,236
"Fields Sales","0051U000005JQyrQAG","IL","Omitted","Closed Lost","2019-10-31","Chicago","Simple","true","001B000000SS4GDIA1","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","2020-05-09","006B00000049VQuIAM","Allen Advisor","Closed Lost","Innovation X","false","2020-05-25","Mass Market","Activity 36","Platinum","Retail","Innovation X - 55.5k",55500,9,55500,273,47051672,0,250
"Reseller","0051U000005L6eJQAS","FL","Closed","Closed Won","2019-08-02","Florida","Simple","true","001B000000lwNnsIAE","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2019-03-09","006B0000004t2JRIAY","Chelsea Advisor","Closed Won","Trillion Digital Communication","true","2020-05-25","Millennials","Activity 532","Gold","Energy","Trillion Digital Communication - 88.3k",88300,8,88300,772,55572180,100,340
"Fields Sales","0051U000005JQyrQAG","IL","Omitted","Closed Lost","2019-09-29","Chicago","Channel (Partner)","true","001B000000SS3qkIAD","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","2020-01-19","006B00000049Uz0IAE","Allen Advisor","Closed Lost","Safenet Inc","false","2020-05-25","Affluent Professionals","Activity 97","Platinum","Construction","Safenet Inc - 120k",120000,9,120000,392,24489528,0,282
"Fields Sales","0051U000005JQyrQAG","IL","Omitted","Closed Lost","2019-10-18","Chicago","Channel (Partner)","true","001B000000SS3bAIAT","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2018-09-30","006B0000004t2LUIAY","Allen Advisor","Closed Lost","SE Research","false","2020-05-25","High Net Worth Families","Activity 731","Platinum","Insurance","SE Research - 51.5k",51500,9,51500,904,59783004,0,263
"Fields Sales","0051U000005JQyrQAG","IL","Best Case","Qualification","2019-11-14","Chicago","Channel (Partner)","false","001B000000SS46xIAD","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2020-10-15","006B00000049VH4IAM","Allen Advisor","Qualification","Aspect Consulting","false","2020-05-25","Retired","Activity 185","Gold","Communications","Aspect Consulting - 52.5k",52500,2,52500,220,31740273,20,236
"Fields Sales","0051U000005L6eJQAS","FL","Closed","Closed Won","2019-10-03","Florida","Channel (Partner)","true","001B000000SS4sQIAT","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","2019-02-17","006B0000004t2UJIAY","Chelsea Advisor","Closed Won","University.com","true","2020-05-25","Retired","Activity 540","Silver","Agriculture","University.com - 89.4k",89400,8,89400,771,29256930,100,278
"Fields Sales","0051U000005JQyrQAG","IL","Closed","Closed Won","2019-12-02","Chicago","Channel (Partner)","true","001B000000SS4t9IAD","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T","2018-12-14","006B0000004t2UUIAY","Allen Advisor","Closed Won","Sunbelt","true","2020-05-25","High Net Worth Families","Activity 567","Platinum","Not For Profit","Sunbelt - 25.5k",25500,8,25500,787,17612414,100,218
