"ChangeReasonType","EffectiveDate","Id","LoyaltyMemberCurrency.LoyaltyProgramCurrency.IsPrimary","LoyaltyMemberCurrency.LoyaltyProgramCurrency.NQP_Currency","LoyaltyMemberCurrency.LoyaltyProgramCurrency.QP_Currency","LoyaltyMemberCurrency.LoyaltyProgramMember.AccountContact.Id","LoyaltyMemberCurrency.LoyaltyProgramMember.Contact.Birthdate","LoyaltyMemberCurrency.LoyaltyProgramMember.Contact.MobilePhone","LoyaltyMemberCurrency.LoyaltyProgramMember.Contact.Name","LoyaltyMemberCurrency.LoyaltyProgramMember.Referrer.Contact.Birthdate","LoyaltyMemberCurrency.LoyaltyProgramMember.Referrer.Contact.MobilePhone","LoyaltyMemberCurrency.LoyaltyProgramMember.Referrer.Contact.Name","LoyaltyMemberId","LoyaltyProgramMember.Account.Name","LoyaltyProgramMember.AccountContact.Id","LoyaltyProgramMember.Contact.Birthdate","LoyaltyProgramMember.Contact.MobilePhone","LoyaltyProgramMember.Contact.Name","LoyaltyProgramMember.ContactId","LoyaltyProgramMember.EnrollmentChannel","LoyaltyProgramMember.EnrollmentDate","LoyaltyProgramMember.IsReferral","LoyaltyProgramMember.LeadOrContactId","LoyaltyProgramMember.LeadOrContactName","LoyaltyProgramMember.LoyaltyProgram.Name","LoyaltyProgramMember.MemberCity","LoyaltyProgramMember.MemberCountry","LoyaltyProgramMember.MemberId","LoyaltyProgramMember.MemberName","LoyaltyProgramMember.MemberState","LoyaltyProgramMember.MemberStatus","LoyaltyProgramMember.MemberTenureBucket","LoyaltyProgramMember.MemberType","LoyaltyProgramMember.MembershipEndDate","LoyaltyProgramMember.MembershipLastRenewalDate","LoyaltyProgramMember.MembershipNumber","LoyaltyProgramMember.ProgramId","LoyaltyProgramMember.ReferredById","LoyaltyProgramMember.Referrer.Account.Name","LoyaltyProgramMember.Referrer.Contact.Name","LoyaltyProgramMember.TransactionJournal.FirstAccrualDate","LoyaltyProgramMember.TransactionJournal.SecondAccrualDate","LoyaltyTier.LoyaltyTierGroup.IsPrimary","LoyaltyTier.LoyaltyTierGroup.Name","LoyaltyTier.Name","LoyaltyTier.SequenceNumber","LoyaltyTierGroupId","LoyaltyTierId","Name","ReasonForChange","TierExpirationDate","LastProcessedDate"
"VIP Member",2020-07-06,"0lyB0000000RJBAIA4",FALSE,"Points","Number of Transactions",,,,"Perf180 Trail180",,,,"0lMB0000000RIEZMA4",,,,,"Perf180 Trail180","003B000000IXhuOIAT","CallCenter",2020-07-06,"No","003B000000IXhuOIAT","Perf180 Trail180","NTO Insider","San Francisco","USA","003B000000IXhuOIAT","Perf180 Trail180","CA","Active","6.1-2 years","Individual",,,"IndivAiK_149","0lpB0000000PBdwIAG",,,,"2020-06-13T00:00:00.000Z","2021-08-04T00:00:00.000Z",FALSE,"Lifetime","Premium",1,"0ltB0000000PBbvIAG","0lgB0000000TNJHIA4","Premium",,,2021-11-01
"Resolve Tier Conflict",2020-07-06,"0lyB0000000RJBBIA4",FALSE,"Points","Number of Transactions",,,,"Perf180 Trail180",,,,"0lMB0000000RIEZMA4",,,,,"Perf180 Trail180","003B000000IXhuOIAT","CallCenter",2020-07-06,"No","003B000000IXhuOIAT","Perf180 Trail180","NTO Insider","San Francisco","USA","003B000000IXhuOIAT","Perf180 Trail180","CA","Active","6.1-2 years","Individual",,,"IndivAiK_149","0lpB0000000PBdwIAG",,,,"2020-06-13T00:00:00.000Z","2021-08-04T00:00:00.000Z",TRUE,"Status Tier Group","Silver",1,"0ltB0000000PBbqIAG","0lgB0000000TNJCIA4","Silver",,,2021-11-01
"Based on Past Activities or Tier",2020-06-25,"0lyB0000000RJBCIA4",FALSE,"Points","Number of Transactions",,,,"Perf181 Trail181",,,,"0lMB0000000RIEaMAO",,,,,"Perf181 Trail181","003B000000IXhuPIAT","Social",2020-06-25,"No","003B000000IXhuPIAT","Perf181 Trail181","NTO Insider","Toronto","Canada","003B000000IXhuPIAT","Perf181 Trail181","Ontario","Active","6.1-2 years","Individual",,,"IndivAiK_150","0lpB0000000PBdwIAG",,,,"2020-04-17T00:00:00.000Z","2021-09-03T00:00:00.000Z",FALSE,"Lifetime","Premium",1,"0ltB0000000PBbvIAG","0lgB0000000TNJHIA4","Premium",,,2021-11-01
"VIP Member",2020-06-25,"0lyB0000000RJBDIA4",FALSE,"Points","Number of Transactions",,,,"Perf181 Trail181",,,,"0lMB0000000RIEaMAO",,,,,"Perf181 Trail181","003B000000IXhuPIAT","Social",2020-06-25,"No","003B000000IXhuPIAT","Perf181 Trail181","NTO Insider","Toronto","Canada","003B000000IXhuPIAT","Perf181 Trail181","Ontario","Active","6.1-2 years","Individual",,,"IndivAiK_150","0lpB0000000PBdwIAG",,,,"2020-04-17T00:00:00.000Z","2021-09-03T00:00:00.000Z",TRUE,"Status Tier Group","Silver",1,"0ltB0000000PBbqIAG","0lgB0000000TNJCIA4","Silver",,,2021-11-01
"Resolve Tier Conflict",2020-06-16,"0lyB0000000RJBEIA4",FALSE,"Points","Number of Transactions",,,,"Perf182 Trail182",,,,"0lMB0000000RIEbMAO",,,,,"Perf182 Trail182","003B000000IXhuQIAT","Email",2020-06-16,"No","003B000000IXhuQIAT","Perf182 Trail182","NTO Insider","Toronto","Canada","003B000000IXhuQIAT","Perf182 Trail182","Ontario","Active","6.1-2 years","Individual",,,"IndivAiK_151","0lpB0000000PBdwIAG",,,,"2020-07-30T00:00:00.000Z","2021-12-09T00:00:00.000Z",FALSE,"Lifetime","Premium",1,"0ltB0000000PBbvIAG","0lgB0000000TNJHIA4","Premium",,,2021-11-01
"Based on Past Activities or Tier",2020-06-16,"0lyB0000000RJBFIA4",FALSE,"Points","Number of Transactions",,,,"Perf182 Trail182",,,,"0lMB0000000RIEbMAO",,,,,"Perf182 Trail182","003B000000IXhuQIAT","Email",2020-06-16,"No","003B000000IXhuQIAT","Perf182 Trail182","NTO Insider","Toronto","Canada","003B000000IXhuQIAT","Perf182 Trail182","Ontario","Active","6.1-2 years","Individual",,,"IndivAiK_151","0lpB0000000PBdwIAG",,,,"2020-07-30T00:00:00.000Z","2021-12-09T00:00:00.000Z",TRUE,"Status Tier Group","Silver",1,"0ltB0000000PBbqIAG","0lgB0000000TNJCIA4","Silver",,,2021-11-01
"VIP Member",2020-08-25,"0lyB0000000RJBGIA4",FALSE,"Points","Number of Transactions",,,,"Perf183 Trail183",,,,"0lMB0000000RIEcMAO",,,,,"Perf183 Trail183","003B000000IXhuRIAT","Web",2020-08-25,"No","003B000000IXhuRIAT","Perf183 Trail183","NTO Insider","Toronto","Canada","003B000000IXhuRIAT","Perf183 Trail183","Ontario","Active","6.1-2 years","Individual",,,"IndivAiK_152","0lpB0000000PBdwIAG",,,,"2020-04-29T00:00:00.000Z",,FALSE,"Lifetime","Premium",1,"0ltB0000000PBbvIAG","0lgB0000000TNJHIA4","Premium",,,2021-11-01
"Resolve Tier Conflict",2020-08-25,"0lyB0000000RJBHIA4",FALSE,"Points","Number of Transactions",,,,"Perf183 Trail183",,,,"0lMB0000000RIEcMAO",,,,,"Perf183 Trail183","003B000000IXhuRIAT","Web",2020-08-25,"No","003B000000IXhuRIAT","Perf183 Trail183","NTO Insider","Toronto","Canada","003B000000IXhuRIAT","Perf183 Trail183","Ontario","Active","6.1-2 years","Individual",,,"IndivAiK_152","0lpB0000000PBdwIAG",,,,"2020-04-29T00:00:00.000Z",,TRUE,"Status Tier Group","Silver",1,"0ltB0000000PBbqIAG","0lgB0000000TNJCIA4","Silver",,,2021-11-01
"Based on Past Activities or Tier",2021-08-11,"0lyB0000000RJBIIA4",FALSE,"Points","Number of Transactions",,,,"Perf184 Trail184",,,,"0lMB0000000RIEdMAO",,,,,"Perf184 Trail184","003B000000IXhuSIAT","POS",2020-01-16,"No","003B000000IXhuSIAT","Perf184 Trail184","NTO Insider","New York City","USA","003B000000IXhuSIAT","Perf184 Trail184","NY","Active","6.1-2 years","Individual",,,"IndivAiK_153","0lpB0000000PBdwIAG",,,,"2021-02-01T00:00:00.000Z","2021-06-26T00:00:00.000Z",FALSE,"Lifetime","Elite",2,"0ltB0000000PBbvIAG","0lgB0000000TNJMIA4","Elite","Test",2022-02-11,2021-11-01
"VIP Member",2020-01-16,"0lyB0000000RJBJIA4",FALSE,"Points","Number of Transactions",,,,"Perf184 Trail184",,,,"0lMB0000000RIEdMAO",,,,,"Perf184 Trail184","003B000000IXhuSIAT","POS",2020-01-16,"No","003B000000IXhuSIAT","Perf184 Trail184","NTO Insider","New York City","USA","003B000000IXhuSIAT","Perf184 Trail184","NY","Active","6.1-2 years","Individual",,,"IndivAiK_153","0lpB0000000PBdwIAG",,,,"2021-02-01T00:00:00.000Z","2021-06-26T00:00:00.000Z",TRUE,"Status Tier Group","Silver",1,"0ltB0000000PBbqIAG","0lgB0000000TNJCIA4","Silver",,,2021-11-01
"Resolve Tier Conflict",2020-08-17,"0lyB0000000RJBKIA4",FALSE,"Points","Number of Transactions",,,,"Perf185 Trail185",,,,"0lMB0000000RIEeMAO",,,,,"Perf185 Trail185","003B000000IXhuTIAT","CallCenter",2020-08-17,"No","003B000000IXhuTIAT","Perf185 Trail185","NTO Insider","New York","USA","003B000000IXhuTIAT","Perf185 Trail185","NY","Active","6.1-2 years","Individual",,,"IndivAiK_154","0lpB0000000PBdwIAG",,,,"2021-01-02T00:00:00.000Z",,FALSE,"Lifetime","Premium",1,"0ltB0000000PBbvIAG","0lgB0000000TNJHIA4","Premium",,,2021-11-01
"Based on Past Activities or Tier",2020-08-17,"0lyB0000000RJBLIA4",FALSE,"Points","Number of Transactions",,,,"Perf185 Trail185",,,,"0lMB0000000RIEeMAO",,,,,"Perf185 Trail185","003B000000IXhuTIAT","CallCenter",2020-08-17,"No","003B000000IXhuTIAT","Perf185 Trail185","NTO Insider","New York","USA","003B000000IXhuTIAT","Perf185 Trail185","NY","Active","6.1-2 years","Individual",,,"IndivAiK_154","0lpB0000000PBdwIAG",,,,"2021-01-02T00:00:00.000Z",,TRUE,"Status Tier Group","Silver",1,"0ltB0000000PBbqIAG","0lgB0000000TNJCIA4","Silver",,,2021-11-01
"VIP Member",2020-08-04,"0lyB0000000RJBMIA4",FALSE,"Points","Number of Transactions",,,,"Perf186 Trail186",,,,"0lMB0000000RIEfMAO",,,,,"Perf186 Trail186","003B000000IXhuUIAT","Social",2020-08-04,"No","003B000000IXhuUIAT","Perf186 Trail186","NTO Insider","New York","USA","003B000000IXhuUIAT","Perf186 Trail186","NY","Active","6.1-2 years","Individual",,,"IndivAiK_155","0lpB0000000PBdwIAG",,,,"2020-12-05T00:00:00.000Z",,FALSE,"Lifetime","Premium",1,"0ltB0000000PBbvIAG","0lgB0000000TNJHIA4","Premium",,,2021-11-01
"Resolve Tier Conflict",2020-08-04,"0lyB0000000RJBNIA4",FALSE,"Points","Number of Transactions",,,,"Perf186 Trail186",,,,"0lMB0000000RIEfMAO",,,,,"Perf186 Trail186","003B000000IXhuUIAT","Social",2020-08-04,"No","003B000000IXhuUIAT","Perf186 Trail186","NTO Insider","New York","USA","003B000000IXhuUIAT","Perf186 Trail186","NY","Active","6.1-2 years","Individual",,,"IndivAiK_155","0lpB0000000PBdwIAG",,,,"2020-12-05T00:00:00.000Z",,TRUE,"Status Tier Group","Silver",1,"0ltB0000000PBbqIAG","0lgB0000000TNJCIA4","Silver",,,2021-11-01
"Based on Past Activities or Tier",2021-05-09,"0lyB0000000RJBOIA4",FALSE,"Points","Number of Transactions",,,,"Perf187 Trail187",,,,"0lMB0000000RIEgMAO",,,,,"Perf187 Trail187","003B000000IXhuVIAT","Email",2021-05-09,"No","003B000000IXhuVIAT","Perf187 Trail187","NTO Insider","San Francisco","USA","003B000000IXhuVIAT","Perf187 Trail187","CA","Active","3.3-6 months","Individual",,,"IndivAiK_156","0lpB0000000PBdwIAG",,,,,,FALSE,"Lifetime","Premium",1,"0ltB0000000PBbvIAG","0lgB0000000TNJHIA4","Premium",,,2021-11-01
"VIP Member",2021-05-09,"0lyB0000000RJBPIA4",FALSE,"Points","Number of Transactions",,,,"Perf187 Trail187",,,,"0lMB0000000RIEgMAO",,,,,"Perf187 Trail187","003B000000IXhuVIAT","Email",2021-05-09,"No","003B000000IXhuVIAT","Perf187 Trail187","NTO Insider","San Francisco","USA","003B000000IXhuVIAT","Perf187 Trail187","CA","Active","3.3-6 months","Individual",,,"IndivAiK_156","0lpB0000000PBdwIAG",,,,,,TRUE,"Status Tier Group","Silver",1,"0ltB0000000PBbqIAG","0lgB0000000TNJCIA4","Silver",,,2021-11-01
"Resolve Tier Conflict",2020-11-12,"0lyB0000000RJBQIA4",FALSE,"Points","Number of Transactions",,,,"Perf188 Trail188",,,,"0lMB0000000RIEhMAO",,,,,"Perf188 Trail188","003B000000IXhuWIAT","Web",2020-11-12,"No","003B000000IXhuWIAT","Perf188 Trail188","NTO Insider","New Jersey","USA","003B000000IXhuWIAT","Perf188 Trail188","NJ","Active","5.9-12 months","Individual",,,"IndivAiK_157","0lpB0000000PBdwIAG",,,,"2020-07-12T00:00:00.000Z","2021-04-23T00:00:00.000Z",FALSE,"Lifetime","Premium",1,"0ltB0000000PBbvIAG","0lgB0000000TNJHIA4","Premium",,,2021-11-01
"Based on Past Activities or Tier",2020-11-12,"0lyB0000000RJBRIA4",FALSE,"Points","Number of Transactions",,,,"Perf188 Trail188",,,,"0lMB0000000RIEhMAO",,,,,"Perf188 Trail188","003B000000IXhuWIAT","Web",2020-11-12,"No","003B000000IXhuWIAT","Perf188 Trail188","NTO Insider","New Jersey","USA","003B000000IXhuWIAT","Perf188 Trail188","NJ","Active","5.9-12 months","Individual",,,"IndivAiK_157","0lpB0000000PBdwIAG",,,,"2020-07-12T00:00:00.000Z","2021-04-23T00:00:00.000Z",TRUE,"Status Tier Group","Silver",1,"0ltB0000000PBbqIAG","0lgB0000000TNJCIA4","Silver",,,2021-11-01
"VIP Member",2020-02-18,"0lyB0000000RJBSIA4",FALSE,"Points","Number of Transactions",,,,"Perf189 Trail189",,,,"0lMB0000000RIEiMAO",,,,,"Perf189 Trail189","003B000000IXhuXIAT","POS",2020-02-18,"No","003B000000IXhuXIAT","Perf189 Trail189","NTO Insider","San Francisco","USA","003B000000IXhuXIAT","Perf189 Trail189","CA","Active","6.1-2 years","Individual",,,"IndivAiK_158","0lpB0000000PBdwIAG",,,,"2020-05-31T00:00:00.000Z",,FALSE,"Lifetime","Premium",1,"0ltB0000000PBbvIAG","0lgB0000000TNJHIA4","Premium",,,2021-11-01
"Resolve Tier Conflict",2020-02-18,"0lyB0000000RJBTIA4",FALSE,"Points","Number of Transactions",,,,"Perf189 Trail189",,,,"0lMB0000000RIEiMAO",,,,,"Perf189 Trail189","003B000000IXhuXIAT","POS",2020-02-18,"No","003B000000IXhuXIAT","Perf189 Trail189","NTO Insider","San Francisco","USA","003B000000IXhuXIAT","Perf189 Trail189","CA","Active","6.1-2 years","Individual",,,"IndivAiK_158","0lpB0000000PBdwIAG",,,,"2020-05-31T00:00:00.000Z",,TRUE,"Status Tier Group","Silver",1,"0ltB0000000PBbqIAG","0lgB0000000TNJCIA4","Silver",,,2021-11-01
"Based on Past Activities or Tier",2020-10-29,"0lyB0000000RJBUIA4",FALSE,"Points","Number of Transactions",,,,"Perf190 Trail190",,,,"0lMB0000000RIEjMAO",,,,,"Perf190 Trail190","003B000000IXhuYIAT","CallCenter",2020-10-29,"No","003B000000IXhuYIAT","Perf190 Trail190","NTO Insider","Toronto","Canada","003B000000IXhuYIAT","Perf190 Trail190","Ontario","Active","5.9-12 months","Individual",,,"IndivAiK_159","0lpB0000000PBdwIAG",,,,"2020-10-12T00:00:00.000Z","2021-12-12T00:00:00.000Z",FALSE,"Lifetime","Premium",1,"0ltB0000000PBbvIAG","0lgB0000000TNJHIA4","Premium",,,2021-11-01
"VIP Member",2020-10-29,"0lyB0000000RJBVIA4",FALSE,"Points","Number of Transactions",,,,"Perf190 Trail190",,,,"0lMB0000000RIEjMAO",,,,,"Perf190 Trail190","003B000000IXhuYIAT","CallCenter",2020-10-29,"No","003B000000IXhuYIAT","Perf190 Trail190","NTO Insider","Toronto","Canada","003B000000IXhuYIAT","Perf190 Trail190","Ontario","Active","5.9-12 months","Individual",,,"IndivAiK_159","0lpB0000000PBdwIAG",,,,"2020-10-12T00:00:00.000Z","2021-12-12T00:00:00.000Z",TRUE,"Status Tier Group","Silver",1,"0ltB0000000PBbqIAG","0lgB0000000TNJCIA4","Silver",,,2021-11-01
"Resolve Tier Conflict",2021-06-11,"0lyB0000000RJBWIA4",FALSE,"Points","Number of Transactions",,,,"Perf191 Trail191",,,,"0lMB0000000RIEkMAO",,,,,"Perf191 Trail191","003B000000IXhuZIAT","Social",2021-06-11,"No","003B000000IXhuZIAT","Perf191 Trail191","NTO Insider","Toronto","Canada","003B000000IXhuZIAT","Perf191 Trail191","Ontario","Active","3.3-6 months","Individual",,,"IndivAiK_160","0lpB0000000PBdwIAG",,,,"2021-09-27T19:00:00.000Z",,FALSE,"Lifetime","Premium",1,"0ltB0000000PBbvIAG","0lgB0000000TNJHIA4","Premium",,,2021-11-01
"Based on Past Activities or Tier",2021-06-11,"0lyB0000000RJBXIA4",FALSE,"Points","Number of Transactions",,,,"Perf191 Trail191",,,,"0lMB0000000RIEkMAO",,,,,"Perf191 Trail191","003B000000IXhuZIAT","Social",2021-06-11,"No","003B000000IXhuZIAT","Perf191 Trail191","NTO Insider","Toronto","Canada","003B000000IXhuZIAT","Perf191 Trail191","Ontario","Active","3.3-6 months","Individual",,,"IndivAiK_160","0lpB0000000PBdwIAG",,,,"2021-09-27T19:00:00.000Z",,TRUE,"Status Tier Group","Silver",1,"0ltB0000000PBbqIAG","0lgB0000000TNJCIA4","Silver",,,2021-11-01
"VIP Member",2020-05-22,"0lyB0000000RJBYIA4",FALSE,"Points","Number of Transactions",,,,"Perf192 Trail192",,,,"0lMB0000000RIElMAO",,,,,"Perf192 Trail192","003B000000IXhuaIAD","Email",2020-05-22,"No","003B000000IXhuaIAD","Perf192 Trail192","NTO Insider","Toronto","Canada","003B000000IXhuaIAD","Perf192 Trail192","Ontario","Active","6.1-2 years","Individual",,,"IndivAiK_161","0lpB0000000PBdwIAG",,,,"2020-05-09T00:00:00.000Z",,FALSE,"Lifetime","Premium",1,"0ltB0000000PBbvIAG","0lgB0000000TNJHIA4","Premium",,,2021-11-01
"Resolve Tier Conflict",2020-05-22,"0lyB0000000RJBZIA4",FALSE,"Points","Number of Transactions",,,,"Perf192 Trail192",,,,"0lMB0000000RIElMAO",,,,,"Perf192 Trail192","003B000000IXhuaIAD","Email",2020-05-22,"No","003B000000IXhuaIAD","Perf192 Trail192","NTO Insider","Toronto","Canada","003B000000IXhuaIAD","Perf192 Trail192","Ontario","Active","6.1-2 years","Individual",,,"IndivAiK_161","0lpB0000000PBdwIAG",,,,"2020-05-09T00:00:00.000Z",,TRUE,"Status Tier Group","Silver",1,"0ltB0000000PBbqIAG","0lgB0000000TNJCIA4","Silver",,,2021-11-01
"Based on Past Activities or Tier",2020-07-19,"0lyB0000000RJBaIAO",FALSE,"Points","Number of Transactions",,,,"Perf193 Trail193",,,,"0lMB0000000RIEmMAO",,,,,"Perf193 Trail193","003B000000IXhubIAD","Web",2020-07-19,"No","003B000000IXhubIAD","Perf193 Trail193","NTO Insider","New York City","USA","003B000000IXhubIAD","Perf193 Trail193","NY","Active","6.1-2 years","Individual",,,"IndivAiK_162","0lpB0000000PBdwIAG",,,,"2021-01-08T00:00:00.000Z","2021-09-29T00:00:00.000Z",FALSE,"Lifetime","Premium",1,"0ltB0000000PBbvIAG","0lgB0000000TNJHIA4","Premium",,,2021-11-01
"VIP Member",2020-07-19,"0lyB0000000RJBbIAO",FALSE,"Points","Number of Transactions",,,,"Perf193 Trail193",,,,"0lMB0000000RIEmMAO",,,,,"Perf193 Trail193","003B000000IXhubIAD","Web",2020-07-19,"No","003B000000IXhubIAD","Perf193 Trail193","NTO Insider","New York City","USA","003B000000IXhubIAD","Perf193 Trail193","NY","Active","6.1-2 years","Individual",,,"IndivAiK_162","0lpB0000000PBdwIAG",,,,"2021-01-08T00:00:00.000Z","2021-09-29T00:00:00.000Z",TRUE,"Status Tier Group","Silver",1,"0ltB0000000PBbqIAG","0lgB0000000TNJCIA4","Silver",,,2021-11-01
"Resolve Tier Conflict",2020-08-06,"0lyB0000000RJBcIAO",FALSE,"Points","Number of Transactions",,,,"Perf194 Trail194",,,,"0lMB0000000RIEnMAO",,,,,"Perf194 Trail194","003B000000IXhucIAD","POS",2020-08-06,"No","003B000000IXhucIAD","Perf194 Trail194","NTO Insider","New York","USA","003B000000IXhucIAD","Perf194 Trail194","NY","Active","6.1-2 years","Individual",,,"IndivAiK_163","0lpB0000000PBdwIAG",,,,"2021-02-10T00:00:00.000Z","2021-03-18T00:00:00.000Z",FALSE,"Lifetime","Premium",1,"0ltB0000000PBbvIAG","0lgB0000000TNJHIA4","Premium",,,2021-11-01
"Based on Past Activities or Tier",2020-08-06,"0lyB0000000RJBdIAO",FALSE,"Points","Number of Transactions",,,,"Perf194 Trail194",,,,"0lMB0000000RIEnMAO",,,,,"Perf194 Trail194","003B000000IXhucIAD","POS",2020-08-06,"No","003B000000IXhucIAD","Perf194 Trail194","NTO Insider","New York","USA","003B000000IXhucIAD","Perf194 Trail194","NY","Active","6.1-2 years","Individual",,,"IndivAiK_163","0lpB0000000PBdwIAG",,,,"2021-02-10T00:00:00.000Z","2021-03-18T00:00:00.000Z",TRUE,"Status Tier Group","Silver",1,"0ltB0000000PBbqIAG","0lgB0000000TNJCIA4","Silver",,,2021-11-01
"VIP Member",2020-10-15,"0lyB0000000RJBeIAO",FALSE,"Points","Number of Transactions",,,,"Perf195 Trail195",,,,"0lMB0000000RIEoMAO",,,,,"Perf195 Trail195","003B000000IXhudIAD","CallCenter",2020-10-15,"No","003B000000IXhudIAD","Perf195 Trail195","NTO Insider","New York","USA","003B000000IXhudIAD","Perf195 Trail195","NY","Active","6.1-2 years","Individual",,,"IndivAiK_164","0lpB0000000PBdwIAG",,,,"2020-06-02T00:00:00.000Z","2021-06-23T00:00:00.000Z",FALSE,"Lifetime","Premium",1,"0ltB0000000PBbvIAG","0lgB0000000TNJHIA4","Premium",,,2021-11-01
"Resolve Tier Conflict",2020-10-15,"0lyB0000000RJBfIAO",FALSE,"Points","Number of Transactions",,,,"Perf195 Trail195",,,,"0lMB0000000RIEoMAO",,,,,"Perf195 Trail195","003B000000IXhudIAD","CallCenter",2020-10-15,"No","003B000000IXhudIAD","Perf195 Trail195","NTO Insider","New York","USA","003B000000IXhudIAD","Perf195 Trail195","NY","Active","6.1-2 years","Individual",,,"IndivAiK_164","0lpB0000000PBdwIAG",,,,"2020-06-02T00:00:00.000Z","2021-06-23T00:00:00.000Z",TRUE,"Status Tier Group","Silver",1,"0ltB0000000PBbqIAG","0lgB0000000TNJCIA4","Silver",,,2021-11-01
"Based on Past Activities or Tier",2020-11-16,"0lyB0000000RJBgIAO",FALSE,"Points","Number of Transactions",,,,"Perf72 Trail72",,,,"0lMB0000000RIEpMAO",,,,,"Perf72 Trail72","003B000000IXhufIAD","Social",2020-11-16,"No","003B000000IXhufIAD","Perf72 Trail72","NTO Insider","San Francisco","USA","003B000000IXhufIAD","Perf72 Trail72","CA","Active","5.9-12 months","Individual",,,"IndivAiK_165","0lpB0000000PBdwIAG",,,,"2020-06-28T00:00:00.000Z","2021-10-09T00:00:00.000Z",FALSE,"Lifetime","Premium",1,"0ltB0000000PBbvIAG","0lgB0000000TNJHIA4","Premium",,,2021-11-01
"VIP Member",2020-11-16,"0lyB0000000RJBhIAO",FALSE,"Points","Number of Transactions",,,,"Perf72 Trail72",,,,"0lMB0000000RIEpMAO",,,,,"Perf72 Trail72","003B000000IXhufIAD","Social",2020-11-16,"No","003B000000IXhufIAD","Perf72 Trail72","NTO Insider","San Francisco","USA","003B000000IXhufIAD","Perf72 Trail72","CA","Active","5.9-12 months","Individual",,,"IndivAiK_165","0lpB0000000PBdwIAG",,,,"2020-06-28T00:00:00.000Z","2021-10-09T00:00:00.000Z",TRUE,"Status Tier Group","Silver",1,"0ltB0000000PBbqIAG","0lgB0000000TNJCIA4","Silver",,,2021-11-01
"Resolve Tier Conflict",2020-06-06,"0lyB0000000RJBiIAO",FALSE,"Points","Number of Transactions",,,,"Perf73 Trail73",,,,"0lMB0000000RIEqMAO",,,,,"Perf73 Trail73","003B000000IXhugIAD","Email",2020-06-06,"No","003B000000IXhugIAD","Perf73 Trail73","NTO Insider","Toronto","Canada","003B000000IXhugIAD","Perf73 Trail73","Ontario","Active","6.1-2 years","Individual",,,"IndivAiK_166","0lpB0000000PBdwIAG",,,,"2020-04-28T00:00:00.000Z","2021-11-04T00:00:00.000Z",FALSE,"Lifetime","Premium",1,"0ltB0000000PBbvIAG","0lgB0000000TNJHIA4","Premium",,,2021-11-01
"Based on Past Activities or Tier",2020-06-06,"0lyB0000000RJBjIAO",FALSE,"Points","Number of Transactions",,,,"Perf73 Trail73",,,,"0lMB0000000RIEqMAO",,,,,"Perf73 Trail73","003B000000IXhugIAD","Email",2020-06-06,"No","003B000000IXhugIAD","Perf73 Trail73","NTO Insider","Toronto","Canada","003B000000IXhugIAD","Perf73 Trail73","Ontario","Active","6.1-2 years","Individual",,,"IndivAiK_166","0lpB0000000PBdwIAG",,,,"2020-04-28T00:00:00.000Z","2021-11-04T00:00:00.000Z",TRUE,"Status Tier Group","Silver",1,"0ltB0000000PBbqIAG","0lgB0000000TNJCIA4","Silver",,,2021-11-01
"VIP Member",2020-01-30,"0lyB0000000RJBkIAO",FALSE,"Points","Number of Transactions",,,,"Perf74 Trail74",,,,"0lMB0000000RIErMAO",,,,,"Perf74 Trail74","003B000000IXhuhIAD","Web",2020-01-30,"No","003B000000IXhuhIAD","Perf74 Trail74","NTO Insider","Toronto","Canada","003B000000IXhuhIAD","Perf74 Trail74","Ontario","Active","6.1-2 years","Individual",,,"IndivAiK_167","0lpB0000000PBdwIAG",,,,"2020-11-05T00:00:00.000Z","2021-03-06T00:00:00.000Z",FALSE,"Lifetime","Premium",1,"0ltB0000000PBbvIAG","0lgB0000000TNJHIA4","Premium",,,2021-11-01
"Resolve Tier Conflict",2020-01-30,"0lyB0000000RJBlIAO",FALSE,"Points","Number of Transactions",,,,"Perf74 Trail74",,,,"0lMB0000000RIErMAO",,,,,"Perf74 Trail74","003B000000IXhuhIAD","Web",2020-01-30,"No","003B000000IXhuhIAD","Perf74 Trail74","NTO Insider","Toronto","Canada","003B000000IXhuhIAD","Perf74 Trail74","Ontario","Active","6.1-2 years","Individual",,,"IndivAiK_167","0lpB0000000PBdwIAG",,,,"2020-11-05T00:00:00.000Z","2021-03-06T00:00:00.000Z",TRUE,"Status Tier Group","Silver",1,"0ltB0000000PBbqIAG","0lgB0000000TNJCIA4","Silver",,,2021-11-01
"Based on Past Activities or Tier",2021-04-03,"0lyB0000000RJBmIAO",FALSE,"Points","Number of Transactions",,,,"Perf75 Trail75",,,,"0lMB0000000RIEsMAO",,,,,"Perf75 Trail75","003B000000IXhuiIAD","POS",2021-04-03,"No","003B000000IXhuiIAD","Perf75 Trail75","NTO Insider","Toronto","Canada","003B000000IXhuiIAD","Perf75 Trail75","Ontario","Active","4.6-9 months","Individual",,,"IndivAiK_145","0lpB0000000PBdwIAG",,,,"2020-07-20T00:00:00.000Z",,FALSE,"Lifetime","Premium",1,"0ltB0000000PBbvIAG","0lgB0000000TNJHIA4","Premium",,,2021-11-01
