"Type","AgeBucket","FirstName","State","Channel","Stage","Gender","LastName","ChannelOrder","AgeBucketOrder","StageOrder","Age"
"Detractor","36-50","Malva","Florida","Call Center","Acquisition","NA","Bollands",3,4,1,49
"Passive","36-50","Jere","District of Columbia","Call Center","Acquisition","Male","Tuting",3,4,1,48
"Promoter","18-25","Bethina","Texas","Call Center","Acquisition","NA","Coot",3,2,1,20
"Detractor","26-35","Patricio","District of Columbia","Call Center","Acquisition","Female","Malletratt",3,3,1,33
"Passive","26-35","Starlin","Washington","Call Center","Acquisition","Female","Nassau",3,3,1,31
"Promoter","36-50","Vinny","Illinois","Call Center","Acquisition","Male","Purches",3,4,1,41
"Detractor","NA","Raf","Kansas","Call Center","Acquisition","NA","Blacklidge",3,5,1,28
"Passive","18-25","Warren","West Virginia","Call Center","Acquisition","Female","Legan",3,2,1,20
"Detractor","18-25","Micah","California","Call Center","Acquisition","Male","Richardot",3,2,1,24
"Promoter","26-35","Mignonne","Virginia","Call Center","Acquisition","NA","Serle",3,3,1,27
"Detractor","26-35","Elayne","Arizona","Call Center","Acquisition","Female","Plinck",3,3,1,31
"Passive","0-17","Ulrica","Colorado","Call Center","Acquisition","Male","Denley",3,1,1,16
"Detractor","26-35","Aundrea","District of Columbia","Call Center","Acquisition","NA","Aleswell",3,3,1,31
"Passive","NA","Nickola","Virginia","Call Center","Acquisition","NA","Cawsby",3,5,1,60
"Promoter","36-50","Herbie","Florida","Call Center","Acquisition","Female","Tassell",3,4,1,36
"Promoter","18-25","Bee","California","Call Center","Acquisition","Male","Okroy",3,2,1,22
"Detractor","0-17","Loella","Florida","Call Center","Acquisition","Male","Mc Carroll",3,1,1,10
"Passive","18-25","Mayer","Pennsylvania","Call Center","Acquisition","NA","Babinski",3,2,1,18
"Detractor","26-35","Goldarina","Missouri","Call Center","Acquisition","Female","Songhurst",3,3,1,32
"Promoter","0-17","Saxon","Arkansas","Call Center","Acquisition","NA","Kenealy",3,1,1,15
"Passive","0-17","Mavra","Pennsylvania","Call Center","Acquisition","Male","Densey",3,1,1,10
"Detractor","36-50","Rhoda","Texas","Call Center","Acquisition","Female","Lemarie",3,4,1,45
"Promoter","36-50","Giovanni","Connecticut","Call Center","Acquisition","Male","Joly",3,4,1,50
"Passive","36-50","Tannie","Texas","Call Center","Acquisition","NA","Templar",3,4,1,44
"Detractor","26-35","Britni","Missouri","Call Center","Acquisition","Female","Fullilove",3,3,1,29
"Promoter","18-25","Nisse","California","Call Center","Acquisition","NA","Gandy",3,2,1,21
"Passive","18-25","Margaretha","California","Call Center","Acquisition","Male","Goodwell",3,2,1,25
"Detractor","18-25","Tabbitha","New York","Call Center","Acquisition","Female","Dunnion",3,2,1,19
"Detractor","36-50","Constantine","Indiana","Call Center","Acquisition","Male","Douse",3,4,1,50
"Promoter","26-35","Neall","Florida","Call Center","Acquisition","Female","Orrock",3,3,1,33
"Detractor","18-25","Aaron","Illinois","Call Center","Acquisition","NA","Luberti",3,2,1,18
"Passive","26-35","Judd","California","Call Center","Acquisition","Female","Anthonsen",3,3,1,32
"Promoter","NA","Nikki","Georgia","Call Center","Acquisition","NA","Oxborough",3,5,1,80
"Detractor","18-25","Terrance","Alabama","Call Center","Acquisition","Male","Ludovico",3,2,1,18
"Passive","36-50","Marv","Colorado","Call Center","Acquisition","NA","Wingeat",3,4,1,44
"Promoter","18-25","Dulcy","Florida","Call Center","Acquisition","Female","Denley",3,2,1,25
"Passive","26-35","Gustav","New Jersey","Call Center","Acquisition","Male","Craiker",3,3,1,29
"Detractor","26-35","Marcelline","Georgia","Call Center","Acquisition","Female","Stowell",3,3,1,35
"Detractor","26-35","Burke","District of Columbia","Call Center","Acquisition","Male","Paolazzi",3,3,1,27
"Promoter","36-50","Gratia","Florida","Call Center","Acquisition","NA","Sandyford",3,4,1,38
"Passive","NA","Hugues","Texas","Call Center","Acquisition","Female","Grasner",3,5,1,77
"Detractor","26-35","Melodie","Florida","Call Center","Acquisition","Male","Winkworth",3,3,1,30
"Passive","18-25","Darb","New York","Call Center","Acquisition","NA","Dils",3,2,1,24
"Promoter","36-50","Ashlin","Ohio","Call Center","Acquisition","Male","Sever",3,4,1,42
"Detractor","18-25","Arlyn","Illinois","Call Center","Acquisition","NA","Brayford",3,2,1,19
"Passive","0-17","Corny","New York","Call Center","Acquisition","Female","Wilde",3,1,1,10
"Promoter","18-25","Karon","Texas","Call Center","Acquisition","Male","Tregonna",3,2,1,25
"Detractor","36-50","Saloma","Nevada","Call Center","Acquisition","NA","Worsell",3,4,1,37
"Promoter","26-35","Lyon","Texas","Call Center","Acquisition","Female","Stoade",3,3,1,32
"Passive","36-50","Cybill","California","Call Center","Acquisition","NA","Picot",3,4,1,44
"Detractor","26-35","Kaela","California","Call Center","Acquisition","Male","Kenwell",3,3,1,29
"Detractor","26-35","Kimmie","New Hampshire","Call Center","Acquisition","Female","Jenkinson",3,3,1,35
"Passive","18-25","Mil","California","Call Center","Acquisition","Female","Mordy",3,2,1,20
"Promoter","0-17","Ilsa","Ohio","Call Center","Acquisition","NA","Hustler",3,1,1,10
"Detractor","18-25","Marika","Utah","Call Center","Acquisition","Male","Browett",3,2,1,21
"Passive","26-35","Boigie","Arizona","Call Center","Acquisition","Female","Hourstan",3,3,1,30
"Promoter","26-35","Frankie","Florida","Call Center","Acquisition","NA","Dowman",3,3,1,28
"Detractor","26-35","Othella","Louisiana","Call Center","Acquisition","Male","Jotham",3,3,1,35
"Promoter","26-35","Reta","Indiana","Call Center","Acquisition","NA","Busch",3,3,1,32
"Detractor","36-50","Skipper","Pennsylvania","Call Center","Acquisition","Male","Colenutt",3,4,1,48
"Passive","0-17","Aida","California","Call Center","Acquisition","Female","Leinweber",3,1,1,10
"Passive","18-25","Care","Tennessee","Call Center","Acquisition","Male","Braz",3,2,1,25
"Detractor","0-17","Glenden","California","Call Center","Acquisition","NA","Mardlin",3,1,1,12
"Promoter","36-50","Cynthia","Alabama","Call Center","Acquisition","Female","Cheake",3,4,1,43
"Detractor","18-25","Sharline","California","Call Center","Acquisition","Female","Josse",3,2,1,19
"Promoter","18-25","Kaylyn","Texas","Call Center","Acquisition","NA","Wyldbore",3,2,1,22
"Passive","18-25","Towney","Florida","Call Center","Acquisition","Male","Kitley",3,2,1,20
"Detractor","26-35","Bar","California","Call Center","Acquisition","Female","Bunten",3,3,1,30
"Passive","36-50","Madelena","Ohio","Call Center","Acquisition","NA","Cobleigh",3,4,1,42
"Detractor","36-50","Wolfgang","South Carolina","Call Center","Acquisition","Male","Caldera",3,4,1,42
"Promoter","18-25","Darnall","Texas","Call Center","Acquisition","NA","Craske",3,2,1,21
"Passive","26-35","Yance","Alabama","Call Center","Acquisition","Male","Alesin",3,3,1,30
"Detractor","26-35","Nelson","New York","Call Center","Acquisition","Female","Beetles",3,3,1,26
"Promoter","26-35","Prent","New York","Call Center","Acquisition","Female","Fronzek",3,3,1,34
"Passive","18-25","Bridie","Michigan","Call Center","Acquisition","Male","Gilbane",3,2,1,22
"Detractor","18-25","Moses","Florida","Call Center","Acquisition","NA","Binks",3,2,1,22
"Promoter","36-50","Jacobo","Florida","Call Center","Acquisition","Female","Skune",3,4,1,45
"Detractor","26-35","Gertie","California","Call Center","Acquisition","NA","Thurstan",3,3,1,35
"Promoter","36-50","Merwyn","Georgia","Call Center","Acquisition","Male","Sarl",3,4,1,38
"Passive","0-17","Ogden","Alabama","Call Center","Acquisition","NA","Burker",3,1,1,13
"Detractor","26-35","Heddi","Louisiana","Store","Acquisition","Male","Rittmeyer",4,3,1,27
"Passive","18-25","Dev","Colorado","Store","Acquisition","Female","Dun",4,2,1,25
"Promoter","18-25","Sam","New York","Store","Acquisition","Female","Margaret",4,2,1,25
"Detractor","36-50","Yuma","Florida","Store","Acquisition","Male","Polly",4,4,1,38
"Passive","36-50","Thaddeus","Texas","Store","Acquisition","NA","Ciepluch",4,4,1,43
"Promoter","36-50","Care","Illinois","Store","Acquisition","Male","Ellacott",4,4,1,45
"Detractor","NA","Arlie","New York","Store","Acquisition","Female","Bech",4,5,1,25
"Detractor","26-35","Deni","Ohio","Store","Acquisition","NA","Skypp",4,3,1,32
"Passive","26-35","Maxy","Florida","Store","Acquisition","NA","Rens",4,3,1,26
"Promoter","26-35","Ruthy","Colorado","Store","Acquisition","Female","Sommers",4,3,1,30
"Passive","NA","Freemon","California","Store","Acquisition","Male","Petegre",4,5,1,60
"Detractor","18-25","Far","Alabama","Store","Acquisition","Male","Harmer",4,2,1,21
"Promoter","NA","Jarret","Nevada","Store","Acquisition","Female","O'Heyne",4,5,1,10
"Detractor","18-25","Arel","Utah","Store","Acquisition","NA","Kaufman",4,2,1,21
"Passive","NA","Lowell","California","Store","Acquisition","Male","Rodgier",4,5,1,49
"Detractor","26-35","Morton","District of Columbia","Store","Acquisition","Female","Palfreman",4,3,1,35
"Promoter","18-25","Reagan","Texas","Store","Acquisition","NA","Brimming",4,2,1,20
"Passive","0-17","Calley","Virginia","Store","Acquisition","Male","Renny",4,1,1,15
"Promoter","36-50","Almire","Idaho","Store","Acquisition","NA","Baugham",4,4,1,48
"Detractor","36-50","Charmain","Virginia","Store","Acquisition","Female","Doring",4,4,1,44
"Passive","18-25","Isiahi","Wisconsin","Store","Acquisition","Male","Curnok",4,2,1,22
"Detractor","26-35","Leontine","Hawaii","Store","Acquisition","Female","Kennifeck",4,3,1,33
"Promoter","0-17","Myrwyn","Texas","Store","Acquisition","NA","Lofting",4,1,1,10
"Passive","36-50","Linell","Maryland","Store","Acquisition","Male","Cankett",4,4,1,50
"Detractor","18-25","Perice","New York","Store","Acquisition","NA","Klehyn",4,2,1,22
"Promoter","26-35","Virgina","Iowa","Store","Acquisition","Female","Breznovic",4,3,1,32
"Detractor","0-17","Baird","Ohio","Store","Acquisition","NA","Sefton",4,1,1,10
"Passive","18-25","Harp","Florida","Store","Acquisition","Female","Malloch",4,2,1,25
"Promoter","36-50","Ninon","California","Store","Acquisition","Male","Blagbrough",4,4,1,41
"Detractor","36-50","Mufinella","Georgia","Store","Acquisition","Male","Harnell",4,4,1,42
"Passive","18-25","Julius","Louisiana","Store","Acquisition","NA","Dombrell",4,2,1,18
"Detractor","26-35","Rochella","California","Store","Acquisition","Female","Bowes",4,3,1,34
"Promoter","26-35","Barby","Mississippi","Store","Acquisition","Female","Slocombe",4,3,1,29
"Passive","36-50","Consalve","Missouri","Store","Acquisition","Male","Posten",4,4,1,50
"Detractor","18-25","Peadar","Georgia","Store","Acquisition","NA","Giscken",4,2,1,25
"Promoter","18-25","Balduin","Utah","Store","Acquisition","Female","Ilieve",4,2,1,23
"Detractor","26-35","Denna","Texas","Store","Acquisition","Male","Cornish",4,3,1,30
"Passive","26-35","Rosaline","Minnesota","Store","Acquisition","NA","Newbold",4,3,1,34
"Promoter","36-50","Rocky","North Carolina","Store","Acquisition","NA","Janas",4,4,1,43
"Passive","NA","Stanton","California","Store","Acquisition","Female","Birdseye",4,5,1,44
"Detractor","26-35","Alistair","California","Store","Acquisition","Male","Yegorovnin",4,3,1,30
"Detractor","36-50","Kathye","Louisiana","Store","Acquisition","Male","Stonall",4,4,1,37
"Passive","0-17","Samson","Michigan","Store","Acquisition","Female","Sergeaunt",4,1,1,10
"Promoter","26-35","Stacy","New Jersey","Store","Acquisition","NA","Tear",4,3,1,27
"Detractor","18-25","Llewellyn","Louisiana","Store","Acquisition","Male","FitzGilbert",4,2,1,21
"Passive","26-35","Chane","California","Store","Acquisition","NA","Caukill",4,3,1,29
"Detractor","26-35","Carson","California","Store","Acquisition","Female","Rosenauer",4,3,1,29
"Promoter","36-50","Paxon","Virginia","Store","Acquisition","Female","McVaugh",4,4,1,36
"Promoter","NA","Kort","Florida","Store","Acquisition","NA","Harome",4,5,1,26
"Detractor","26-35","Tadio","Utah","Store","Acquisition","Male","Kelsell",4,3,1,30
"Passive","36-50","Quentin","Minnesota","Store","Acquisition","NA","Sherwell",4,4,1,43
"Detractor","36-50","Gerianne","Nevada","Store","Acquisition","Male","Richold",4,4,1,38
"Promoter","0-17","Angelle","Virginia","Store","Acquisition","Female","Louca",4,1,1,10
"Passive","18-25","Celestina","District of Columbia","Store","Acquisition","NA","Oller",4,2,1,23
"Detractor","26-35","Brose","Florida","Store","Acquisition","Male","Charter",4,3,1,26
"Passive","18-25","Ann-marie","New York","Store","Acquisition","Female","Wrotchford",4,2,1,22
"Promoter","18-25","Ellissa","Texas","Store","Acquisition","Female","Oakton",4,2,1,25
"Detractor","18-25","Puff","California","Store","Acquisition","NA","Harnell",4,2,1,19
"Promoter","36-50","Maje","New York","Store","Acquisition","Male","Aymer",4,4,1,46
"Detractor","26-35","Nolie","Pennsylvania","Store","Acquisition","Male","Jaime",4,3,1,27
"Passive","26-35","Ginger","Texas","Store","Acquisition","NA","Martinson",4,3,1,27
"Promoter","18-25","Rourke","Arizona","Store","Acquisition","Female","Cloughton",4,2,1,18
"Detractor","26-35","Rudiger","North Carolina","Store","Acquisition","NA","Ovendale",4,3,1,29
"Passive","0-17","Frankie","Illinois","Store","Acquisition","Male","Bulch",4,1,1,11
"Detractor","18-25","Guglielmo","California","Store","Acquisition","Female","MacEnelly",4,2,1,18
"Passive","NA","Margalit","Missouri","Store","Acquisition","Male","Kleewein",4,5,1,45
"Promoter","18-25","Aloisia","New York","Store","Acquisition","Female","Rycraft",4,2,1,21
"Detractor","36-50","Brenden","Virginia","Store","Acquisition","NA","Glamart",4,4,1,42
"Promoter","26-35","Linn","Ohio","Store","Acquisition","NA","Cubbon",4,3,1,30
"Passive","18-25","Gayelord","Arizona","Store","Acquisition","Female","Georg",4,2,1,22
"Detractor","26-35","Renault","New York","Store","Acquisition","Male","Repp",4,3,1,31
"Promoter","26-35","Finley","Pennsylvania","Store","Acquisition","Female","Crampsy",4,3,1,31
"Passive","36-50","Cheri","Iowa","Store","Acquisition","NA","Smalecombe",4,4,1,49
"Detractor","18-25","Derick","Minnesota","Chat","Acquisition","Male","Granleese",5,2,1,25
"Detractor","26-35","Fionnula","California","Chat","Acquisition","Male","Whiffin",5,3,1,29
"Passive","18-25","Justus","Georgia","Chat","Acquisition","Female","Coxhell",5,2,1,21
"Promoter","36-50","Olin","California","Chat","Acquisition","NA","Yeskin",5,4,1,45
"Detractor","0-17","Raoul","Maryland","Chat","Acquisition","Male","Hardwin",5,1,1,10
"Passive","18-25","Rod","Missouri","Chat","Acquisition","Female","Rohlfs",5,2,1,24
"Promoter","36-50","Aubert","District of Columbia","Chat","Acquisition","NA","Cartmael",5,4,1,39
"Detractor","18-25","Adelice","Texas","Chat","Acquisition","Male","Whitlow",5,2,1,18
"Passive","36-50","Corinne","Georgia","Chat","Acquisition","NA","Rabbitt",5,4,1,49
"Promoter","26-35","Viv","Missouri","Chat","Acquisition","Female","Burnes",5,3,1,29
"Detractor","26-35","Abbie","Texas","Chat","Acquisition","Male","Duberry",5,3,1,30
"Passive","26-35","Tobit","Indiana","Chat","Acquisition","NA","Kincaid",5,3,1,34
"Promoter","18-25","Norman","California","Chat","Acquisition","Female","Aleavy",5,2,1,20
"Detractor","18-25","Silvain","Iowa","Chat","Acquisition","NA","Besse",5,2,1,25
"Detractor","NA","Georgi","Missouri","Chat","Acquisition","Female","Brewett",5,5,1,49
"Promoter","36-50","Fredelia","Texas","Chat","Acquisition","Male","McLeman",5,4,1,39
"Passive","18-25","Chev","South Dakota","Chat","Acquisition","Female","Couling",5,2,1,18
"Detractor","26-35","Falito","Texas","Chat","Acquisition","Male","Fenich",5,3,1,27
"Promoter","18-25","Rudolfo","Virginia","Chat","Acquisition","NA","Scramage",5,2,1,19
"Passive","0-17","Rey","Pennsylvania","Chat","Acquisition","Male","Graeser",5,1,1,10
"Detractor","26-35","Gerry","New York","Email","Acquisition","Female","MacElroy",6,3,1,27
"Passive","26-35","Barby","Washington","Email","Acquisition","NA","Blackaller",6,3,1,26
"Detractor","18-25","Abbie","Missouri","Email","Acquisition","Female","Outright",6,2,1,22
"Promoter","36-50","Tuckie","Massachusetts","Email","Acquisition","Male","Makey",6,4,1,37
"Passive","18-25","Karalee","Oklahoma","Email","Acquisition","NA","MacInerney",6,2,1,24
"Promoter","26-35","Finn","Oregon","Website","Onboarding","Female","Chrystie",1,3,2,28
"Detractor","26-35","Darlene","South Carolina","Website","Onboarding","Male","Thecham",1,3,2,28
"Passive","36-50","Bartram","Texas","Website","Onboarding","NA","Lejeune",1,4,2,40
"Detractor","36-50","Clemens","North Carolina","Website","Onboarding","Male","Carrivick",1,4,2,39
"Promoter","0-17","Ophelie","California","Website","Onboarding","Female","Tuny",1,1,2,10
"Detractor","36-50","Tannie","Pennsylvania","Website","Onboarding","NA","Insall",1,4,2,36
"Passive","18-25","Maurine","California","Website","Onboarding","Female","Boyland",1,2,2,24
"Detractor","18-25","Walton","California","Website","Onboarding","Male","Stringer",1,2,2,25
"Passive","NA","Bartholemy","Florida","Website","Onboarding","NA","Talman",1,5,2,15
"Promoter","18-25","Garvin","Texas","Website","Onboarding","NA","Viles",1,2,2,20
"Promoter","26-35","Tymon","Arkansas","Website","Onboarding","Male","Mahody",1,3,2,32
"Detractor","36-50","Austin","Oregon","Website","Onboarding","Female","Forsyth",1,4,2,44
"Passive","26-35","Gerome","Texas","Website","Onboarding","Female","Hugo",1,3,2,33
"Promoter","36-50","Gerrie","Arizona","Website","Onboarding","NA","Shakelady",1,4,2,43
"Detractor","26-35","Gerek","New York","Website","Onboarding","Male","Chittenden",1,3,2,34
"Detractor","26-35","Steffen","Texas","Website","Onboarding","NA","Dodsworth",1,3,2,34
"Passive","0-17","Kaela","Colorado","Website","Onboarding","Female","Dawidsohn",1,1,2,10
