"UserName","LastProcessedDate","Photo","Manager","CloseDate","Role","UserExternalId","QuotaAttainment","Quota","PipelineForecast","ClosedWonForecast","ClosedWon","CommitForecast"
"Mark Metz","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c37h/T","Acme Dispatcher","2022-02-13","Advanced Communications Customer User","User.100",105,200000,244025,198550,208478,377971
"Barry Brown","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c36g/T","Acme Dispatcher","2022-10-10","Meridian Partners Partner User","User.034",108,200000,234445,203106,219355,397957
"Paul Partner","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c36d/T","Chet Callaghan","2022-08-14","Acme Partners Partner Executive","User.059",55,400000,501175,507820,279301,439008
"Yvette Acme","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c37H/T","Acme Dispatcher","2022-12-08","Acme Partners Partner User","User.118",80,300000,370650,321966,257573,455133
"Diane Brock","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000FHJI/T","Michelle Chung","2022-09-09","West CSR","W_User.2",60,500000,615140,533948,320369,417239
"Cindy Central","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c36V/T","Wanda Wilson","2022-02-18","Central Sales","User.016",85,200000,248700,200120,170102,310176
"Lauren Bailey","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c37v/T","Acme Dispatcher","2022-03-26","Omega, Inc. Customer Manager","User.075",85,200000,227442,204947,174205,309596
"Joseph Hartman","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/005/T","John Smith","2022-08-11","East CSM","W_User.M.19",55,300000,331212,362098,199154,312405
"Alf Operations","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c37Y/T","Samantha Dispatcher","2022-10-24","VP of Customer Service","User.013",40,300000,374200,377858,151143,232645
"Daryl Distributor","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c38V/T","Acme Dispatcher","2022-11-15","Zenith Distributors Partner User","User.120",60,300000,366489,342895,205737,219225
"Kimberly Nixon","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000FHIK/T","Wanda Wilson","2022-07-29","Central CSR","W_User.7",60,300000,376945,332703,199622,219060
"Kasey Central","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c36T/T","Wanda Wilson","2022-04-05","Central Sales","User.015",70,400000,516495,451911,316338,526381
"Elliot Executive","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c36b/T","Samantha Dispatcher","2022-06-08","VP of Sales","User.007",90,300000,357430,311844,280660,508756
"Karen Perez","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000FHIe/T","John Smith","2022-01-26","East CSR","W_User.12",95,300000,388318,300952,285904,515760
"Jennifer Lee","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000FHJN/T","Michelle Chung","2022-05-29","West CSR","W_User.4",70,500000,557845,577016,403911,684176
"Mark Kingston","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c37f/T","Acme Dispatcher","2022-11-06","Omega, Inc. Customer Executive","User.026",105,400000,481611,392412,412033,745191
"Wes Chopra","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c38W/T","Acme Dispatcher","2022-07-18","Green Fields Media Customer User","User.112",108,400000,506016,424319,458264,843088
"Taylor Gonzalez","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000FHIU/T","Cindy Central","2022-10-21","Central CSR","W_User.11",80,500000,582538,561145,448916,787514
"Barry Brown","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c36g/T","Acme Dispatcher","2022-12-06","Meridian Partners Partner User","User.034",85,400000,508593,431591,366852,675354
"Vince West","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c36a/T","Jennifer Lee","2022-09-29","RVP West","User.011",60,400000,505646,426753,256052,284850
"Steven Service","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c37Z/T","Acme Dispatcher","2022-03-01","VP of Customer Service","User.018",55,300000,338245,363311,199821,323960
"Helen Roberts","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c38Z/T","Acme Dispatcher","2022-01-19","Director of Human Resources","User.168",55,200000,233870,232076,127642,205073
"Jennifer Adams","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000FHJ8/T","Michelle Chung","2022-06-17","West CSR","W_User.3",70,200000,258704,236529,165570,289135
"Vance Channel","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c36f/T","Acme Dispatcher","2022-08-26","Director of Channel Sales","User.037",108,500000,553637,524279,566221,1026188
"Tammy Baxter","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c37z/T","Acme Dispatcher","2022-04-28","AUser Customer Person Account","User.056",55,300000,354292,330173,181595,288141
"Chris Plus","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c37l/T","Acme Dispatcher","2022-03-25","Team Lead","User.044",40,200000,257418,297468,118987,180915
"Richard Elliott","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000FHJ3/T","John Smith","2022-05-27","East CSR","W_User.17",95,300000,371014,293055,278402,501136
"Zach Acme","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c37I/T","Acme Dispatcher","2022-01-29","Acme Partners Partner User","User.119",105,300000,360197,294714,309450,558303
"Tammy Brooks","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000FHJD/T","Jennifer Lee","2022-04-20","West CSR","W_User.5",90,400000,454782,400326,360293,652130
"Acme Dispatcher","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c37F/T","Paul Partner","2022-02-19","Acme Partners Partner Manager","User.116",40,400000,455215,574203,229681,350099
"Jonathan Perkins","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000FHIj/T","John Smith","2022-11-04","East CSR","W_User.15",80,200000,229490,217211,173769,307742
"Ricky East","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c36X/T","Dustin Good","2022-12-15","East Sales","User.019",60,500000,607104,516778,310067,415823
"John Smith","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c38R/T",,"2022-07-30","CEO","User.163",55,200000,248094,220064,121035,194462
"Quentin Engineer","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c37b/T","Acme Dispatcher","2022-10-30","Director of Engineering","User.023",60,300000,348788,311197,186718,240677
"James Wu","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c37d/T","Acme Dispatcher","2022-06-21","Omega, Inc. Customer User","User.024",85,200000,258318,222100,188785,333170
"Tim Service","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c377/T","Acme Dispatcher","2022-08-23","Customer Service Agent","User.031",90,200000,243169,203444,183100,334697
"Jay Service","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c36m/T","Acme Dispatcher","2022-09-13","Customer Service Manager","User.030",80,400000,442323,448158,358526,632039
"Bill West","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c36h/T","Acme Dispatcher","2022-05-06","West Sales","User.021",108,500000,577592,510166,550979,1008733
"Mark Watson","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c38Y/T",,"2022-03-31","CEO","User.102",95,400000,443338,393268,373605,672689
"Jamie Green","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c36U/T","Acme Dispatcher","2022-04-30","Summit Resellers Partner User","User.033",105,400000,474671,392521,412147,757638
"Neil Patel","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c37q/T","Acme Dispatcher","2022-01-21","Social Media Manager","User.065",70,300000,362108,337333,236133,408034
"Gordon Reeves","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c36u/T","Acme Dispatcher","2022-06-01","Business Development Director","User.003",55,200000,251130,253789,139584,221421
"Jennifer Perez","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000FHJJ/T","Michelle Chung","2022-07-28","West CSR","W_User.1",60,300000,382479,308632,185179,240861
"Sue Marketing","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c37a/T","Acme Dispatcher","2022-09-14","VP of Marketing","User.017",85,500000,612748,531558,451824,829421
"Social Hub","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c380/T",,"2023-01-03","CEO","User.068",40,500000,645545,635245,254098,397409
"Mark Metz","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c37h/T","Acme Dispatcher","2022-11-07","Advanced Communications Customer User","User.100",95,400000,503110,381557,362479,655967
"Paul Partner","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c36d/T","Chet Callaghan","2022-02-12","Acme Partners Partner Executive","User.059",55,500000,604075,623525,342939,551464
"Julia Holland","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000FHIF/T","Wanda Wilson","2022-03-13","Central CSR","W_User.6",90,300000,344306,309920,278928,515947
"Olivia Order","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c37D/T","Wanda Wilson","2022-08-08","Central Sales","User.058",40,300000,353722,411600,164640,251328
"Sean Silver","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c36W/T","Acme Dispatcher","2022-06-25","Pinnacle Partners Partner User","User.035",105,400000,497039,398910,418856,757311
"Linda Service","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c36n/T","Acme Dispatcher","2022-11-03","Customer Service Agent","User.032",80,200000,247660,218051,174441,312979
"Andrea Bowden","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c37e/T","Acme Dispatcher","2022-10-18","Displaytech Customer User","User.028",40,300000,361325,421195,168478,253075
"Xavier Acme","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c37G/T","Acme Dispatcher","2022-07-14","Acme Partners Partner User","User.117",108,500000,601551,512589,553596,1017047
"Andrea Admin","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c36j/T","Acme Dispatcher","2022-03-10","Director of Human Resources","User.005",70,300000,364613,337791,236454,400643
"Chet Callaghan","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c378/T","Elliot Executive","2022-01-18","Director of Channel Sales","User.002",90,400000,494003,409858,368872,670226
"Bob Hodges","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c382/T","Acme Dispatcher","2022-06-22","Omega, Inc. Customer Executive","User.061",60,500000,558004,552747,331648,418529
"Brenda Service","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c36k/T","Acme Dispatcher","2022-02-12","Customer Service Manager","User.029",55,200000,244367,219278,120603,197486
"Yvette Acme","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c37H/T","Acme Dispatcher","2022-11-12","Acme Partners Partner User","User.118",55,300000,385014,376189,206904,328526
"Ted Data","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c36t/T","Acme Dispatcher","2022-05-21","Director of Finance","User.006",85,300000,332778,307101,261036,459533
"Vanessa Central","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c36c/T","Cindy Central","2022-12-15","RVP Central","User.000",95,200000,235122,205072,194818,357793
"Michelle Chung","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c38X/T",,"2022-04-29","CEO","User.165",60,400000,489924,409330,245598,323251
"Richard Hayden","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/005/T","Michelle Chung","2022-09-28","West CSM","W_User.M.18",80,300000,380638,320195,256156,458282
"Samantha Dispatcher","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c38b/T",,"2022-08-19","CEO","User.166",105,200000,244242,194849,204591,368622
"Ely East","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c36e/T","Dustin Good","2022-07-21","East Sales","User.020",85,500000,607396,543818,462245,850976
"Wanda Wilson","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000FHS2/T",,"2022-01-26","CEO","User.001",55,200000,231882,247278,136003,219794
"William Martinez","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000FHIy/T","Ely East","2022-11-29","East CSR","W_User.16",40,400000,471829,504680,201872,313380
"Ted Training","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c381/T","Acme Dispatcher","2022-03-19","Team Lead","User.057",70,200000,259070,225219,157653,272849
"Sarah Phillips","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c37w/T","Acme Dispatcher","2022-10-30","Acme Partners Partner Executive","User.053",90,500000,584711,506923,456231,840697
"Gabriel Anderson","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000FHmv/T","Wanda Wilson","2022-05-25","Central CSM","W_User.M.20",85,300000,379914,318409,270648,491574
"Acme Dispatcher","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c37F/T","Wanda Wilson","2022-09-19","Central CSR","W_User.10",108,500000,643025,518263,559724,1034463
"Steve Ishikawa","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c37g/T","Acme Dispatcher","2022-07-02","Vand Enterprises, Inc. Customer User","User.036",60,300000,357810,320768,192461,231802
"Diane Brock","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000FHJI/T","Michelle Chung","2022-12-10","West CSR","W_User.2",60,200000,230518,207657,124594,141940
"Courtney Bennett","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000FHIZ/T","Wanda Wilson","2022-04-30","Central CSR","W_User.8",80,300000,354257,319449,255559,452589
"Valerie East","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c36Y/T","Ely East","2022-08-19","RVP East","User.012",60,500000,578707,581982,349189,351078
"Wendy West","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c36Z/T","Jennifer Lee","2022-02-27","West Sales","User.022",55,500000,553131,546705,300688,475364
"Kimberly Brooks","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000FHIP/T","Wanda Wilson","2022-09-21","Central CSR","W_User.9",70,400000,459843,447726,313408,522847
"Miguel Jensen","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000FHIt/T","John Smith","2022-08-12","East CSR","W_User.13",70,500000,615071,570293,399205,688059
"Dustin Good","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000FHIo/T","John Smith","2022-06-08","East CSR","W_User.14",80,500000,627289,535471,428377,754773
"Mark Kingston","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c37f/T","Acme Dispatcher","2022-05-18","Omega, Inc. Customer Executive","User.026",40,200000,255868,252895,101158,156680
"Chet Callaghan","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c378/T","Elliot Executive","2022-07-09","Director of Channel Sales","User.002",85,500000,554006,535344,455042,822425
