"Article_ArticleVersion_VersionNumber","Case_Status","IsSharedByEmail","Case_Type","ArticleVersionNumber","Article_ArticleVersion_DataCategory_DataCategoryName","CreatedById","Article_ArticleVersion_IsVisibleInPkb","KnowledgeArticleId","Article_ArticleVersion_IsVisibleInCsp","Article_ArticleVersion_Title","User_Name","Article_User_Name","Article_ArticleVersion_IsVisibleInPrm","Case_Product_Family_KB__c","LastProcessedDate","CaseId","Article_CreatedById","Case_Reason","Article_ArticleVersion_IsVisibleInApp","Article_ArticleVersion_PublishStatus","isAttachedByOwner","CreatedDate","Article_ArticleVersion_DataCategory_DataCategoryGroupName","Id","User_Id","Case_Type_of_Support__c","Case_ED_Outcome__c"
,"Closed","false","Product Support","1.0",,"005B0000003JLI5IAO",,"a4CB00000000EkGMAU",,,"Crystal Rodriguez",,,"Cameras","2022-09-09","500B00000045wSrIAI","005B0000003JK1iIAG","General Question",,,"false","2022-07-21",,"a4HB000000004d6MAA","005B0000003JLI5IAO","Silver",81.6
"1.0","Closed","true","Product Support","1.0",,"005B0000003JLIFIA4","true","a4CB00000000EkHMAU","true","Health","Allison Medina",,"true","Computers","2022-09-09","500B00000045wSsIAI","005B0000003JK1iIAG","Unknown Failure","true","Online","false","2022-07-24",,"a4HB000000004d7MAA","005B0000003JLIFIA4","Silver",51.6
,"New","true","Product Support","1.0",,"005B0000003JLICIA4",,"a4CB00000000EkIMAU",,,"Jennifer Barton",,,"Home Audio","2022-09-09","500B0000002uCMMIA2","005B0000003JK1iIAG","Documentation",,,"false","2022-08-31",,"a4HB000000004d8MAA","005B0000003JLICIA4","Free",81.6
"1.0","On Hold","true","Product Support","1.0",,"005B0000003JLIDIA4","true","a4CB00000000EkJMAU","true","Kids","Tammy Foley",,"true","Computers","2022-09-09","500B00000045wT0IAI","005B0000003JK1iIAG","General Question","true","Online","false","2022-08-18",,"a4HB000000004d9MAA","005B0000003JLIDIA4","Silver",51.6
,"Closed","false","Product Support","1.0",,"005B0000003JLICIA4",,"a4CB00000000EkKMAU",,,"Jennifer Barton",,,"Cables","2022-09-09","500B00000045wT4IAI","005B0000003JK1iIAG","Unknown Failure",,,"false","2022-09-02",,"a4HB000000004dAMAQ","005B0000003JLICIA4","Basic",51.6
,"Closed","true","Product Support","1.0",,"005B0000003JLIEIA4",,"a4CB00000000EkLMAU",,,"Melody Moore",,,"Cameras","2022-09-09","500B00000045wT5IAI","005B0000003JK1iIAG","Documentation",,,"false","2022-07-15",,"a4HB000000004dBMAQ","005B0000003JLIEIA4","Basic",51.6
"1.0","Closed","true","Product Support","1.0",,"005B0000003JLI7IAO","true","a4CB00000000EkMMAU","true","Music","Jane Nelson",,"true","Cell Phones","2022-09-09","500B000000336yzIAA","005B0000003JK1iIAG","Documentation","true","Online","false","2022-08-27",,"a4HB000000004dCMAQ","005B0000003JLI7IAO","Platinum",51.6
"1.0","Closed","true","Product Support","1.0",,"005B0000003JLI9IAO","true","a4CB00000000EkNMAU","true","Shoes","Matthew Wong",,"true","Computers","2022-09-09","500B00000045wT6IAI","005B0000003JK1iIAG","General Question","true","Online","false","2022-07-13",,"a4HB000000004dDMAQ","005B0000003JLI9IAO","Silver",81.6
"1.0","Closed","false","Product Support","1.0",,"005B0000003JLICIA4","true","a4CB00000000EkOMAU","true","Automotive","Jennifer Barton",,"true","Video Games","2022-09-09","500B0000002uCMVIA2","005B0000003JK1iIAG","General Question","true","Online","false","2022-07-17",,"a4HB000000004dEMAQ","005B0000003JLICIA4","Silver",66.4
"1.0","Closed","false","Product Support","1.0",,"005B0000003JLIJIA4","true","a4CB00000000EkPMAU","true","Shoes","Vincent Parrish",,"true","Home Audio","2022-09-09","500B00000045wTDIAY","005B0000003JK1iIAG","Documentation","true","Online","false","2022-07-19",,"a4HB000000004dFMAQ","005B0000003JLIJIA4","Free",81.6
"1.0","Closed","true","Product Support","1.0",,"005B0000003JLI6IAO","true","a4CB00000000EkQMAU","true","Music","William Edwards",,"true","Computers","2022-09-09","500B0000002uCMiIAM","005B0000003JK1iIAG","Hardware Question","true","Online","false","2022-09-03",,"a4HB000000004dGMAQ","005B0000003JLI6IAO","Silver",51.6
,"Closed","true","Product Support","1.0",,"005B0000003JLIHIA4",,"a4CB00000000EkRMAU",,,"Katie Adams",,,"DVD Players","2022-09-09","500B00000045wTHIAY","005B0000003JK1iIAG","Unknown Failure",,,"false","2022-07-12",,"a4HB000000004dHMAQ","005B0000003JLIHIA4","Basic",81.6
,"Closed","false","Product Support","1.0",,"005B0000003JLIJIA4",,"a4CB00000000EkSMAU",,,"Vincent Parrish",,,"DVD Players","2022-09-09","500B00000045wTIIAY","005B0000003JK1iIAG","General Question",,,"false","2022-07-21",,"a4HB000000004dIMAQ","005B0000003JLIJIA4","Basic",51.6
"1.0","Closed","true","Product Support","1.0",,"005B0000003JLI8IAO","true","a4CB00000000EkTMAU","true","Industrial","Nathaniel Castillo",,"true","Home Audio","2022-09-09","500B000000358R3IAI","005B0000003JK1iIAG","General Question","true","Online","false","2022-08-19",,"a4HB000000004dJMAQ","005B0000003JLI8IAO","Free",51.6
"1.0","Closed","false","Product Support","1.0",,"005B0000003JLIHIA4","true","a4CB00000000EkUMAU","true","Jewelery","Katie Adams",,"true","Home Audio","2022-09-09","500B000000336zCIAQ","005B0000003JK1iIAG","General Question","true","Online","false","2022-09-03",,"a4HB000000004dKMAQ","005B0000003JLIHIA4","Free",81.6
"1.0","Closed","true","Product Support","1.0",,"005B0000003JLIBIA4","true","a4CB00000000EkVMAU","true","Movies","Katie Cole",,"true","Video Games","2022-09-09","500B00000045wTJIAY","005B0000003JK1iIAG","Unknown Failure","true","Online","false","2022-07-19",,"a4HB000000004dLMAQ","005B0000003JLIBIA4","Silver",82.2
"1.0","Closed","false","Product Support","1.0",,"005B0000003JLI4IAO","true","a4CB00000000EkWMAU","true","Kids","Zachary Fisher",,"true","Cameras","2022-09-09","500B00000045wTLIAY","005B0000003JK1iIAG","Documentation","true","Online","false","2022-08-05",,"a4HB000000004dMMAQ","005B0000003JLI4IAO","Silver",51.6
,"Closed","true","Product Support","1.0",,"005B0000003JLI9IAO",,"a4CB00000000EmOMAU",,,"Matthew Wong",,,"Tablets","2022-09-09","500B00000045wWCIAY","005B0000003JK1iIAG","Late Delivery",,,"false","2022-08-16",,"a4HB000000004fEMAQ","005B0000003JLI9IAO","Free",51.6
,"Closed","true","Product Support","1.0",,"005B0000003JLIJIA4",,"a4CB00000000EmPMAU",,,"Vincent Parrish",,,"Cell Phones","2022-09-09","500B00000045wWEIAY","005B0000003JK1iIAG","Late Delivery",,,"false","2022-07-22",,"a4HB000000004fFMAQ","005B0000003JLIJIA4","Basic",51.6
"1.0","Escalated","true","Product Support","1.0",,"005B0000003JLIIIA4","true","a4CB00000000EmQMAU","true","Beauty","Marissa White",,"true","Cell Phones","2022-09-09","500B0000002uCR7IAM","005B0000003JK1iIAG","Late Delivery","true","Online","false","2022-07-13",,"a4HB000000004fGMAQ","005B0000003JLIIIA4","Basic",81.6
,"Closed","false","Product Support","1.0",,"005B0000003JLI5IAO",,"a4CB00000000EmRMAU",,,"Crystal Rodriguez",,,"DVD Players","2022-09-09","500B000000355jtIAA","005B0000003JK1iIAG","Item Damaged",,,"false","2022-07-18",,"a4HB000000004fHMAQ","005B0000003JLI5IAO","Basic",81.6
"1.0","Closed","true","Product Support","1.0",,"005B0000003JLI5IAO","true","a4CB00000000EmSMAU","true","Grocery","Crystal Rodriguez",,"true","DVD Players","2022-09-09","500B000000358TrIAI","005B0000003JK1iIAG","Hardware Question","true","Online","false","2022-07-17",,"a4HB000000004fIMAQ","005B0000003JLI5IAO","Basic",51.6
"1.0","Closed","true","Product Support","1.0",,"005B0000003JLIEIA4","true","a4CB00000000EmTMAU","true","Music","Melody Moore",,"true","Home Audio","2022-09-09","500B000000358TsIAI","005B0000003JK1iIAG","Item Damaged","true","Online","false","2022-09-07",,"a4HB000000004fJMAQ","005B0000003JLIEIA4","Free",51.6
"1.0","Escalated","false","Product Support","1.0",,"005B0000003JLIEIA4","true","a4CB00000000EmUMAU","true","Music","Melody Moore",,"true","TVs","2022-09-09","500B000000355jwIAA","005B0000003JK1iIAG","Item Damaged","true","Online","false","2022-08-17",,"a4HB000000004fKMAQ","005B0000003JLIEIA4","Free",51.6
"1.0","Closed","false","Product Support","1.0",,"005B0000003JLI4IAO","true","a4CB00000000EmVMAU","true","Electronics","Zachary Fisher",,"true","Computers","2022-09-09","500B00000045wWIIAY","005B0000003JK1iIAG","Item Damaged","true","Online","false","2022-08-13",,"a4HB000000004fLMAQ","005B0000003JLI4IAO","Basic",81.6
"1.0","Closed","false","Product Support","1.0",,"005B0000003JLI6IAO","true","a4CB00000000EmWMAU","true","Music","William Edwards",,"true","Home Audio","2022-09-09","500B00000045wWJIAY","005B0000003JK1iIAG","Item Damaged","true","Online","false","2022-07-19",,"a4HB000000004fMMAQ","005B0000003JLI6IAO","Free",51.6
,"Closed","true","Product Support","1.0",,"005B0000003JLIIIA4",,"a4CB00000000EmXMAU",,,"Marissa White",,,"DVD Players","2022-09-09","500B00000045wWOIAY","005B0000003JK1iIAG","Item Damaged",,,"false","2022-08-22",,"a4HB000000004fNMAQ","005B0000003JLIIIA4","Basic",51.6
,"Closed","true","Product Support","1.0",,"005B0000003JLI5IAO",,"a4CB00000000EmYMAU",,,"Crystal Rodriguez",,,"Home Audio","2022-09-09","500B00000045wWQIAY","005B0000003JK1iIAG","Item Damaged",,,"false","2022-08-17",,"a4HB000000004fOMAQ","005B0000003JLI5IAO","Free",81.6
,"Closed","false","Product Support","1.0",,"005B0000003JLIJIA4",,"a4CB00000000EmZMAU",,,"Vincent Parrish",,,"TVs","2022-09-09","500B000000358U2IAI","005B0000003JK1iIAG","Hardware Question",,,"false","2022-07-27",,"a4HB000000004fPMAQ","005B0000003JLIJIA4","Free",51.6
,"Closed","false","Product Support","1.0",,"005B0000003JLIHIA4",,"a4CB00000000EmaMAE",,,"Katie Adams",,,"DVD Players","2022-09-09","500B00000045wWWIAY","005B0000003JK1iIAG","Late Delivery",,,"false","2022-07-12",,"a4HB000000004fQMAQ","005B0000003JLIHIA4","Basic",51.6
,"Closed","true","Product Support","1.0",,"005B0000003JLI7IAO",,"a4CB00000000EmbMAE",,,"Jane Nelson",,,"Headphones","2022-09-09","500B000000358U6IAI","005B0000003JK1iIAG","Late Delivery",,,"false","2022-08-05",,"a4HB000000004fRMAQ","005B0000003JLI7IAO","Silver",81.6
,"Closed","false","Product Support","1.0",,"005B0000003JLI6IAO",,"a4CB00000000EmcMAE",,,"William Edwards",,,"Home Audio","2022-09-09","500B0000002uCRcIAM","005B0000003JK1iIAG","Item Damaged",,,"false","2022-09-06",,"a4HB000000004fSMAQ","005B0000003JLI6IAO","Free",51.6
"1.0","Closed","false","Product Support","1.0",,"005B0000003JLI5IAO","true","a4CB00000000EmdMAE","true","Toys","Crystal Rodriguez",,"true","Tablets","2022-09-09","500B000000358U7IAI","005B0000003JK1iIAG","Item Damaged","true","Online","false","2022-07-21",,"a4HB000000004fTMAQ","005B0000003JLI5IAO","Free",51.6
,"Closed","true","Product Support","1.0",,"005B0000003JLIJIA4",,"a4CB00000000EmeMAE",,,"Vincent Parrish",,,"DVD Players","2022-09-09","500B000000355kNIAQ","005B0000003JK1iIAG","Late Delivery",,,"false","2022-09-02",,"a4HB000000004fUMAQ","005B0000003JLIJIA4","Basic",51.6
,"Closed","false","Product Support","1.0",,"005B0000003JLI5IAO",,"a4CB00000000EmfMAE",,,"Crystal Rodriguez",,,"Headphones","2022-09-09","500B0000002uCRsIAM","005B0000003JK1iIAG","Hardware Question",,,"false","2022-08-26",,"a4HB000000004fVMAQ","005B0000003JLI5IAO","Silver",51.6
"1.0","Working","false","Product Support","1.0",,"005B0000003JLI7IAO","true","a4CB00000000EmgMAE","true","Tools","Jane Nelson",,"true","Home Audio","2022-09-09","500B00000045wWiIAI","005B0000003JK1iIAG","Item Damaged","true","Online","false","2022-07-16",,"a4HB000000004fWMAQ","005B0000003JLI7IAO","Platinum",51.6
"1.0","Closed","true","Product Support","1.0",,"005B0000003JLIDIA4","true","a4CB00000000EmhMAE","true","Jewelery","Tammy Foley",,"true","TVs","2022-09-09","500B00000033723IAA","005B0000003JK1iIAG","Late Delivery","true","Online","false","2022-08-23",,"a4HB000000004fXMAQ","005B0000003JLIDIA4","Silver",51.6
,"Closed","false","Product Support","1.0",,"005B0000003JLI9IAO",,"a4CB00000000EmiMAE",,,"Matthew Wong",,,"Video Games","2022-09-09","500B00000045wWjIAI","005B0000003JK1iIAG","Item Damaged",,,"false","2022-08-10",,"a4HB000000004fYMAQ","005B0000003JLI9IAO","Silver",66.5
"1.0","Closed","false","Product Support","1.0",,"005B0000003JLI3IAO","true","a4CB00000000EmjMAE","true","Books","Susan Pena",,"true","Cables","2022-09-09","500B0000002uCRyIAM","005B0000003JK1iIAG","Item Damaged","true","Online","false","2022-07-31",,"a4HB000000004fZMAQ","005B0000003JLI3IAO","Basic",68.7
"1.0","Closed","true","Product Support","1.0",,"005B0000003JLI9IAO","true","a4CB00000000EmkMAE","true","Games","Matthew Wong",,"true","Cameras","2022-09-09","500B00000045wWkIAI","005B0000003JK1iIAG","Hardware Question","true","Online","false","2022-07-27",,"a4HB000000004faMAA","005B0000003JLI9IAO","Silver",51.6
"1.0","Closed","true","Product Support","1.0",,"005B0000003JLI5IAO","true","a4CB00000000EmlMAE","true","Music","Crystal Rodriguez",,"true","Home Audio","2022-09-09","500B0000002uCSAIA2","005B0000003JK1iIAG","Hardware Question","true","Online","false","2022-08-28",,"a4HB000000004fbMAA","005B0000003JLI5IAO","Silver",81.6
"1.0","Closed","true","Product Support","1.0",,"005B0000003JLIAIA4","true","a4CB00000000EmmMAE","true","Kids","Danielle Wright",,"true","Cell Phones","2022-09-09","500B00000045wWpIAI","005B0000003JK1iIAG","Hardware Question","true","Online","false","2022-07-30",,"a4HB000000004fcMAA","005B0000003JLIAIA4","Free",51.6
"1.0","Closed","false","Product Support","1.0",,"005B0000003JLI4IAO","true","a4CB00000000EmnMAE","true","Shoes","Zachary Fisher",,"true","Headphones","2022-09-09","500B00000045wWrIAI","005B0000003JK1iIAG","Item Damaged","true","Online","false","2022-07-24",,"a4HB000000004fdMAA","005B0000003JLI4IAO","Silver",81.6
"1.0","Closed","false","Product Support","1.0",,"005B0000003JLI9IAO","true","a4CB00000000EmoMAE","true","Baby","Matthew Wong",,"true","Computers","2022-09-09","500B000000355kuIAA","005B0000003JK1iIAG","Item Damaged","true","Online","false","2022-08-28",,"a4HB000000004feMAA","005B0000003JLI9IAO","Platinum",51.6
,"Closed","false","Product Support","1.0",,"005B0000003JLIJIA4",,"a4CB00000000EmpMAE",,,"Vincent Parrish",,,"Headphones","2022-09-09","500B0000003372DIAQ","005B0000003JK1iIAG","Hardware Question",,,"false","2022-07-11",,"a4HB000000004ffMAA","005B0000003JLIJIA4","Silver",51.6
"1.0","New","true","Product Support","1.0",,"005B0000003JLI4IAO","true","a4CB00000000EmqMAE","true","Home","Zachary Fisher",,"true","TVs","2022-09-09","500B000000358UWIAY","005B0000003JK1iIAG","Hardware Question","true","Online","false","2022-08-23",,"a4HB000000004fgMAA","005B0000003JLI4IAO","Silver",51.6
"1.0","Closed","true","Product Support","1.0",,"005B0000003JLI7IAO","true","a4CB00000000EmrMAE","true","Beauty","Jane Nelson",,"true","Headphones","2022-09-09","500B00000045wX2IAI","005B0000003JK1iIAG","Item Damaged","true","Online","false","2022-07-16",,"a4HB000000004fhMAA","005B0000003JLI7IAO","Silver",81.6
,"Closed","true","Product Support","1.0",,"005B0000003JLIBIA4",,"a4CB00000000EmsMAE",,,"Katie Cole",,,"Cameras","2022-09-09","500B000000358UlIAI","005B0000003JK1iIAG","General Question",,,"false","2022-08-30",,"a4HB000000004fiMAA","005B0000003JLIBIA4","Free",51.6
"1.0","Closed","true","Product Support","1.0",,"005B0000003JLIFIA4","true","a4CB00000000EmtMAE","true","Health","Allison Medina",,"true","Home Audio","2022-09-09","500B000000358UnIAI","005B0000003JK1iIAG","Unknown Failure","true","Online","false","2022-08-13",,"a4HB000000004fjMAA","005B0000003JLIFIA4","Free",51.6
"1.0","Closed","true","Product Support","1.0",,"005B0000003JLIIIA4","true","a4CB00000000EmuMAE","true","Sports","Marissa White",,"true","Cables","2022-09-09","500B0000003372RIAQ","005B0000003JK1iIAG","Unknown Failure","true","Online","false","2022-07-23",,"a4HB000000004fkMAA","005B0000003JLIIIA4","Free",51.6
,"Closed","false","Product Support","1.0",,"005B0000003JLI6IAO",,"a4CB00000000EmvMAE",,,"William Edwards",,,"Cables","2022-09-09","500B00000045wX6IAI","005B0000003JK1iIAG","General Question",,,"false","2022-07-22",,"a4HB000000004flMAA","005B0000003JLI6IAO","Free",68.9
"1.0","Working","false","Product Support","1.0",,"005B0000003JLI6IAO","true","a4CB00000000EmwMAE","true","Outdoors","William Edwards",,"true","DVD Players","2022-09-09","500B0000002uCSwIAM","005B0000003JK1iIAG","General Question","true","Online","false","2022-08-22",,"a4HB000000004fmMAA","005B0000003JLI6IAO","Silver",51.6
,"Closed","false","Product Support","1.0",,"005B0000003JLI6IAO",,"a4CB00000000EmxMAE",,,"William Edwards",,,"Headphones","2022-09-09","500B00000045wX8IAI","005B0000003JK1iIAG","Unknown Failure",,,"false","2022-08-31",,"a4HB000000004fnMAA","005B0000003JLI6IAO","Platinum",51.6
"1.0","Closed","false","Product Support","1.0",,"005B0000003JLI6IAO","true","a4CB00000000EmyMAE","true","Industrial","William Edwards",,"true","Home Audio","2022-09-09","500B00000045wX9IAI","005B0000003JK1iIAG","Hardware Question","true","Online","false","2022-08-11",,"a4HB000000004foMAA","005B0000003JLI6IAO","Free",51.6
"1.0","Closed","true","Product Support","1.0",,"005B0000003JLIIIA4","true","a4CB00000000EmzMAE","true","Books","Marissa White",,"true","Video Games","2022-09-09","500B00000045wXAIAY","005B0000003JK1iIAG","Unknown Failure","true","Online","false","2022-07-31",,"a4HB000000004fpMAA","005B0000003JLIIIA4","Free",82.1
,"Closed","true","Product Support","1.0",,"005B0000003JLIEIA4",,"a4CB00000000En0MAE",,,"Melody Moore",,,"Cameras","2022-09-09","500B00000045wXBIAY","005B0000003JK1iIAG","Documentation",,,"false","2022-08-09",,"a4HB000000004fqMAA","005B0000003JLIEIA4","Free",81.6
,"Closed","false","Product Support","1.0",,"005B0000003JLI6IAO",,"a4CB00000000EkZMAU",,,"William Edwards",,,"Home Audio","2022-09-09","500B00000045wTOIAY","005B0000003JK1iIAG","Documentation",,,"false","2022-07-16",,"a4HB000000004dPMAQ","005B0000003JLI6IAO","Free",51.6
"1.0","Closed","true","Product Support","1.0",,"005B0000003JLIIIA4","true","a4CB00000000EkaMAE","true","Grocery","Marissa White",,"true","Home Audio","2022-09-09","500B00000045wTPIAY","005B0000003JK1iIAG","Unknown Failure","true","Online","false","2022-08-04",,"a4HB000000004dQMAQ","005B0000003JLIIIA4","Free",51.6
"1.0","New","false","Product Support","1.0",,"005B0000003JLIAIA4","true","a4CB00000000EkbMAE","true","Books","Danielle Wright",,"true","Home Audio","2022-09-09","500B00000045wTRIAY","005B0000003JK1iIAG","Unknown Failure","true","Online","false","2022-07-13",,"a4HB000000004dRMAQ","005B0000003JLIAIA4","Free",51.6
"1.0","Closed","false","Product Support","1.0",,"005B0000003JLI5IAO","true","a4CB00000000EkcMAE","true","Health","Crystal Rodriguez",,"true","Cell Phones","2022-09-09","500B000000336zMIAQ","005B0000003JK1iIAG","Hardware Question","true","Online","false","2022-08-30",,"a4HB000000004dSMAQ","005B0000003JLI5IAO","Platinum",81.6
,"Closed","false","Product Support","1.0",,"005B0000003JLICIA4",,"a4CB00000000EkdMAE",,,"Jennifer Barton",,,"Computers","2022-09-09","500B00000045wTWIAY","005B0000003JK1iIAG","Unknown Failure",,,"false","2022-07-22",,"a4HB000000004dTMAQ","005B0000003JLICIA4","Silver",51.6
,"Closed","true","Product Support","1.0",,"005B0000003JLI6IAO",,"a4CB00000000EkeMAE",,,"William Edwards",,,"DVD Players","2022-09-09","500B000000358RBIAY","005B0000003JK1iIAG","Documentation",,,"false","2022-07-31",,"a4HB000000004dUMAQ","005B0000003JLI6IAO","Basic",51.6
"1.0","Closed","true","Product Support","1.0",,"005B0000003JLIBIA4","true","a4CB00000000EkfMAE","true","Books","Katie Cole",,"true","DVD Players","2022-09-09","500B0000002uCMtIAM","005B0000003JK1iIAG","Documentation","true","Online","false","2022-09-04",,"a4HB000000004dVMAQ","005B0000003JLIBIA4","Basic",51.6
"1.0","Waiting on Customer","false","Product Support","1.0",,"005B0000003JLICIA4","true","a4CB00000000EkgMAE","true","Home","Jennifer Barton",,"true","Cameras","2022-09-09","500B0000002uCN2IAM","005B0000003JK1iIAG","Documentation","true","Online","false","2022-08-23",,"a4HB000000004dWMAQ","005B0000003JLICIA4","Free",51.6
"1.0","Closed","false","Product Support","1.0",,"005B0000003JLI5IAO","true","a4CB00000000EkhMAE","true","Games","Crystal Rodriguez",,"true","TVs","2022-09-09","500B00000045wTeIAI","005B0000003JK1iIAG","Unknown Failure","true","Online","false","2022-07-25",,"a4HB000000004dXMAQ","005B0000003JLI5IAO","Free",51.6
"1.0","Closed","false","Product Support","1.0",,"005B0000003JLIBIA4","true","a4CB00000000EkiMAE","true","Grocery","Katie Cole",,"true","Video Games","2022-09-09","500B0000002uCN9IAM","005B0000003JK1iIAG","Unknown Failure","true","Online","false","2022-09-05",,"a4HB000000004dYMAQ","005B0000003JLIBIA4","Free",80
,"Closed","true","Product Support","1.0",,"005B0000003JLI5IAO",,"a4CB00000000EkjMAE",,,"Crystal Rodriguez",,,"Video Games","2022-09-09","500B00000045wTfIAI","005B0000003JK1iIAG","Documentation",,,"false","2022-07-18",,"a4HB000000004dZMAQ","005B0000003JLI5IAO","Free",81.6
"1.0","Closed","true","Product Support","1.0",,"005B0000003JLICIA4","true","a4CB00000000EkkMAE","true","Music","Jennifer Barton",,"true","Cables","2022-09-09","500B00000045wTgIAI","005B0000003JK1iIAG","Unknown Failure","true","Online","false","2022-07-22",,"a4HB000000004daMAA","005B0000003JLICIA4","Free",69.6
