"Client_Name","Is_Converted","Campaign_Name","Lead_Source_formula_formula","Close_Date","Lead_Status","Forecast_Category_bucket","Action_Framework_Opportunity_ID","Zip_Code","Opportunity_ID","Opportunity_Name","Account_ID","Lead_Score_bucket","Lead_Stage","Forecast_Category","Appointment_Set","Opportunity_Owner","Opportunity_Stage","Lead_Source_formula","B2B_Opportunity_Name","Lead_Source","Region","Created_Date","Location","Next_Steps","Time_in_Status","Lead_Score","Opportunity_Amount","Count_of_Calls","Count_of_Tasks","Days_Open","Count_of_Events","Days_Since_Last_Activity","Total_Activities","Count_of_Emails"
"Karen Wells 55","Yes","Web-to-Lead Campaign","00Q5w00001zd9ZgEAI","2020-11-07","2 - Contacted","1 - Pipeline","006Dp000004HJc0IAG","90833","0065w000022R1ZSAA0","Karen Wells 55","0015w00002DLYADAA5","Losing","1 - New","Pipeline","False","Mary Powers","2 - Discovery","00Q5w00001qNTPJEA4","Golden Key International Honour Society 231","Website","Cypress","2020-01-22","Long Beach","Price negiotations and expecting signed agreement soon.",93,13,42200,2,2,293,6,101,13,3
"Peter Parker 56","No","Twitter Inbound Campaign","00Q5w00001zd9ZgEAI","2020-09-17","1 - New","5 - Omitted","006Dp000004HJc0IAG","90848","0065w000022R1ZSAA0","Peter Parker 56","0015w00002DLYBDAA5","Losing","5 - Unqualified","Omitted","False","Brandy Mullins","1 - Qualification","00Q5w00001qNTPJEA4","Gemco  Ware 251","Social Media","Cypress","2020-07-22","Long Beach","Validated interest level. Plan to give a call on Thursday.",60,43,7670,1,2,111,0,56,3,0
"Bob Warkentine 57","No","None","00Q5w00001zd9ZgEAI","2020-10-17","6 - Unqualified","5 - Omitted","006Dp000004HJc0IAG","91765","0065w000022R1ZSAA0","Bob Warkentine 57","0015w00002DLYB7AAP","Winning","5 - Unqualified","Omitted","True","Cindy Central","6 - Closed Lost","00Q5w00001qNTPJEA4","The Surfside Group 255","Social Media","San Gabriel Valley","2019-11-27","City of Industry","Weekly check-ins to collaborate on a go-forward plan.",11,64,112000,2,1,349,2,43,7,2
"Peter Houston 58","No","Annual Customer Conference","00Q5w00001zd9ZgEAI","2020-03-24","6 - Unqualified","5 - Omitted","006Dp000004HJc0IAG","90814","0065w000022R1ZSAA0","Peter Houston 58","0015w00002DLYAlAAP","Losing","5 - Unqualified","Omitted","False","Mary Powers","6 - Closed Lost","00Q5w00001qNTPJEA4","The Surfside Group 4","Event","Cypress","2020-11-05","Long Beach","Initial introduction call went well. Still need to confirm budget and timing.",135,9,15100,1,1,5,4,101,6,0
"Mark Smith 59","No","Web-to-Lead Campaign","00Q5w00001zd9ZgEAI","2020-10-28","5 - Nurture","4 - Closed","006Dp000004HJc0IAG","90812","0065w000022R1ZSAA0","Mark Smith 59","0015w00002DLYAQAA5","Losing","4 - Converted","Closed","False","Heather Greer","5 - Closed Won","00Q5w00001qNTPJEA4","Oklahoma Department of Commerce 15","Website","Cypress","2019-12-12","Long Beach","Presentation went well. Follow up meeting scheduled for Tueday.",112,4,1770,1,1,334,1,97,7,4
"Mike Malmin 60","No","None","00Q5w00001zd9ZgEAI","2020-06-26","2 - Contacted","1 - Pipeline","006Dp000004HJc0IAG","90899","0065w000022R1ZSAA0","Mike Malmin 60","0015w00002DLYB2AAP","Losing","1 - New","Pipeline","False","Brian Norris","2 - Discovery","00Q5w00001qNTPJEA4","Oklahoma Department of Commerce 23","Social Media","Cypress","2020-04-06","Long Beach","Send email with more information and capture decision criteria.",72,24,148000,0,2,218,1,13,5,2
"Mike Garcia 61","No","Telemarketing Campaign","00Q5w00001zd9ZgEAI","2019-11-22","3 - Working","2 - Best Case","006Dp000004HJc0IAG","91077","0065w000022R1ZSAA0","Mike Garcia 61","0015w00002DLYAPAA5","Winning","2 - Working","Best Case","True","Mary Powers","3 - Proposal/Quote","00Q5w00001qNTPJEA4","Hispanic Outsourcing Solutions 37","Cold Call","San Gabriel Valley","2020-09-21","Arcadia","Weekly check-ins to collaborate on a go-forward plan.",97,61,39800,1,0,50,0,26,1,0
"Deanna Collins 62","Yes","Referral Campaign","00Q5w00001zd9ZgEAI","2020-05-03","5 - Nurture","4 - Closed","006Dp000004HJc0IAG","91744","0065w000022R1ZSAA0","Deanna Collins 62","0015w00002DLYAGAA5","Losing","4 - Converted","Closed","True","Robin Montgomery","5 - Closed Won","00Q5w00001qNTPJEA4","Practicorp 41","Referral","San Gabriel Valley","2019-12-31","City of Industry","Initial introduction call went well. Still need to confirm budget and timing.",214,5,48100,2,1,315,0,78,4,1
"Chip Colli 63","No","Twitter Inbound Campaign","00Q5w00001zd9ZgEAI","2020-08-01","6 - Unqualified","5 - Omitted","006Dp000004HJc0IAG","91744","0065w000022R1ZSAA0","Chip Colli 63","0015w00002DLYB6AAP","Losing","5 - Unqualified","Omitted","False","Brian Norris","6 - Closed Lost","00Q5w00001qNTPJEA4","Crane Aerospace Division / Hydro  Aire 88","Social Media","San Gabriel Valley","2020-08-18","City of Industry","Price negiotations and expecting signed agreement soon.",185,31,3180,1,2,84,2,127,6,1
"Steve Sutherland 64","No","None","00Q5w00001zd9ZgEAI","2020-02-10","4 - Qualifed","3 - Commit","006Dp000004HJc0IAG","91221","0065w000022R1ZSAA0","Steve Sutherland 64","0015w00002DLYB8AAP","Winning","3 - Qualified","Commit","True","Ricky East","4 - Negotiation","00Q5w00001qNTPJEA4","CitySoft 113","Cold Call","Glendale","2020-08-09","Glendale","Validated interest level. Plan to give a call on Thursday.",49,94,48500,1,2,93,0,99,7,4
"Troy Bullock 65","No","Web-to-Lead Campaign","00Q5w00001zd9ZgEAI","2020-09-03","2 - Contacted","1 - Pipeline","006Dp000004HJc0IAG","91716","0065w000022R1ZSAA0","Troy Bullock 65","0015w00002DLYB1AAP","Losing","1 - New","Pipeline","False","Barry Brown","2 - Discovery","00Q5w00001qNTPJEA4","SYNNEX Corporation 133","Website","San Gabriel Valley","2020-06-23","City of Industry","Presentation went well. Follow up meeting scheduled for Tueday.",171,7,113000,2,2,140,3,43,9,2
"Peter Houston 66","No","None","00Q5w00001zd9ZgEAI","2019-12-07","1 - New","5 - Omitted","006Dp000004HJc0IAG","91209","0065w000022R1ZSAA0","Peter Houston 66","0015w00002DLYAlAAP","Losing","5 - Unqualified","Omitted","True","Crystal Stevens","1 - Qualification","00Q5w00001qNTPJEA4","Healthsense 153","Event","Glendale","2020-11-18","Glendale","Send email with more information and capture decision criteria.",152,32,121000,0,0,7,2,12,3,1
"Anne Frost 67","No","None","00Q5w00001zd9ZgEAI","2020-02-12","1 - New","5 - Omitted","006Dp000004HJc0IAG","90740","0065w000022R1ZSAA0","Anne Frost 67","0015w00002DLYAIAA5","Winning","5 - Unqualified","Omitted","True","Robin Montgomery","1 - Qualification","00Q5w00001qNTPJEA4","Exsell 165","Referral","Cypress","2020-10-08","Long Beach","Presentation went well. Follow up meeting scheduled for Tueday.",107,78,15000,0,2,33,2,60,6,2
"Mike Welch 68","No","Referral Campaign","00Q5w00001zd9ZgEAI","2020-04-29","1 - New","5 - Omitted","006Dp000004HJc0IAG","90842","0065w000022R1ZSAA0","Mike Welch 68","0015w00002DLYACAA5","Losing","5 - Unqualified","Omitted","True","Kristen Miller","1 - Qualification","00Q5w00001qNTPJEA4","HostCircle 207","Referral","Cypress","2020-01-09","Long Beach","Validated interest level. Plan to give a call on Thursday.",63,26,5790,0,0,306,0,130,1,1
"Lance Gonzales 69","Yes","Web-to-Lead Campaign","00Q5w00001zd9ZgEAI","2020-07-22","6 - Unqualified","5 - Omitted","006Dp000004HJc0IAG","91222","0065w000022R1ZSAA0","Lance Gonzales 69","0015w00002DLYAMAA5","Losing","5 - Unqualified","Omitted","False","Brandy Mullins","6 - Closed Lost","00Q5w00001qNTPJEA4","HostCircle 209","Website","Glendale","2020-05-09","Glendale","Send email with more information and capture decision criteria.",39,26,118000,0,5,185,0,19,7,2
"Peter Parker 70","No","Annual Customer Conference","00Q5w00001zd9ZgEAI","2020-10-23","2 - Contacted","1 - Pipeline","006Dp000004HJc0IAG","91724","0065w000022R1ZSAA0","Peter Parker 70","0015w00002DLYBDAA5","Winning","1 - New","Pipeline","False","Crystal Stevens","2 - Discovery","00Q5w00001qNTPJEA4","Exacta Corporation 213","Event","Covina Hills","2020-10-14","Covina Hills","Price negiotations and expecting signed agreement soon.",53,62,9770,1,2,27,0,91,7,4
"Jon Allegri 71","No","None","00Q5w00001zd9ZgEAI","2020-08-07","5 - Nurture","4 - Closed","006Dp000004HJc0IAG","91210","0065w000022R1ZSAA0","Jon Allegri 71","0015w00002DLYB4AAP","Losing","4 - Converted","Closed","False","Brian Norris","5 - Closed Won","00Q5w00001qNTPJEA4","Semprio 230","Website","Glendale","2020-06-08","Glendale","Initial introduction call went well. Still need to confirm budget and timing.",151,21,23700,3,1,155,0,43,5,1
"Nicole Grace 72","No","Twitter Inbound Campaign","00Q5w00001zd9ZgEAI","2019-11-23","6 - Unqualified","5 - Omitted","006Dp000004HJc0IAG","90607","0065w000022R1ZSAA0","Nicole Grace 72","0015w00002DLYBAAA5","Losing","5 - Unqualified","Omitted","True","Mary Powers","6 - Closed Lost","00Q5w00001qNTPJEA4","Semprio 236","Social Media","Whittier","2020-07-01","Whittier","Weekly check-ins to collaborate on a go-forward plan.",199,20,78500,2,2,132,1,148,7,2
"Kari Rende 73","No","None","00Q5w00001zd9ZgEAI","2020-08-22","1 - New","5 - Omitted","006Dp000004HJc0IAG","90716","0065w000022R1ZSAA0","Kari Rende 73","0015w00002DLYB3AAP","Losing","5 - Unqualified","Omitted","True","Robin Montgomery","1 - Qualification","00Q5w00001qNTPJEA4","Warrior Solutions 240","Social Media","Cypress","2020-09-27","Long Beach","Weekly check-ins to collaborate on a go-forward plan.",203,6,136000,3,6,44,4,88,15,2
"Tammy Baxter 74","No","Referral Campaign","00Q5w00001zd9ZgEAI","2020-06-29","3 - Working","2 - Best Case","006Dp000004HJc0IAG","90807","0065w000022R1ZSAA0","Tammy Baxter 74","0015w00002DLYAAAA5","Winning","2 - Working","Best Case","True","Travis Coleman","3 - Proposal/Quote","00Q5w00001qNTPJEA4","AdExchange.com 4","Referral","Cypress","2019-11-30","Long Beach","Initial introduction call went well. Still need to confirm budget and timing.",66,58,4890,0,0,346,0,104,0,0
"Niki Sullivan 75","Yes","Twitter Inbound Campaign","00Q5w00001zd9ZgEAI","2020-11-15","1 - New","5 - Omitted","006Dp000004HJc0IAG","90712","0065w000022R1ZSAA0","Niki Sullivan 75","0015w00002DLYB5AAP","Losing","5 - Unqualified","Omitted","False","Brian Norris","1 - Qualification","00Q5w00001qNTPJEA4","B2B-ERP 9","Social Media","Cypress","2019-12-30","Long Beach","Price negiotations and expecting signed agreement soon.",220,39,38200,0,2,316,1,46,5,2
"Bob Warkentine 76","No","Telemarketing Campaign","00Q5w00001zd9ZgEAI","2020-01-24","2 - Contacted","1 - Pipeline","006Dp000004HJc0IAG","91732","0065w000022R1ZSAA0","Bob Warkentine 76","0015w00002DLYB7AAP","Losing","1 - New","Pipeline","False","Brian Norris","2 - Discovery","00Q5w00001qNTPJEA4","T. Edwards & Associates 10","Cold Call","San Gabriel Valley","2020-04-24","Arcadia","Presentation went well. Follow up meeting scheduled for Tueday.",53,13,111000,1,0,200,0,38,4,3
"Robert Janzen 77","No","None","00Q5w00001zd9ZgEAI","2020-08-11","5 - Nurture","4 - Closed","006Dp000004HJc0IAG","90810","0065w000022R1ZSAA0","Robert Janzen 77","0015w00002DLYAJAA5","Winning","4 - Converted","Closed","True","Robin Montgomery","5 - Closed Won","00Q5w00001qNTPJEA4","T. Edwards & Associates 36","Social Media","Cypress","2020-02-26","Long Beach","Validated interest level. Plan to give a call on Thursday.",5,57,65100,0,0,258,1,78,2,1
"Andy Peterson 78","No","None","00Q5w00001zd9ZgEAI","2020-05-08","3 - Working","2 - Best Case","006Dp000004HJc0IAG","91210","0065w000022R1ZSAA0","Andy Peterson 78","0015w00002DLYAHAA5","Losing","2 - Working","Best Case","False","Cindy Central","3 - Proposal/Quote","00Q5w00001qNTPJEA4","Hablador 52","Social Media","Glendale","2020-02-05","Glendale","Send email with more information and capture decision criteria.",219,14,8710,1,3,279,2,133,7,1
"Mina Passini 79","No","None","00Q5w00001zd9ZgEAI","2020-02-03","4 - Qualifed","3 - Commit","006Dp000004HJc0IAG","91221","0065w000022R1ZSAA0","Mina Passini 79","0015w00002DLYAEAA5","Losing","3 - Qualified","Commit","True","Ricky East","4 - Negotiation","00Q5w00001qNTPJEA4","Enwisen 69","Social Media","Glendale","2020-08-27","Glendale","Initial introduction call went well. Still need to confirm budget and timing.",130,23,123000,0,2,75,2,67,6,2
"Benjamin Young 80","No","Web-to-Lead Campaign","00Q5w00001zd9ZgEAI","2020-04-24","1 - New","5 - Omitted","006Dp000004HJc0IAG","92240","0065w000022R1ZSAA0","Benjamin Young 80","0015w00002DLYB9AAP","Winning","5 - Unqualified","Omitted","True","Crystal Stevens","1 - Qualification","00Q5w00001qNTPJEA4","Hoffmann Optimization 77","Website","Coachella Valley","2020-10-26","Cathedral City","Validated interest level. Plan to give a call on Thursday.",27,58,56600,5,0,15,1,19,6,0
"Stacy McNeil 81","No","Referral Campaign","00Q5w00001zd9ZgEAI","2020-01-07","6 - Unqualified","5 - Omitted","006Dp000004HJc0IAG","91210","0065w000022R1ZSAA0","Stacy McNeil 81","0015w00002DLYAFAA5","Losing","5 - Unqualified","Omitted","True","Wendy West","6 - Closed Lost","00Q5w00001qNTPJEA4","Occidental Chemical Corp. 84","Referral","Glendale","2020-03-18","Glendale","Weekly check-ins to collaborate on a go-forward plan.",133,38,8600,2,0,237,2,145,4,0
"Mike Malmin 82","Yes","None","00Q5w00001zd9ZgEAI","2020-10-30","2 - Contacted","1 - Pipeline","006Dp000004HJc0IAG","90801","0065w000022R1ZSAA0","Mike Malmin 82","0015w00002DLYB2AAP","Losing","1 - New","Pipeline","False","Brian Norris","2 - Discovery","00Q5w00001qNTPJEA4","Koch Industries 121","Social Media","Cypress","2020-04-09","Long Beach","Presentation went well. Follow up meeting scheduled for Tueday.",140,1,123000,0,2,215,5,65,9,2
"Robert Simpson 83","No","Web-to-Lead Campaign","00Q5w00001zd9ZgEAI","2020-07-22","6 - Unqualified","5 - Omitted","006Dp000004HJc0IAG","91214","0065w000022R1ZSAA0","Robert Simpson 83","0015w00002DLYAOAA5","Losing","5 - Unqualified","Omitted","False","Rebecca Gonzalez","6 - Closed Lost","00Q5w00001qNTPJEA4","Black & White Software 124","Website","Glendale","2020-07-08","Glendale","Price negiotations and expecting signed agreement soon.",173,29,5330,1,3,125,2,21,6,0
"Heath Axworth 84","No","Annual Customer Conference","00Q5w00001zd9ZgEAI","2020-02-13","5 - Nurture","4 - Closed","006Dp000004HJc0IAG","90069","0065w000022R1ZSAA0","Heath Axworth 84","0015w00002DLYAKAA5","Winning","4 - Converted","Closed","True","Brandy Mullins","5 - Closed Won","00Q5w00001qNTPJEA4","Black & White Software 130","Event","Hollywood Hills","2020-08-18","Hollywood Hills","Send email with more information and capture decision criteria.",79,57,27900,3,2,84,0,41,5,0
"Russell Hartman 85","No","None","00Q5w00001zd9ZgEAI","2020-06-09","3 - Working","2 - Best Case","006Dp000004HJc0IAG","90609","0065w000022R1ZSAA0","Russell Hartman 85","0015w00002DLYABAA5","Losing","2 - Working","Best Case","True","Crystal Stevens","3 - Proposal/Quote","00Q5w00001qNTPJEA4","Lightbulb Press 140","Referral","Whittier","2020-09-02","Whittier","Price negiotations and expecting signed agreement soon.",89,24,38400,0,1,69,0,64,3,2
"Gabe Hoskins 86","No","Twitter Inbound Campaign","00Q5w00001zd9ZgEAI","2020-04-04","1 - New","5 - Omitted","006Dp000004HJc0IAG","90606","0065w000022R1ZSAA0","Gabe Hoskins 86","0015w00002DLYANAA5","Losing","5 - Unqualified","Omitted","False","Michelle Stanley","1 - Qualification","00Q5w00001qNTPJEA4","Thrivent Financial for Lutherans 172","Social Media","Whittier","2020-02-10","Whittier","Presentation went well. Follow up meeting scheduled for Tueday.",117,45,115000,0,1,274,2,126,3,0
"Duncan Macintosh 87","No","None","00Q5w00001zd9ZgEAI","2020-05-19","4 - Qualifed","3 - Commit","006Dp000004HJc0IAG","90832","0065w000022R1ZSAA0","Duncan Macintosh 87","0015w00002DLYALAA5","Winning","3 - Qualified","Commit","False","Cindy Central","4 - Negotiation","00Q5w00001qNTPJEA4","Vicarious Visions 182","Event","Cypress","2020-11-21","Long Beach","Validated interest level. Plan to give a call on Thursday.",189,58,5800,1,0,10,1,11,4,2
"Larry Baxter 88","No","Referral Campaign","00Q5w00001zd9ZgEAI","2019-12-03","2 - Contacted","1 - Pipeline","006Dp000004HJc0IAG","91715","0065w000022R1ZSAA0","Larry Baxter 88","0015w00002DLYA9AAP","Losing","1 - New","Pipeline","False","Mary Powers","2 - Discovery","00Q5w00001qNTPJEA4","Strategic America 188","Referral","San Gabriel Valley","2020-03-15","City of Industry","Send email with more information and capture decision criteria.",9,13,49600,2,2,240,4,73,10,2
"Mark Smith 89","Yes","Telemarketing Campaign","00Q5w00001zd9ZgEAI","2019-12-22","1 - New","5 - Omitted","006Dp000004HJc0IAG","90069","0065w000022R1ZSAA0","Mark Smith 89","0015w00002DLYAQAA5","Losing","5 - Unqualified","Omitted","False","Mary Powers","1 - Qualification","00Q5w00001qNTPJEA4","Graduate School 195","Cold Call","Hollywood Hills","2020-11-08","Hollywood Hills","Initial introduction call went well. Still need to confirm budget and timing.",84,37,115000,0,0,2,4,114,5,1
"Mike Garcia 90","No","None","00Q5w00001zd9ZgEAI","2020-08-31","6 - Unqualified","5 - Omitted","006Dp000004HJc0IAG","90833","0065w000022R1ZSAA0","Mike Garcia 90","0015w00002DLYAPAA5","Winning","5 - Unqualified","Omitted","False","Brian Norris","6 - Closed Lost","00Q5w00001qNTPJEA4","Tri-Coastal Design Group 208","Website","Cypress","2020-04-30","Long Beach","Weekly check-ins to collaborate on a go-forward plan.",122,79,81300,2,2,194,0,4,4,0
"Karen Wells 91","No","Twitter Inbound Campaign","00Q5w00001zd9ZgEAI","2020-09-15","5 - Nurture","4 - Closed","006Dp000004HJc0IAG","92235","0065w000022R1ZSAA0","Karen Wells 91","0015w00002DLYADAA5","Losing","4 - Converted","Closed","False","Kaitlyn Guerrero","5 - Closed Won","00Q5w00001qNTPJEA4","Rex Wyon Inc 211","Social Media","Coachella Valley","2020-10-18","Cathedral City","Presentation went well. Follow up meeting scheduled for Tueday.",220,16,137000,0,2,23,4,46,6,0
"Robert Weiss 92","No","Annual Customer Conference","00Q5w00001zd9ZgEAI","2019-11-20","1 - New","5 - Omitted","006Dp000004HJc0IAG","90812","0065w000022R1ZSAA0","Robert Weiss 92","0015w00002DLYATAA5","Losing","5 - Unqualified","Omitted","True","Ricky East","1 - Qualification","00Q5w00001qNTPJEA4","Rex Wyon Inc 218","Event","Cypress","2020-06-03","Long Beach","Initial introduction call went well. Still need to confirm budget and timing.",188,8,1220,1,2,160,0,67,3,0
"Deanna Collins 93","No","Web-to-Lead Campaign","00Q5w00001zd9ZgEAI","2020-03-07","3 - Working","2 - Best Case","006Dp000004HJc0IAG","90604","0065w000022R1ZSAA0","Deanna Collins 93","0015w00002DLYAGAA5","Winning","2 - Working","Best Case","False","Robin Montgomery","3 - Proposal/Quote","00Q5w00001qNTPJEA4","Rex Wyon Inc 225","Website","Whittier","2019-12-11","Whittier","Validated interest level. Plan to give a call on Thursday.",183,64,44500,1,2,335,1,150,4,0
"Duncan Macintosh 94","No","None","00Q5w00001zd9ZgEAI","2020-02-19","2 - Contacted","1 - Pipeline","006Dp000004HJc0IAG","91224","0065w000022R1ZSAA0","Duncan Macintosh 94","0015w00002DLYALAA5","Losing","1 - New","Pipeline","True","Brian Norris","2 - Discovery","00Q5w00001qNTPJEA4","Kinzan 233","Social Media","Glendale","2019-11-22","Glendale","Send email with more information and capture decision criteria.",157,16,142000,0,2,354,2,91,9,5
"Russell Hartman 95","Yes","None","00Q5w00001zd9ZgEAI","2020-06-03","6 - Unqualified","5 - Omitted","006Dp000004HJc0IAG","91716","0065w000022R1ZSAA0","Russell Hartman 95","0015w00002DLYABAA5","Losing","5 - Unqualified","Omitted","False","Mary Powers","6 - Closed Lost","00Q5w00001qNTPJEA4","Davis Wright Tremaine LLP 29","Cold Call","San Gabriel Valley","2020-06-09","City of Industry","Weekly check-ins to collaborate on a go-forward plan.",172,14,2210,2,0,154,0,19,3,1
"Karen Wells 96","No","Twitter Inbound Campaign","00Q5w00001zd9ZgEAI","2020-04-13","6 - Unqualified","5 - Omitted","006Dp000004HJc0IAG","91714","0065w000022R1ZSAA0","Karen Wells 96","0015w00002DLYADAA5","Losing","5 - Unqualified","Omitted","True","Bill West","6 - Closed Lost","00Q5w00001qNTPJEA4","Samson Investment Company 38","Social Media","San Gabriel Valley","2020-08-20","City of Industry","Price negiotations and expecting signed agreement soon.",24,18,83300,0,0,82,4,5,5,1
