"OWNERUNIQUEUSERNAME","ISHIGHPRIORITY","OWNERID","ACCOUNTRECORDTYPENAME","ACCOUNTTYPE","OWNERSTATE","ACTIVITYDATE","PRIORITY","CREATEDDATE","OWNERCITY","STATUS","DESCRIPTION","OWNERROLENAME","EVENTSUBTYPE","ACCOUNTID","OWNERSMALLPHOTOURL","DUEDATE","TYPE","ANALYTICSDEMO_BATCH_ID_C","ACCOUNTINVESTMENTOBJECTIVES","REGARDING","TASKSUBTYPE","ACCOUNTNAME","ACCOUNTINVESTMENTEXPERIENCE","LastProcessedDate","ACCOUNTMARKETINGSEGMENT","OWNERNAME","ACCOUNTBALANCEBUCKET","CALLTYPE","SUBJECT","OWNEREMAIL"
"Mark Garet","true","0051U000005JQyrQAG","Individual","Customer","IL","2019-08-18","High","2018-10-17","Chicago","Completed","-","Manager","Call","0011U00000KuFYOQA3","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2019-08-18","Email","20190829135125753975","Income","Prospecting","Call","Slade Lindsay","Moderately Experienced","2019-08-29","Mass Market","Allen Advisor","2. Between 50k and 250k","Event","Quarterly Earnings Summary","allen.advisor@example.com"
"Allen Advisor","true","0051U000005JQyrQAG","Individual","Customer","IL","2019-08-05","High","2018-07-03","Chicago","Completed","-","Manager","Call","0011U00000KuFYPQA3","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2019-08-05","Email","20190829135125753975","Growth","Client Retention","Call","Roth Guy","Moderately Experienced","2019-08-29","Affluent Professionals","Allen Advisor","1. Less than 50k","Event","Evaluate Refinancing Loan","allen.advisor@example.com"
"Mark Garet","true","0051U000005JQyrQAG","Person Account","Customer","IL","2019-08-07","High","2018-11-29","Chicago","Completed","-","Manager","Call","0011U00000KuFYQQA3","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2019-08-07","Meeting","20190829135125753975","Income","Onboarding","Call","Autumn Perry","Experienced","2019-08-29","Affluent Professionals","Allen Advisor","1. Less than 50k","Event","Evaluate Refinancing Loan","allen.advisor@example.com"
"Allen Advisor","true","0051U000005KhW6QAK","Household","Customer","NY","2019-07-30","High","2019-02-25","New York","Completed","-","Manager","Call","0011U00000KuFYSQA3","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T","2019-07-30","Call","20190829135125753975","Growth","Client Retention","Call","Nicole Savage","Experienced","2019-08-29","Millennials","Mark Garet","1. Less than 50k","Event","Discussion","mark.garet@example.com"
"Mark Garet","true","0051U000005L4E9QAK","Individual","Customer","CA","2019-08-27","High","2019-02-06","San Francisco","Completed","-","Manager","Call","0011U00000KuFYUQA3","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","2019-08-27","Call","20190829135125753975","Balanced Growth","Service","Call","Inga Moss","Inexperienced","2019-08-29","Affluent Professionals","Brenda Banker","1. Less than 50k","Event","Sync Up","sunil.dixit@example.com"
"Mark Garet","true","0051U000005L6eJQAS","Household","Customer","FL","2019-08-21","High","2019-04-13","Florida","Completed","-","Manager","Call","0011U00000KuFYVQA3","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","2019-08-21","Meeting","20190829135125753975","Balanced Growth","Onboarding","Call","Kirestin Ratliff","Inexperienced","2019-08-29","Affluent Professionals","Chelsea Advisor","1. Less than 50k","Event","Send Birthday Gift","ryan.dobson@example.com"
"Allen Advisor","true","0051U000005L4E9QAK","Person Account","Customer","CA","2019-08-15","High","2018-05-06","San Francisco","Completed","-","Manager","Call","0011U00000KuFYWQA3","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","2019-08-15","Meeting","20190829135125753975","Growth","Service","Call","Brian Williamson","Experienced","2019-08-29","Millennials","Brenda Banker","1. Less than 50k","Event","Summit","sunil.dixit@example.com"
"Allen Advisor","true","0051U000005L4E9QAK","Person Account","Customer","CA","2019-08-16","High","2019-01-21","San Francisco","Completed","-","Manager","Call","0011U00000KuFYXQA3","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","2019-08-16","Other","20190829135125753975","Income","Client Retention","Call","Tarik Mercer","Inexperienced","2019-08-29","Mass Market","Brenda Banker","1. Less than 50k","Event","Quarterly Earnings Summary","sunil.dixit@example.com"
"Chelsea Advisor","true","0051U000005L6eJQAS","Person Account","Customer","FL","2019-08-02","High","2018-07-12","Florida","Completed","-","Manager","Call","0011U00000KuFYYQA3","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","2019-08-02","Meeting","20190829135125753975","Aggressive Growth","Client Retention","Call","Gary Prince","Moderately Inexperienced","2019-08-29","Mass Market","Chelsea Advisor","1. Less than 50k","Event","Sync Up","ryan.dobson@example.com"
"Mark Garet","true","0051U000005L6eJQAS","Person Account","Customer","FL","2019-08-13","High","2019-04-19","Florida","Completed","-","Manager","Call","0011U00000KuFYZQA3","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","2019-08-13","Meeting","20190829135125753975","Growth","Service","Call","Clementine Hughes","Experienced","2019-08-29","Mass Market","Chelsea Advisor","1. Less than 50k","Event","Summit","ryan.dobson@example.com"
"Brenda Banker","true","0051U000005KhW6QAK","Person Account","Customer","NY","2019-08-24","High","2019-05-08","New York","Completed","-","Manager","Call","0011U00000KuFYaQAN","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T","2019-08-24","Other","20190829135125753975","Aggressive Growth","Prospecting","Call","Drake Branch","Experienced","2019-08-29","Retired","Mark Garet","2. Between 50k and 250k","Event","Send Birthday Gift","mark.garet@example.com"
"Allen Advisor","true","0051U000005L4E9QAK","Person Account","Customer","CA","2019-08-14","High","2018-09-03","San Francisco","Completed","-","Manager","Call","0011U00000KuFYdQAN","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","2019-08-14","Other","20190829135125753975","Income","Prospecting","Call","Yuri Hensley","Experienced","2019-08-29","Mass Market","Brenda Banker","1. Less than 50k","Event","Quarterly Earnings Summary","sunil.dixit@example.com"
"Allen Advisor","true","0051U000005L4E9QAK","Household","Customer","CA","2019-08-10","High","2019-04-29","San Francisco","Completed","-","Manager","Call","0011U00000KuFYeQAN","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","2019-08-10","Call","20190829135125753975","Growth","Prospecting","Call","Claudia Hahn","Experienced","2019-08-29","Retired","Brenda Banker","2. Between 50k and 250k","Event","Summit","sunil.dixit@example.com"
"Chelsea Advisor","true","0051U000005L4E9QAK","Household","Customer","CA","2019-08-09","High","2019-01-05","San Francisco","Completed","-","Manager","Call","0011U00000KuFYfQAN","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","2019-08-09","Meeting","20190829135125753975","Income","Prospecting","Call","Raja Oneal","Inexperienced","2019-08-29","Affluent Professionals","Brenda Banker","1. Less than 50k","Event","Sync Up","sunil.dixit@example.com"
"Mark Garet","true","0051U000005JQyrQAG","Person Account","Customer","IL","2019-08-10","High","2018-08-30","Chicago","Completed","-","Manager","Call","0011U00000KuFYjQAN","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2019-08-10","Other","20190829135125753975","Income","Service","Call","Abraham Tyler","Moderately Inexperienced","2019-08-29","Retired","Allen Advisor","2. Between 50k and 250k","Event","Discussion","allen.advisor@example.com"
"Mark Garet","true","0051U000005JQyrQAG","Person Account","Customer","IL","2019-08-02","High","2019-02-27","Chicago","Completed","-","Manager","Call","0011U00000KuFYkQAN","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2019-08-02","Call","20190829135125753975","Aggressive Growth","Service","Call","Harlan Noel","Inexperienced","2019-08-29","Affluent Professionals","Allen Advisor","2. Between 50k and 250k","Event","Evaluate Refinancing Loan","allen.advisor@example.com"
"Brenda Banker","true","0051U000005L4E9QAK","Person Account","Customer","CA","2019-08-20","High","2019-02-18","San Francisco","Completed","-","Manager","Call","0011U00000KuFYlQAN","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","2019-08-20","Other","20190829135125753975","Growth","Service","Call","Maryam Ramsey","Moderately Experienced","2019-08-29","High Net Worth Families","Brenda Banker","2. Between 50k and 250k","Event","Sync Up","sunil.dixit@example.com"
"Mark Garet","true","0051U000005L6eJQAS","Person Account","Customer","FL","2019-08-17","High","2018-07-30","Florida","Completed","-","Manager","Call","0011U00000KuFYmQAN","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","2019-08-17","Meeting","20190829135125753975","Balanced Growth","Client Retention","Call","Gay Pacheco","Inexperienced","2019-08-29","Retired","Chelsea Advisor","2. Between 50k and 250k","Event","Sync Up","ryan.dobson@example.com"
"Brenda Banker","true","0051U000005L4E9QAK","Person Account","Customer","CA","2019-08-11","High","2019-06-18","San Francisco","Completed","-","Manager","Call","0011U00000KuFYnQAN","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","2019-08-11","Other","20190829135125753975","Income","Client Retention","Call","Kirestin Wilkins","Moderately Experienced","2019-08-29","Retired","Brenda Banker","2. Between 50k and 250k","Event","Evaluate Refinancing Loan","sunil.dixit@example.com"
"Allen Advisor","true","0051U000005L4E9QAK","Person Account","Customer","CA","2019-08-22","High","2019-05-22","San Francisco","Completed","-","Manager","Call","0011U00000KuFYoQAN","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","2019-08-22","Call","20190829135125753975","Growth","Onboarding","Call","Calvin Rutledge","Moderately Inexperienced","2019-08-29","Mass Market","Brenda Banker","2. Between 50k and 250k","Event","Send Birthday Gift","sunil.dixit@example.com"
"Mark Garet","true","0051U000005L6eJQAS","Household","Customer","FL","2019-08-15","High","2018-10-03","Florida","Completed","-","Manager","Call","0011U00000KuFYpQAN","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","2019-08-15","Call","20190829135125753975","Income","Client Retention","Call","Nell Alford","Experienced","2019-08-29","Affluent Professionals","Chelsea Advisor","2. Between 50k and 250k","Event","Evaluate Refinancing Loan","ryan.dobson@example.com"
"Mark Garet","true","0051U000005KhW6QAK","Household","Customer","NY","2019-08-17","High","2019-02-13","New York","Completed","-","Manager","Call","0011U00000KuFYqQAN","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T","2019-08-17","Other","20190829135125753975","Growth","Service","Call","Abbot Gutierrez","Inexperienced","2019-08-29","Retired","Mark Garet","2. Between 50k and 250k","Event","Quarterly Earnings Summary","mark.garet@example.com"
"Mark Garet","true","0051U000005L6eJQAS","Household","Customer","FL","2019-08-10","High","2019-03-18","Florida","Completed","-","Manager","Call","0011U00000KuFYrQAN","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","2019-08-10","Call","20190829135125753975","Income","Prospecting","Call","Ashton Torres","Moderately Inexperienced","2019-08-29","Affluent Professionals","Chelsea Advisor","1. Less than 50k","Event","Summit","ryan.dobson@example.com"
"Allen Advisor","true","0051U000005L6eJQAS","Household","Customer","FL","2019-08-06","High","2018-05-24","Florida","Completed","-","Manager","Call","0011U00000KuFYsQAN","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","2019-08-06","Call","20190829135125753975","Growth","Client Retention","Call","Gavin Blevins","Experienced","2019-08-29","Affluent Professionals","Chelsea Advisor","2. Between 50k and 250k","Event","Quarterly Earnings Summary","ryan.dobson@example.com"
"Mark Garet","true","0051U000005L4E9QAK","Household","Customer","CA","2019-07-30","High","2019-03-16","San Francisco","Completed","-","Manager","Call","0011U00000KuFYwQAN","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","2019-07-30","Call","20190829135125753975","Balanced Growth","Service","Call","Armand Knowles","Inexperienced","2019-08-29","Millennials","Brenda Banker","1. Less than 50k","Event","Quarterly Earnings Summary","sunil.dixit@example.com"
"Allen Advisor","true","0051U000005KhW6QAK","Individual","Customer","NY","2019-08-22","High","2019-04-11","New York","Completed","-","Manager","Call","0011U00000KuFYxQAN","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T","2019-08-22","Meeting","20190829135125753975","Growth","Service","Call","Noah Rosa","Inexperienced","2019-08-29","High Net Worth Families","Mark Garet","2. Between 50k and 250k","Event","Evaluate Refinancing Loan","mark.garet@example.com"
"Mark Garet","true","0051U000005KhW6QAK","Household","Customer","NY","2019-08-22","High","2018-08-09","New York","Completed","-","Manager","Call","0011U00000KuFYyQAN","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T","2019-08-22","Other","20190829135125753975","Balanced Growth","Service","Call","Lacey Snider","Experienced","2019-08-29","Millennials","Mark Garet","1. Less than 50k","Event","Discussion","mark.garet@example.com"
"Mark Garet","true","0051U000005L6eJQAS","Person Account","Customer","FL","2019-08-25","High","2019-02-10","Florida","Completed","-","Manager","Call","0011U00000KuFYzQAN","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","2019-08-25","Meeting","20190829135125753975","Income","Client Retention","Call","Sacha Mooney","Inexperienced","2019-08-29","Mass Market","Chelsea Advisor","2. Between 50k and 250k","Event","Quarterly Earnings Summary","ryan.dobson@example.com"
"Brenda Banker","true","0051U000005JQyrQAG","Household","Customer","IL","2019-08-28","High","2019-08-24","Chicago","Completed","-","Manager","Call","0011U00000KuFZ0QAN","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2019-08-28","Meeting","20190829135125753975","Balanced Growth","Client Retention","Call","Keaton Lang","Inexperienced","2019-08-29","Retired","Allen Advisor","1. Less than 50k","Event","Summit","allen.advisor@example.com"
"Brenda Banker","true","0051U000005L4E9QAK","Person Account","Customer","CA","2019-08-03","High","2018-11-11","San Francisco","Completed","-","Manager","Call","0011U00000KuFZ1QAN","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","2019-08-03","Other","20190829135125753975","Growth","Prospecting","Call","Abel Clay","Inexperienced","2019-08-29","Affluent Professionals","Brenda Banker","1. Less than 50k","Event","Sync Up","sunil.dixit@example.com"
"Chelsea Advisor","true","0051U000005L6eJQAS","Person Account","Customer","FL","2019-08-14","High","2019-08-09","Florida","Completed","-","Manager","Call","0011U00000KuFZ3QAN","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","2019-08-14","Other","20190829135125753975","Income","Prospecting","Call","Brady Frazier","Moderately Experienced","2019-08-29","High Net Worth Families","Chelsea Advisor","2. Between 50k and 250k","Event","Discussion","ryan.dobson@example.com"
"Brenda Banker","true","0051U000005JQyrQAG","Person Account","Customer","IL","2019-08-08","High","2018-07-06","Chicago","Completed","-","Manager","Call","0011U00000KuFZ4QAN","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2019-08-08","Meeting","20190829135125753975","Growth","Prospecting","Call","Fitzgerald Coffey","Moderately Experienced","2019-08-29","Affluent Professionals","Allen Advisor","2. Between 50k and 250k","Event","Send Birthday Gift","allen.advisor@example.com"
"Mark Garet","true","0051U000005L6eJQAS","Individual","Customer","FL","2019-08-16","High","2018-03-17","Florida","Completed","-","Manager","Call","0011U00000KuFZ5QAN","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","2019-08-16","Call","20190829135125753975","Income","Client Retention","Call","Hayes Huff","Inexperienced","2019-08-29","Retired","Chelsea Advisor","2. Between 50k and 250k","Event","Send Birthday Gift","ryan.dobson@example.com"
"Brenda Banker","true","0051U000005JQyrQAG","Household","Customer","IL","2019-08-12","High","2018-08-20","Chicago","Completed","-","Manager","Call","0011U00000KuFZ8QAN","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2019-08-12","Call","20190829135125753975","Growth","Service","Call","Wang Church","Experienced","2019-08-29","Millennials","Allen Advisor","2. Between 50k and 250k","Event","Summit","allen.advisor@example.com"
