"OWNERUNIQUEUSERNAME","OWNERID","PRIMARYCONTACTGENDER","OWNERSTATE","AGEBUCKET","SERVICEMODEL","INVESTMENTOBJECTIVES","CREATEDDATE","OWNERCITY","STATUS","MARKETINGSEGMENT","RELATIONSHIPSTARTDATE","RECORDTYPENAME","OWNERROLENAME","BALANCEBUCKET","BILLINGSTREET","OWNERSMALLPHOTOURL","ID","INVESTMENTEXPERIENCE","BILLINGCITY","ANALYTICSDEMO_BATCH_ID_C","BILLINGSTATE","CLIENTCATEGORYCUSTOM","LastProcessedDate","LASTINTERACTION","NEXTREVIEW","PRIMARYCONTACTEMAIL","OWNERNAME","NAME","BILLINGCOUNTRY","RATING","YEARSSINCECLIENTBUCKET","CUSTOMERSEGMENT","OWNEREMAIL","OWNERSHIP","YEARSTARTED","PRIMARYCONTACTAGE","DAYSSINCELASTINTERACTION","YEARSSINCECLIENT","PRIMARYCONTACTANNUALINCOME"
"Chelsea Advisor","0051U000005L6eJQAS","Male","FL","2. 18-29","Tier 1","Balanced Growth","2018-09-29","Florida","Prospect","High Net Worth Families","2012-04-20","Person Account","Manager","2. Between 50k and 250k","0538 Jordan Oval","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","0011U00000KuFXpQAN","Experienced","West Courtneyburgh","20190823114923194298","NY","1 - Platinum","2019-10-07","2019-04-23","2019-08-16","user-44@fsc-demo.com","Chelsea Advisor","Cooper Flowers","USA","Warm","6. Greater than 15Y","Mass Affluent","ryan.dobson@example.com","Subsidiary",1984,22,122,2015,108663
"Chelsea Advisor","0051U000005L6eJQAS","Male","FL","4. 50-69","Tier 3","Income","2019-06-21","Florida","Active","Millennials","2017-06-10","Person Account","Manager","2. Between 50k and 250k","1719 Michael Turnpike","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","0011U00000KuFXqQAN","Inexperienced","Lake Juanview","20190823114923194298","NJ","1 - Platinum","2019-10-07","2019-07-30","2018-10-14","user-45@fsc-demo.com","Chelsea Advisor","Ryder Velez","USA","Cool","6. Greater than 15Y","Mass Affluent","ryan.dobson@example.com","Subsidiary",1987,68,24,2018,64528
"Mark Garet","0051U000005KhW6QAK","Male","NY","5. > 69","Tier 1","Aggressive Growth","2018-09-21","New York","Active","Mass Market","2016-04-01","Person Account","Manager","2. Between 50k and 250k","8778 Thompson Creek","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T","0011U00000KuFXrQAN","Moderately Experienced","Kelliview","20190823114923194298","CA","3 - Silver","2019-10-07","2018-09-27","2018-08-07","user-46@fsc-demo.com","Mark Garet","Priscilla Jimenez","USA","Cool","6. Greater than 15Y","Mass Affluent","mark.garet@example.com","Public",1989,74,329,2017,146376
"Allen Advisor","0051U000005JQyrQAG","Female","IL","2. 18-29","Tier 3","Balanced Growth","2018-11-19","Chicago","Onboarding","Affluent Professionals","2013-03-21","Person Account","Manager","1. Less than 50k","440 Jessica Cliffs","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","0011U00000KuFXsQAN","Moderately Experienced","Lake Mariebury","20190823114923194298","NY","5 - Standard","2019-10-07","2019-07-15","2018-12-11","user-47@fsc-demo.com","Allen Advisor","Harlan Mcgowan","USA","Warm","6. Greater than 15Y","Mass Affluent","allen.advisor@example.com","Private",1934,19,38,2014,117601
"Brenda Banker","0051U000005L4E9QAK","Female","CA","2. 18-29","Tier 2","Growth","2019-04-03","San Francisco","Prospect","Millennials","2013-07-19","Individual","Manager","1. Less than 50k","239 Steele Throughway","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","0011U00000KuFXtQAN","Moderately Experienced","Jenkinsborough","20190823114923194298","NY","5 - Standard","2019-10-07","2019-06-08","2018-06-14","user-48@fsc-demo.com","Brenda Banker","Blaze Pennington","USA","Cool","6. Greater than 15Y","Mass Affluent","sunil.dixit@example.com","Other",1943,28,75,2019,106486
"Allen Advisor","0051U000005JQyrQAG","Female","IL","2. 18-29","Tier 1","Aggressive Growth","2018-05-23","Chicago","Active","Retired","2015-06-23","Individual","Manager","2. Between 50k and 250k","0077 Madison Plaza","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","0011U00000KuFXuQAN","Moderately Inexperienced","West Johnstad","20190823114923194298","TX","2 - Gold","2019-10-07","2019-02-28","2018-08-22","user-49@fsc-demo.com","Allen Advisor","Marvin Garcia","USA","Cool","6. Greater than 15Y","Long Term Growth","allen.advisor@example.com","Other",1949,18,175,2015,199796
"Allen Advisor","0051U000005JQyrQAG","Female","IL","3. 30-49","Tier 3","Aggressive Growth","2018-03-13","Chicago","Active","Mass Market","2018-09-09","Person Account","Manager","1. Less than 50k","54866 Rhonda Mountains","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","0011U00000KuFXvQAN","Inexperienced","North Scott","20190823114923194298","CA","2 - Gold","2019-10-07","2018-11-11","2018-09-03","user-50@fsc-demo.com","Allen Advisor","Odysseus Grimes","USA","Hot","6. Greater than 15Y","Long Term Growth","allen.advisor@example.com","Other",1902,47,284,2018,135975
"Brenda Banker","0051U000005L4E9QAK","Male","CA","4. 50-69","Tier 3","Growth","2018-05-03","San Francisco","Active","Mass Market","2014-01-25","Individual","Manager","2. Between 50k and 250k","0810 Peter Hill","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","0011U00000KuFXwQAN","Inexperienced","Nathanfort","20190823114923194298","CA","5 - Standard","2019-10-07","2018-05-08","2018-09-01","user-51@fsc-demo.com","Brenda Banker","Genevieve Bauer","USA","Cool","6. Greater than 15Y","Mass Affluent","sunil.dixit@example.com","Private",1900,52,471,2017,205374
"Mark Garet","0051U000005KhW6QAK","Male","NY","3. 30-49","Tier 1","Growth","2019-07-07","New York","Active","High Net Worth Families","2011-02-17","Household","Manager","1. Less than 50k","246 Vicki Ports","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T","0011U00000KuFXxQAN","Moderately Experienced","South Aaron","20190823114923194298","NY","2 - Gold","2019-10-07","2019-08-05","2018-07-23","user-52@fsc-demo.com","Mark Garet","Lael Rutledge","USA","Warm","6. Greater than 15Y","Mass Affluent","mark.garet@example.com","Public",1988,42,17,2016,90538
"Brenda Banker","0051U000005L4E9QAK","Female","CA","4. 50-69","Tier 3","Balanced Growth","2018-09-24","San Francisco","Active","Mass Market","2014-03-08","Household","Manager","2. Between 50k and 250k","0873 Daniel Ranch","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","0011U00000KuFXyQAN","Moderately Inexperienced","Brownhaven","20190823114923194298","CA","5 - Standard","2019-10-07","2019-04-03","2018-08-11","user-53@fsc-demo.com","Brenda Banker","Tatum Holt","USA","Hot","6. Greater than 15Y","Mass Affluent","sunil.dixit@example.com","Private",2002,50,141,2017,187908
"Brenda Banker","0051U000005L4E9QAK","Male","CA","5. > 69","Tier 2","Income","2018-10-18","San Francisco","Onboarding","Millennials","2011-04-18","Person Account","Manager","1. Less than 50k","89404 Sheri Viaduct","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","0011U00000KuFXzQAN","Inexperienced","Millerville","20190823114923194298","NY","2 - Gold","2019-10-07","2019-03-23","2019-04-30","user-54@fsc-demo.com","Brenda Banker","Seth Frost","USA","Hot","6. Greater than 15Y","Long Term Growth","sunil.dixit@example.com","Private",1989,76,153,2018,216782
"Brenda Banker","0051U000005L4E9QAK","Male","CA","3. 30-49","Tier 1","Income","2018-03-21","San Francisco","Onboarding","Retired","2019-06-17","Person Account","Manager","1. Less than 50k","99429 Mccormick Mission","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","0011U00000KuFY0QAN","Moderately Inexperienced","Sarahhaven","20190823114923194298","MI","3 - Silver","2019-10-07","2018-05-16","2019-03-02","user-55@fsc-demo.com","Brenda Banker","Orla Weeks","USA","Warm","6. Greater than 15Y","Mass Affluent","sunil.dixit@example.com","Other",1880,47,464,2019,127454
"Allen Advisor","0051U000005JQyrQAG","Male","IL","4. 50-69","Tier 3","Growth","2018-08-15","Chicago","Active","High Net Worth Families","2018-08-01","Household","Manager","2. Between 50k and 250k","941 Jennifer Mall","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","0011U00000KuFY1QAN","Experienced","North Destinymouth","20190823114923194298","FL","2 - Gold","2019-10-07","2018-12-16","2019-02-11","user-56@fsc-demo.com","Allen Advisor","Yoko Marshall","USA","Warm","6. Greater than 15Y","Long Term Growth","allen.advisor@example.com","Other",1957,67,250,2019,215816
"Allen Advisor","0051U000005JQyrQAG","Male","IL","2. 18-29","Tier 1","Aggressive Growth","2018-07-20","Chicago","Active","Affluent Professionals","2012-06-24","Household","Manager","2. Between 50k and 250k","742 Hall Curve","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","0011U00000KuFY2QAN","Experienced","New Emilyfort","20190823114923194298","NY","3 - Silver","2019-10-07","2019-05-04","2019-07-28","user-57@fsc-demo.com","Allen Advisor","Odysseus Ortiz","USA","Warm","6. Greater than 15Y","Mass Affluent","allen.advisor@example.com","Other",1959,27,111,2018,122947
"Mark Garet","0051U000005KhW6QAK","Male","NY","4. 50-69","Tier 3","Growth","2019-07-11","New York","Active","Retired","2019-01-04","Person Account","Manager","2. Between 50k and 250k","52830 Gabrielle Shoal","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T","0011U00000KuFY3QAN","Experienced","New Joannburgh","20190823114923194298","NY","2 - Gold","2019-10-07","2019-08-06","2018-07-06","user-58@fsc-demo.com","Mark Garet","Amos May","USA","Hot","6. Greater than 15Y","Long Term Growth","mark.garet@example.com","Private",1915,65,16,2019,174557
"Allen Advisor","0051U000005JQyrQAG","Female","IL","2. 18-29","Tier 3","Growth","2018-05-15","Chicago","Active","High Net Worth Families","2010-03-22","Individual","Manager","2. Between 50k and 250k","776 Vargas Dale","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","0011U00000KuFY4QAN","Experienced","Ashleymouth","20190823114923194298","NY","5 - Standard","2019-10-07","2019-08-19","2019-04-10","user-59@fsc-demo.com","Allen Advisor","Marny Ford","USA","Warm","6. Greater than 15Y","Mass Affluent","allen.advisor@example.com","Other",1993,20,4,2015,229043
"Brenda Banker","0051U000005L4E9QAK","Male","CA","5. > 69","Tier 1","Income","2019-01-29","San Francisco","Active","Millennials","2018-09-16","Person Account","Manager","1. Less than 50k","624 Adrian Cliff","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","0011U00000KuFY5QAN","Inexperienced","Reevesview","20190823114923194298","CA","1 - Platinum","2019-10-07","2019-01-29","2019-05-17","user-60@fsc-demo.com","Brenda Banker","Declan Leblanc","USA","Cool","6. Greater than 15Y","Mass Affluent","sunil.dixit@example.com","Private",1884,72,206,2018,173325
"Chelsea Advisor","0051U000005L6eJQAS","Male","FL","4. 50-69","Tier 3","Aggressive Growth","2018-04-29","Florida","Active","Millennials","2013-03-30","Person Account","Manager","2. Between 50k and 250k","15083 Sherry View","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","0011U00000KuFY6QAN","Moderately Experienced","Littleport","20190823114923194298","NY","1 - Platinum","2019-10-07","2019-08-06","2018-03-05","user-61@fsc-demo.com","Chelsea Advisor","Angelica Herman","USA","Hot","6. Greater than 15Y","Long Term Growth","ryan.dobson@example.com","Private",1898,52,17,2015,112130
"Brenda Banker","0051U000005L4E9QAK","Male","CA","2. 18-29","Tier 2","Balanced Growth","2018-04-24","San Francisco","Onboarding","Affluent Professionals","2014-02-10","Household","Manager","2. Between 50k and 250k","9555 Mora Terrace","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","0011U00000KuFY7QAN","Moderately Inexperienced","New Andrewburgh","20190823114923194298","CA","5 - Standard","2019-10-07","2018-08-17","2018-10-15","user-62@fsc-demo.com","Brenda Banker","Brielle Lynn","USA","Hot","6. Greater than 15Y","Long Term Growth","sunil.dixit@example.com","Other",1952,24,371,2016,192022
"Chelsea Advisor","0051U000005L6eJQAS","Female","FL","4. 50-69","Tier 1","Income","2018-05-17","Florida","Active","Retired","2013-11-19","Person Account","Manager","1. Less than 50k","0674 Alicia Plain","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","0011U00000KuFY8QAN","Moderately Experienced","Joyceland","20190823114923194298","CA","2 - Gold","2019-10-07","2018-11-27","2018-09-14","user-63@fsc-demo.com","Chelsea Advisor","Ava Bean","USA","Warm","6. Greater than 15Y","Long Term Growth","ryan.dobson@example.com","Private",1974,50,269,2015,152051
"Brenda Banker","0051U000005L4E9QAK","Female","CA","3. 30-49","Tier 3","Growth","2018-12-18","San Francisco","Active","Retired","2018-03-13","Individual","Manager","2. Between 50k and 250k","29313 Miller Squares","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","0011U00000KuFY9QAN","Moderately Inexperienced","Nunezchester","20190823114923194298","CA","1 - Platinum","2019-10-07","2019-05-16","2018-08-28","user-64@fsc-demo.com","Brenda Banker","Ruby Vargas","USA","Hot","6. Greater than 15Y","Long Term Growth","sunil.dixit@example.com","Private",2004,47,99,2019,187236
"Brenda Banker","0051U000005L4E9QAK","Female","CA","4. 50-69","Tier 1","Growth","2019-02-18","San Francisco","Onboarding","Millennials","2015-03-28","Individual","Manager","2. Between 50k and 250k","7187 Fields Square","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","0011U00000KuFYAQA3","Moderately Inexperienced","Port Paul","20190823114923194298","TX","2 - Gold","2019-10-07","2019-07-29","2018-08-29","user-65@fsc-demo.com","Brenda Banker","Asher House","USA","Hot","6. Greater than 15Y","Mass Affluent","sunil.dixit@example.com","Private",1968,54,24,2015,108929
"Brenda Banker","0051U000005L4E9QAK","Female","CA","5. > 69","Tier 2","Balanced Growth","2018-04-23","San Francisco","Onboarding","Millennials","2011-10-27","Household","Manager","1. Less than 50k","928 Thomas Streets","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","0011U00000KuFYBQA3","Inexperienced","Scottside","20190823114923194298","NY","5 - Standard","2019-10-07","2019-06-30","2018-09-21","user-66@fsc-demo.com","Brenda Banker","Lynn Davidson","USA","Cool","6. Greater than 15Y","Long Term Growth","sunil.dixit@example.com","Subsidiary",1974,74,54,2014,110410
"Allen Advisor","0051U000005JQyrQAG","Male","IL","3. 30-49","Tier 1","Income","2019-04-11","Chicago","Onboarding","High Net Worth Families","2012-07-04","Household","Manager","2. Between 50k and 250k","41720 Kenneth Lodge","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","0011U00000KuFYCQA3","Inexperienced","South Yvetteville","20190823114923194298","NY","5 - Standard","2019-10-07","2019-04-24","2018-04-15","user-67@fsc-demo.com","Allen Advisor","Evangeline Christian","USA","Warm","6. Greater than 15Y","Mass Affluent","allen.advisor@example.com","Private",1904,43,121,2015,176285
"Brenda Banker","0051U000005L4E9QAK","Male","CA","4. 50-69","Tier 1","Balanced Growth","2018-08-02","San Francisco","Active","Retired","2019-02-16","Individual","Manager","1. Less than 50k","938 Stephanie Ranch","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","0011U00000KuFYDQA3","Moderately Inexperienced","Port Sean","20190823114923194298","CA","2 - Gold","2019-10-07","2019-07-20","2019-03-08","user-68@fsc-demo.com","Brenda Banker","Ulysses Hale","USA","Cool","6. Greater than 15Y","Long Term Growth","sunil.dixit@example.com","Public",1929,52,33,2019,173915
"Allen Advisor","0051U000005JQyrQAG","Male","IL","1. < 18","Tier 3","Aggressive Growth","2019-05-17","Chicago","Prospect","High Net Worth Families","2018-05-16","Person Account","Manager","2. Between 50k and 250k","893 Scott Stream","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","0011U00000KuFYEQA3","Inexperienced","Solisville","20190823114923194298","TX","5 - Standard","2019-10-07","2019-06-20","2019-02-21","user-69@fsc-demo.com","Allen Advisor","Reuben Roman","USA","Warm","6. Greater than 15Y","Mass Affluent","allen.advisor@example.com","Subsidiary",1974,17,63,2018,178722
"Allen Advisor","0051U000005JQyrQAG","Female","IL","3. 30-49","Tier 2","Balanced Growth","2018-05-05","Chicago","Active","Mass Market","2013-10-11","Individual","Manager","1. Less than 50k","74688 Bruce Mill","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","0011U00000KuFYFQA3","Moderately Experienced","East Markmouth","20190823114923194298","NY","1 - Platinum","2019-10-07","2018-06-21","2019-03-22","user-70@fsc-demo.com","Allen Advisor","Chloe Knox","USA","Cool","6. Greater than 15Y","Mass Affluent","allen.advisor@example.com","Other",1880,47,427,2019,88594
"Allen Advisor","0051U000005JQyrQAG","Male","IL","3. 30-49","Tier 1","Aggressive Growth","2018-09-13","Chicago","Prospect","Mass Market","2013-07-08","Individual","Manager","1. Less than 50k","47607 Pamela Bypass","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","0011U00000KuFYGQA3","Moderately Inexperienced","North Louis","20190823114923194298","CA","5 - Standard","2019-10-07","2018-10-30","2018-08-16","user-71@fsc-demo.com","Allen Advisor","Caleb Mccray","USA","Cool","6. Greater than 15Y","Long Term Growth","allen.advisor@example.com","Private",1955,40,296,2015,142327
"Chelsea Advisor","0051U000005L6eJQAS","Male","FL","2. 18-29","Tier 1","Growth","2018-06-06","Florida","Active","Mass Market","2012-07-23","Person Account","Manager","2. Between 50k and 250k","2541 Theresa Alley","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","0011U00000KuFYHQA3","Moderately Inexperienced","Randystad","20190823114923194298","TX","5 - Standard","2019-10-07","2019-03-06","2019-06-20","user-72@fsc-demo.com","Chelsea Advisor","Shelly Fowler","USA","Cool","6. Greater than 15Y","Mass Affluent","ryan.dobson@example.com","Other",1881,18,169,2014,245537
"Chelsea Advisor","0051U000005L6eJQAS","Female","FL","3. 30-49","Tier 3","Income","2018-07-27","Florida","Active","High Net Worth Families","2015-10-26","Person Account","Manager","1. Less than 50k","53485 James Fields","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","0011U00000KuFYIQA3","Moderately Experienced","North Diana","20190823114923194298","NY","3 - Silver","2019-10-07","2018-09-29","2019-04-21","user-73@fsc-demo.com","Chelsea Advisor","Rigel Joyner","USA","Warm","6. Greater than 15Y","Mass Affluent","ryan.dobson@example.com","Private",1987,34,328,2017,94888
"Chelsea Advisor","0051U000005L6eJQAS","Female","FL","3. 30-49","Tier 2","Growth","2018-07-20","Florida","Active","Affluent Professionals","2018-03-15","Person Account","Manager","1. Less than 50k","8767 Chase Mount","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","0011U00000KuFYJQA3","Experienced","New Benjaminstad","20190823114923194298","CA","5 - Standard","2019-10-07","2019-07-16","2018-06-14","user-74@fsc-demo.com","Chelsea Advisor","Constance Henson","USA","Hot","6. Greater than 15Y","Mass Affluent","ryan.dobson@example.com","Private",1912,47,37,2019,187673
