"FINANCIALACCOUNTNAME","ACCOUNTCLIENTCATEGORYCUSTOM","TRANSACTIONDATE","ACCOUNTSERVICEMODEL","HELDAWAY","FINANCIALACCOUNTID","ACCOUNTOWNERNAME","TRANSACTIONTYPE","ACCOUNTID","ACCOUNTYEARSSINCECLIENTBUCKET","ACCOUNTLASTINTERACTION","ACCOUNTAGEBUCKET","ANALYTICSDEMO_BATCH_ID_C","TRANSACTIONSTATUS","ACCOUNTINVESTMENTOBJECTIVES","ACCOUNTNAME","LastProcessedDate","ACCOUNTMARKETINGSEGMENT","ACCOUNTBALANCEBUCKET","FEESTYPE","FINANCIALACCOUNTTYPE","ACCOUNTPRIMARYCONTACTGENDER","ACCOUNTBILLINGSTATE","BALANCEAMOUNT","FEES","AMOUNT"
"Isaac Stafford Managed Account1974","3 - Silver","2019-02-06","Tier 1",True,"FinAcct.0011U00000KuFnCQAV-1974","Allen Advisor","Credit","0011U00000KuFnCQAV","6. Greater than 15Y","2019-03-10T12:37:48","4. 50-69","20190829100511427864","A","Aggressive Growth","Isaac Stafford","2019-10-07","Millennials","1. Less than 50k","Checking Account Fees","Managed Account","Male","CA",0,1,100
"Isaac Stafford Managed Account1974","3 - Silver","2019-03-06","Tier 1",True,"FinAcct.0011U00000KuFnCQAV-1974","Allen Advisor","Debit","0011U00000KuFnCQAV","6. Greater than 15Y","2019-03-10T12:37:48","4. 50-69","20190829100511427864","A","Aggressive Growth","Isaac Stafford","2019-10-07","Millennials","1. Less than 50k","Card replacement Fees","Managed Account","Male","CA",0,5,500
"Isaac Stafford Cash Management Account1973","3 - Silver","2019-04-03","Tier 1",True,"FinAcct.0011U00000KuFnCQAV-1973","Allen Advisor","Credit","0011U00000KuFnCQAV","6. Greater than 15Y","2019-03-10T12:37:48","4. 50-69","20190829100511427864","A","Aggressive Growth","Isaac Stafford","2019-10-07","Millennials","1. Less than 50k","Debit Card Transaction Fees","Cash Management Account","Male","CA",0,3,100
"Isaac Stafford Cash Management Account1973","3 - Silver","2019-05-01","Tier 1",True,"FinAcct.0011U00000KuFnCQAV-1973","Allen Advisor","Debit","0011U00000KuFnCQAV","6. Greater than 15Y","2019-03-10T12:37:48","4. 50-69","20190829100511427864","B","Aggressive Growth","Isaac Stafford","2019-10-07","Millennials","1. Less than 50k","Card replacement Fees","Cash Management Account","Male","CA",0,5,800
"Isaac Stafford Cash Management Account1973","3 - Silver","2019-05-29","Tier 1",True,"FinAcct.0011U00000KuFnCQAV-1973","Allen Advisor","Debit","0011U00000KuFnCQAV","6. Greater than 15Y","2019-03-10T12:37:48","4. 50-69","20190829100511427864","A","Aggressive Growth","Isaac Stafford","2019-10-07","Millennials","1. Less than 50k","Checking Account Fees","Cash Management Account","Male","CA",0,3,500
"Isaac Stafford Fixed Annuity1972","3 - Silver","2018-11-14","Tier 1",True,"FinAcct.0011U00000KuFnCQAV-1972","Allen Advisor","Credit","0011U00000KuFnCQAV","6. Greater than 15Y","2019-03-10T12:37:48","4. 50-69","20190829100511427864","A","Aggressive Growth","Isaac Stafford","2019-10-07","Millennials","1. Less than 50k","Additional Checks Fees","Fixed Annuity","Male","CA",0,1,800
"Otto Baker Managed Account1971","2 - Gold","2018-04-04","Tier 3",True,"FinAcct.0011U00000KuFnBQAV-1971","Allen Advisor","Credit","0011U00000KuFnBQAV","6. Greater than 15Y","2019-04-19T15:13:34","3. 30-49","20190829100511427864","A","Aggressive Growth","Otto Baker","2019-10-07","High Net Worth Families","1. Less than 50k","ATM Fees(Out of network)","Managed Account","Male","CA",0,1,100
"Otto Baker Managed Account1971","2 - Gold","2018-05-30","Tier 3",True,"FinAcct.0011U00000KuFnBQAV-1971","Allen Advisor","Credit","0011U00000KuFnBQAV","6. Greater than 15Y","2019-04-19T15:13:34","3. 30-49","20190829100511427864","A","Aggressive Growth","Otto Baker","2019-10-07","High Net Worth Families","1. Less than 50k","ATM Fees","Managed Account","Male","CA",0,3,800
"Otto Baker Managed Account1971","2 - Gold","2018-09-19","Tier 3",True,"FinAcct.0011U00000KuFnBQAV-1971","Allen Advisor","Credit","0011U00000KuFnBQAV","6. Greater than 15Y","2019-04-19T15:13:34","3. 30-49","20190829100511427864","B","Aggressive Growth","Otto Baker","2019-10-07","High Net Worth Families","1. Less than 50k","Debit Card Transaction Fees","Managed Account","Male","CA",0,5,1000
"Otto Baker Managed Account1971","2 - Gold","2018-10-17","Tier 3",True,"FinAcct.0011U00000KuFnBQAV-1971","Allen Advisor","Credit","0011U00000KuFnBQAV","6. Greater than 15Y","2019-04-19T15:13:34","3. 30-49","20190829100511427864","A","Aggressive Growth","Otto Baker","2019-10-07","High Net Worth Families","1. Less than 50k","ATM Fees","Managed Account","Male","CA",0,5,500
"Otto Baker Managed Account1971","2 - Gold","2019-06-26","Tier 3",True,"FinAcct.0011U00000KuFnBQAV-1971","Allen Advisor","Debit","0011U00000KuFnBQAV","6. Greater than 15Y","2019-04-19T15:13:34","3. 30-49","20190829100511427864","B","Aggressive Growth","Otto Baker","2019-10-07","High Net Worth Families","1. Less than 50k","Debit Card Transaction Fees","Managed Account","Male","CA",0,1,800
"Otto Baker Mutual Fund1970","2 - Gold","2018-08-22","Tier 3",True,"FinAcct.0011U00000KuFnBQAV-1970","Allen Advisor","Credit","0011U00000KuFnBQAV","6. Greater than 15Y","2019-04-19T15:13:34","3. 30-49","20190829100511427864","A","Aggressive Growth","Otto Baker","2019-10-07","High Net Worth Families","1. Less than 50k","ATM Fees","Mutual Fund","Male","CA",0,1,800
"Otto Baker Mutual Fund1970","2 - Gold","2019-02-06","Tier 3",True,"FinAcct.0011U00000KuFnBQAV-1970","Allen Advisor","Credit","0011U00000KuFnBQAV","6. Greater than 15Y","2019-04-19T15:13:34","3. 30-49","20190829100511427864","A","Aggressive Growth","Otto Baker","2019-10-07","High Net Worth Families","1. Less than 50k","Debit Card Transaction Fees","Mutual Fund","Male","CA",0,5,500
"Otto Baker Mutual Fund1970","2 - Gold","2019-05-01","Tier 3",True,"FinAcct.0011U00000KuFnBQAV-1970","Allen Advisor","Debit","0011U00000KuFnBQAV","6. Greater than 15Y","2019-04-19T15:13:34","3. 30-49","20190829100511427864","A","Aggressive Growth","Otto Baker","2019-10-07","High Net Worth Families","1. Less than 50k","ATM Fees","Mutual Fund","Male","CA",0,5,800
"Chelsea Dorsey Savings1969","5 - Standard","2018-10-03","Tier 3",False,"FinAcct.0011U00000KuFnAQAV-1969","Allen Advisor","Credit","0011U00000KuFnAQAV","6. Greater than 15Y","2019-08-09T11:26:42","2. 18-29","20190829100511427864","A","Aggressive Growth","Chelsea Dorsey","2019-10-07","Affluent Professionals","2. Between 50k and 250k","Debit Card Transaction Fees","Savings","Female","NY",0,5,500
"Chelsea Dorsey Savings1969","5 - Standard","2018-10-18","Tier 3",False,"FinAcct.0011U00000KuFnAQAV-1969","Allen Advisor","Credit","0011U00000KuFnAQAV","6. Greater than 15Y","2019-08-09T11:26:42","2. 18-29","20190829100511427864","B","Aggressive Growth","Chelsea Dorsey","2019-10-07","Affluent Professionals","2. Between 50k and 250k","Cashier's Check Fees","Savings","Female","NY",0,5,500
"Chelsea Dorsey Savings1969","5 - Standard","2018-11-02","Tier 3",False,"FinAcct.0011U00000KuFnAQAV-1969","Allen Advisor","Debit","0011U00000KuFnAQAV","6. Greater than 15Y","2019-08-09T11:26:42","2. 18-29","20190829100511427864","B","Aggressive Growth","Chelsea Dorsey","2019-10-07","Affluent Professionals","2. Between 50k and 250k","Cashier's Check Fees","Savings","Female","NY",0,1,800
"Chelsea Dorsey Savings1969","5 - Standard","2019-01-01","Tier 3",False,"FinAcct.0011U00000KuFnAQAV-1969","Allen Advisor","Credit","0011U00000KuFnAQAV","6. Greater than 15Y","2019-08-09T11:26:42","2. 18-29","20190829100511427864","A","Aggressive Growth","Chelsea Dorsey","2019-10-07","Affluent Professionals","2. Between 50k and 250k","Cashier's Check Fees","Savings","Female","NY",0,5,800
"Chelsea Dorsey Savings1969","5 - Standard","2019-01-16","Tier 3",False,"FinAcct.0011U00000KuFnAQAV-1969","Allen Advisor","Debit","0011U00000KuFnAQAV","6. Greater than 15Y","2019-08-09T11:26:42","2. 18-29","20190829100511427864","A","Aggressive Growth","Chelsea Dorsey","2019-10-07","Affluent Professionals","2. Between 50k and 250k","ATM Fees(Out of network)","Savings","Female","NY",0,3,800
"Chelsea Dorsey Savings1969","5 - Standard","2019-05-01","Tier 3",False,"FinAcct.0011U00000KuFnAQAV-1969","Allen Advisor","Debit","0011U00000KuFnAQAV","6. Greater than 15Y","2019-08-09T11:26:42","2. 18-29","20190829100511427864","A","Aggressive Growth","Chelsea Dorsey","2019-10-07","Affluent Professionals","2. Between 50k and 250k","ATM Fees(Out of network)","Savings","Female","NY",0,3,1000
"Chelsea Dorsey Savings1969","5 - Standard","2019-06-30","Tier 3",False,"FinAcct.0011U00000KuFnAQAV-1969","Allen Advisor","Credit","0011U00000KuFnAQAV","6. Greater than 15Y","2019-08-09T11:26:42","2. 18-29","20190829100511427864","A","Aggressive Growth","Chelsea Dorsey","2019-10-07","Affluent Professionals","2. Between 50k and 250k","Debit Card Transaction Fees","Savings","Female","NY",0,1,100
"Chelsea Dorsey Savings1969","5 - Standard","2019-07-30","Tier 3",False,"FinAcct.0011U00000KuFnAQAV-1969","Allen Advisor","Credit","0011U00000KuFnAQAV","6. Greater than 15Y","2019-08-09T11:26:42","2. 18-29","20190829100511427864","B","Aggressive Growth","Chelsea Dorsey","2019-10-07","Affluent Professionals","2. Between 50k and 250k","Cashier's Check Fees","Savings","Female","NY",0,5,800
"Chelsea Dorsey Savings1969","5 - Standard","2019-08-29","Tier 3",False,"FinAcct.0011U00000KuFnAQAV-1969","Allen Advisor","Credit","0011U00000KuFnAQAV","6. Greater than 15Y","2019-08-09T11:26:42","2. 18-29","20190829100511427864","A","Aggressive Growth","Chelsea Dorsey","2019-10-07","Affluent Professionals","2. Between 50k and 250k","Debit Card Transaction Fees","Savings","Female","NY",0,5,1000
"Chelsea Dorsey Savings1968","5 - Standard","2018-05-06","Tier 3",False,"FinAcct.0011U00000KuFnAQAV-1968","Allen Advisor","Credit","0011U00000KuFnAQAV","6. Greater than 15Y","2019-08-09T11:26:42","2. 18-29","20190829100511427864","B","Aggressive Growth","Chelsea Dorsey","2019-10-07","Affluent Professionals","2. Between 50k and 250k","Card replacement Fees","Savings","Female","NY",0,3,800
"Chelsea Dorsey Savings1968","5 - Standard","2018-07-20","Tier 3",False,"FinAcct.0011U00000KuFnAQAV-1968","Allen Advisor","Debit","0011U00000KuFnAQAV","6. Greater than 15Y","2019-08-09T11:26:42","2. 18-29","20190829100511427864","B","Aggressive Growth","Chelsea Dorsey","2019-10-07","Affluent Professionals","2. Between 50k and 250k","Checking Account Fees","Savings","Female","NY",0,3,500
"Chelsea Dorsey Savings1968","5 - Standard","2018-08-04","Tier 3",False,"FinAcct.0011U00000KuFnAQAV-1968","Allen Advisor","Debit","0011U00000KuFnAQAV","6. Greater than 15Y","2019-08-09T11:26:42","2. 18-29","20190829100511427864","A","Aggressive Growth","Chelsea Dorsey","2019-10-07","Affluent Professionals","2. Between 50k and 250k","ATM Fees(Out of network)","Savings","Female","NY",0,3,800
"Chelsea Dorsey Savings1968","5 - Standard","2018-10-18","Tier 3",False,"FinAcct.0011U00000KuFnAQAV-1968","Allen Advisor","Debit","0011U00000KuFnAQAV","6. Greater than 15Y","2019-08-09T11:26:42","2. 18-29","20190829100511427864","B","Aggressive Growth","Chelsea Dorsey","2019-10-07","Affluent Professionals","2. Between 50k and 250k","Card replacement Fees","Savings","Female","NY",0,1,800
"Chelsea Dorsey Savings1968","5 - Standard","2019-03-17","Tier 3",False,"FinAcct.0011U00000KuFnAQAV-1968","Allen Advisor","Debit","0011U00000KuFnAQAV","6. Greater than 15Y","2019-08-09T11:26:42","2. 18-29","20190829100511427864","B","Aggressive Growth","Chelsea Dorsey","2019-10-07","Affluent Professionals","2. Between 50k and 250k","Cashier's Check Fees","Savings","Female","NY",0,5,100
"Chelsea Dorsey Savings1968","5 - Standard","2019-04-01","Tier 3",False,"FinAcct.0011U00000KuFnAQAV-1968","Allen Advisor","Credit","0011U00000KuFnAQAV","6. Greater than 15Y","2019-08-09T11:26:42","2. 18-29","20190829100511427864","B","Aggressive Growth","Chelsea Dorsey","2019-10-07","Affluent Professionals","2. Between 50k and 250k","ATM Fees(Out of network)","Savings","Female","NY",0,1,500
"Chelsea Dorsey Savings1968","5 - Standard","2019-05-01","Tier 3",False,"FinAcct.0011U00000KuFnAQAV-1968","Allen Advisor","Credit","0011U00000KuFnAQAV","6. Greater than 15Y","2019-08-09T11:26:42","2. 18-29","20190829100511427864","B","Aggressive Growth","Chelsea Dorsey","2019-10-07","Affluent Professionals","2. Between 50k and 250k","Additional Checks Fees","Savings","Female","NY",0,1,500
"Chelsea Dorsey Savings1968","5 - Standard","2019-07-30","Tier 3",False,"FinAcct.0011U00000KuFnAQAV-1968","Allen Advisor","Debit","0011U00000KuFnAQAV","6. Greater than 15Y","2019-08-09T11:26:42","2. 18-29","20190829100511427864","A","Aggressive Growth","Chelsea Dorsey","2019-10-07","Affluent Professionals","2. Between 50k and 250k","Cashier's Check Fees","Savings","Female","NY",0,5,800
"Chelsea Dorsey Fixed Annuity1967","5 - Standard","2018-04-04","Tier 3",True,"FinAcct.0011U00000KuFnAQAV-1967","Allen Advisor","Debit","0011U00000KuFnAQAV","6. Greater than 15Y","2019-08-09T11:26:42","2. 18-29","20190829100511427864","B","Aggressive Growth","Chelsea Dorsey","2019-10-07","Affluent Professionals","2. Between 50k and 250k","Cashier's Check Fees","Fixed Annuity","Female","NY",0,5,1000
"Chelsea Dorsey Fixed Annuity1967","5 - Standard","2018-07-25","Tier 3",True,"FinAcct.0011U00000KuFnAQAV-1967","Allen Advisor","Credit","0011U00000KuFnAQAV","6. Greater than 15Y","2019-08-09T11:26:42","2. 18-29","20190829100511427864","B","Aggressive Growth","Chelsea Dorsey","2019-10-07","Affluent Professionals","2. Between 50k and 250k","ATM Fees(Out of network)","Fixed Annuity","Female","NY",0,3,1000
"Chelsea Dorsey Fixed Annuity1967","5 - Standard","2019-07-24","Tier 3",True,"FinAcct.0011U00000KuFnAQAV-1967","Allen Advisor","Debit","0011U00000KuFnAQAV","6. Greater than 15Y","2019-08-09T11:26:42","2. 18-29","20190829100511427864","B","Aggressive Growth","Chelsea Dorsey","2019-10-07","Affluent Professionals","2. Between 50k and 250k","Additional Checks Fees","Fixed Annuity","Female","NY",0,1,100
"Avram Sweet Managed Account1966","1 - Platinum","2018-05-30","Tier 2",True,"FinAcct.0011U00000KuFn9QAF-1966","Mark Garet","Debit","0011U00000KuFn9QAF","6. Greater than 15Y","2019-07-09T09:43:17","4. 50-69","20190829100511427864","A","Income","Avram Sweet","2019-10-07","High Net Worth Families","2. Between 50k and 250k","ATM Fees","Managed Account","Male","CA",0,1,800
"Avram Sweet Managed Account1966","1 - Platinum","2019-03-06","Tier 2",True,"FinAcct.0011U00000KuFn9QAF-1966","Mark Garet","Credit","0011U00000KuFn9QAF","6. Greater than 15Y","2019-07-09T09:43:17","4. 50-69","20190829100511427864","A","Income","Avram Sweet","2019-10-07","High Net Worth Families","2. Between 50k and 250k","ATM Fees(Out of network)","Managed Account","Male","CA",0,3,800
"Avram Sweet Managed Account1966","1 - Platinum","2019-05-01","Tier 2",True,"FinAcct.0011U00000KuFn9QAF-1966","Mark Garet","Debit","0011U00000KuFn9QAF","6. Greater than 15Y","2019-07-09T09:43:17","4. 50-69","20190829100511427864","A","Income","Avram Sweet","2019-10-07","High Net Worth Families","2. Between 50k and 250k","ATM Fees","Managed Account","Male","CA",0,5,1000
"Avram Sweet Managed Account1966","1 - Platinum","2019-06-26","Tier 2",True,"FinAcct.0011U00000KuFn9QAF-1966","Mark Garet","Debit","0011U00000KuFn9QAF","6. Greater than 15Y","2019-07-09T09:43:17","4. 50-69","20190829100511427864","B","Income","Avram Sweet","2019-10-07","High Net Worth Families","2. Between 50k and 250k","ATM Fees(Out of network)","Managed Account","Male","CA",0,3,800
"Avram Sweet Fixed Annuity1965","1 - Platinum","2018-06-05","Tier 2",False,"FinAcct.0011U00000KuFn9QAF-1965","Mark Garet","Credit","0011U00000KuFn9QAF","6. Greater than 15Y","2019-07-09T09:43:17","4. 50-69","20190829100511427864","B","Income","Avram Sweet","2019-10-07","High Net Worth Families","2. Between 50k and 250k","ATM Fees(Out of network)","Fixed Annuity","Male","CA",0,3,100
"Avram Sweet Fixed Annuity1965","1 - Platinum","2018-08-04","Tier 2",False,"FinAcct.0011U00000KuFn9QAF-1965","Mark Garet","Credit","0011U00000KuFn9QAF","6. Greater than 15Y","2019-07-09T09:43:17","4. 50-69","20190829100511427864","A","Income","Avram Sweet","2019-10-07","High Net Worth Families","2. Between 50k and 250k","ATM Fees(Out of network)","Fixed Annuity","Male","CA",0,1,1000
"Avram Sweet Fixed Annuity1965","1 - Platinum","2018-09-18","Tier 2",False,"FinAcct.0011U00000KuFn9QAF-1965","Mark Garet","Credit","0011U00000KuFn9QAF","6. Greater than 15Y","2019-07-09T09:43:17","4. 50-69","20190829100511427864","B","Income","Avram Sweet","2019-10-07","High Net Worth Families","2. Between 50k and 250k","Cashier's Check Fees","Fixed Annuity","Male","CA",0,5,800
"Avram Sweet Fixed Annuity1965","1 - Platinum","2018-10-18","Tier 2",False,"FinAcct.0011U00000KuFn9QAF-1965","Mark Garet","Debit","0011U00000KuFn9QAF","6. Greater than 15Y","2019-07-09T09:43:17","4. 50-69","20190829100511427864","B","Income","Avram Sweet","2019-10-07","High Net Worth Families","2. Between 50k and 250k","Debit Card Transaction Fees","Fixed Annuity","Male","CA",0,5,500
"Avram Sweet Fixed Annuity1965","1 - Platinum","2019-01-31","Tier 2",False,"FinAcct.0011U00000KuFn9QAF-1965","Mark Garet","Debit","0011U00000KuFn9QAF","6. Greater than 15Y","2019-07-09T09:43:17","4. 50-69","20190829100511427864","B","Income","Avram Sweet","2019-10-07","High Net Worth Families","2. Between 50k and 250k","Cashier's Check Fees","Fixed Annuity","Male","CA",0,3,1000
"Avram Sweet Fixed Annuity1965","1 - Platinum","2019-03-02","Tier 2",False,"FinAcct.0011U00000KuFn9QAF-1965","Mark Garet","Debit","0011U00000KuFn9QAF","6. Greater than 15Y","2019-07-09T09:43:17","4. 50-69","20190829100511427864","A","Income","Avram Sweet","2019-10-07","High Net Worth Families","2. Between 50k and 250k","Card replacement Fees","Fixed Annuity","Male","CA",0,5,1000
"Avram Sweet Fixed Annuity1965","1 - Platinum","2019-08-29","Tier 2",False,"FinAcct.0011U00000KuFn9QAF-1965","Mark Garet","Debit","0011U00000KuFn9QAF","6. Greater than 15Y","2019-07-09T09:43:17","4. 50-69","20190829100511427864","B","Income","Avram Sweet","2019-10-07","High Net Worth Families","2. Between 50k and 250k","Debit Card Transaction Fees","Fixed Annuity","Male","CA",0,5,800
"Basia Mullen Mutual Fund1964","3 - Silver","2018-05-30","Tier 2",True,"FinAcct.0011U00000KuFn8QAF-1964","Mark Garet","Debit","0011U00000KuFn8QAF","6. Greater than 15Y","2019-03-07T22:58:05","2. 18-29","20190829100511427864","B","Balanced Growth","Basia Mullen","2019-10-07","Mass Market","1. Less than 50k","Cashier's Check Fees","Mutual Fund","Male","CA",0,3,500
"Basia Mullen Mutual Fund1964","3 - Silver","2018-06-27","Tier 2",True,"FinAcct.0011U00000KuFn8QAF-1964","Mark Garet","Debit","0011U00000KuFn8QAF","6. Greater than 15Y","2019-03-07T22:58:05","2. 18-29","20190829100511427864","B","Balanced Growth","Basia Mullen","2019-10-07","Mass Market","1. Less than 50k","Cashier's Check Fees","Mutual Fund","Male","CA",0,1,500
"Basia Mullen Mutual Fund1964","3 - Silver","2019-03-06","Tier 2",True,"FinAcct.0011U00000KuFn8QAF-1964","Mark Garet","Debit","0011U00000KuFn8QAF","6. Greater than 15Y","2019-03-07T22:58:05","2. 18-29","20190829100511427864","B","Balanced Growth","Basia Mullen","2019-10-07","Mass Market","1. Less than 50k","Cashier's Check Fees","Mutual Fund","Male","CA",0,5,500
"Basia Mullen Mutual Fund1964","3 - Silver","2019-05-29","Tier 2",True,"FinAcct.0011U00000KuFn8QAF-1964","Mark Garet","Debit","0011U00000KuFn8QAF","6. Greater than 15Y","2019-03-07T22:58:05","2. 18-29","20190829100511427864","B","Balanced Growth","Basia Mullen","2019-10-07","Mass Market","1. Less than 50k","Additional Checks Fees","Mutual Fund","Male","CA",0,1,800
"Basia Mullen Mutual Fund1964","3 - Silver","2019-07-24","Tier 2",True,"FinAcct.0011U00000KuFn8QAF-1964","Mark Garet","Debit","0011U00000KuFn8QAF","6. Greater than 15Y","2019-03-07T22:58:05","2. 18-29","20190829100511427864","A","Balanced Growth","Basia Mullen","2019-10-07","Mass Market","1. Less than 50k","ATM Fees(Out of network)","Mutual Fund","Male","CA",0,5,500
"Madison Mejia Brokerage1963","5 - Standard","2018-09-19","Tier 2",True,"FinAcct.0011U00000KuFn7QAF-1963","Mark Garet","Debit","0011U00000KuFn7QAF","6. Greater than 15Y","2019-04-23T02:12:17","3. 30-49","20190829100511427864","B","Balanced Growth","Madison Mejia","2019-10-07","High Net Worth Families","2. Between 50k and 250k","Checking Account Fees","Brokerage","Female","NY",0,1,500
