"OWNERUNIQUEUSERNAME","ISHIGHPRIORITY","OWNERID","ACCOUNTRECORDTYPENAME","ACCOUNTTYPE","OWNERSTATE","ACTIVITYDATE","PRIORITY","CREATEDDATE","OWNERCITY","STATUS","DESCRIPTION","OWNERROLENAME","EVENTSUBTYPE","ACCOUNTID","OWNERSMALLPHOTOURL","DUEDATE","TYPE","ANALYTICSDEMO_BATCH_ID_C","ACCOUNTINVESTMENTOBJECTIVES","REGARDING","TASKSUBTYPE","ACCOUNTNAME","ACCOUNTINVESTMENTEXPERIENCE","LastProcessedDate","ACCOUNTMARKETINGSEGMENT","OWNERNAME","ACCOUNTBALANCEBUCKET","CALLTYPE","SUBJECT","OWNEREMAIL","DueDays"
"Mark Garet","true","0051U000005L4E9QAK","Person Account","Customer","CA","2020-06-16","High","2020-01-12","San Francisco","Event","-","Manager","Call","0011U00000KuFYMQA3","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","2019-08-09","Call","2.01908291351258E+019","Aggressive Growth","Prospecting","Call","Ainsley Cotton","Experienced","2020-07-06","Affluent Professionals","Brenda Banker","2. Between 50k and 250k","Event","Summit","sunil.dixit@example.com",328
"Allen Advisor","true","0051U000005KhW6QAK","Person Account","Customer","NY","2020-06-23","High","2020-02-24","New York","Not Started","-","Manager","Call","0011U00000KuFYNQA3","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T","2019-08-16","Call","2.01908291351258E+019","Aggressive Growth","Service","Call","Raphael Snider","Inexperienced","2020-07-06","Affluent Professionals","Mark Garet","2. Between 50k and 250k","Event","Lunch Meeting","mark.garet@example.com",321
"Mark Garet","true","0051U000005JQyrQAG","Individual","Customer","IL","2020-06-25","High","2019-08-25","Chicago","Not Started","-","Manager","Call","0011U00000KuFYOQA3","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2019-08-18","Email","2.01908291351258E+019","Income","Prospecting","Call","Slade Lindsay","Moderately Experienced","2020-07-06","Mass Market","Allen Advisor","2. Between 50k and 250k","Event","Quarterly Earnings Summary","allen.advisor@example.com",319
"Allen Advisor","true","0051U000005JQyrQAG","Individual","Customer","IL","2020-06-12","High","2019-05-11","Chicago","In progress","-","Manager","Call","0011U00000KuFYPQA3","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2019-08-05","Email","2.01908291351258E+019","Growth","Client Retention","Call","Roth Guy","Moderately Experienced","2020-07-06","Affluent Professionals","Allen Advisor","1. Less than 50k","Event","Evaluate Refinancing Loan","allen.advisor@example.com",332
"Mark Garet","true","0051U000005JQyrQAG","Person Account","Customer","IL","2020-06-14","High","2019-10-07","Chicago","Event","-","Manager","Call","0011U00000KuFYQQA3","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2019-08-07","Meeting","2.01908291351258E+019","Income","Onboarding","Call","Autumn Perry","Experienced","2020-07-06","Affluent Professionals","Allen Advisor","1. Less than 50k","Event","Evaluate Refinancing Loan","allen.advisor@example.com",330
"Allen Advisor","true","0051U000005KhW6QAK","Household","Customer","NY","2020-06-06","High","2020-01-03","New York","Event","-","Manager","Call","0011U00000KuFYSQA3","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T","2019-07-30","Call","2.01908291351258E+019","Growth","Client Retention","Call","Nicole Savage","Experienced","2020-07-06","Millennials","Mark Garet","1. Less than 50k","Event","Discussion","mark.garet@example.com",338
"Mark Garet","true","0051U000005L4E9QAK","Individual","Customer","CA","2020-07-04","High","2019-12-15","San Francisco","Event","-","Manager","Call","0011U00000KuFYUQA3","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","2019-08-27","Call","2.01908291351258E+019","Balanced Growth","Service","Call","Inga Moss","Inexperienced","2020-07-06","Affluent Professionals","Brenda Banker","1. Less than 50k","Event","Sync Up","sunil.dixit@example.com",310
"Mark Garet","true","0051U000005L6eJQAS","Household","Customer","FL","2020-06-28","High","2020-02-19","Florida","In progress","-","Manager","Call","0011U00000KuFYVQA3","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","2019-08-21","Meeting","2.01908291351258E+019","Balanced Growth","Onboarding","Call","Kirestin Ratliff","Inexperienced","2020-07-06","Affluent Professionals","Chelsea Advisor","1. Less than 50k","Event","Send Birthday Gift","ryan.dobson@example.com",316
"Allen Advisor","true","0051U000005L4E9QAK","Person Account","Customer","CA","2020-06-22","High","2019-03-14","San Francisco","In progress","-","Manager","Call","0011U00000KuFYWQA3","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","2019-08-15","Meeting","2.01908291351258E+019","Growth","Service","Call","Brian Williamson","Experienced","2020-07-06","Millennials","Brenda Banker","1. Less than 50k","Event","Summit","sunil.dixit@example.com",322
"Allen Advisor","true","0051U000005L4E9QAK","Person Account","Customer","CA","2020-06-23","High","2019-11-29","San Francisco","Completed","-","Manager","Call","0011U00000KuFYXQA3","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","2019-08-16","Other","2.01908291351258E+019","Income","Client Retention","Call","Tarik Mercer","Inexperienced","2020-07-06","Mass Market","Brenda Banker","1. Less than 50k","Event","Quarterly Earnings Summary","sunil.dixit@example.com",321
"Chelsea Advisor","true","0051U000005L6eJQAS","Person Account","Customer","FL","2020-06-09","High","2019-05-20","Florida","Not Started","-","Manager","Call","0011U00000KuFYYQA3","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","2019-08-02","Meeting","2.01908291351258E+019","Aggressive Growth","Client Retention","Call","Gary Prince","Moderately Inexperienced","2020-07-06","Mass Market","Chelsea Advisor","1. Less than 50k","Event","Sync Up","ryan.dobson@example.com",335
"Mark Garet","true","0051U000005L6eJQAS","Person Account","Customer","FL","2020-06-20","High","2020-02-25","Florida","Completed","-","Manager","Call","0011U00000KuFYZQA3","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","2019-08-13","Meeting","2.01908291351258E+019","Growth","Service","Call","Clementine Hughes","Experienced","2020-07-06","Mass Market","Chelsea Advisor","1. Less than 50k","Event","Summit","ryan.dobson@example.com",324
"Brenda Banker","true","0051U000005KhW6QAK","Person Account","Customer","NY","2020-07-01","High","2020-03-15","New York","Not Started","-","Manager","Call","0011U00000KuFYaQAN","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T","2019-08-24","Other","2.01908291351258E+019","Aggressive Growth","Prospecting","Call","Drake Branch","Experienced","2020-07-06","Retired","Mark Garet","2. Between 50k and 250k","Event","Send Birthday Gift","mark.garet@example.com",313
"Allen Advisor","true","0051U000005L4E9QAK","Person Account","Customer","CA","2020-06-21","High","2019-07-12","San Francisco","Event","-","Manager","Call","0011U00000KuFYdQAN","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","2019-08-14","Other","2.01908291351258E+019","Income","Prospecting","Call","Yuri Hensley","Experienced","2020-07-06","Mass Market","Brenda Banker","1. Less than 50k","Event","Quarterly Earnings Summary","sunil.dixit@example.com",323
"Allen Advisor","true","0051U000005L4E9QAK","Household","Customer","CA","2020-06-17","High","2020-03-06","San Francisco","Event","-","Manager","Call","0011U00000KuFYeQAN","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","2019-08-10","Call","2.01908291351258E+019","Growth","Prospecting","Call","Claudia Hahn","Experienced","2020-07-06","Retired","Brenda Banker","2. Between 50k and 250k","Event","Summit","sunil.dixit@example.com",327
"Chelsea Advisor","true","0051U000005L4E9QAK","Household","Customer","CA","2020-06-16","High","2019-11-13","San Francisco","In progress","-","Manager","Call","0011U00000KuFYfQAN","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","2019-08-09","Meeting","2.01908291351258E+019","Income","Prospecting","Call","Raja Oneal","Inexperienced","2020-07-06","Affluent Professionals","Brenda Banker","1. Less than 50k","Event","Sync Up","sunil.dixit@example.com",328
"Mark Garet","true","0051U000005JQyrQAG","Person Account","Customer","IL","2020-06-17","High","2019-07-08","Chicago","Event","-","Manager","Call","0011U00000KuFYjQAN","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2019-08-10","Other","2.01908291351258E+019","Income","Service","Call","Abraham Tyler","Moderately Inexperienced","2020-07-06","Retired","Allen Advisor","2. Between 50k and 250k","Event","Discussion","allen.advisor@example.com",327
"Mark Garet","true","0051U000005JQyrQAG","Person Account","Customer","IL","2020-06-09","High","2020-01-05","Chicago","Event","-","Manager","Call","0011U00000KuFYkQAN","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2019-08-02","Call","2.01908291351258E+019","Aggressive Growth","Service","Call","Harlan Noel","Inexperienced","2020-07-06","Affluent Professionals","Allen Advisor","2. Between 50k and 250k","Event","Evaluate Refinancing Loan","allen.advisor@example.com",335
"Brenda Banker","true","0051U000005L4E9QAK","Person Account","Customer","CA","2020-06-27","High","2019-12-27","San Francisco","In progress","-","Manager","Call","0011U00000KuFYlQAN","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","2019-08-20","Other","2.01908291351258E+019","Growth","Service","Call","Maryam Ramsey","Moderately Experienced","2020-07-06","High Net Worth Families","Brenda Banker","2. Between 50k and 250k","Event","Sync Up","sunil.dixit@example.com",317
"Mark Garet","true","0051U000005L6eJQAS","Person Account","Customer","FL","2020-06-24","High","2019-06-07","Florida","Not Started","-","Manager","Call","0011U00000KuFYmQAN","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","2019-08-17","Meeting","2.01908291351258E+019","Balanced Growth","Client Retention","Call","Gay Pacheco","Inexperienced","2020-07-06","Retired","Chelsea Advisor","2. Between 50k and 250k","Event","Sync Up","ryan.dobson@example.com",320
"Brenda Banker","true","0051U000005L4E9QAK","Person Account","Customer","CA","2020-06-18","High","2020-04-25","San Francisco","Event","-","Manager","Call","0011U00000KuFYnQAN","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","2019-08-11","Other","2.01908291351258E+019","Income","Client Retention","Call","Kirestin Wilkins","Moderately Experienced","2020-07-06","Retired","Brenda Banker","2. Between 50k and 250k","Event","Evaluate Refinancing Loan","sunil.dixit@example.com",326
"Allen Advisor","true","0051U000005L4E9QAK","Person Account","Customer","CA","2020-06-29","High","2020-03-29","San Francisco","Event","-","Manager","Call","0011U00000KuFYoQAN","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","2019-08-22","Call","2.01908291351258E+019","Growth","Onboarding","Call","Calvin Rutledge","Moderately Inexperienced","2020-07-06","Mass Market","Brenda Banker","2. Between 50k and 250k","Event","Send Birthday Gift","sunil.dixit@example.com",315
"Mark Garet","true","0051U000005L6eJQAS","Household","Customer","FL","2020-06-22","High","2019-08-11","Florida","Completed","-","Manager","Call","0011U00000KuFYpQAN","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","2019-08-15","Call","2.01908291351258E+019","Income","Client Retention","Call","Nell Alford","Experienced","2020-07-06","Affluent Professionals","Chelsea Advisor","2. Between 50k and 250k","Event","Evaluate Refinancing Loan","ryan.dobson@example.com",322
"Mark Garet","true","0051U000005KhW6QAK","Household","Customer","NY","2020-06-24","High","2019-12-22","New York","In progress","-","Manager","Call","0011U00000KuFYqQAN","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T","2019-08-17","Other","2.01908291351258E+019","Growth","Service","Call","Abbot Gutierrez","Inexperienced","2020-07-06","Retired","Mark Garet","2. Between 50k and 250k","Event","Quarterly Earnings Summary","mark.garet@example.com",320
"Mark Garet","true","0051U000005L6eJQAS","Household","Customer","FL","2020-06-17","High","2020-01-24","Florida","Event","-","Manager","Call","0011U00000KuFYrQAN","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","2019-08-10","Call","2.01908291351258E+019","Income","Prospecting","Call","Ashton Torres","Moderately Inexperienced","2020-07-06","Affluent Professionals","Chelsea Advisor","1. Less than 50k","Event","Summit","ryan.dobson@example.com",327
"Allen Advisor","true","0051U000005L6eJQAS","Household","Customer","FL","2020-06-13","High","2019-04-01","Florida","Not Started","-","Manager","Call","0011U00000KuFYsQAN","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","2019-08-06","Call","2.01908291351258E+019","Growth","Client Retention","Call","Gavin Blevins","Experienced","2020-07-06","Affluent Professionals","Chelsea Advisor","2. Between 50k and 250k","Event","Quarterly Earnings Summary","ryan.dobson@example.com",331
"Mark Garet","true","0051U000005L4E9QAK","Household","Customer","CA","2020-06-06","High","2020-01-22","San Francisco","Event","-","Manager","Call","0011U00000KuFYwQAN","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","2019-07-30","Call","2.01908291351258E+019","Balanced Growth","Service","Call","Armand Knowles","Inexperienced","2020-07-06","Millennials","Brenda Banker","1. Less than 50k","Event","Quarterly Earnings Summary","sunil.dixit@example.com",338
"Allen Advisor","true","0051U000005KhW6QAK","Individual","Customer","NY","2020-06-29","High","2020-02-17","New York","Event","-","Manager","Call","0011U00000KuFYxQAN","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T","2019-08-22","Meeting","2.01908291351258E+019","Growth","Service","Call","Noah Rosa","Inexperienced","2020-07-06","High Net Worth Families","Mark Garet","2. Between 50k and 250k","Event","Evaluate Refinancing Loan","mark.garet@example.com",315
"Mark Garet","true","0051U000005KhW6QAK","Household","Customer","NY","2020-06-29","High","2019-06-17","New York","Not Started","-","Manager","Call","0011U00000KuFYyQAN","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T","2019-08-22","Other","2.01908291351258E+019","Balanced Growth","Service","Call","Lacey Snider","Experienced","2020-07-06","Millennials","Mark Garet","1. Less than 50k","Event","Discussion","mark.garet@example.com",315
"Mark Garet","true","0051U000005L6eJQAS","Person Account","Customer","FL","2020-07-02","High","2019-12-19","Florida","Not Started","-","Manager","Call","0011U00000KuFYzQAN","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","2019-08-25","Meeting","2.01908291351258E+019","Income","Client Retention","Call","Sacha Mooney","Inexperienced","2020-07-06","Mass Market","Chelsea Advisor","2. Between 50k and 250k","Event","Quarterly Earnings Summary","ryan.dobson@example.com",312
"Brenda Banker","true","0051U000005JQyrQAG","Household","Customer","IL","2020-07-05","High","2020-07-01","Chicago","Not Started","-","Manager","Call","0011U00000KuFZ0QAN","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2019-08-28","Meeting","2.01908291351258E+019","Balanced Growth","Client Retention","Call","Keaton Lang","Inexperienced","2020-07-06","Retired","Allen Advisor","1. Less than 50k","Event","Summit","allen.advisor@example.com",309
"Brenda Banker","true","0051U000005L4E9QAK","Person Account","Customer","CA","2020-06-10","High","2019-09-19","San Francisco","In progress","-","Manager","Call","0011U00000KuFZ1QAN","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","2019-08-03","Other","2.01908291351258E+019","Growth","Prospecting","Call","Abel Clay","Inexperienced","2020-07-06","Affluent Professionals","Brenda Banker","1. Less than 50k","Event","Sync Up","sunil.dixit@example.com",334
"Chelsea Advisor","true","0051U000005L6eJQAS","Person Account","Customer","FL","2020-06-21","High","2020-06-16","Florida","In progress","-","Manager","Call","0011U00000KuFZ3QAN","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","2019-08-14","Other","2.01908291351258E+019","Income","Prospecting","Call","Brady Frazier","Moderately Experienced","2020-07-06","High Net Worth Families","Chelsea Advisor","2. Between 50k and 250k","Event","Discussion","ryan.dobson@example.com",323
"Brenda Banker","true","0051U000005JQyrQAG","Person Account","Customer","IL","2020-06-15","High","2019-05-14","Chicago","Completed","-","Manager","Call","0011U00000KuFZ4QAN","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2019-08-08","Meeting","2.01908291351258E+019","Growth","Prospecting","Call","Fitzgerald Coffey","Moderately Experienced","2020-07-06","Affluent Professionals","Allen Advisor","2. Between 50k and 250k","Event","Send Birthday Gift","allen.advisor@example.com",329
"Mark Garet","true","0051U000005L6eJQAS","Individual","Customer","FL","2020-06-23","High","2019-01-23","Florida","Event","-","Manager","Call","0011U00000KuFZ5QAN","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","2019-08-16","Call","2.01908291351258E+019","Income","Client Retention","Call","Hayes Huff","Inexperienced","2020-07-06","Retired","Chelsea Advisor","2. Between 50k and 250k","Event","Send Birthday Gift","ryan.dobson@example.com",321
