"Status","Owner","LeadSource","IsConverted","Rating","Amount_Slot","CreatedDate","Slot","Name","LeadActivities","ConvertedOppAmount","LeadNumber"
"Nurturing - Contacted","Qianwen Dong","Other","false","Warm","0","2020-01-25","From 5 to 10","Kelsey Pragnall",5,0,968
"Nurturing - Contacted","G M","Advertisement","false","Hot","0","2020-04-04","From 5 to 10","Lammond Semorad",10,0,969
"Working","Deepu CSEG","Trade Show","false","Warm","0","2020-05-28","From 11 to 15","Angelica Pepis",15,0,970
"New","R CSEG","Purchased List","false","Cold","0","2020-06-29","0","Gerry Wackley",0,0,971
"Converted","R CSEG","Other","true","Warm","From 100K to 150K","2020-07-08","From 16 to 25","Thoma Di Domenico",25,125000,972
"Working  - Contacted","R CSEG","Employee Referral","false","Cold","0","2020-03-15","From 5 to 10","Meara MacGuffog",7,0,973
"Qualified","Qianwen Dong","Other","false","Warm","0","2020-08-12","From 11 to 15","Juliet Demageard",13,0,974
"Nurturing - Contacted","G M","Advertisement","false","Hot","0","2020-04-08","From 16 to 25","Derrick Guy",16,0,975
"Nurturing","Deepu CSEG","Employee Referral","false","Hot","0","2020-05-11","From 11 to 15","Kassey Devenny",14,0,976
"Nurturing","G M","Employee Referral","false","Warm","0","2020-09-26","From 5 to 10","Thaxter Willgrass",9,0,977
"New","R CSEG","Other","false","Cold","0","2020-06-27","From 5 to 10","Doe Scraggs",7,0,978
"Converted","Qianwen Dong","Other","true","Warm","From 25K to 50K","2020-01-23","From 5 to 10","Daffy Hammerich",6,37000,979
"Qualified","R CSEG","Other","false","Hot","0","2020-07-18","From 16 to 25","Eadie Bowness",24,0,980
"Converted","G M","Purchased List","true","Warm","From 50K to 100K","2020-10-30","From 11 to 15","Willamina Normabell",12,90000,981
"Working","Deepu CSEG","Advertisement","false","Warm","0","2020-02-02","From 11 to 15","Shalom Semple",11,0,982
"Converted","R CSEG","Other","true","Cold","From 10K to 25K","2020-12-01","From 5 to 10","Cointon Korejs",5,12500,983
"Nurturing - Contacted","R CSEG","Trade Show","false","Hot","0","2020-11-27","From 16 to 25","Bendick McMichan",25,0,984
"Working  - Contacted","Qianwen Dong","Other","false","Warm","0","2020-03-01","From 5 to 10","Otha Boswood",6,0,985
"Qualified","G M","Employee Referral","false","Warm","0","2020-12-27","From 5 to 10","Delores Saltman",5,0,986
"Converted","R CSEG","Advertisement","true","Cold","From 25K to 50K","2020-06-20","From 5 to 10","Riane Seakin",5,34000,987
"Working","R CSEG","Other","false","Warm","0","2020-10-19","From 11 to 15","Axel Filipic",14,0,988
"New","G M","Employee Referral","false","Hot","0","2020-09-11","From 5 to 10","Jennifer Wall",9,0,989
"Nurturing","Deepu CSEG","Other","false","Warm","0","2020-07-28","From 16 to 25","Ric Agates",25,0,990
"Converted","Qianwen Dong","Purchased List","true","Hot","From 10K to 25K","2020-04-09","From 16 to 25","Catha Randell",19,17500,991
"Qualified","R CSEG","Employee Referral","false","Cold","0","2020-02-25","From 5 to 10","Sibella Neeve",7,0,992
"Working  - Contacted","G M","Other","false","Hot","0","2020-08-10","From 11 to 15","Kelila Ruscoe",11,0,993
"Nurturing - Contacted","R CSEG","Advertisement","false","Warm","0","2020-11-03","From 5 to 10","Dot Rutter",6,0,994
"Nurturing","R CSEG","Employee Referral","false","Warm","0","2020-01-26","From 11 to 15","Gussy Ronisch",15,0,995
"Working  - Contacted","G M","Other","false","Warm","0","2020-05-18","From 5 to 10","Dorine Rowberry",7,0,996
"Working","Deepu CSEG","Employee Referral","false","Hot","0","2020-03-13","From 16 to 25","Kelly Autie",20,0,997
"Working  - Contacted","Qianwen Dong","Other","false","Warm","0","2020-12-02","From 11 to 15","Lenard Laden",14,0,998
"Qualified","R CSEG","Advertisement","false","Cold","0","2020-08-14","0","Isabel Pelosi",0,0,999
"Converted","R CSEG","Employee Referral","true","Hot","From 5K to 10K","2020-02-14","From 11 to 15","Rozanna Chesser",13,64200,1000
