"Members.Account.BillingCity","Members.Contact.Name","Members.MemberStatus","Promotion.MarketSegment5.Segment5","Members.Contact.Birthdate","Members.MemberCurrency.ProgramCurrency.Id","Promotion.MarketSegment5.Name","Members.Contact.Id","Program.Name","Partner_Overlap.Partner_Overlap","Members.MemberCurrency.Name","Members.ContactId","Members.Transaction.PartnerId","Member.prog.Name","Members.Transaction.JournalType.Name","Promotion.StartDate","Promotion.Start_Day","Members.Contact.AccountId","Id","Product_Overlap.Product_Overlap","Member_Segment.Market_Segment_1","Member_Segment.Market_Segment_2","Members.Transaction.ActivityDate_Flag","Members.Transaction.ProductId","Promotion.EndDate","Promotion.Name","Member_Segment.Membership_Number","Members.Transaction.MemberId","Members.Account.Name","Members.MemberCurrency.ProgramCurrency.IsActive","Promotion.EnrollmentEndDate","Member_Segment.Loyalty_Program","Members.Transaction.Status","Members.Transaction.Id","Members.MemberCurrency.LoyaltyMemberId","Member_Segment.Hobby","StartDate_Flag","Members.AccountId","EndDate","Members.Transaction.PaymentMethod","Members.Transaction.ProductCategoryId","Members.Account.BillingState","Members.Account.Id","Members.EnrollmentDate","Members.MemberCurrency.ProgramCurrency.Name","Promotion.MarketSegment3.Segment3","Members.Transaction.ReferredMemberId","Members.MemberType","Members.MemberCurrency.LoyaltyProgramCurrencyId","Members.ProgramId","Name","Promotion.EnrollmentStartDate","StartDate","Promotion.IsEnrollmentRequired","Promotion.MarketSegment2.Segment2","Members.MemberCurrency.ProgramCurrency.LoyaltyTierGroupId","Member.MembershipNumber","Members.Program.Id","ProductCategory_Overlap.ProductCategory_Overlap","Member.Id","Promotion.ProgramCurrency.Name","Promotion.MarketSegment1.Segment1","Maximize_Promotion_Influenced_Revenue_Prediction_1_predictor2","Members.Contact.MailingCity","Members.Transaction.ActivityDate","Promotion.FulfillmentAction","Members.Contact.MailingCountry","Promotion.LoyaltyPromotionType","Members.MemberCurrency.Id","Members.MemberCurrency.ProgramCurrency.LoyaltyProgramId","Members.Program.Name","FulfillmentAction","Member.ProgramId","PromotionCurrency.Name","Members.Contact.MailingState","Members.EnrollmentChannel","Members.Account.BillingCountry","Members.Transaction.RelatedJournalId","Maximize_Promotion_Influenced_Revenue_Prediction_1_predictor1","Members.Id","Members.MemberCurrency.ProgramCurrency.CurrencyType","Promotion.End_Date_Week_Month","Maximize_Promotion_Influenced_Revenue_Prediction_1_improvement","Members.Transaction.StartDate","Maximize_Promotion_Influenced_Revenue_Prediction_1_predictor","Program.Id","Maximize_Promotion_Influenced_Revenue_Prediction_1_improvement1","LoyaltyProgramCurrencyId","Maximize_Promotion_Influenced_Revenue_Prediction_1_improvement2","Members.Transaction.LoyaltyProgramId","Members.Program.Status","Members.MembershipNumber","Members.ReferredById","Members.Transaction.Last_Transaction_Activity_Date","LoyaltyProgramId","Promotion.Start_Date_Week_Month","Promotion.MarketSegment4.Segment4","isTraining","Members.Member_State_City","Members.Tier.EffectiveDate","Members.Tier.Name","Members.Transaction.Current_ActivityDate","Promotion.Product_or_ProdCategory_Count","Members.Transaction.Accrual_Transactions_Current_Period","Members.Month_In_Tier","Promotion.Partner_Count","Maximize_Promotion_Influenced_Revenue_Prediction_1_prediction","Promotion.Total_Avg_Partner_Transaction_Amount","Promotion.MaximumRewardValue","Members.MemberCurrency.Ledger.Journal.Accrual_Transaction_Amount","Members.MemberCurrency.Ledger.Journal.Accrual_Transactions_Current_Period","Maximize_Promotion_Influenced_Revenue_Prediction_1_predictor_impact","Promotion.Product_Category_Count","Maximize_Promotion_Influenced_Revenue_Prediction_1_improvement_impact2","Maximize_Promotion_Influenced_Revenue_Prediction_1_improvement_impact1","Members.Transaction.Accrual_Transaction_Amount","Members.MemberCurrency.Ledger.Journal.DaysBetweenCurrentTransactions","Members.Transaction.Transaction_Count","Members.Journal.Transaction_Amount_Current_Period","Members.Journal.Accrual_Transactions_Current_Period","Members.Journal.Transaction_Amount_all","Members.Average_NQP_Accrued","Members.Transaction.DaysBetweenCurrentTransactions","Members.DaysSinceLastTransaction","Members.Transaction.Transaction_Amount_Current_Period","Members.Age","Promotion.Enrollment_Duration","Members.Membership_Duration","Members.MemberCurrency.Ledger.Points","Promotion.TotalRewardPoints","Promotion.Total_Avg_Product_Transaction_Amount","Members.MemberCurrency.Ledger.Journal.Transactions_all","Members.MemberCurrency.Ledger.Journal.Transaction_Amount_Current_Period","Maximize_Promotion_Influenced_Revenue_Prediction_1_predictor_impact1","Members.Avg_Transaction_Amount_all","Maximize_Promotion_Influenced_Revenue_Prediction_1_predictor_impact2","Members.Transaction.Transaction_Amount_all","Promotion.Product_Count","Members.MemberCurrency.Ledger.Promotion_Revenue","Promotion.Total_Avg_Product_or_ProdCategory_Transaction_Amount","Members.Journal.DaysBetweenCurrentTransactions","Members.Journal.Transaction_Count","Maximize_Promotion_Influenced_Revenue_Prediction_1_improvement_impact","Promotion.Duration","Product_Overlap.UNIQUE_Product_or_Prod_Category_ID","Members.MemberCurrency.PointsBalance","Promotion.Total_Avg_Product_Category_Transaction_Amount","Members.MemberCurrency.Ledger.Current_Expired_Points","Members.Journal.Accrual_Transaction_Amount","Members.Transaction.Transactions_all","Members.MemberCurrency.Ledger.Current_Accrued_Points","Members.Transaction.TransactionAmount","Members.MemberCurrency.Ledger.Journal.Transaction_Count","Members.Journal.Transactions_all","Members.MemberCurrency.Ledger.Journal.Transaction_Amount_all"
,"Q4Data458 Trail458","Active",,,"0lcB0000000PBAjIAO",,"003B000000IXiAuIAL","NTO Insider","High","Points","003B000000IXiAuIAL","0ldB0000000TNI4IAO","NTO Insider","Accrual","2021-12-01","Wednesday","001B000001LwhoKIAR","0c8B000000000YtIAI","High","Affluent Gen X",,"Others","01tB0000000Zo3tIAC","2021-12-08","Promo90","IndivAiK_259","0lMB0000000RIIUMA4",,"true",,"NTO Insider","Processed","0lVB0000001irm9MAA","0lMB0000000RIIUMA4","Volleyball","Future Promotions",,"2021-12-08",,,,,"2020-07-25","Points","Mass Affluent Millenials",,"Individual","0lcB0000000PBAjIAO","0lpB0000000PBdwIAG","Promo90",,"2021-12-01","false","Affluent Millenials",,"IndivAiK_259","0lpB0000000PBdwIAG","High","0lMB0000000RIIUMA4","Points","Ultra High Net Worth Millenials","Accrual_Transaction_Amount:1907,Maximum Reward Value:1000","New Jersey","2021-10-30T00:00:00.000Z","CreditPoints","USA","Standard","0lzB0000000XcfSIAS","0lpB0000000PBdwIAG","NTO Insider","CreditPoints","0lpB0000000PBdwIAG","Points","NJ","Email",,,"Transaction_Amount_all:1907","0lMB0000000RIIUMA4","NonQualifying","49 - 12",,,"Accrual_Transactions_Current_Period:2,Avg_Transaction_Amount_all:381","0lpB0000000PBdwIAG",,"0lcB0000000PBAjIAO",,"0lpB0000000PBdwIAG","Active","IndivAiK_259",,"2021-11-28T00:00:00.000Z","0lpB0000000PBdwIAG","48 - 12","Ultra High Net Worth Gen Z","false","NJ - New Jersey","2020-07-25","Silver",,4,1,16,4,567.5,3511,1000,2548,4,303.96,4,,,242,-188,1,1080,2,1907,864,0,-19,0,,,472,17505,10,,7,894,-301.58,381,-206.7,242,0,422,,-179,6,,7,1,11641,3549,0,1907,1,3456,242,9,5,2548
,"Perf111 Trail111","Active",,,"0lcB0000000PBAjIAO",,"003B000000IXhvNIAT","NTO Insider","High","Points","003B000000IXhvNIAT","0ldB0000000TNI1IAO","NTO Insider","Accrual","2021-12-01","Wednesday","001B000001LwhoMIAR","0c8B000000000YtIAI",,"Millionaire Millenials",,"Others","01tB0000000Zo45IAC","2021-12-08","Promo90","IndivAiK_249","0lMB0000000RIIKMA4",,"true",,"NTO Insider","Processed","0lVB0000001irmiMAA","0lMB0000000RIIKMA4","Climbing","Future Promotions",,"2021-12-08",,,,,"2020-05-03","Points","Mass Affluent Millenials",,"Individual","0lcB0000000PBAjIAO","0lpB0000000PBdwIAG","Promo90",,"2021-12-01","false","Affluent Millenials",,"IndivAiK_249","0lpB0000000PBdwIAG",,"0lMB0000000RIIKMA4","Points","Ultra High Net Worth Millenials","Avg_Transaction_Amount_all:621,Transaction_Amount_all:3103","Toronto","2021-11-23T00:00:00.000Z","CreditPoints","Canada","Standard","0lzB0000000XceyIAC","0lpB0000000PBdwIAG","NTO Insider","CreditPoints","0lpB0000000PBdwIAG","Points","Ontario","Email",,,"Avg_Transaction_Amount_all:621,Accrual_Transaction_Amount:3103","0lMB0000000RIIKMA4","NonQualifying","49 - 12",,,"Transaction_Amount_all:3103","0lpB0000000PBdwIAG",,"0lcB0000000PBAjIAO",,"0lpB0000000PBdwIAG","Active","IndivAiK_249",,"2021-12-09T00:00:00.000Z","0lpB0000000PBdwIAG","48 - 12","Ultra High Net Worth Gen Z","false","Ontario - Toronto","2020-05-03","Silver",,4,1,18,4,572.78,3511,1000,6408,5,-354.62,4,,,835,-398,1,1744,2,3103,606,0,-30,0,,,555,17069,10,,8,2855,347.72,621,-95.02,835,0,211,,-282,6,,7,,11615,3549,0,3103,1,3029,835,10,5,6408
,"Perf102 Trail102","Active",,,"0lcB0000000PBAjIAO",,"003B000000IXhvEIAT","NTO Insider","High","Points","003B000000IXhvEIAT","0ldB0000000TNI3IAO","NTO Insider","Accrual","2021-12-01","Wednesday","001B000001M3lDXIAZ","0c8B000000000YtIAI","High","Mass Affluent Millenials",,"Current","01tB0000000Zo47IAC","2021-12-08","Promo90","IndivAiK_240","0lMB0000000RIIBMA4",,"true",,"NTO Insider","Processed","0lVB0000001irmmMAA","0lMB0000000RIIBMA4","Swimming","Future Promotions",,"2021-12-08",,,,,"2020-10-04","Points","Mass Affluent Millenials",,"Individual","0lcB0000000PBAjIAO","0lpB0000000PBdwIAG","Promo90",,"2021-12-01","false","Affluent Millenials",,"IndivAiK_240","0lpB0000000PBdwIAG","High","0lMB0000000RIIBMA4","Points","Ultra High Net Worth Millenials","Accrual_Transactions_Current_Period:1,Name:Silver","Toronto","2021-10-03T00:00:00.000Z","CreditPoints","Canada","Standard","0lzB0000000XceXIAS","0lpB0000000PBdwIAG","NTO Insider","CreditPoints","0lpB0000000PBdwIAG","Points","Ontario","Web",,,"Accrual_Transactions_Current_Period:1","0lMB0000000RIIBMA4","NonQualifying","49 - 12",,,"Membership_Duration:401,Month_In_Tier:13","0lpB0000000PBdwIAG",,"0lcB0000000PBAjIAO",,"0lpB0000000PBdwIAG","Active","IndivAiK_240",,"2021-11-24T00:00:00.000Z","0lpB0000000PBdwIAG","48 - 12","Ultra High Net Worth Gen Z","false","Ontario - Toronto","2020-10-04","Silver","2021-10-03T00:00:00.000Z",4,0,13,4,744.25,3511,1000,7450,2,-254.87,4,,,1356,-458,1,3419,1,4323,2750,0,-15,1356,,,401,17239,10,,9,5642,154.52,865,-150.79,1356,0,923,,-267,6,,7,1,11535,3549,0,4323,1,5500,1356,11,5,7450
,"Perf101 Trail101","Active",,,"0lcB0000000PBAjIAO",,"003B000000IXhvDIAT","NTO Insider",,"Points","003B000000IXhvDIAT",,"NTO Insider",,"2021-12-01","Wednesday","001B000001LwhoMIAR","0c8B000000000YtIAI",,"Affluent Millenials",,,,"2021-12-08","Promo90","IndivAiK_239",,,"true",,"NTO Insider",,,"0lMB0000000RIIAMA4","Surfing","Future Promotions",,"2021-12-08",,,,,"2021-08-29","Points","Mass Affluent Millenials",,"Individual","0lcB0000000PBAjIAO","0lpB0000000PBdwIAG","Promo90",,"2021-12-01","false","Affluent Millenials",,"IndivAiK_239","0lpB0000000PBdwIAG",,"0lMB0000000RIIAMA4","Points","Ultra High Net Worth Millenials","Average_NQP_Accrued:0,Month_In_Tier:2","Toronto",,"CreditPoints","Canada","Standard","0lzB0000000XceUIAS","0lpB0000000PBdwIAG","NTO Insider","CreditPoints","0lpB0000000PBdwIAG","Points","Ontario","Email",,,"Membership_Duration:72,Avg_Transaction_Amount_all:0","0lMB0000000RIIAMA4","NonQualifying","49 - 12",,,"Average_NQP_Accrued:0,Avg_Transaction_Amount_all:0","0lpB0000000PBdwIAG",,"0lcB0000000PBAjIAO",,,"Active","IndivAiK_239",,,"0lpB0000000PBdwIAG","48 - 12","Ultra High Net Worth Gen Z","false","Ontario - Toronto","2021-08-29","Silver",,4,,2,4,-28.61,3511,1000,,,-503.62,4,,,,,,,,,0,,,,,,72,,10,,,,-462.72,0,321.28,,0,,,,,,7,,0,3549,,,,,,,,
,"Perf94 Trail94","Active",,,"0lcB0000000PBAjIAO",,"003B000000IXhv6IAD","NTO Insider","High","Points","003B000000IXhv6IAD","0ldB0000000TNHqIAO","NTO Insider","Accrual","2021-12-01","Wednesday","001B000001M3lDXIAZ","0c8B000000000YtIAI","High","Mass Affluent Millenials",,"Current","01tB0000000Zo49IAC","2021-12-08","Promo90","IndivAiK_232","0lMB0000000RII3MAO",,"true",,"NTO Insider","Processed","0lVB0000001irmrMAA","0lMB0000000RII3MAO","Squash","Future Promotions",,"2021-12-08",,,,,"2020-08-24","Points","Mass Affluent Millenials",,"Individual","0lcB0000000PBAjIAO","0lpB0000000PBdwIAG","Promo90",,"2021-12-01","false","Affluent Millenials",,"IndivAiK_232","0lpB0000000PBdwIAG","High","0lMB0000000RII3MAO","Points","Ultra High Net Worth Millenials","Avg_Transaction_Amount_all:1119,Name:Silver","New York City","2021-04-16T00:00:00.000Z","CreditPoints","USA","Standard","0lzB0000000Xce9IAC","0lpB0000000PBdwIAG","NTO Insider","CreditPoints","0lpB0000000PBdwIAG","Points","NY","CallCenter",,,"Transactions_all:5,Avg_Transaction_Amount_all:1119","0lMB0000000RII3MAO","NonQualifying","49 - 12",,,"Average_NQP_Accrued:0,Avg_Transaction_Amount_all:1119","0lpB0000000PBdwIAG",,"0lcB0000000PBAjIAO",,"0lpB0000000PBdwIAG","Active","IndivAiK_232",,"2021-10-28T00:00:00.000Z","0lpB0000000PBdwIAG","48 - 12","Ultra High Net Worth Gen Z","false","NY - New York City","2020-08-24","Silver","2021-04-16T00:00:00.000Z",4,0,15,4,1042.14,3511,1000,8864,0,267.34,4,,,277,-702,1,5593,0,5593,0,-29,12,277,,,442,18592,10,,9,8864,-207.55,1119,155.53,277,0,1322,,-525,6,,7,1,11727,3549,0,5593,1,8065,277,11,5,8864
,"Q4Data284 Trail284","Active",,,"0lcB0000000PBAjIAO",,"003B000000IXi82IAD","NTO Insider",,"Points","003B000000IXi82IAD",,"NTO Insider",,"2021-12-01","Wednesday","001B000001LwhoKIAR","0c8B000000000YtIAI",,"Millionaire Gen Z",,,,"2021-12-08","Promo90","IndivAiK_177",,,"true",,"NTO Insider",,,"0lMB0000000RIH9MAO","Fencing","Future Promotions",,"2021-12-08",,,,,"2021-09-08","Points","Mass Affluent Millenials",,"Individual","0lcB0000000PBAjIAO","0lpB0000000PBdwIAG","Promo90",,"2021-12-01","false","Affluent Millenials",,"IndivAiK_177","0lpB0000000PBdwIAG",,"0lMB0000000RIH9MAO","Points","Ultra High Net Worth Millenials","Average_NQP_Accrued:0,Avg_Transaction_Amount_all:0","New York",,"CreditPoints","USA","Standard","0lzB0000000XcbRIAS","0lpB0000000PBdwIAG","NTO Insider","CreditPoints","0lpB0000000PBdwIAG","Points","NY","Web",,,"Member_State_City:NY - New York,Avg_Transaction_Amount_all:0","0lMB0000000RIH9MAO","NonQualifying","49 - 12",,,"Member_State_City:NY - New York,Membership_Duration:62","0lpB0000000PBdwIAG",,"0lcB0000000PBAjIAO",,,"Active","IndivAiK_177",,,"0lpB0000000PBdwIAG","48 - 12","Ultra High Net Worth Gen Z","false","NY - New York","2021-09-08","Silver",,4,,2,4,-636.35,3511,1000,,,1074.4,4,,,,,,,,,0,,,,,,62,,10,,,,-557.66,0,-503.62,,0,,,,,,7,,0,3549,,,,,,,,
,"Q4Data282 Trail282","Active",,,"0lcB0000000PBAjIAO",,"003B000000IXi80IAD","NTO Insider",,"Points","003B000000IXi80IAD",,"NTO Insider",,"2021-12-01","Wednesday","001B000001LwhoKIAR","0c8B000000000YtIAI",,"Affluent Gen Z",,,,"2021-12-08","Promo90","IndivAiK_175",,,"true",,"NTO Insider",,,"0lMB0000000RIH7MAO","Kabaddi","Future Promotions",,"2021-12-08",,,,,"2021-04-30","Points","Mass Affluent Millenials",,"Individual","0lcB0000000PBAjIAO","0lpB0000000PBdwIAG","Promo90",,"2021-12-01","false","Affluent Millenials",,"IndivAiK_175","0lpB0000000PBdwIAG",,"0lMB0000000RIH7MAO","Points","Ultra High Net Worth Millenials","Average_NQP_Accrued:0,Month_In_Tier:6","Toronto",,"CreditPoints","Canada","Standard","0lzB0000000XcbLIAS","0lpB0000000PBdwIAG","NTO Insider","CreditPoints","0lpB0000000PBdwIAG","Points","Ontario","Social",,,"Membership_Duration:193,Avg_Transaction_Amount_all:0","0lMB0000000RIH7MAO","NonQualifying","49 - 12",,,"Average_NQP_Accrued:0,Avg_Transaction_Amount_all:0","0lpB0000000PBdwIAG",,"0lcB0000000PBAjIAO",,,"Active","IndivAiK_175",,,"0lpB0000000PBdwIAG","48 - 12","Ultra High Net Worth Gen Z","false","Ontario - Toronto","2021-04-30","Silver",,4,,6,4,77.89,3511,1000,,,-503.62,4,,,,,,,,,0,,,,,,193,,10,,,,-462.72,0,321.28,,0,,,,,,7,,0,3549,,,,,,,,
,"User45 Q4Data45","Active",,,"0lcB0000000PBAjIAO",,"003B000000IXi17IAD","NTO Insider","High","Points","003B000000IXi17IAD","0ldB0000000TNI1IAO","NTO Insider","Accrual","2021-12-01","Wednesday","001B000001LwhoKIAR","0c8B000000000YtIAI",,"Millionaire Gen Z",,"Current","01tB0000000Zo45IAC","2021-12-08","Promo90","IndivAiK_061","0lMB0000000RIGoMAO",,"true",,"NTO Insider","Processed","0lVB0000001irk8MAA","0lMB0000000RIGoMAO","Jujitsu","Future Promotions",,"2021-12-08",,,,,"2020-11-07","Points","Mass Affluent Millenials",,"Individual","0lcB0000000PBAjIAO","0lpB0000000PBdwIAG","Promo90",,"2021-12-01","false","Affluent Millenials",,"IndivAiK_061","0lpB0000000PBdwIAG",,"0lMB0000000RIGoMAO","Points","Ultra High Net Worth Millenials","Transactions_all:6,Transaction_Amount_all:7963","San Francisco","2021-05-31T00:00:00.000Z","CreditPoints","USA","Standard","0lzB0000000XcaQIAS","0lpB0000000PBdwIAG","NTO Insider","CreditPoints","0lpB0000000PBdwIAG","Points","CA","Email",,,"Member_State_City:CA - San Francisco,Avg_Transaction_Amount_all:1327","0lMB0000000RIGoMAO","NonQualifying","49 - 12",,,"Avg_Transaction_Amount_all:1327,Month_In_Tier:12","0lpB0000000PBdwIAG",,"0lcB0000000PBAjIAO",,"0lpB0000000PBdwIAG","Active","IndivAiK_061",,"2021-12-15T00:00:00.000Z","0lpB0000000PBdwIAG","48 - 12","Ultra High Net Worth Gen Z","false","CA - San Francisco","2020-11-07","Silver","2021-05-31T00:00:00.000Z",4,0,12,4,573.54,3511,1000,12533,2,-716.17,4,,,1561,-341,1,6911,1,7963,3563,-36,-36,1561,,,367,20514,10,,9,10429,480.43,1327,340.07,1561,0,1131,,-175,7,,7,,14470,3549,0,7963,1,7125,1561,11,6,12533
,"User81 Trial81","Active",,,"0lcB0000000PBAjIAO",,"003B000000IXhsCIAT","NTO Insider",,"Points","003B000000IXhsCIAT","0ldB0000000TNHuIAO","NTO Insider","Accrual","2021-12-01","Wednesday","001B000001LwhoLIAR","0c8B000000000YtIAI",,"Affluent Gen Z",,"Current","01tB0000000Zo4DIAS","2021-12-08","Promo90","IndivAiK_102","0lMB0000000RIGYMA4",,"true",,"NTO Insider","Processed","0lVB0000001irjBMAQ","0lMB0000000RIGYMA4","Horseback riding","Future Promotions",,"2021-12-08",,,,,"2020-01-03","Points","Mass Affluent Millenials",,"Individual","0lcB0000000PBAjIAO","0lpB0000000PBdwIAG","Promo90",,"2021-12-01","false","Affluent Millenials",,"IndivAiK_102","0lpB0000000PBdwIAG",,"0lMB0000000RIGYMA4","Points","Ultra High Net Worth Millenials","Accrual_Transactions_Current_Period:1","San Francisco","2021-02-08T00:00:00.000Z","CreditPoints","USA","Standard","0lzB0000000XcZeIAK","0lpB0000000PBdwIAG","NTO Insider","CreditPoints","0lpB0000000PBdwIAG","Points","CA","Web",,,"Avg_Transaction_Amount_all:648,Accrual_Transaction_Amount:3240","0lMB0000000RIGYMA4","NonQualifying","49 - 12",,,"Transaction_Amount_all:3240","0lpB0000000PBdwIAG",,"0lcB0000000PBAjIAO",,"0lpB0000000PBdwIAG","Active","IndivAiK_102",,"2021-12-22T00:00:00.000Z","0lpB0000000PBdwIAG","48 - 12","Ultra High Net Worth Gen Z","false","CA - San Francisco","2020-01-03","Silver","2021-02-08T00:00:00.000Z",4,0,22,4,699.16,3511,1000,5634,2,-354.62,4,,,998,-169,1,2560,1,3240,2790,-44,-43,998,,,676,19035,10,,7,4274,347.72,648,154.52,998,0,282,,-184,6,,7,,13443,3549,0,3240,1,5580,998,9,5,5634
,"Q4Data392 Trail392","Active",,,"0lcB0000000PBAjIAO",,"003B000000IXi7iIAD","NTO Insider","High","Points","003B000000IXi7iIAD","0ldB0000000TNHzIAO","NTO Insider","Accrual","2021-12-01","Wednesday","001B000001LwhoKIAR","0c8B000000000YtIAI",,"Ultra High Net Worth Gen Z",,"Current","01tB0000000Zo3oIAC","2021-12-08","Promo90","IndivAiK_016","0lMB0000000RIFbMAO",,"true",,"NTO Insider","Processed","0lVB0000001irk2MAA","0lMB0000000RIFbMAO","Cycling","Future Promotions",,"2021-12-08",,,,,"2020-04-16","Points","Mass Affluent Millenials",,"Individual","0lcB0000000PBAjIAO","0lpB0000000PBdwIAG","Promo90",,"2021-12-01","false","Affluent Millenials",,"IndivAiK_016","0lpB0000000PBdwIAG",,"0lMB0000000RIFbMAO","Points","Ultra High Net Worth Millenials","Avg_Transaction_Amount_all:919","New York","2021-07-02T00:00:00.000Z","CreditPoints","USA","Standard","0lzB0000000XcWnIAK","0lpB0000000PBdwIAG","NTO Insider","CreditPoints","0lpB0000000PBdwIAG","Points","NY","Email",,,"Current_Accrued_Points:11029","0lMB0000000RIFbMAO","NonQualifying","49 - 12",,,"Transactions_all:6,Current_Accrued_Points:11029","0lpB0000000PBdwIAG",,"0lcB0000000PBAjIAO",,"0lpB0000000PBdwIAG","Active","IndivAiK_016",,"2021-12-03T00:00:00.000Z","0lpB0000000PBdwIAG","48 - 12","Ultra High Net Worth Gen Z","false","NY - New York","2020-04-16","Silver","2021-07-02T00:00:00.000Z",4,0,19,4,668.75,3511,1000,10194,0,155.72,4,,,1406,-285,1,5511,0,5511,0,-49,-24,1406,,,572,21567,10,,9,10194,-130.7,919,103.78,1406,0,276,,-244,7,,7,,16089,3549,0,5511,1,11029,1406,11,6,10194
,"Data9 User9","Active",,,"0lcB0000000PBAjIAO",,"003B000000IXhzkIAD","NTO Insider","High","Points","003B000000IXhzkIAD","0ldB0000000TNHwIAO","NTO Insider","Accrual","2021-12-01","Wednesday","001B000001LwhoLIAR","0c8B000000000YtIAI",,"Mass Affluent Gen X",,"Current","01tB0000000Zo3cIAC","2021-12-08","Promo90","IndivAiK_037","0lMB0000000RIFCMA4",,"true",,"NTO Insider","Processed","0lVB0000001irkXMAQ","0lMB0000000RIFCMA4","Golfing","Future Promotions",,"2021-12-08",,,,,"2021-01-08","Points","Mass Affluent Millenials",,"Individual","0lcB0000000PBAjIAO","0lpB0000000PBdwIAG","Promo90",,"2021-12-01","false","Affluent Millenials",,"IndivAiK_037","0lpB0000000PBdwIAG",,"0lMB0000000RIFCMA4","Points","Ultra High Net Worth Millenials","Current_Accrued_Points:11253","New Jersey","2021-01-21T00:00:00.000Z","CreditPoints","USA","Standard","0lzB0000000XcVaIAK","0lpB0000000PBdwIAG","NTO Insider","CreditPoints","0lpB0000000PBdwIAG","Points","NJ","Web",,,"Transactions_all:6,Current_Accrued_Points:11253","0lMB0000000RIFCMA4","NonQualifying","49 - 12",,,"Transactions_all:6,DaysBetweenCurrentTransactions:-327","0lpB0000000PBdwIAG",,"0lcB0000000PBAjIAO",,"0lpB0000000PBdwIAG","Active","IndivAiK_037",,"2021-10-01T00:00:00.000Z","0lpB0000000PBdwIAG","48 - 12","Ultra High Net Worth Gen Z","false","NJ - New Jersey","2021-01-08","Silver","2021-01-21T00:00:00.000Z",4,0,10,4,1282.95,3511,1000,6756,0,438.93,4,,,548,-474,1,5370,0,5370,0,-75,39,548,,,305,21591,10,,9,6756,155.72,895,-130.7,548,0,1328,,-327,7,,7,,15915,3549,0,5370,1,11253,548,11,6,6756
,"Perf82 Trail82","Active",,,"0lcB0000000PBAjIAO",,"003B000000IXhupIAD","NTO Insider","High","Points","003B000000IXhupIAD","0ldB0000000TNHzIAO","NTO Insider","Accrual","2021-12-01","Wednesday","001B000001LwhoKIAR","0c8B000000000YtIAI",,"Affluent Millenials",,"Others","01tB0000000Zo3oIAC","2021-12-08","Promo90","IndivAiK_049","0lMB0000000RIEzMAO",,"true",,"NTO Insider","Processed","0lVB0000001irkgMAA","0lMB0000000RIEzMAO","Fishing","Future Promotions",,"2021-12-08",,,,,"2020-12-31","Points","Mass Affluent Millenials",,"Individual","0lcB0000000PBAjIAO","0lpB0000000PBdwIAG","Promo90",,"2021-12-01","false","Affluent Millenials",,"IndivAiK_049","0lpB0000000PBdwIAG",,"0lMB0000000RIEzMAO","Points","Ultra High Net Worth Millenials","Accrual_Transactions_Current_Period:2,Name:Silver","Toronto","2021-12-07T00:00:00.000Z","CreditPoints","Canada","Standard","0lzB0000000XcUxIAK","0lpB0000000PBdwIAG","NTO Insider","CreditPoints","0lpB0000000PBdwIAG","Points","Ontario","CallCenter",,,"Avg_Transaction_Amount_all:892","0lMB0000000RIEzMAO","NonQualifying","49 - 12",,,"Average_NQP_Accrued:1070,DaysSinceLastTransaction:-28","0lpB0000000PBdwIAG",,"0lcB0000000PBAjIAO",,"0lpB0000000PBdwIAG","Active","IndivAiK_049",,"2021-12-07T00:00:00.000Z","0lpB0000000PBdwIAG","48 - 12","Ultra High Net Worth Gen Z","false","Ontario - Toronto","2020-12-31","Silver",,4,1,10,4,1004.46,3511,1000,12428,5,123.5,4,,,1028,-441,1,3165,2,5354,1070,0,-28,0,,,313,19215,10,,11,7022,103.78,892,91.89,1028,0,289,,-435,7,,7,,12647,3549,0,5354,1,5348,1028,13,6,12428
